pm2.5,pm10,no,no2,so2,co,nox,ozone,at,rh,ws,wd,timestamp,nh3,benzene
,,2.48,6.96,8.46,0.34,8.01,122.67,36.16,10.85,2.03,44.04,2023-03-03 15:00:00,33.65,0.38
,,2.45,6.94,8.68,0.34,7.98,122.27,36.09,11.04,1.85,52.19,2023-03-03 15:15:00,34.15,0.38
29.16,30.9,2.43,7.05,8.59,0.34,8.02,118.32,36.33,10.65,1.67,8.07,2023-03-03 15:30:00,35.38,0.42
27.98,31.17,2.43,7.62,9.53,0.35,8.31,119.44,36.08,10.6,2.18,5.86,2023-03-03 15:45:00,36.43,0.4
27.98,31.17,2.46,9.49,7.85,0.37,9.32,121.1,35.97,11.14,1.87,343.98,2023-03-03 16:00:00,36.14,0.4
27.98,31.17,2.49,9.22,8.17,0.34,9.2,110.95,35.95,9.48,1.79,13.34,2023-03-03 16:15:00,33.6,0.4
23.19,36.95,3.1,16.2,7.45,0.31,13.34,106.47,35.66,9.29,1.83,25.58,2023-03-03 16:30:00,32.43,0.45
21.35,39.17,2.65,9.2,7.83,0.31,9.32,106.53,35.23,10.21,1.56,33.9,2023-03-03 16:45:00,33.33,0.47
21.35,39.17,2.5,6.83,8.08,0.3,7.96,103.9,34.81,9.56,1.78,41.55,2023-03-03 17:00:00,34.19,0.49
21.35,39.17,2.48,6.56,8.89,0.28,7.8,103.41,34.25,9.8,1.52,42.37,2023-03-03 17:15:00,32.21,0.81
10.38,25.62,2.47,6.98,9.21,0.29,8.01,101.11,33.58,10.78,1.31,44.65,2023-03-03 17:30:00,28.48,0.55
6.16,20.69,2.44,7.5,9.39,0.31,8.26,96.51,32.7,11.82,0.92,48.11,2023-03-03 17:45:00,27.22,0.38
6.16,20.69,2.45,7.81,9.22,0.31,8.43,92.37,31.94,12.72,0.69,52.12,2023-03-03 18:00:00,27.76,0.63
6.16,20.69,2.43,8.62,9.66,0.34,8.84,90.84,31.34,13.5,0.57,92.5,2023-03-03 18:15:00,28.46,0.57
9.68,18.16,2.43,16.66,10.42,0.52,13.04,70.1,30.09,16.08,0.41,120.35,2023-03-03 18:30:00,28.14,0.46
11.03,17.18,2.49,43.52,11.0,0.73,27.12,43.03,29.17,18.39,0.29,126.5,2023-03-03 18:45:00,25.32,0.73
11.03,17.18,2.66,59.51,9.9,0.89,35.62,31.61,28.2,20.37,0.28,131.27,2023-03-03 19:00:00,23.6,1.66
11.03,17.18,2.58,51.34,9.66,0.53,31.28,57.87,28.44,19.01,0.51,113.73,2023-03-03 19:15:00,25.07,2.33
30.32,76.59,3.89,59.12,9.59,0.54,36.39,44.42,27.59,20.67,0.57,120.13,2023-03-03 19:30:00,25.12,2.69
37.74,98.19,3.13,49.66,9.75,0.53,30.84,60.67,27.7,20.16,0.61,124.63,2023-03-03 19:45:00,24.88,1.47
37.74,98.19,2.61,40.64,9.4,0.61,25.71,48.49,27.29,21.91,0.29,123.27,2023-03-03 20:00:00,26.22,1.48
37.74,98.19,2.62,43.47,8.03,0.73,27.2,33.91,25.43,27.31,0.28,85.35,2023-03-03 20:15:00,26.0,1.54
44.99,114.48,5.91,71.22,8.11,0.89,45.0,19.85,24.56,28.29,0.29,121.36,2023-03-03 20:30:00,22.28,2.31
47.78,120.75,3.6,70.49,8.14,0.97,42.1,18.68,24.44,29.8,0.15,79.5,2023-03-03 20:45:00,22.85,2.99
47.78,120.75,2.98,61.58,7.66,1.06,36.95,21.13,23.56,31.56,0.15,127.06,2023-03-03 21:00:00,24.68,3.44
47.78,120.75,8.27,63.69,8.26,0.87,46.73,18.28,23.27,32.66,0.44,94.08,2023-03-03 21:15:00,22.95,3.67
59.08,138.37,5.54,73.25,8.25,0.95,46.44,19.32,23.66,30.64,0.21,134.6,2023-03-03 21:30:00,23.66,4.18
63.42,145.15,3.27,60.8,7.84,0.84,36.78,24.84,23.67,31.29,0.17,128.47,2023-03-03 21:45:00,26.15,3.12
63.42,145.15,5.66,55.92,8.28,1.13,43.38,19.17,23.33,33.7,0.21,317.56,2023-03-03 22:00:00,25.02,3.32
63.42,145.15,5.7,69.33,7.34,1.08,45.79,15.78,22.51,36.97,0.44,227.34,2023-03-03 22:15:00,23.73,3.22
63.26,141.75,3.16,45.13,7.3,0.8,28.5,31.83,22.56,35.48,0.12,193.88,2023-03-03 22:30:00,28.47,5.73
63.2,140.44,2.88,36.97,6.7,0.76,24.01,30.18,22.12,37.04,0.17,281.47,2023-03-03 22:45:00,30.3,4.15
63.2,140.44,2.91,39.91,6.32,0.93,25.58,21.28,21.57,42.19,0.12,7.34,2023-03-03 23:00:00,30.1,3.09
63.2,140.44,3.16,46.35,5.58,0.92,29.14,15.32,20.98,45.14,0.12,141.62,2023-03-03 23:15:00,29.06,2.97
67.32,169.07,3.08,42.72,5.33,0.85,27.18,16.6,20.55,48.65,0.12,26.19,2023-03-03 23:30:00,29.56,3.81
68.82,179.49,3.15,42.45,4.93,0.82,27.09,12.63,20.21,52.3,0.09,357.68,2023-03-03 23:45:00,29.74,3.73
68.82,179.49,3.19,44.73,4.61,0.82,28.32,11.88,20.16,53.99,0.04,181.21,2023-03-04 00:00:00,,3.62
68.82,179.49,3.14,36.32,5.64,0.77,23.88,15.39,20.04,56.46,0.09,202.55,2023-03-04 00:15:00,31.61,3.69
60.89,128.41,3.17,30.44,5.48,0.76,20.83,14.34,19.86,58.85,0.1,306.37,2023-03-04 00:30:00,32.25,4.06
57.84,109.84,3.05,28.86,5.58,0.75,19.92,15.12,19.65,60.37,0.1,92.34,2023-03-04 00:45:00,32.57,4.54
57.84,109.84,2.98,27.75,5.76,0.75,19.27,18.08,19.9,57.93,0.26,239.58,2023-03-04 01:00:00,32.9,4.68
57.84,109.84,2.82,24.49,6.81,0.8,17.44,27.23,20.81,50.65,0.31,240.72,2023-03-04 01:15:00,33.73,4.73
47.49,80.73,2.88,23.74,6.64,0.79,17.1,25.09,20.53,52.37,0.17,241.17,2023-03-04 01:30:00,33.56,4.75
43.51,69.53,2.94,23.33,6.72,0.83,16.93,25.89,20.53,51.85,0.16,252.73,2023-03-04 01:45:00,33.57,5.23
43.51,69.53,3.04,24.0,6.3,0.82,17.36,19.94,19.83,57.62,0.11,97.14,2023-03-04 02:00:00,33.49,4.95
43.51,69.53,2.96,23.71,6.42,0.83,17.15,23.45,20.27,53.83,0.21,137.79,2023-03-04 02:15:00,33.57,4.91
37.63,59.9,2.93,22.12,6.64,0.82,16.3,26.14,20.37,53.51,0.06,292.82,2023-03-04 02:30:00,33.79,5.03
35.36,56.19,2.94,21.41,6.57,0.82,15.93,26.89,20.04,55.11,0.25,230.15,2023-03-04 02:45:00,33.79,4.74
35.36,56.19,2.88,20.1,7.02,0.81,15.2,30.49,19.98,54.74,0.21,197.66,2023-03-04 03:00:00,34.04,4.53
35.36,56.19,2.86,19.23,6.96,0.8,14.73,29.58,19.76,55.85,0.23,223.46,2023-03-04 03:15:00,34.11,4.37
32.85,52.29,2.92,19.63,6.52,0.8,14.99,25.32,19.2,58.92,0.19,161.42,2023-03-04 03:30:00,34.01,4.2
31.88,50.79,2.82,19.14,6.58,0.81,14.65,26.35,19.35,58.95,0.35,127.53,2023-03-04 03:45:00,34.05,3.95
31.88,50.79,2.84,18.58,6.64,0.79,14.37,26.65,19.36,56.93,0.24,203.77,2023-03-04 04:00:00,33.97,3.85
31.88,50.79,2.97,21.63,6.45,0.78,16.07,21.21,18.8,60.93,0.12,66.59,2023-03-04 04:15:00,33.46,3.79
29.06,45.39,3.05,23.09,5.94,0.79,16.89,16.51,18.1,64.95,0.14,339.49,2023-03-04 04:30:00,33.24,3.46
27.97,43.31,3.11,22.92,5.62,0.78,16.85,14.85,17.41,66.21,0.11,196.64,2023-03-04 04:45:00,33.54,3.5
27.97,43.31,3.63,27.11,5.68,0.78,19.46,16.14,17.32,66.88,0.43,80.54,2023-03-04 05:00:00,32.76,3.77
27.97,43.31,8.37,46.07,5.96,0.82,33.17,8.95,17.57,63.14,0.32,129.74,2023-03-04 05:15:00,29.18,3.55
30.25,53.97,4.66,36.27,5.68,0.79,25.07,13.9,17.48,64.27,0.14,140.78,2023-03-04 05:30:00,30.56,3.61
31.12,58.07,3.59,33.79,5.54,0.79,22.92,13.15,17.15,65.93,0.25,114.36,2023-03-04 05:45:00,31.66,3.56
31.12,58.07,3.37,33.09,5.82,0.78,22.38,15.85,17.14,65.37,0.41,119.8,2023-03-04 06:00:00,31.88,3.46
31.12,58.07,6.4,37.64,5.94,0.79,27.18,14.42,16.94,65.47,0.47,113.33,2023-03-04 06:15:00,31.19,3.53
35.75,69.08,19.74,56.02,6.02,0.89,47.49,6.98,17.05,63.39,0.37,111.63,2023-03-04 06:30:00,25.75,3.22
37.53,73.31,7.34,39.78,6.45,0.73,29.06,18.21,18.11,58.04,0.27,127.45,2023-03-04 06:45:00,29.8,4.29
37.53,73.31,4.87,31.17,6.79,0.74,22.58,21.08,19.47,54.07,0.19,131.13,2023-03-04 07:00:00,32.68,4.65
37.53,73.31,15.4,47.73,7.06,0.86,39.68,16.14,21.56,48.42,0.26,328.71,2023-03-04 07:15:00,28.31,3.38
36.35,78.24,8.99,41.81,7.73,0.84,31.44,23.4,23.27,41.46,0.26,304.15,2023-03-04 07:30:00,30.13,3.36
35.9,80.14,5.27,30.26,8.24,0.85,22.43,37.77,25.09,36.91,0.5,306.98,2023-03-04 07:45:00,32.84,4.36
35.9,80.14,4.21,26.71,5.82,0.88,19.72,43.91,25.87,36.93,0.49,339.99,2023-03-04 08:00:00,,3.85
35.9,80.14,3.73,22.94,7.68,0.74,17.36,47.5,26.84,34.62,0.52,314.36,2023-03-04 08:15:00,35.02,4.08
42.38,71.62,3.48,21.29,8.05,0.73,16.3,48.64,28.33,31.01,0.37,346.45,2023-03-04 08:30:00,35.39,3.82
44.87,68.35,3.42,21.67,9.64,0.8,16.45,61.08,29.46,28.01,0.73,24.74,2023-03-04 08:45:00,35.24,3.4
44.87,68.35,3.16,19.16,10.46,0.74,14.93,64.96,30.94,23.72,0.58,17.66,2023-03-04 09:00:00,35.69,3.33
44.87,68.35,3.05,19.81,11.0,0.71,15.18,85.66,32.08,20.14,1.05,60.73,2023-03-04 09:15:00,35.75,4.29
45.2,57.18,2.97,22.47,13.02,0.94,16.51,82.16,33.85,17.61,0.57,154.33,2023-03-04 09:30:00,35.44,4.18
45.33,52.89,2.96,20.87,17.88,1.09,15.67,89.93,34.07,15.65,0.95,109.71,2023-03-04 09:45:00,35.59,4.21
45.33,52.89,2.98,18.96,15.48,0.74,14.69,93.59,33.84,14.74,1.48,47.04,2023-03-04 10:00:00,35.4,8.1
45.33,52.89,2.84,16.02,12.56,0.57,13.03,94.08,34.08,13.46,0.85,49.35,2023-03-04 10:15:00,30.82,14.65
45.89,74.12,2.77,15.03,14.48,0.78,12.47,96.08,34.92,12.0,0.64,53.93,2023-03-04 10:30:00,27.66,7.25
46.1,82.29,2.72,13.36,10.11,0.45,11.55,95.58,35.16,10.57,1.61,51.49,2023-03-04 10:45:00,27.36,4.35
46.1,82.29,2.61,10.04,7.99,0.38,9.73,86.45,35.94,9.21,0.52,131.09,2023-03-04 11:00:00,28.41,9.08
46.1,82.29,2.57,9.29,7.86,0.39,9.3,93.6,35.92,9.29,0.62,12.37,2023-03-04 11:15:00,28.88,2.77
41.68,63.97,2.54,7.59,6.64,0.32,8.39,88.33,35.85,8.63,2.01,46.31,2023-03-04 11:30:00,29.74,0.99
39.98,56.93,2.55,6.76,6.43,0.33,7.97,89.2,36.06,8.72,1.38,58.77,2023-03-04 11:45:00,29.28,0.88
39.98,56.93,2.53,6.5,6.6,0.32,7.81,92.61,36.33,8.6,2.13,70.63,2023-03-04 12:00:00,29.49,0.56
39.98,56.93,2.55,7.19,7.5,0.34,8.19,94.7,36.53,9.11,2.15,23.1,2023-03-04 12:15:00,27.22,0.59
,,2.61,8.91,12.35,0.35,9.13,96.56,36.84,8.9,1.37,338.15,2023-03-04 12:30:00,26.07,0.58
,,2.77,13.05,15.95,0.4,11.43,107.13,36.47,9.86,1.93,335.71,2023-03-04 12:45:00,26.38,0.62
,,2.65,11.8,14.51,0.38,10.68,101.5,36.99,9.73,1.98,319.1,2023-03-04 13:00:00,27.53,0.83
,,2.72,9.93,9.49,0.35,9.76,97.37,37.12,9.31,2.11,19.65,2023-03-04 13:15:00,26.86,0.93
,,2.59,7.36,6.46,0.31,8.31,90.87,37.16,7.65,2.0,54.44,2023-03-04 13:30:00,26.71,0.7
,,2.5,6.07,6.12,0.31,7.56,89.24,37.55,6.82,2.41,58.97,2023-03-04 13:45:00,28.77,0.54
,,2.49,6.07,6.14,0.26,7.55,90.57,37.21,7.14,1.84,52.0,2023-03-04 14:00:00,29.27,0.36
,,2.51,6.1,6.14,0.28,7.59,93.39,37.22,7.17,2.21,24.9,2023-03-04 14:15:00,29.49,0.35
,,2.52,6.32,6.58,0.29,7.71,102.01,36.98,7.5,1.65,28.01,2023-03-04 14:30:00,29.09,0.31
,,2.53,6.68,6.92,0.28,7.91,100.33,37.07,7.18,2.48,28.76,2023-03-04 14:45:00,29.76,0.36
,,2.54,7.4,7.45,0.3,8.29,98.1,37.44,6.7,1.72,3.52,2023-03-04 15:00:00,30.04,0.38
,,2.55,9.11,8.31,0.32,9.2,104.21,36.48,7.6,2.96,40.42,2023-03-04 15:15:00,30.96,0.34
,,2.54,7.91,8.01,0.29,8.56,106.66,36.63,7.5,2.01,48.05,2023-03-04 15:30:00,32.27,0.46
,,2.52,8.44,8.01,0.32,8.82,102.03,37.16,7.08,2.07,17.53,2023-03-04 15:45:00,33.3,0.41
,,2.52,8.32,5.85,0.3,8.76,100.18,37.13,6.99,2.34,23.98,2023-03-04 16:00:00,33.55,0.39
,,2.56,11.42,7.87,0.38,10.41,101.38,36.78,7.29,2.64,13.8,2023-03-04 16:15:00,34.04,0.49
,,2.6,13.3,8.43,0.39,11.42,101.61,36.4,7.71,2.55,29.8,2023-03-04 16:30:00,33.16,0.56
,,2.74,12.79,7.39,0.33,11.27,90.42,36.17,7.01,2.45,22.77,2023-03-04 16:45:00,33.27,0.7
8.23,17.43,3.17,17.86,7.36,0.33,14.27,82.15,35.77,7.95,1.65,21.27,2023-03-04 17:00:00,33.78,0.71
17.64,38.27,2.78,16.31,8.42,0.44,13.14,86.44,35.09,9.36,1.57,28.48,2023-03-04 17:15:00,35.22,0.52
17.64,38.27,2.56,14.76,8.28,0.41,12.15,83.5,34.19,11.4,1.1,19.51,2023-03-04 17:30:00,34.65,0.44
17.64,38.27,2.56,13.91,8.06,0.42,11.71,77.42,33.2,13.17,0.68,22.28,2023-03-04 17:45:00,32.46,0.76
17.01,36.31,2.59,24.9,10.87,0.72,17.48,61.53,32.3,14.41,0.41,27.02,2023-03-04 18:00:00,30.1,0.71
16.29,34.07,2.65,33.46,11.8,0.82,21.99,53.66,31.47,14.72,0.28,28.28,2023-03-04 18:15:00,28.76,0.89
16.29,34.07,2.62,27.67,10.09,0.67,18.95,61.22,30.83,14.78,0.22,250.76,2023-03-04 18:30:00,29.96,2.21
16.29,34.07,2.59,23.41,9.19,0.57,16.7,61.25,29.88,16.35,0.22,216.32,2023-03-04 18:45:00,30.67,2.49
18.01,33.16,2.88,36.73,9.04,0.65,23.89,45.74,28.97,18.78,0.24,126.1,2023-03-04 19:00:00,29.83,3.23
19.97,32.08,2.67,28.84,10.5,0.62,19.59,55.72,29.02,18.8,0.33,122.97,2023-03-04 19:15:00,30.96,3.01
19.97,32.08,4.06,39.94,10.87,0.65,28.59,47.32,28.77,19.62,0.86,111.1,2023-03-04 19:30:00,29.69,5.26
19.97,32.08,5.79,53.29,9.64,0.57,35.77,50.32,28.19,21.01,0.82,112.48,2023-03-04 19:45:00,26.06,7.18
21.86,43.38,2.87,36.42,9.47,0.52,23.72,63.16,28.66,19.86,0.62,114.93,2023-03-04 20:00:00,30.61,6.58
24.03,56.29,2.64,38.05,9.78,0.63,24.39,58.86,28.85,20.42,0.69,113.63,2023-03-04 20:15:00,30.96,4.06
24.03,56.29,2.66,48.82,9.73,0.75,30.03,42.44,28.54,21.73,0.59,123.17,2023-03-04 20:30:00,29.71,2.82
24.03,56.29,2.67,55.04,9.69,0.76,33.28,39.52,28.3,22.25,0.49,123.63,2023-03-04 20:45:00,28.96,3.14
28.87,89.99,2.67,52.79,9.17,0.82,32.11,34.03,27.82,23.68,0.4,135.28,2023-03-04 21:00:00,29.32,3.46
34.65,128.5,2.75,48.02,9.38,0.88,29.68,41.8,27.36,24.21,0.52,127.43,2023-03-04 21:15:00,29.07,3.09
34.65,128.5,2.7,40.48,10.44,0.81,25.7,51.09,27.58,23.6,0.61,123.75,2023-03-04 21:30:00,29.76,3.21
34.65,128.5,2.69,41.13,10.24,0.72,26.03,48.36,27.35,24.26,0.55,124.46,2023-03-04 21:45:00,29.86,3.27
40.01,140.26,2.7,37.41,10.0,0.64,24.1,51.16,27.54,23.61,0.48,127.45,2023-03-04 22:00:00,30.41,2.97
46.13,153.7,3.02,38.16,9.15,0.77,24.74,37.43,26.55,26.18,0.1,233.21,2023-03-04 22:15:00,30.93,2.49
46.13,153.7,3.46,54.06,9.23,0.85,33.41,35.13,25.77,28.01,0.17,244.99,2023-03-04 22:30:00,28.92,2.36
46.13,153.7,2.88,41.78,8.04,0.77,26.53,31.96,24.57,31.99,0.11,210.49,2023-03-04 22:45:00,30.15,2.67
47.95,144.59,2.74,34.39,8.57,0.74,22.56,39.58,24.6,30.51,0.24,206.48,2023-03-04 23:00:00,32.08,2.85
50.02,134.18,2.76,29.71,7.9,0.63,20.13,36.21,23.92,32.42,0.16,178.94,2023-03-04 23:15:00,32.78,2.77
50.02,134.18,2.71,25.85,8.4,0.58,18.06,43.66,24.03,31.76,0.18,189.19,2023-03-04 23:30:00,33.31,2.46
50.02,134.18,2.68,24.38,8.6,0.6,17.27,42.02,23.8,33.29,0.08,225.51,2023-03-04 23:45:00,33.44,2.23
46.53,98.76,2.75,23.9,6.46,0.65,17.08,36.09,22.99,35.18,0.14,195.98,2023-03-05 00:00:00,,2.03
42.53,58.27,4.79,35.87,8.52,0.74,24.97,30.14,22.96,36.34,0.14,305.86,2023-03-05 00:15:00,31.92,2.13
42.53,58.27,3.95,36.32,7.9,0.89,24.53,29.26,22.31,39.52,0.05,180.89,2023-03-05 00:30:00,31.11,2.52
42.53,58.27,3.06,33.86,7.17,0.76,22.53,27.06,21.76,42.18,0.13,208.69,2023-03-05 00:45:00,31.91,3.32
42.19,65.47,2.81,28.11,7.64,0.72,19.33,35.54,22.03,39.61,0.29,245.73,2023-03-05 01:00:00,32.62,4.93
41.78,74.08,2.83,28.37,7.35,0.87,19.48,29.38,22.0,41.64,0.12,190.98,2023-03-05 01:15:00,32.53,4.15
41.78,74.08,2.87,27.96,7.16,0.81,19.29,31.56,21.63,42.36,0.4,220.87,2023-03-05 01:30:00,32.55,3.73
41.78,74.08,2.79,27.97,8.18,0.82,19.23,36.17,22.23,39.79,0.16,211.85,2023-03-05 01:45:00,32.51,5.65
41.68,75.1,2.81,28.76,7.24,1.03,19.67,26.68,21.7,42.38,0.03,288.91,2023-03-05 02:00:00,32.41,4.47
41.57,76.31,2.88,29.23,6.52,0.97,19.97,20.53,21.19,45.83,0.09,289.88,2023-03-05 02:15:00,32.31,5.32
41.57,76.31,2.91,31.15,6.24,1.02,21.0,18.6,20.74,46.3,0.09,201.12,2023-03-05 02:30:00,32.2,4.75
41.57,76.31,2.91,35.44,6.73,1.08,23.24,17.21,20.69,46.77,0.17,136.94,2023-03-05 02:45:00,31.47,4.98
45.0,110.61,2.9,37.28,6.88,1.49,24.19,15.34,20.54,47.95,0.08,144.77,2023-03-05 03:00:00,31.4,5.24
48.92,151.61,2.9,34.85,6.92,1.67,22.92,17.14,20.34,48.52,0.28,126.38,2023-03-05 03:15:00,31.95,5.97
48.92,151.61,2.94,33.16,6.5,2.35,22.07,16.51,19.99,49.87,0.2,119.26,2023-03-05 03:30:00,32.37,7.07
48.92,151.61,3.04,34.67,6.83,2.75,22.94,15.08,19.89,50.24,0.36,114.67,2023-03-05 03:45:00,32.28,7.76
50.69,153.3,9.42,53.0,6.31,1.37,37.63,5.45,19.91,49.93,0.29,122.26,2023-03-05 04:00:00,29.7,8.98
52.8,155.31,9.53,52.75,5.87,1.57,37.59,4.58,19.56,53.05,0.14,352.85,2023-03-05 04:15:00,28.82,8.65
52.8,155.31,25.82,58.68,5.56,1.37,53.75,3.59,18.87,56.07,0.11,198.9,2023-03-05 04:30:00,24.13,6.71
52.8,155.31,12.28,56.62,5.64,1.21,41.82,3.53,18.9,54.72,0.36,125.27,2023-03-05 04:45:00,27.47,6.12
56.01,169.04,14.54,65.4,6.04,1.02,48.22,3.43,18.86,54.44,0.38,126.86,2023-03-05 05:00:00,26.86,6.09
59.67,185.45,12.25,61.68,5.77,0.98,44.44,4.8,18.92,53.88,0.17,171.3,2023-03-05 05:15:00,27.81,4.95
59.67,185.45,5.12,45.13,6.16,0.85,30.08,21.5,19.29,51.06,0.21,215.26,2023-03-05 05:30:00,31.69,4.55
59.67,185.45,3.78,35.53,6.11,0.87,23.98,18.46,19.05,55.76,0.13,57.38,2023-03-05 05:45:00,33.92,4.59
57.88,144.6,21.93,62.99,5.49,0.96,52.88,6.22,18.42,60.32,0.25,4.76,2023-03-05 06:00:00,28.2,5.86
55.75,95.78,36.73,60.81,5.05,1.01,63.61,3.29,18.13,65.31,0.18,165.33,2023-03-05 06:15:00,23.77,5.29
55.75,95.78,25.53,55.39,4.98,0.93,51.8,3.06,18.65,65.33,0.02,249.27,2023-03-05 06:30:00,26.68,5.71
55.75,95.78,15.35,51.29,5.14,0.89,41.5,4.97,19.29,60.38,0.07,84.56,2023-03-05 06:45:00,30.12,5.54
61.86,157.78,12.55,48.05,5.5,0.86,37.55,10.24,20.47,57.18,0.24,42.82,2023-03-05 07:00:00,31.89,5.14
69.16,231.87,9.05,43.25,6.06,0.92,32.24,15.59,21.99,52.79,0.1,329.43,2023-03-05 07:15:00,32.56,4.88
69.16,231.87,6.52,37.28,6.94,1.06,27.09,26.78,22.92,50.39,0.84,326.97,2023-03-05 07:30:00,35.13,4.82
69.16,231.87,4.45,28.12,8.6,1.03,20.65,42.19,23.89,44.79,1.01,324.33,2023-03-05 07:45:00,37.01,5.56
67.5,176.4,3.62,22.69,7.43,0.97,17.15,48.67,25.12,42.18,1.0,334.37,2023-03-05 08:00:00,37.69,5.97
65.52,113.01,3.46,21.92,9.9,0.98,16.62,51.15,26.07,41.77,0.93,336.56,2023-03-05 08:15:00,37.28,4.95
65.52,113.01,3.34,22.15,11.13,0.88,16.63,52.7,28.11,34.85,0.35,25.43,2023-03-05 08:30:00,36.8,5.34
65.52,113.01,3.29,20.75,14.37,0.65,15.87,61.85,30.04,27.9,0.77,359.74,2023-03-05 08:45:00,36.57,6.19
60.3,87.06,3.38,21.16,15.91,0.61,16.15,64.59,30.92,25.6,0.63,13.03,2023-03-05 09:00:00,36.0,5.18
54.07,56.05,3.5,22.03,18.98,0.5,16.7,65.72,31.48,22.54,0.74,359.44,2023-03-05 09:15:00,35.51,3.55
54.07,56.05,3.62,21.49,20.76,0.4,16.52,69.8,32.06,19.42,0.93,64.42,2023-03-05 09:30:00,34.96,2.68
54.07,56.05,3.91,23.21,20.94,0.39,17.65,71.93,32.38,19.29,1.1,9.26,2023-03-05 09:45:00,35.29,1.8
50.59,50.7,3.61,20.99,20.25,0.39,16.25,75.11,32.71,18.51,0.96,7.67,2023-03-05 10:00:00,35.87,1.21
,,3.46,20.09,19.85,0.37,15.65,73.72,33.39,16.87,0.81,5.12,2023-03-05 10:15:00,35.87,1.15
,,3.32,18.73,19.28,0.36,14.84,75.8,33.87,15.59,0.74,12.63,2023-03-05 10:30:00,35.78,1.2
,,3.16,17.42,17.93,0.36,14.02,82.36,34.13,15.44,1.33,34.27,2023-03-05 10:45:00,35.42,1.03
,,2.98,15.54,16.89,0.35,12.9,85.02,34.57,14.07,0.62,23.85,2023-03-05 11:00:00,36.14,0.9
,,2.78,13.8,15.18,0.34,11.83,91.63,34.88,13.22,1.03,333.22,2023-03-05 11:15:00,36.12,0.84
,,2.64,11.91,14.25,0.34,10.73,97.28,35.26,12.98,1.27,345.48,2023-03-05 11:30:00,35.74,0.79
,,2.64,11.64,15.04,0.35,10.59,105.78,35.33,13.52,1.49,33.93,2023-03-05 11:45:00,33.8,0.68
,,2.63,11.21,15.41,0.36,10.35,105.7,35.46,12.91,1.0,3.95,2023-03-05 12:00:00,32.29,0.69
,,2.6,11.27,15.38,0.39,10.36,116.67,35.93,12.56,1.59,8.44,2023-03-05 12:15:00,31.82,0.77
,,2.64,13.1,18.0,0.45,11.35,129.41,35.85,12.92,1.69,353.37,2023-03-05 12:30:00,30.65,0.79
,,2.62,13.7,17.49,0.44,11.65,132.12,35.87,12.58,2.03,348.8,2023-03-05 12:45:00,30.64,0.92
,,2.58,10.57,12.35,0.38,9.98,124.35,36.07,11.82,2.16,11.56,2023-03-05 13:00:00,30.29,1.03
,,2.57,9.59,11.78,0.4,9.46,131.64,35.93,12.15,2.16,355.31,2023-03-05 13:15:00,30.58,0.87
,,2.55,10.3,11.22,0.42,9.82,133.26,36.11,11.59,2.25,349.84,2023-03-05 13:30:00,30.95,0.68
,,2.52,9.6,11.13,0.37,9.42,127.08,36.2,10.64,2.12,325.0,2023-03-05 13:45:00,30.48,0.81
,,2.52,9.9,12.18,0.4,9.58,135.59,36.57,11.44,2.21,346.41,2023-03-05 14:00:00,30.21,0.74
,,2.51,11.18,13.24,0.49,10.24,147.01,36.58,11.87,1.88,328.84,2023-03-05 14:15:00,30.08,0.62
,,2.72,23.48,14.2,0.56,16.84,141.49,37.21,11.43,1.68,335.8,2023-03-05 14:30:00,29.5,0.71
,,2.56,15.81,14.07,0.55,12.7,150.14,36.7,11.87,2.34,326.95,2023-03-05 14:45:00,29.92,1.27
,,2.53,14.0,15.05,0.48,11.73,161.36,36.35,12.91,2.39,336.99,2023-03-05 15:00:00,30.3,1.13
35.16,36.96,2.52,12.66,15.71,0.49,11.03,164.92,36.34,13.2,2.02,333.1,2023-03-05 15:15:00,29.87,1.23
35.16,36.96,2.53,12.59,15.73,0.49,11.0,160.74,36.5,13.43,1.53,4.34,2023-03-05 15:30:00,28.59,0.96
35.16,36.96,2.56,14.75,19.19,0.56,12.15,159.74,36.46,13.51,1.33,355.12,2023-03-05 15:45:00,27.86,1.0
34.69,50.75,2.58,17.04,18.92,0.52,13.36,157.55,36.21,12.91,1.47,354.5,2023-03-05 16:00:00,27.5,0.97
34.15,66.51,2.66,22.41,31.87,0.44,16.23,119.47,36.04,11.6,2.15,335.64,2023-03-05 16:15:00,26.75,1.24
34.15,66.51,2.69,26.69,31.89,0.45,18.49,114.83,35.7,11.8,2.29,350.18,2023-03-05 16:30:00,26.42,0.99
34.15,66.51,2.66,25.14,28.27,0.47,17.66,113.48,35.19,12.91,1.7,331.78,2023-03-05 16:45:00,26.35,0.69
33.15,65.33,2.57,24.12,25.38,0.53,17.05,113.64,34.77,13.89,1.7,342.11,2023-03-05 17:00:00,27.58,0.68
31.96,63.99,2.53,23.99,20.56,0.59,16.96,113.37,34.31,13.49,1.89,344.79,2023-03-05 17:15:00,28.7,0.79
31.96,63.99,2.53,22.45,16.29,0.62,16.14,107.59,33.67,14.06,1.65,343.09,2023-03-05 17:30:00,29.08,1.08
31.96,63.99,2.52,23.99,16.41,0.63,16.95,101.21,32.94,15.1,1.25,333.6,2023-03-05 17:45:00,28.84,1.31
30.89,64.39,2.52,24.56,16.3,0.76,17.24,94.31,31.75,18.01,0.87,310.21,2023-03-05 18:00:00,28.74,1.77
