pm2.5,pm10,no,no2,so2,co,nox,ozone,at,rh,ws,wd,timestamp,nh3,benzene
46.05,201.28,6.59,14.69,4.09,0.54,15.35,3.65,58.31,94.59,0.33,93.39,2024-09-30 04:15:00,7.86,5.13
47.55,209.87,6.99,14.82,4.08,0.54,15.74,3.56,58.55,94.7,0.17,127.28,2024-09-30 04:30:00,7.88,4.84
47.55,209.87,8.09,14.45,4.07,0.54,16.42,3.46,58.32,94.72,0.17,112.91,2024-09-30 04:45:00,7.9,4.58
47.55,209.87,8.49,14.94,4.07,0.55,17.0,3.49,58.18,94.78,0.05,135.87,2024-09-30 05:00:00,7.94,4.92
83.01,524.17,8.98,14.76,4.08,0.57,17.3,3.49,57.99,94.89,0.12,244.61,2024-09-30 05:15:00,8.05,4.94
86.94,559.1,10.32,15.06,4.06,0.59,18.53,3.64,58.11,94.98,0.11,113.21,2024-09-30 05:30:00,8.06,5.09
86.94,559.1,13.29,15.74,4.06,0.61,21.27,3.67,58.3,95.1,0.26,77.71,2024-09-30 05:45:00,7.82,5.08
86.94,559.1,12.98,13.65,4.06,0.61,19.93,3.7,59.1,95.21,0.15,80.33,2024-09-30 06:00:00,8.11,5.16
116.28,437.73,9.17,14.14,4.06,0.59,17.13,5.52,59.91,95.26,0.37,280.58,2024-09-30 06:15:00,8.65,5.18
119.54,424.24,4.98,12.06,4.08,0.43,12.68,10.46,,93.2,0.89,275.06,2024-09-30 06:30:00,9.34,5.23
119.54,424.24,3.8,8.72,4.1,0.38,9.99,12.07,,88.78,0.92,272.44,2024-09-30 06:45:00,9.74,5.19
119.54,424.24,3.52,7.12,4.06,0.38,8.93,12.04,,85.6,1.03,273.02,2024-09-30 07:00:00,9.66,4.68
78.96,119.93,3.64,7.65,4.07,0.38,9.31,12.21,,83.63,0.92,279.32,2024-09-30 07:15:00,9.37,5.28
74.45,86.12,3.75,7.55,4.08,0.39,9.34,12.43,,81.56,0.78,283.28,2024-09-30 07:30:00,9.15,4.76
74.45,86.12,3.71,7.52,4.08,0.39,9.29,13.24,,79.8,0.81,328.0,2024-09-30 07:45:00,8.99,4.65
74.45,86.12,3.57,7.08,4.06,0.4,8.95,14.36,,78.29,1.21,344.32,2024-09-30 08:00:00,8.75,4.91
,,3.46,7.1,4.11,0.39,8.87,15.93,,75.51,1.26,345.47,2024-09-30 08:15:00,8.47,5.06
,,3.29,6.58,4.14,0.4,8.47,17.35,,72.67,1.54,344.84,2024-09-30 08:30:00,7.99,5.16
,,3.12,5.88,4.25,0.38,7.97,18.48,,70.92,1.42,330.04,2024-09-30 08:45:00,7.5,5.16
,,3.03,5.29,4.27,0.36,7.59,18.86,,69.08,1.32,311.35,2024-09-30 09:00:00,6.92,5.03
,,2.99,4.92,4.31,0.34,7.36,20.55,,67.14,1.6,308.72,2024-09-30 09:15:00,6.33,4.97
,,3.02,4.78,4.39,0.34,7.31,22.4,,66.04,1.64,323.3,2024-09-30 09:30:00,5.78,4.89
,,3.06,5.93,4.46,0.36,7.93,23.4,,65.79,1.74,320.07,2024-09-30 09:45:00,4.62,4.66
,,3.52,10.22,5.03,0.37,10.55,25.1,,63.73,1.61,324.07,2024-09-30 10:15:00,3.88,4.91
,,4.14,13.8,5.26,0.35,12.92,23.52,,61.27,1.79,337.08,2024-09-30 10:30:00,3.4,5.15
,,4.45,16.63,6.11,0.35,14.65,26.37,,62.06,2.02,325.4,2024-09-30 10:45:00,2.91,5.15
,,3.6,11.3,5.78,0.34,11.18,28.62,,59.78,1.92,323.4,2024-09-30 11:00:00,2.97,4.87
19.42,49.69,3.05,6.46,4.97,0.34,8.21,26.97,,60.02,1.7,314.71,2024-09-30 11:15:00,3.0,4.78
18.94,53.6,3.0,5.71,4.85,0.34,7.78,26.2,,61.54,1.7,312.37,2024-09-30 11:30:00,2.83,5.0
18.94,53.6,3.0,5.89,4.83,0.33,7.87,27.12,,59.62,1.52,313.51,2024-09-30 11:45:00,2.68,5.06
18.94,53.6,3.0,7.13,5.56,0.33,8.52,31.71,,59.54,2.07,317.11,2024-09-30 12:00:00,2.47,7.98
19.43,25.97,3.03,7.76,5.87,0.33,8.87,33.1,,59.43,1.86,313.53,2024-09-30 12:15:00,2.45,7.76
19.48,22.9,2.99,7.71,6.42,0.31,8.81,34.25,,56.92,1.9,317.34,2024-09-30 12:30:00,2.35,8.15
19.48,22.9,2.94,7.39,6.29,0.32,8.61,34.78,,58.32,1.74,312.59,2024-09-30 12:45:00,2.27,8.44
19.48,22.9,2.96,7.27,6.04,0.32,8.56,34.13,,60.52,1.9,327.64,2024-09-30 13:00:00,2.24,8.16
20.29,40.6,2.97,6.94,5.68,0.32,8.4,32.32,,58.81,1.83,320.19,2024-09-30 13:15:00,2.21,8.27
20.38,42.56,2.94,6.8,5.07,0.32,8.3,32.8,,59.4,1.73,328.44,2024-09-30 13:30:00,2.2,7.82
20.38,42.56,2.92,6.45,5.18,0.33,8.1,32.29,,62.01,1.55,322.93,2024-09-30 13:45:00,2.18,7.94
20.38,42.56,2.89,6.23,5.07,0.26,7.96,31.0,,62.5,1.5,321.19,2024-09-30 14:00:00,2.15,7.42
19.78,45.32,2.93,6.11,4.89,0.26,7.93,30.29,,59.58,1.49,320.12,2024-09-30 14:15:00,2.2,7.75
19.71,45.63,2.96,5.85,4.84,0.25,7.82,29.86,,57.37,1.42,327.12,2024-09-30 14:30:00,2.21,7.79
19.71,45.63,2.96,5.87,4.79,0.25,7.83,30.31,,57.83,1.45,300.42,2024-09-30 14:45:00,2.25,7.73
19.71,45.63,3.01,6.39,4.69,0.26,8.14,30.99,,58.32,1.48,312.31,2024-09-30 15:00:00,2.23,7.86
17.6,21.71,3.02,7.29,4.88,0.26,8.62,30.93,,59.0,1.11,306.74,2024-09-30 15:15:00,2.19,8.19
17.36,19.05,3.06,8.55,4.71,0.26,9.3,29.81,,61.21,1.21,319.89,2024-09-30 15:30:00,2.21,7.54
17.36,19.05,3.03,8.42,4.8,0.27,9.22,29.36,,64.06,0.98,308.72,2024-09-30 15:45:00,2.27,8.31
17.36,19.05,2.99,8.57,4.29,0.28,9.26,26.92,,66.09,0.75,312.12,2024-09-30 16:00:00,2.39,7.76
13.11,36.0,2.95,8.53,4.65,0.28,9.21,25.61,,68.21,0.81,305.35,2024-09-30 16:15:00,2.55,7.97
24.54,39.27,7.09,21.39,4.69,0.48,19.25,15.55,,72.87,1.02,323.47,2024-10-01 08:45:00,6.56,4.81
24.54,39.27,9.63,29.48,5.91,0.45,25.52,14.79,,68.56,1.48,333.4,2024-10-01 09:00:00,5.51,4.58
23.19,38.53,7.49,24.43,6.75,0.4,21.16,17.38,,66.75,1.63,335.68,2024-10-01 09:15:00,5.61,5.16
23.04,38.45,7.41,25.03,7.0,0.37,21.4,17.12,,68.16,1.26,313.29,2024-10-01 09:30:00,5.28,5.03
23.04,38.45,7.91,26.61,6.81,0.36,22.64,16.02,,64.91,1.48,318.08,2024-10-01 09:45:00,4.86,4.98
23.04,38.45,6.87,24.4,8.27,0.35,20.65,19.17,,63.55,1.43,348.91,2024-10-01 10:00:00,4.62,5.17
21.98,35.86,4.76,17.53,7.09,0.34,15.36,23.19,,62.75,1.22,320.65,2024-10-01 10:30:00,4.42,4.97
21.9,35.66,3.65,13.66,5.95,0.36,12.45,24.3,,62.7,1.1,284.58,2024-10-01 10:45:00,3.69,4.91
21.9,35.66,3.41,12.02,5.74,0.35,11.4,25.48,,60.68,1.62,293.77,2024-10-01 11:00:00,3.51,5.12
20.68,42.3,3.53,14.7,5.67,0.38,12.9,25.75,,62.03,1.34,290.89,2024-10-01 11:15:00,3.19,5.12
20.55,43.04,3.3,14.87,5.55,0.42,12.8,26.36,55.6,64.83,1.4,296.8,2024-10-01 11:30:00,3.16,4.91
20.55,43.04,3.2,12.57,5.29,0.4,11.52,26.34,56.59,64.18,1.68,329.35,2024-10-01 11:45:00,3.26,4.7
20.55,43.04,2.95,8.24,4.85,0.37,9.06,26.1,58.41,64.4,1.31,317.32,2024-10-01 12:00:00,3.49,7.94
21.68,46.05,2.87,6.43,4.52,0.34,8.05,25.97,59.06,62.16,1.53,309.02,2024-10-01 12:15:00,3.53,7.83
21.81,46.39,2.88,6.63,4.39,0.35,8.16,25.82,59.32,62.64,1.65,325.28,2024-10-01 12:30:00,3.47,8.17
21.81,46.39,3.02,8.57,4.53,0.35,9.29,26.99,57.55,62.65,1.63,324.08,2024-10-01 12:45:00,3.33,8.09
21.81,46.39,2.89,6.9,4.45,0.32,8.31,28.3,59.0,62.68,1.74,319.96,2024-10-01 13:00:00,3.42,7.94
20.43,35.17,2.76,5.5,4.34,0.32,7.48,29.13,,62.08,1.43,303.99,2024-10-01 13:15:00,3.44,7.98
20.27,33.92,2.73,5.67,4.25,0.33,7.54,30.7,,62.16,1.54,324.85,2024-10-01 13:30:00,3.36,8.14
20.27,33.92,2.73,5.87,4.51,0.34,7.64,31.25,,61.39,1.66,318.07,2024-10-01 13:45:00,3.37,8.32
20.27,33.92,2.72,6.24,4.92,0.29,7.83,34.4,,61.65,1.54,306.5,2024-10-01 14:00:00,3.25,8.13
20.07,37.4,2.75,7.2,5.34,0.3,8.36,34.63,,61.06,1.27,311.64,2024-10-01 14:15:00,3.18,7.81
20.05,37.78,2.75,7.33,5.43,0.3,8.43,33.57,,62.07,1.33,318.7,2024-10-01 14:30:00,3.13,8.2
20.05,37.78,2.73,6.81,5.22,0.3,8.14,32.6,,63.01,1.34,317.72,2024-10-01 14:45:00,3.19,7.59
20.05,37.78,2.71,6.07,5.11,0.3,7.73,32.56,,62.37,1.49,294.82,2024-10-01 15:00:00,3.27,8.13
21.63,37.16,2.69,5.4,4.82,0.3,7.37,29.68,,63.94,1.44,287.72,2024-10-01 15:15:00,3.33,7.77
21.8,37.09,2.68,5.34,4.66,0.31,7.32,27.84,,64.86,1.28,300.87,2024-10-01 15:30:00,3.32,7.76
21.8,37.09,2.77,5.98,4.57,0.3,7.74,28.11,,66.21,1.23,306.8,2024-10-01 15:45:00,3.33,7.74
21.8,37.09,2.75,5.86,4.23,0.3,7.66,26.88,,68.66,0.85,300.22,2024-10-01 16:00:00,3.38,7.98
18.8,34.34,2.72,5.75,4.34,0.31,7.57,25.18,,69.72,0.99,298.41,2024-10-01 16:15:00,3.46,7.95
18.47,34.04,2.68,5.77,4.35,0.3,7.55,24.87,58.81,69.22,1.0,303.22,2024-10-01 16:30:00,3.63,8.31
18.47,34.04,2.72,6.36,4.3,0.32,7.89,24.12,59.14,71.02,0.88,312.99,2024-10-01 16:45:00,3.66,8.14
13.57,34.83,2.71,6.86,4.28,0.33,8.15,20.42,59.78,75.43,0.58,287.49,2024-10-01 17:00:00,3.77,8.48
13.03,34.92,2.68,7.34,4.21,0.39,8.37,17.09,59.51,77.34,0.57,292.75,2024-10-01 17:30:00,3.71,8.12
13.03,34.92,2.65,7.11,4.36,0.35,8.23,18.46,59.48,77.05,0.66,303.22,2024-10-01 17:45:00,3.73,8.0
13.03,34.92,2.67,6.68,4.47,0.34,8.02,17.72,59.48,77.51,0.44,303.12,2024-10-01 18:00:00,3.82,8.09
10.65,35.88,2.69,6.79,4.43,0.35,8.09,16.8,,77.44,0.68,296.55,2024-10-01 18:15:00,3.89,7.71
10.38,35.99,2.69,7.37,4.38,0.43,8.39,16.25,,78.07,0.56,289.58,2024-10-01 18:30:00,3.99,7.95
10.38,35.99,2.74,8.74,4.34,0.47,9.15,15.15,,79.03,0.65,279.24,2024-10-01 18:45:00,4.03,8.11
10.38,35.99,2.76,9.13,4.27,0.5,9.37,13.83,,80.47,0.5,262.07,2024-10-01 19:00:00,4.15,7.94
12.59,37.3,2.81,8.42,4.25,0.44,9.04,12.69,,80.55,0.3,265.03,2024-10-01 19:15:00,4.35,8.39
12.83,37.45,2.94,9.34,4.22,0.47,9.62,11.32,42.92,80.53,0.37,267.92,2024-10-01 19:30:00,4.41,8.24
12.83,37.45,6.21,18.16,4.2,0.44,16.85,10.75,43.66,80.38,0.36,252.27,2024-10-01 19:45:00,4.34,7.93
12.83,37.45,3.73,12.84,4.21,0.44,12.08,11.48,49.88,80.13,0.38,258.88,2024-10-01 20:00:00,4.56,8.1
15.69,33.85,3.13,11.84,4.21,0.51,11.09,11.26,55.1,81.02,0.34,271.09,2024-10-01 20:15:00,4.68,8.14
16.01,33.45,3.08,9.89,4.2,0.43,10.02,10.78,56.83,81.46,,,2024-10-01 20:30:00,5.02,7.9
16.01,33.45,2.96,8.15,4.2,0.39,9.02,10.82,55.04,81.69,0.32,261.5,2024-10-01 20:45:00,5.35,8.08
16.01,33.45,2.87,8.45,4.16,0.46,9.1,11.06,58.49,83.05,0.37,249.12,2024-10-01 21:00:00,5.44,7.59
13.37,32.88,2.95,8.29,4.21,0.45,9.09,10.87,58.51,82.47,0.37,258.4,2024-10-01 21:15:00,5.7,8.16
13.07,32.82,3.16,9.04,4.2,0.45,9.64,10.17,58.49,82.56,0.31,253.9,2024-10-01 21:30:00,5.79,7.99
13.07,32.82,3.09,9.29,4.18,0.43,9.72,10.34,58.62,84.02,0.48,280.26,2024-10-01 21:45:00,5.98,7.83
13.07,32.82,2.87,8.15,4.15,0.38,8.94,11.1,59.22,83.86,0.47,269.49,2024-10-01 22:00:00,6.18,8.22
13.08,31.22,3.19,6.72,4.14,0.34,8.46,9.94,59.53,84.04,0.09,212.87,2024-10-01 22:15:00,6.45,8.04
13.08,31.04,3.23,6.04,4.14,0.33,8.13,10.1,59.5,84.72,0.42,274.07,2024-10-01 22:30:00,6.62,8.28
13.08,31.04,3.36,6.07,4.11,0.32,8.25,8.61,59.43,86.4,0.14,314.94,2024-10-01 22:45:00,6.72,7.9
13.08,31.04,3.58,6.03,4.09,0.33,8.41,7.69,55.69,87.3,0.1,336.5,2024-10-01 23:00:00,6.9,7.99
12.39,32.12,3.41,6.26,4.06,0.33,8.39,7.37,56.22,87.73,0.24,7.27,2024-10-01 23:15:00,7.01,7.87
12.31,32.24,3.22,6.16,4.03,0.32,8.19,7.34,57.92,88.14,0.03,359.12,2024-10-01 23:30:00,7.13,8.37
12.31,32.24,3.95,6.11,4.04,0.33,8.74,6.1,58.15,89.17,0.14,138.79,2024-10-01 23:45:00,7.23,7.85
42.72,82.28,3.08,14.23,5.91,0.53,12.29,31.64,50.71,71.39,0.37,,2024-10-07 14:00:00,5.54,7.89
42.72,82.28,3.19,15.55,5.67,0.53,13.07,34.86,50.71,71.39,0.66,0.31,2024-10-07 14:15:00,5.28,7.55
41.66,86.73,3.32,25.9,6.68,0.66,18.58,31.19,32.93,66.74,0.01,,2024-10-07 14:30:00,3.76,7.96
47.07,121.73,3.27,21.75,6.47,0.56,16.38,30.67,32.3,66.51,0.05,,2024-10-07 16:30:00,4.36,8.24
47.26,122.94,3.39,26.41,6.51,0.7,18.9,25.85,31.84,66.46,0.01,,2024-10-07 16:45:00,4.13,7.5
47.26,122.94,3.87,25.19,5.8,0.58,18.65,19.7,33.08,69.56,0.09,145.19,2024-10-07 17:00:00,4.16,8.31
47.26,122.94,4.03,33.52,5.43,0.68,23.13,15.35,30.82,72.78,0.16,,2024-10-07 17:15:00,3.74,7.91
47.23,121.01,3.93,32.9,5.15,0.6,22.73,14.46,35.55,75.33,0.13,,2024-10-07 17:30:00,3.66,8.07
47.22,120.94,4.78,35.23,4.85,0.7,24.63,9.23,31.95,77.35,0.11,,2024-10-07 17:45:00,3.75,7.93
23.78,46.82,3.85,15.72,4.32,0.62,13.69,7.6,27.38,92.27,0.55,90.06,2024-10-08 06:15:00,9.45,5.25
23.78,46.82,4.14,15.72,4.32,0.68,13.69,7.6,27.75,92.1,0.55,93.4,2024-10-08 06:30:00,9.4,5.25
26.75,58.12,4.08,15.22,4.66,0.74,13.61,8.81,28.19,91.34,0.96,92.29,2024-10-08 06:45:00,9.58,4.94
26.75,58.12,4.05,14.94,4.8,0.76,13.44,10.1,28.75,88.03,1.16,,2024-10-08 07:00:00,9.65,5.15
26.75,58.12,3.9,14.81,4.93,0.76,13.25,10.44,28.75,88.03,0.98,93.45,2024-10-08 07:15:00,9.65,4.99
34.56,81.32,2.95,16.1,6.02,0.52,13.17,33.71,37.19,49.53,0.51,180.7,2024-10-08 07:30:00,3.28,8.11
37.61,81.74,3.5,23.19,6.69,0.52,17.31,35.57,36.75,50.4,,237.43,2024-10-08 14:15:00,3.36,8.1
37.68,81.75,4.04,28.62,7.33,0.47,20.58,26.88,55.04,52.67,0.63,227.17,2024-10-08 14:45:00,2.94,7.85
37.68,81.75,3.96,31.12,6.99,0.44,21.82,23.32,35.36,56.01,0.52,204.7,2024-10-08 15:00:00,2.86,8.2
37.68,81.75,3.45,26.3,5.87,0.56,18.9,24.99,34.31,63.86,0.9,195.71,2024-10-08 15:15:00,3.25,7.92
37.68,81.75,3.45,26.3,5.87,0.56,18.9,24.99,34.31,63.86,0.9,195.71,2024-10-08 15:30:00,3.25,7.92
37.68,81.75,4.76,31.77,5.27,0.56,22.81,24.99,34.31,63.86,0.9,195.71,2024-10-08 15:45:00,3.25,7.92
42.88,90.42,4.25,26.76,4.82,0.88,19.78,15.62,32.31,73.91,0.26,165.73,2024-10-08 16:00:00,3.05,7.85
43.07,90.42,3.86,25.55,5.58,0.56,18.83,14.24,32.47,71.51,0.34,113.03,2024-10-08 16:15:00,3.72,7.77
41.23,95.29,3.46,22.94,5.98,0.57,17.15,13.85,32.32,71.16,0.3,137.23,2024-10-08 16:30:00,3.93,7.4
41.17,95.46,3.25,21.04,5.21,0.52,15.98,12.68,32.22,72.36,0.25,154.81,2024-10-08 16:45:00,4.03,7.95
41.17,95.46,3.04,17.58,5.03,0.52,14.01,11.99,32.22,72.36,0.25,154.81,2024-10-08 17:00:00,4.03,8.16
41.17,95.46,2.83,18.86,4.8,0.44,14.52,10.68,30.87,79.84,0.44,102.12,2024-10-08 17:15:00,4.03,7.33
30.42,93.59,3.04,19.51,4.62,0.39,15.02,6.89,30.27,82.32,0.25,102.74,2024-10-08 17:30:00,4.04,7.88
30.05,93.52,3.0,17.23,4.48,0.38,13.8,7.64,30.0,83.26,0.33,103.11,2024-10-08 17:45:00,4.23,7.75
30.05,93.52,3.22,19.2,4.41,0.38,15.0,7.32,30.0,83.26,0.33,103.11,2024-10-08 18:00:00,4.23,7.75
30.05,93.52,3.25,15.13,4.37,0.39,12.9,7.46,52.92,84.7,0.13,30.75,2024-10-08 18:15:00,4.64,7.67
27.72,99.16,3.22,13.56,4.26,0.46,12.06,7.38,49.0,86.2,0.12,352.57,2024-10-08 18:30:00,4.92,8.26
27.64,99.35,3.14,13.49,4.21,0.48,11.95,6.05,30.38,87.91,0.33,77.54,2024-10-08 18:45:00,5.08,8.37
27.64,99.35,3.49,12.75,4.17,0.45,11.85,5.4,28.84,88.93,0.21,119.95,2024-10-08 19:00:00,5.24,7.97
27.64,99.35,3.48,14.67,4.14,0.43,12.85,5.25,28.65,89.4,0.05,138.2,2024-10-08 19:15:00,5.42,8.18
24.16,80.14,3.33,16.93,4.1,0.43,13.9,4.74,28.68,89.64,0.47,24.91,2024-10-08 19:30:00,5.33,7.96
24.04,79.48,3.6,16.66,4.08,0.45,13.98,4.17,28.68,90.1,0.25,83.04,2024-10-08 19:45:00,5.49,8.21
24.04,79.48,4.47,18.05,4.12,0.49,15.4,4.73,33.88,88.38,0.39,129.67,2024-10-08 20:00:00,5.6,7.92
26.09,80.45,3.57,17.35,4.2,0.44,14.32,6.74,56.31,86.37,0.32,106.27,2024-10-08 20:30:00,5.82,7.74
26.17,80.48,3.4,14.0,4.23,0.43,12.43,7.24,55.26,85.57,0.24,129.94,2024-10-08 20:45:00,6.21,7.72
26.17,80.48,3.37,13.79,4.3,0.45,12.29,7.46,56.19,85.75,0.47,95.05,2024-10-08 21:00:00,6.32,8.06
26.17,80.48,3.46,13.2,4.31,0.45,12.06,6.74,34.38,87.36,0.31,130.81,2024-10-08 21:15:00,6.48,8.23
31.35,94.13,3.26,13.9,4.33,0.44,12.27,7.7,27.89,86.37,0.4,100.06,2024-10-08 21:30:00,6.61,8.06
31.52,94.6,3.38,13.25,4.33,0.47,12.02,7.88,27.79,86.52,0.31,108.75,2024-10-08 21:45:00,6.85,8.14
31.52,94.6,3.08,12.71,4.37,0.46,11.5,7.87,27.6,87.51,0.39,95.27,2024-10-08 22:00:00,7.05,8.2
31.52,94.6,3.69,12.07,4.27,0.47,11.66,7.11,27.52,88.41,0.15,108.45,2024-10-08 22:15:00,7.09,7.83
31.12,98.34,3.58,11.84,4.19,0.45,11.45,6.61,27.57,89.3,0.39,47.19,2024-10-08 22:30:00,7.28,8.47
31.11,98.47,3.52,12.66,4.16,0.45,11.82,5.74,27.7,90.03,0.23,108.85,2024-10-08 22:45:00,7.33,8.3
31.11,98.47,4.19,13.36,4.11,0.45,12.72,5.13,49.55,89.67,0.22,109.83,2024-10-08 23:00:00,7.41,8.3
