pm2.5,pm10,no,no2,so2,co,nox,ozone,at,rh,ws,wd,timestamp,nh3,benzene,toluene
,,7.38,31.52,7.99,0.09,12.44,2.79,24.19,60.05,0.32,,2024-10-17 09:00:00,0.12,0.0,0.0
,,6.19,30.77,7.97,0.09,12.49,3.84,24.01,56.74,0.37,,2024-10-17 09:15:00,0.07,0.0,0.0
,,5.41,29.52,7.92,0.09,12.24,3.62,23.96,61.29,0.31,,2024-10-17 09:30:00,0.14,0.0,0.0
,,6.07,28.26,8.0,0.09,11.77,4.25,24.24,58.24,0.34,,2024-10-17 09:45:00,0.28,0.0,0.0
,,5.41,28.26,7.96,0.09,11.96,4.66,23.85,59.66,0.36,,2024-10-17 10:00:00,0.07,0.0,0.0
,,5.33,28.26,7.98,0.08,11.84,4.54,24.28,61.49,0.32,,2024-10-17 10:15:00,0.16,0.0,0.0
,,5.95,27.01,8.0,0.08,11.04,6.02,24.29,57.88,0.37,,2024-10-17 10:30:00,0.4,0.0,0.0
,,5.58,26.32,8.0,0.08,10.94,5.54,24.08,62.21,0.34,,2024-10-17 10:45:00,0.21,0.0,0.0
,,5.7,26.32,8.0,0.08,10.83,5.89,24.55,59.33,0.33,,2024-10-17 11:00:00,0.14,0.0,0.0
,,6.03,26.32,8.0,0.08,10.78,6.57,24.32,58.16,0.35,,2024-10-17 11:15:00,0.35,0.0,0.0
,,5.74,26.32,8.0,0.08,11.04,7.31,24.09,56.83,0.37,,2024-10-17 11:30:00,0.07,0.0,0.0
,,6.11,25.76,8.0,0.08,10.07,7.93,23.95,56.82,0.36,,2024-10-17 11:45:00,,0.0,0.0
,,5.99,23.69,8.0,0.07,10.07,7.11,24.34,59.38,0.33,,2024-10-17 12:00:00,,0.0,0.0
,,5.99,24.69,8.0,0.07,9.96,7.86,24.55,56.95,0.33,,2024-10-17 12:15:00,0.12,0.0,0.0
,,5.99,23.31,8.0,0.07,10.07,7.7,24.19,56.57,0.36,,2024-10-17 12:30:00,,0.0,0.0
,,5.41,23.81,8.0,0.07,10.07,8.65,24.06,54.73,0.37,,2024-10-17 12:45:00,,0.0,0.0
,,5.78,23.12,7.97,0.07,10.07,8.71,23.97,56.23,0.36,,2024-10-17 13:00:00,,0.0,0.0
,,6.15,23.25,7.99,0.07,10.07,8.57,24.25,56.0,0.34,,2024-10-17 13:15:00,,0.0,0.0
,,5.82,23.88,8.0,0.07,10.07,8.43,24.33,56.72,0.33,,2024-10-17 13:30:00,,0.0,0.0
,,5.99,23.88,8.0,0.07,10.07,8.05,24.48,55.77,0.32,,2024-10-17 13:45:00,,0.0,0.0
,,6.15,23.25,8.0,0.07,10.07,7.94,24.44,56.31,0.32,,2024-10-17 14:00:00,,0.0,0.0
,,5.95,23.56,8.01,0.07,10.07,8.15,24.58,55.62,0.31,,2024-10-17 14:15:00,,0.0,0.0
,,6.07,23.69,8.01,0.07,10.07,8.07,24.54,55.89,0.3,,2024-10-17 14:30:00,,0.0,0.0
,,5.66,26.07,8.01,0.07,9.96,7.95,24.62,54.93,0.31,,2024-10-17 14:45:00,0.14,0.0,0.0
,,5.66,26.32,8.0,0.07,10.07,7.77,24.51,55.44,0.31,,2024-10-17 15:00:00,,0.0,0.0
,,5.82,26.32,8.01,0.07,10.32,7.71,24.58,54.89,0.3,,2024-10-17 15:15:00,0.19,0.0,0.0
,,5.45,26.32,8.0,0.07,10.76,7.05,24.49,55.82,0.31,,2024-10-17 15:30:00,0.28,0.0,0.0
,,5.45,26.32,8.0,0.07,10.9,7.12,24.57,55.17,0.32,,2024-10-17 15:45:00,0.14,0.0,0.0
,,5.29,26.32,8.0,0.07,11.09,6.85,24.47,55.75,0.32,,2024-10-17 16:00:00,0.02,0.0,0.0
,,5.66,26.76,8.0,0.07,10.87,6.76,24.53,54.92,0.33,,2024-10-17 16:15:00,0.12,0.0,0.0
,,5.7,26.95,8.0,0.07,10.76,6.4,24.39,55.68,0.33,,2024-10-17 16:30:00,0.28,0.0,0.0
,,5.45,26.38,8.0,0.07,10.92,6.52,24.5,55.47,0.31,,2024-10-17 16:45:00,0.14,0.0,0.0
,,5.21,28.14,8.0,0.07,11.01,6.2,24.38,56.03,0.34,,2024-10-17 17:00:00,0.09,0.0,0.0
,,5.29,28.64,8.0,0.07,11.36,5.94,24.39,55.46,0.37,,2024-10-17 17:15:00,0.3,0.0,0.0
,,5.74,28.2,7.99,0.07,11.82,5.55,24.12,56.22,0.37,,2024-10-17 17:30:00,0.09,0.0,0.0
,,5.7,28.51,7.95,0.07,11.8,5.37,24.04,55.71,0.37,,2024-10-17 17:45:00,0.16,0.0,0.0
,,5.21,30.33,7.9,0.07,11.73,4.81,23.78,56.46,0.38,,2024-10-17 18:00:00,0.05,0.0,0.0
,,5.0,33.09,7.9,0.07,12.51,4.31,23.71,56.04,0.38,,2024-10-17 18:15:00,0.14,0.0,0.0
,,4.92,34.09,7.9,0.08,12.79,3.21,23.86,60.47,0.32,,2024-10-17 18:30:00,0.16,0.0,0.0
,,4.92,33.84,7.93,0.08,13.25,3.3,24.24,57.26,0.35,,2024-10-17 18:45:00,,0.0,0.0
,,4.92,34.03,7.92,0.08,13.25,2.89,24.04,59.75,0.33,,2024-10-17 19:00:00,,0.0,0.0
,,4.92,33.84,7.97,0.08,13.25,3.27,24.21,57.38,0.35,,2024-10-17 19:15:00,,0.0,0.0
,,5.86,33.97,7.9,0.09,13.25,2.84,24.07,60.64,0.33,,2024-10-17 19:30:00,,0.0,0.0
,,6.36,33.9,7.9,0.09,13.25,3.16,24.13,57.67,0.36,,2024-10-17 19:45:00,,0.0,0.0
,,6.85,33.84,7.9,0.09,13.25,2.53,24.14,61.3,0.31,,2024-10-17 20:00:00,,0.0,0.0
,,6.68,33.84,7.91,0.09,13.29,2.98,24.06,58.15,0.35,,2024-10-17 20:15:00,,0.0,0.0
,,6.44,36.53,7.9,0.1,14.27,2.24,24.18,61.32,0.33,,2024-10-17 20:30:00,0.05,0.0,0.0
,,6.93,36.41,7.92,0.1,14.43,2.2,24.09,60.11,0.34,,2024-10-17 20:45:00,0.16,0.0,0.0
,,6.85,39.23,7.93,0.11,15.23,1.79,24.24,59.25,0.34,,2024-10-17 21:00:00,0.14,0.0,0.0
,,6.64,42.24,7.9,0.11,16.38,1.41,24.09,61.75,0.32,,2024-10-17 21:15:00,0.21,0.0,0.0
,,7.67,46.5,7.93,0.12,18.14,1.55,24.14,58.84,0.35,,2024-10-17 21:30:00,0.07,0.0,0.0
,,9.43,47.0,7.95,0.12,18.81,1.1,24.17,62.71,0.33,,2024-10-17 21:45:00,0.09,0.0,0.0
,,9.84,47.06,7.96,0.13,18.8,1.62,24.1,59.35,0.35,,2024-10-17 22:00:00,0.4,0.0,0.0
,,10.54,47.69,8.0,0.14,19.75,1.3,24.22,61.38,0.33,,2024-10-17 22:15:00,0.02,0.0,0.0
,,11.03,49.44,8.0,0.14,20.39,1.73,24.05,60.38,0.35,,2024-10-17 22:30:00,0.14,0.0,0.0
,,10.43,49.79,8.0,0.14,20.45,1.84,24.23,59.47,0.35,,2024-10-17 22:45:00,0.14,0.0,0.0
,,10.86,48.88,8.0,0.14,19.96,2.06,24.06,60.65,0.34,,2024-10-17 23:00:00,0.05,0.0,0.0
,,9.47,47.0,8.0,0.13,19.1,2.51,24.19,58.02,0.35,,2024-10-17 23:15:00,,0.0,0.0
,,9.51,47.0,8.0,0.13,18.85,1.81,24.12,60.84,0.34,,2024-10-17 23:30:00,0.02,0.0,0.0
,,8.9,47.0,8.0,0.13,18.46,2.17,24.14,58.06,0.35,,2024-10-17 23:45:00,0.05,0.0,0.0
,,7.75,44.93,8.0,0.13,18.0,1.97,24.22,60.58,0.34,,2024-10-18 00:00:00,0.02,0.0,0.0
,,7.59,44.87,8.0,0.13,17.42,2.5,24.1,58.61,0.35,,2024-10-18 00:15:00,0.02,0.0,0.0
,,8.04,41.36,8.0,0.13,16.54,2.21,24.25,59.23,0.33,,2024-10-18 00:30:00,0.02,0.0,0.0
,,8.45,41.36,8.0,0.13,16.34,2.42,24.07,59.07,0.34,,2024-10-18 00:45:00,0.12,0.0,0.0
,,8.61,39.92,8.0,0.13,15.78,2.36,24.25,58.15,0.35,,2024-10-18 01:00:00,0.12,0.0,0.0
,,6.72,39.48,8.0,0.12,15.62,2.25,24.09,59.62,0.34,,2024-10-18 01:15:00,0.12,0.0,0.0
,,7.17,39.48,8.0,0.12,15.55,2.21,24.23,57.48,0.35,,2024-10-18 01:30:00,0.14,0.0,0.0
,,6.68,38.85,8.0,0.12,15.53,2.16,24.13,59.73,0.34,,2024-10-18 01:45:00,0.12,0.0,0.0
,,6.97,36.72,8.0,0.12,14.88,2.84,24.21,56.91,0.35,,2024-10-18 02:00:00,0.14,0.0,0.0
,,6.89,36.16,8.0,0.12,14.98,2.17,24.19,59.77,0.32,,2024-10-18 02:15:00,0.02,0.0,0.0
,,6.77,36.66,8.0,0.12,14.84,2.74,24.15,56.73,0.35,,2024-10-18 02:30:00,0.05,0.0,0.0
,,6.89,36.85,8.0,0.11,14.5,2.03,24.21,59.78,0.32,,2024-10-18 02:45:00,0.28,0.0,0.0
,,6.52,36.97,8.0,0.11,14.5,2.72,24.1,56.86,0.35,,2024-10-18 03:00:00,0.26,0.0,0.0
,,6.77,36.53,8.0,0.11,14.22,1.8,24.24,60.57,0.32,,2024-10-18 03:15:00,0.37,0.0,0.0
,,6.89,36.53,8.0,0.11,14.13,2.05,24.14,57.72,0.35,,2024-10-18 03:30:00,0.3,0.0,0.0
,,6.93,35.34,8.0,0.11,14.24,1.28,24.25,60.85,0.33,,2024-10-18 03:45:00,0.4,0.0,0.0
,,7.26,33.84,8.0,0.1,14.31,2.12,24.15,57.26,0.34,,2024-10-18 04:00:00,,0.0,0.0
,,7.46,32.71,8.0,0.1,13.82,1.73,24.24,60.18,0.34,,2024-10-18 04:15:00,0.14,0.0,0.0
,,7.38,31.15,8.01,0.1,13.25,2.61,24.12,57.01,0.34,,2024-10-18 04:30:00,,0.0,0.0
,,7.38,30.52,8.0,0.1,13.16,2.14,24.26,60.23,0.33,,2024-10-18 04:45:00,0.12,0.0,0.0
,,7.38,29.45,8.0,0.1,12.49,3.02,24.16,57.03,0.36,,2024-10-18 05:00:00,0.19,0.0,0.0
,,7.38,28.2,8.0,0.09,12.51,2.28,24.25,60.13,0.32,,2024-10-18 05:15:00,0.16,0.0,0.0
,,7.38,28.2,8.0,0.09,11.89,3.12,24.13,56.74,0.36,,2024-10-18 05:30:00,0.23,0.0,0.0
,,7.38,28.2,8.0,0.09,11.7,2.63,24.21,60.03,0.33,,2024-10-18 05:45:00,0.12,0.0,0.0
,,7.38,27.51,7.99,0.09,11.48,3.57,24.12,56.86,0.36,,2024-10-18 06:00:00,0.35,0.0,0.0
,,7.3,25.51,7.97,0.09,11.85,3.1,24.25,59.98,0.33,,2024-10-18 06:15:00,0.14,0.0,0.0
,,6.81,26.32,7.98,0.09,11.17,3.56,24.14,56.55,0.36,,2024-10-18 06:30:00,0.19,0.0,0.0
,,7.09,26.7,7.98,0.09,11.62,2.21,24.23,60.08,0.33,,2024-10-18 06:45:00,0.16,0.0,0.0
,,7.38,28.2,8.0,0.09,12.38,2.63,24.2,56.64,0.35,,2024-10-18 07:00:00,0.05,0.0,0.0
,,7.38,29.27,8.0,0.09,12.33,2.07,24.2,59.99,0.32,,2024-10-18 07:15:00,0.28,0.0,0.0
,,7.38,29.27,8.0,0.09,12.38,2.51,24.22,56.72,0.33,,2024-10-18 07:30:00,0.14,0.0,0.0
,,7.38,28.2,8.0,0.09,12.45,2.26,24.16,59.73,0.32,,2024-10-18 07:45:00,0.14,0.0,0.0
,,7.38,28.2,8.0,0.09,12.26,2.6,24.23,56.77,0.35,,2024-10-18 08:00:00,0.21,0.0,0.0
,,7.38,28.83,8.0,0.09,12.4,2.53,24.15,59.59,0.32,,2024-10-18 08:15:00,0.07,0.0,0.0
,,7.38,29.08,7.99,0.09,12.51,3.26,24.22,57.15,0.35,,2024-10-18 08:30:00,0.12,0.0,0.0
,,7.38,29.45,7.97,0.09,12.38,2.87,24.22,59.96,0.31,,2024-10-18 08:45:00,0.09,0.0,0.0
,,6.6,29.2,8.0,0.09,12.3,4.07,24.14,56.4,0.37,,2024-10-18 09:00:00,0.16,0.0,0.0
,,5.13,30.64,7.95,0.09,12.08,4.0,24.04,60.18,0.32,,2024-10-18 09:15:00,0.21,0.0,0.0
,,5.45,29.64,7.99,0.09,11.98,4.86,24.22,56.71,0.35,,2024-10-18 09:30:00,0.3,0.0,0.0
,,5.82,28.39,7.92,0.09,11.75,5.38,23.77,57.88,0.34,,2024-10-18 09:45:00,0.23,0.0,0.0
,,5.58,28.26,7.95,0.08,11.89,5.01,24.24,59.29,0.32,,2024-10-18 10:00:00,0.07,0.0,0.0
,,5.7,27.82,7.98,0.08,11.09,5.96,24.06,56.34,0.36,,2024-10-18 10:15:00,0.33,0.0,0.0
,,5.9,26.45,7.91,0.08,11.04,5.36,23.86,60.52,0.33,,2024-10-18 10:30:00,0.14,0.0,0.0
,,5.9,26.32,7.99,0.08,11.01,6.07,24.38,58.58,0.33,,2024-10-18 10:45:00,0.09,0.0,0.0
,,6.11,26.32,8.0,0.08,10.64,6.96,24.07,57.43,0.37,,2024-10-18 11:00:00,0.14,0.0,0.0
,,5.74,25.63,8.0,0.08,10.16,6.6,24.2,60.07,0.32,,2024-10-18 11:15:00,0.21,0.0,0.0
,,6.11,23.56,8.0,0.08,10.07,7.38,24.29,56.2,0.36,,2024-10-18 11:30:00,0.02,0.0,0.0
,,5.9,24.94,8.0,0.08,10.07,7.16,24.05,58.92,0.33,,2024-10-18 11:45:00,,0.0,0.0
,,5.37,24.75,8.0,0.07,10.07,7.35,24.41,56.98,0.34,,2024-10-18 12:00:00,,0.0,0.0
,,5.7,25.0,8.0,0.07,10.07,7.21,24.09,56.62,0.36,,2024-10-18 12:15:00,,0.0,0.0
,,5.66,24.31,8.0,0.07,10.07,6.84,24.32,59.39,0.32,,2024-10-18 12:30:00,,0.0,0.0
,,5.66,24.88,8.0,0.07,10.05,7.63,24.51,56.66,0.35,,2024-10-18 12:45:00,0.02,0.0,0.0
,,6.03,24.19,8.0,0.07,10.07,7.42,24.12,56.7,0.37,,2024-10-18 13:00:00,,0.0,0.0
,,5.9,24.13,8.0,0.07,10.07,7.47,24.13,56.31,0.36,,2024-10-18 13:15:00,,0.0,0.0
,,5.78,23.25,8.0,0.07,10.07,7.73,24.13,57.25,0.36,,2024-10-18 13:30:00,,0.0,0.0
,,5.95,23.31,8.0,0.07,10.07,7.33,24.32,56.72,0.31,,2024-10-18 13:45:00,,0.0,0.0
,,5.7,23.75,8.0,0.07,10.07,6.95,24.37,56.92,0.32,,2024-10-18 14:00:00,,0.0,0.0
,,5.9,23.94,8.01,0.07,10.07,7.07,24.54,56.15,0.29,,2024-10-18 14:15:00,,0.0,0.0
,,5.86,24.0,8.04,0.07,10.07,7.18,24.54,56.64,0.32,,2024-10-18 14:30:00,,0.0,0.0
,,6.03,23.5,8.08,0.07,9.96,7.63,24.69,55.95,0.32,,2024-10-18 14:45:00,0.14,0.0,0.0
,,5.7,23.81,8.08,0.07,10.07,7.68,24.68,56.43,0.33,,2024-10-18 15:00:00,,0.0,0.0
,,5.62,24.88,8.1,0.07,10.07,7.14,24.84,56.02,0.34,,2024-10-18 15:15:00,,0.0,0.0
,,5.7,26.32,8.1,0.07,10.07,6.77,24.79,56.28,0.33,,2024-10-18 15:30:00,,0.0,0.0
,,5.17,26.32,8.09,0.07,10.39,6.54,24.8,55.56,0.32,,2024-10-18 15:45:00,0.21,0.0,0.0
,,5.74,26.32,8.1,0.07,11.02,5.98,24.66,55.87,0.31,,2024-10-18 16:00:00,,0.0,0.0
,,5.45,26.32,8.1,0.07,11.01,5.9,24.61,55.26,0.3,,2024-10-18 16:15:00,0.05,0.0,0.0
,,5.54,27.2,8.04,0.07,10.79,6.01,24.4,55.78,0.35,,2024-10-18 16:30:00,0.3,0.0,0.0
,,5.33,28.51,8.0,0.07,10.95,5.87,24.34,55.32,0.36,,2024-10-18 16:45:00,0.14,0.0,0.0
,,5.41,28.83,8.0,0.07,11.29,5.71,24.12,55.93,0.37,,2024-10-18 17:00:00,0.4,0.0,0.0
,,5.49,30.14,8.0,0.07,11.7,5.61,24.02,55.43,0.37,,2024-10-18 17:15:00,,0.0,0.0
,,5.58,29.64,8.0,0.07,11.77,5.49,23.99,58.57,0.35,,2024-10-18 17:30:00,0.05,0.0,0.0
,,5.45,28.64,8.0,0.07,11.73,5.67,24.35,56.56,0.34,,2024-10-18 17:45:00,0.19,0.0,0.0
,,5.13,31.9,7.99,0.07,11.89,5.57,23.83,56.01,0.38,,2024-10-18 18:00:00,0.26,0.0,0.0
,,5.0,33.78,7.94,0.08,12.3,4.43,24.01,60.37,0.31,,2024-10-18 18:15:00,0.09,0.0,0.0
,,4.92,35.09,8.0,0.08,13.07,4.3,24.13,56.29,0.35,,2024-10-18 18:30:00,0.37,0.0,0.0
,,4.92,37.73,8.0,0.09,14.33,3.18,24.1,59.94,0.32,,2024-10-18 18:45:00,0.14,0.0,0.0
,,4.92,40.42,8.0,0.09,15.3,3.3,24.12,56.29,0.38,,2024-10-18 19:00:00,0.14,0.0,0.0
,,5.58,44.74,8.0,0.1,16.13,2.45,24.08,60.23,0.33,,2024-10-18 19:15:00,0.14,0.0,0.0
,,6.15,45.62,8.0,0.1,16.57,2.93,24.15,57.04,0.36,,2024-10-18 19:30:00,0.02,0.0,0.0
,,6.11,47.25,8.0,0.11,17.38,2.08,24.2,60.12,0.32,,2024-10-18 19:45:00,0.02,0.0,0.0
,,6.11,47.5,8.0,0.12,17.74,2.88,24.1,57.52,0.34,,2024-10-18 20:00:00,0.07,0.0,0.0
,,6.15,50.38,8.0,0.12,18.04,2.21,24.23,59.31,0.33,,2024-10-18 20:15:00,,0.0,0.0
,,6.07,50.5,7.99,0.12,18.35,2.92,24.07,57.49,0.35,,2024-10-18 20:30:00,,0.0,0.0
,,6.15,50.7,8.0,0.13,18.07,3.14,24.26,57.74,0.34,,2024-10-18 20:45:00,,0.0,0.0
,,6.11,48.38,8.0,0.12,17.45,3.56,24.06,57.27,0.35,,2024-10-18 21:00:00,0.12,0.0,0.0
,,6.15,46.75,8.0,0.12,17.21,3.37,24.23,56.21,0.36,,2024-10-18 21:15:00,0.21,0.0,0.0
,,6.15,45.12,8.0,0.13,16.43,3.15,24.11,57.45,0.33,,2024-10-18 21:30:00,,0.0,0.0
,,6.15,46.06,8.0,0.13,16.92,2.83,24.23,55.1,0.35,,2024-10-18 21:45:00,0.16,0.0,0.0
,,6.15,48.5,8.0,0.13,17.07,2.54,24.12,57.56,0.32,,2024-10-18 22:00:00,0.44,0.0,0.0
,,6.03,48.0,8.0,0.13,17.21,2.9,24.18,54.5,0.36,,2024-10-18 22:15:00,0.23,0.0,0.0
,,6.15,46.19,7.98,0.13,17.44,2.56,24.19,57.03,0.31,,2024-10-18 22:30:00,0.07,0.0,0.0
,,6.11,47.63,8.0,0.13,17.3,2.72,24.12,54.24,0.35,,2024-10-18 22:45:00,0.19,0.0,0.0
,,6.11,46.81,7.98,0.13,17.44,2.39,24.24,56.06,0.34,,2024-10-18 23:00:00,0.05,0.0,0.0
,,6.11,47.75,7.99,0.13,17.22,2.73,24.08,54.56,0.34,,2024-10-18 23:15:00,0.3,0.0,0.0
,,6.15,45.12,8.0,0.13,17.47,2.22,24.27,55.24,0.35,,2024-10-18 23:30:00,,0.0,0.0
,,6.19,45.12,7.99,0.13,17.35,2.56,24.08,55.11,0.34,,2024-10-18 23:45:00,0.12,0.0,0.0
,,6.6,45.12,8.0,0.12,16.75,2.27,24.25,54.41,0.36,,2024-10-19 00:00:00,0.05,0.0,0.0
,,6.36,44.87,7.99,0.12,16.57,2.41,24.11,55.46,0.34,,2024-10-19 00:15:00,,0.0,0.0
,,7.01,41.36,8.0,0.12,16.2,2.99,24.25,53.77,0.35,,2024-10-19 00:30:00,0.19,0.0,0.0
,,6.44,40.67,8.0,0.11,15.56,2.98,24.16,56.14,0.33,,2024-10-19 00:45:00,0.28,0.0,0.0
,,6.56,39.48,8.0,0.11,15.02,1.54,24.19,53.47,0.35,,2024-10-19 01:00:00,0.07,0.0,0.0
,,6.6,39.35,8.0,0.11,14.86,0.67,24.17,56.18,0.33,,2024-10-19 01:15:00,,0.0,0.0
,,5.9,37.1,8.0,0.1,14.43,6.76,24.16,53.7,0.36,,2024-10-19 01:30:00,0.07,0.0,0.0
,,4.92,34.22,7.99,0.1,13.36,6.17,24.2,57.01,0.32,,2024-10-19 01:45:00,,0.0,0.0
,,4.92,32.52,8.0,0.09,12.56,5.93,24.15,54.23,0.36,,2024-10-19 02:00:00,0.23,0.0,0.0
,,5.17,31.4,7.99,0.09,12.17,4.66,24.22,57.6,0.33,,2024-10-19 02:15:00,0.23,0.0,0.0
,,5.45,28.95,8.0,0.09,11.91,4.59,24.18,54.28,0.36,,2024-10-19 02:30:00,0.19,0.0,0.0
,,5.04,28.64,7.98,0.09,11.96,3.81,24.19,58.12,0.32,,2024-10-19 02:45:00,0.09,0.0,0.0
,,5.7,26.45,8.0,0.09,11.52,3.6,24.27,55.76,0.35,,2024-10-19 03:00:00,0.16,0.0,0.0
,,6.19,26.32,7.99,0.08,10.95,3.21,24.12,58.6,0.33,,2024-10-19 03:15:00,0.12,0.0,0.0
,,7.38,23.88,8.0,0.08,11.02,3.06,24.33,57.72,0.34,,2024-10-19 03:30:00,0.09,0.0,0.0
,,6.19,23.19,7.99,0.08,10.71,3.31,24.09,57.91,0.33,,2024-10-19 03:45:00,0.23,0.0,0.0
,,7.38,22.69,7.99,0.08,10.35,2.84,24.41,59.22,0.32,,2024-10-19 04:00:00,0.12,0.0,0.0
,,6.11,23.37,8.0,0.08,10.07,3.56,24.14,57.6,0.35,,2024-10-19 04:15:00,,0.0,0.0
,,6.36,23.37,8.0,0.07,10.07,2.36,24.32,61.45,0.31,,2024-10-19 04:30:00,0.02,0.0,0.0
,,6.03,23.63,8.0,0.07,10.07,3.1,24.24,57.35,0.35,,2024-10-19 04:45:00,,0.0,0.0
,,6.31,23.37,7.99,0.07,10.07,2.46,24.21,60.96,0.32,,2024-10-19 05:00:00,,0.0,0.0
,,7.38,22.87,8.0,0.07,10.07,2.6,24.34,58.54,0.32,,2024-10-19 05:15:00,,0.0,0.0
,,7.63,23.25,7.99,0.07,10.28,2.1,24.14,59.64,0.33,,2024-10-19 05:30:00,,0.0,0.0
,,7.38,22.75,8.0,0.07,11.08,1.71,24.38,58.82,0.32,,2024-10-19 05:45:00,0.07,0.0,0.0
,,7.38,22.75,7.99,0.07,11.11,2.1,24.1,58.07,0.34,,2024-10-19 06:00:00,0.02,0.0,0.0
,,7.38,23.25,8.0,0.07,11.06,1.57,24.36,59.5,0.31,,2024-10-19 06:15:00,0.09,0.0,0.0
,,7.38,23.12,7.99,0.07,11.01,2.27,24.13,57.05,0.34,,2024-10-19 06:30:00,0.16,0.0,0.0
,,8.81,22.81,7.95,0.07,11.02,1.6,24.34,60.08,0.32,,2024-10-19 06:45:00,0.3,0.0,0.0
,,9.31,23.31,8.0,0.07,11.09,2.27,24.24,56.52,0.36,,2024-10-19 07:00:00,0.19,0.0,0.0
,,9.22,24.69,7.96,0.07,11.52,1.41,24.23,60.71,0.31,,2024-10-19 07:15:00,0.14,0.0,0.0
,,8.98,26.32,8.0,0.07,12.35,1.66,24.35,57.92,0.33,,2024-10-19 07:30:00,0.21,0.0,0.0
,,9.14,26.26,8.0,0.07,12.51,1.81,24.09,59.83,0.33,,2024-10-19 07:45:00,0.09,0.0,0.0
,,8.65,26.45,8.0,0.07,12.38,1.95,24.37,58.88,0.31,,2024-10-19 08:00:00,0.14,0.0,0.0
,,8.98,28.01,7.99,0.07,12.38,2.83,24.02,58.22,0.35,,2024-10-19 08:15:00,0.05,0.0,0.0
,,8.24,28.2,7.98,0.07,12.38,2.47,24.32,59.69,0.31,,2024-10-19 08:30:00,0.23,0.0,0.0
,,7.38,28.2,8.0,0.07,12.51,3.86,24.08,55.99,0.37,,2024-10-19 08:45:00,0.14,0.0,0.0
,,7.38,29.01,7.95,0.07,12.56,3.64,23.99,59.86,0.33,,2024-10-19 09:00:00,0.21,0.0,0.0
,,7.38,28.39,8.0,0.07,12.28,3.75,24.34,57.39,0.34,,2024-10-19 09:15:00,0.28,0.0,0.0
,,5.99,28.58,7.98,0.07,11.87,4.34,23.94,57.01,0.36,,2024-10-19 09:30:00,0.16,0.0,0.0
,,6.52,28.26,7.98,0.07,11.78,3.83,24.24,59.63,0.31,,2024-10-19 09:45:00,0.05,0.0,0.0
,,5.58,28.64,8.0,0.07,11.84,4.64,24.37,56.13,0.35,,2024-10-19 10:00:00,0.19,0.0,0.0
,,5.58,28.26,7.99,0.07,11.82,4.47,24.16,58.83,0.34,,2024-10-19 10:15:00,0.19,0.0,0.0
,,5.41,26.57,8.0,0.06,11.34,4.6,24.61,57.32,0.32,,2024-10-19 10:30:00,0.26,0.0,0.0
,,5.29,26.32,8.0,0.06,11.06,5.16,24.41,55.9,0.34,,2024-10-19 10:45:00,,0.0,0.0
,,6.07,26.32,8.0,0.06,11.02,5.68,24.19,54.87,0.36,,2024-10-19 11:00:00,0.07,0.0,0.0
,,5.78,26.32,8.0,0.06,11.09,5.73,24.11,53.94,0.38,,2024-10-19 11:15:00,0.05,0.0,0.0
,,6.07,26.32,8.0,0.06,10.39,5.79,24.07,54.56,0.36,,2024-10-19 11:30:00,0.02,0.0,0.0
,,5.7,26.32,7.99,0.06,10.18,5.71,24.18,53.88,0.38,,2024-10-19 11:45:00,0.51,0.0,0.0
,,6.15,26.32,8.0,0.06,10.07,5.76,24.25,54.55,0.33,,2024-10-19 12:00:00,0.14,0.0,0.0
,,5.54,26.07,8.0,0.06,10.03,5.99,24.51,54.43,0.31,,2024-10-19 12:15:00,0.33,0.0,0.0
,,5.49,26.32,8.0,0.06,9.96,6.39,24.59,54.31,0.32,,2024-10-19 12:30:00,0.14,0.0,0.0
,,5.49,26.32,8.03,0.06,10.07,6.23,24.78,54.01,0.32,,2024-10-19 12:45:00,,0.0,0.0
,,5.49,25.94,8.06,0.06,10.07,6.37,24.82,53.85,0.33,,2024-10-19 13:00:00,,0.0,0.0
,,5.74,24.38,8.02,0.06,10.07,7.66,24.62,51.43,0.36,,2024-10-19 13:15:00,,0.0,0.0
,,6.03,26.13,8.01,0.06,10.07,7.32,24.43,51.26,0.36,,2024-10-19 13:30:00,,0.0,0.0
,,6.03,26.32,8.0,0.05,10.07,7.05,24.3,51.67,0.37,,2024-10-19 13:45:00,,0.0,0.0
,,5.95,26.32,8.0,0.05,10.07,7.41,24.26,51.59,0.37,,2024-10-19 14:00:00,,0.0,0.0
,,5.58,26.32,8.0,0.05,10.07,6.92,24.29,51.58,0.36,,2024-10-19 14:15:00,,0.0,0.0
,,5.74,26.32,8.0,0.05,10.07,6.59,24.28,51.64,0.36,,2024-10-19 14:30:00,,0.0,0.0
,,5.66,26.32,8.0,0.05,10.07,6.25,24.35,51.5,0.37,,2024-10-19 14:45:00,,0.0,0.0
,,5.62,26.32,7.99,0.05,10.05,6.12,24.36,51.6,0.34,,2024-10-19 15:00:00,0.02,0.0,0.0
,,5.7,26.32,8.0,0.05,10.35,6.01,24.47,51.32,0.33,,2024-10-19 15:15:00,0.02,0.0,0.0
,,5.41,26.32,8.0,0.05,10.94,6.15,24.43,51.69,0.31,,2024-10-19 15:30:00,0.07,0.0,0.0
,,6.07,26.32,8.0,0.05,11.06,6.03,24.54,51.17,0.33,,2024-10-19 15:45:00,0.09,0.0,0.0
