pm2.5,pm10,no,no2,so2,co,nox,ozone,at,rh,ws,wd,timestamp,nh3,benzene,toluene
,,5.66,58.34,9.34,0.11,20.33,2.2,24.62,48.74,0.08,,2024-11-05 03:15:00,0.21,0.0,0.0
,,5.08,58.34,9.81,0.12,20.56,2.29,24.5,47.83,0.04,,2024-11-05 03:30:00,0.07,0.0,0.0
,,5.74,58.41,9.97,0.12,20.28,2.17,24.63,48.64,0.06,,2024-11-05 03:45:00,0.33,0.0,0.0
,,4.92,58.72,10.0,0.12,21.24,2.55,24.48,47.33,0.07,,2024-11-05 04:00:00,0.14,0.0,0.0
,,5.13,58.47,9.62,0.12,20.42,2.71,24.62,48.96,0.06,,2024-11-05 04:15:00,0.05,0.0,0.0
,,4.96,61.73,9.64,0.12,21.52,2.33,24.53,46.87,0.08,,2024-11-05 04:30:00,0.09,0.0,0.0
,,6.27,68.06,9.65,0.12,24.24,1.39,24.58,49.11,0.04,,2024-11-05 04:45:00,0.09,0.0,0.0
,,7.22,71.44,9.51,0.12,25.78,1.83,24.57,46.81,0.08,,2024-11-05 05:00:00,0.05,0.0,0.0
,,6.19,70.63,9.75,0.12,25.12,2.15,24.5,48.88,0.05,,2024-11-05 05:15:00,0.21,0.0,0.0
,,6.31,66.93,9.91,0.12,23.99,2.54,24.56,47.06,0.06,,2024-11-05 05:30:00,0.19,0.0,0.0
,,5.62,65.24,9.87,0.12,23.06,2.64,24.46,48.47,0.03,,2024-11-05 05:45:00,0.16,0.0,0.0
,,4.92,62.1,9.65,0.12,22.24,2.81,24.63,48.18,0.04,,2024-11-05 06:00:00,0.14,0.0,0.0
,,4.96,60.41,9.52,0.12,21.2,2.99,24.63,48.06,0.05,,2024-11-05 06:15:00,0.28,0.0,0.0
,,5.13,58.66,9.41,0.12,20.58,2.84,24.61,48.57,0.08,,2024-11-05 06:30:00,0.07,0.0,0.0
,,5.49,55.77,9.22,0.12,19.61,3.27,24.44,47.94,0.03,,2024-11-05 06:45:00,,0.0,0.0
,,5.78,53.08,9.25,0.12,18.85,3.28,24.65,48.97,0.06,,2024-11-05 07:00:00,0.05,0.0,0.0
,,5.17,54.77,9.45,0.12,19.24,3.33,24.53,46.86,0.06,,2024-11-05 07:15:00,0.23,0.0,0.0
,,5.29,56.21,9.75,0.12,20.03,2.68,24.55,49.17,0.05,,2024-11-05 07:30:00,0.14,0.0,0.0
,,5.58,58.28,9.47,0.12,20.51,3.09,24.57,46.99,0.07,,2024-11-05 07:45:00,0.28,0.0,0.0
,,5.04,58.28,9.28,0.12,20.6,3.42,24.54,49.01,0.06,,2024-11-05 08:00:00,0.09,0.0,0.0
,,5.33,58.41,9.15,0.12,20.37,3.92,24.57,46.68,0.07,,2024-11-05 08:15:00,0.14,0.0,0.0
,,5.54,56.9,9.02,0.12,19.96,3.8,24.48,48.94,0.04,,2024-11-05 08:30:00,0.14,0.0,0.0
,,5.45,56.15,8.97,0.13,19.75,4.03,24.6,47.13,0.05,,2024-11-05 08:45:00,0.21,0.0,0.0
,,5.49,58.15,8.88,0.13,19.93,5.06,24.21,47.53,0.06,,2024-11-05 09:00:00,0.16,0.0,0.0
,,4.96,58.03,8.89,0.13,19.73,6.18,24.39,49.87,0.03,,2024-11-05 09:15:00,0.07,0.0,0.0
,,3.69,58.28,8.86,0.13,19.61,8.51,24.57,47.44,0.07,,2024-11-05 09:30:00,,0.0,0.0
,,3.69,57.34,8.8,0.13,19.63,10.3,24.38,49.5,0.07,,2024-11-05 09:45:00,0.05,0.0,0.0
,,3.69,56.4,8.8,0.13,18.87,12.16,24.65,48.1,0.09,,2024-11-05 10:00:00,0.07,0.0,0.0
,,3.77,53.58,8.8,0.13,18.23,12.86,24.58,47.4,0.09,,2024-11-05 10:15:00,0.42,0.0,0.0
,,4.26,50.45,8.74,0.13,17.42,13.6,24.42,47.01,0.11,,2024-11-05 10:30:00,0.12,0.0,0.0
,,4.88,46.56,8.71,0.13,16.31,14.19,24.39,46.25,0.11,,2024-11-05 10:45:00,0.35,0.0,0.0
,,4.84,43.93,8.7,0.12,15.21,14.46,24.33,46.22,0.07,,2024-11-05 11:00:00,0.09,0.0,0.0
,,4.67,40.86,8.7,0.12,14.42,14.56,24.5,45.77,0.09,,2024-11-05 11:15:00,0.14,0.0,0.0
,,4.92,37.54,8.7,0.12,13.41,15.37,24.7,46.35,0.02,,2024-11-05 11:30:00,0.3,0.0,0.0
,,4.63,35.91,8.7,0.11,13.25,14.92,24.98,45.25,0.06,,2024-11-05 11:45:00,,0.0,0.0
,,3.49,34.65,8.7,0.11,12.63,15.24,24.79,43.65,0.09,,2024-11-05 12:00:00,0.14,0.0,0.0
,,3.69,34.03,8.7,0.11,12.3,15.52,24.67,43.75,0.1,,2024-11-05 12:15:00,0.21,0.0,0.0
,,3.69,30.64,8.7,0.11,11.96,15.43,24.7,43.68,0.06,,2024-11-05 12:30:00,0.07,0.0,0.0
,,3.77,31.96,8.7,0.1,11.73,15.27,24.63,43.97,0.09,,2024-11-05 12:45:00,0.14,0.0,0.0
,,3.98,30.21,8.7,0.1,11.45,15.27,24.71,43.63,0.09,,2024-11-05 13:00:00,0.47,0.0,0.0
,,3.69,30.52,8.7,0.1,10.95,15.02,24.63,43.77,0.09,,2024-11-05 13:15:00,0.23,0.0,0.0
,,3.69,29.01,8.69,0.1,10.95,15.37,24.73,43.37,0.11,,2024-11-05 13:30:00,0.14,0.0,0.0
,,3.69,29.14,8.7,0.1,11.08,15.66,24.65,43.54,0.13,,2024-11-05 13:45:00,,0.0,0.0
,,3.69,29.01,8.7,0.1,11.02,15.72,24.79,43.01,0.09,,2024-11-05 14:00:00,0.05,0.0,0.0
,,3.69,28.95,8.69,0.1,10.92,15.44,24.77,41.66,0.07,,2024-11-05 14:15:00,0.23,0.0,0.0
,,3.69,29.14,8.63,0.09,10.88,15.07,24.69,41.33,0.08,,2024-11-05 14:30:00,0.16,0.0,0.0
,,3.69,29.08,8.61,0.09,10.95,14.57,24.66,41.06,0.07,,2024-11-05 14:45:00,0.12,0.0,0.0
,,3.69,29.39,8.64,0.09,10.95,15.02,24.63,40.83,0.09,,2024-11-05 15:00:00,0.12,0.0,0.0
,,3.69,28.89,8.6,0.09,11.08,13.99,24.61,40.76,0.08,,2024-11-05 15:15:00,0.07,0.0,0.0
,,3.69,28.89,8.6,0.09,11.08,13.55,24.59,41.08,0.09,,2024-11-05 15:30:00,0.05,0.0,0.0
,,3.69,29.64,8.6,0.09,10.88,13.3,24.71,41.65,0.08,,2024-11-05 15:45:00,0.14,0.0,0.0
,,3.69,30.14,8.61,0.09,10.99,13.39,24.73,42.3,0.1,,2024-11-05 16:00:00,0.09,0.0,0.0
,,3.69,30.02,8.61,0.09,10.97,12.83,24.77,42.13,0.06,,2024-11-05 16:15:00,0.12,0.0,0.0
,,3.69,30.39,8.66,0.09,10.95,12.38,24.69,42.63,0.08,,2024-11-05 16:30:00,0.09,0.0,0.0
,,3.69,30.21,8.61,0.09,11.02,12.31,24.63,42.69,0.11,,2024-11-05 16:45:00,0.42,0.0,0.0
,,3.77,31.08,8.6,0.09,10.94,11.83,24.5,43.96,0.07,,2024-11-05 17:00:00,0.65,0.0,0.0
,,3.77,31.58,8.6,0.09,11.71,11.16,24.8,44.84,0.04,,2024-11-05 17:15:00,0.07,0.0,0.0
,,3.69,31.4,8.6,0.09,11.82,11.05,24.79,44.08,0.1,,2024-11-05 17:30:00,0.19,0.0,0.0
,,3.73,33.03,8.6,0.09,12.31,10.57,24.48,44.39,0.09,,2024-11-05 17:45:00,0.02,0.0,0.0
,,3.69,34.78,8.59,0.09,12.28,10.16,24.39,44.17,0.1,,2024-11-05 18:00:00,0.35,0.0,0.0
,,3.69,37.85,8.59,0.1,13.2,9.57,24.21,44.9,0.1,,2024-11-05 18:15:00,0.07,0.0,0.0
,,3.12,39.61,8.58,0.1,14.15,9.07,24.25,45.57,0.06,,2024-11-05 18:30:00,0.07,0.0,0.0
,,3.36,42.17,8.6,0.12,14.91,8.26,24.44,47.66,0.03,,2024-11-05 18:45:00,0.12,0.0,0.0
,,3.9,42.68,8.6,0.12,15.11,8.08,24.61,45.48,0.08,,2024-11-05 19:00:00,,0.0,0.0
,,3.12,45.12,8.58,0.12,15.85,7.03,24.24,47.12,0.06,,2024-11-05 19:15:00,0.02,0.0,0.0
,,4.59,45.75,8.59,0.12,16.06,6.46,24.53,47.88,0.06,,2024-11-05 19:30:00,0.02,0.0,0.0
,,4.72,48.19,8.59,0.12,16.64,6.48,24.43,45.62,0.1,,2024-11-05 19:45:00,,0.0,0.0
,,4.22,50.63,8.57,0.12,17.58,5.85,24.19,48.97,0.03,,2024-11-05 20:00:00,0.05,0.0,0.0
,,4.43,50.07,8.6,0.12,17.37,6.82,24.69,48.51,0.05,,2024-11-05 20:15:00,0.21,0.0,0.0
,,4.72,50.01,8.59,0.12,17.24,8.01,24.56,45.86,0.05,,2024-11-05 20:30:00,0.12,0.0,0.0
,,4.47,49.57,8.55,0.12,16.47,8.18,24.29,48.38,0.05,,2024-11-05 20:45:00,0.35,0.0,0.0
,,4.51,47.13,8.6,0.11,16.43,8.39,24.65,48.54,0.04,,2024-11-05 21:00:00,,0.0,0.0
,,4.8,45.75,8.6,0.11,15.92,8.06,24.48,46.57,0.12,,2024-11-05 21:15:00,0.47,0.0,0.0
,,4.84,47.13,8.57,0.11,16.43,7.15,24.3,50.11,0.03,,2024-11-05 21:30:00,0.14,0.0,0.0
,,4.84,47.06,8.6,0.11,16.43,6.94,24.7,49.0,0.03,,2024-11-05 21:45:00,,0.0,0.0
,,4.72,46.31,8.6,0.11,16.43,7.74,24.49,48.11,0.06,,2024-11-05 22:00:00,,0.0,0.0
,,4.43,46.06,8.59,0.11,16.43,7.72,24.64,49.73,0.05,,2024-11-05 22:15:00,,0.0,0.0
,,4.92,45.12,8.6,0.11,16.11,8.26,24.71,47.47,0.06,,2024-11-05 22:30:00,0.12,0.0,0.0
,,4.92,44.87,8.56,0.11,15.55,8.12,24.19,50.05,0.05,,2024-11-05 22:45:00,0.33,0.0,0.0
,,4.92,41.36,8.58,0.11,15.63,7.71,24.56,50.4,0.01,,2024-11-05 23:00:00,0.1,0.0,0.0
,,4.92,41.49,8.64,0.11,15.26,7.73,24.72,48.19,0.06,,2024-11-05 23:15:00,,0.0,0.0
,,4.92,41.92,8.78,0.11,14.84,7.71,24.29,51.19,0.04,,2024-11-05 23:30:00,0.02,0.0,0.0
,,4.92,41.92,8.95,0.11,14.84,7.22,24.56,49.24,0.07,,2024-11-05 23:45:00,,0.0,0.0
,,4.92,42.05,9.01,0.11,15.14,6.81,24.45,49.5,0.05,,2024-11-06 00:00:00,,0.0,0.0
,,4.84,43.62,9.19,0.11,15.51,6.46,24.58,48.62,0.03,,2024-11-06 00:15:00,0.26,0.0,0.0
,,4.88,45.12,9.3,0.11,15.72,5.93,24.44,48.97,0.05,,2024-11-06 00:30:00,0.21,0.0,0.0
,,4.72,46.37,9.34,0.11,16.43,5.44,24.6,48.43,0.05,,2024-11-06 00:45:00,,0.0,0.0
,,4.84,47.0,9.75,0.12,16.52,5.39,24.47,48.73,0.06,,2024-11-06 01:00:00,0.3,0.0,0.0
,,4.72,47.19,10.07,0.12,16.64,5.55,24.62,48.28,0.06,,2024-11-06 01:15:00,,0.0,0.0
,,4.67,47.0,9.89,0.12,16.47,5.39,24.45,48.24,0.07,,2024-11-06 01:30:00,0.09,0.0,0.0
,,4.55,48.69,9.8,0.12,17.42,4.81,24.64,48.73,0.06,,2024-11-06 01:45:00,0.02,0.0,0.0
,,4.47,50.57,9.91,0.12,17.21,4.98,24.46,47.46,0.07,,2024-11-06 02:00:00,0.28,0.0,0.0
,,4.55,50.45,10.11,0.12,17.17,4.68,24.6,49.27,0.06,,2024-11-06 02:15:00,0.16,0.0,0.0
,,4.84,50.13,10.15,0.12,17.17,5.07,24.54,47.07,0.09,,2024-11-06 02:30:00,0.23,0.0,0.0
,,4.51,48.25,10.1,0.12,17.45,4.71,24.55,49.44,0.04,,2024-11-06 02:45:00,0.05,0.0,0.0
,,4.22,47.13,9.74,0.12,17.44,5.21,24.6,47.22,0.06,,2024-11-06 03:00:00,0.02,0.0,0.0
,,4.67,46.81,9.39,0.12,16.43,5.05,24.48,49.02,0.04,,2024-11-06 03:15:00,,0.0,0.0
,,4.8,45.12,9.17,0.12,16.43,4.93,24.6,47.74,0.04,,2024-11-06 03:30:00,,0.0,0.0
,,4.88,45.12,9.0,0.12,16.09,5.07,24.45,48.53,0.05,,2024-11-06 03:45:00,0.16,0.0,0.0
,,4.92,45.12,8.96,0.12,15.6,5.16,24.65,48.33,0.07,,2024-11-06 04:00:00,0.12,0.0,0.0
,,4.92,41.8,8.82,0.12,15.55,5.52,24.46,47.79,0.06,,2024-11-06 04:15:00,0.26,0.0,0.0
,,4.92,41.3,8.8,0.12,14.84,5.44,24.64,48.98,0.04,,2024-11-06 04:30:00,0.02,0.0,0.0
,,4.96,39.35,8.78,0.12,14.88,5.91,24.5,47.22,0.06,,2024-11-06 04:45:00,0.3,0.0,0.0
,,4.92,37.73,8.73,0.11,14.42,5.72,24.6,49.36,0.02,,2024-11-06 05:00:00,0.07,0.0,0.0
,,4.92,37.04,8.71,0.11,14.24,6.07,24.52,47.04,0.06,,2024-11-06 05:15:00,0.09,0.0,0.0
,,4.92,36.66,8.7,0.11,13.36,5.53,24.53,49.53,0.05,,2024-11-06 05:30:00,0.37,0.0,0.0
,,4.92,35.72,8.7,0.11,13.25,5.42,24.6,47.61,0.05,,2024-11-06 05:45:00,,0.0,0.0
,,4.92,34.22,8.67,0.11,13.25,5.21,24.45,48.92,0.04,,2024-11-06 06:00:00,,0.0,0.0
,,4.92,35.59,8.7,0.11,13.25,4.89,24.65,48.83,0.03,,2024-11-06 06:15:00,,0.0,0.0
,,4.92,36.72,8.68,0.11,13.99,4.6,24.68,48.12,0.04,,2024-11-06 06:30:00,0.23,0.0,0.0
,,4.92,38.92,8.69,0.11,14.1,4.54,24.64,49.76,0.03,,2024-11-06 06:45:00,0.21,0.0,0.0
,,4.92,38.48,8.67,0.12,14.2,5.12,24.58,47.33,0.06,,2024-11-06 07:00:00,0.05,0.0,0.0
,,4.92,39.35,8.65,0.12,14.66,4.58,24.49,49.6,0.02,,2024-11-06 07:15:00,0.12,0.0,0.0
,,4.67,41.99,8.69,0.12,15.48,3.78,24.69,49.36,0.01,,2024-11-06 07:30:00,0.05,0.0,0.0
,,4.72,45.12,8.7,0.12,16.41,3.96,24.71,47.78,0.07,,2024-11-06 07:45:00,0.05,0.0,0.0
,,5.08,45.87,8.6,0.12,16.43,3.82,24.31,51.07,0.03,,2024-11-06 08:00:00,0.05,0.0,0.0
,,5.41,47.13,8.67,0.12,17.4,3.98,24.67,50.04,0.04,,2024-11-06 08:15:00,0.12,0.0,0.0
,,4.26,47.13,8.67,0.12,17.47,5.02,24.53,47.3,0.09,,2024-11-06 08:30:00,0.02,0.0,0.0
,,4.14,50.2,8.62,0.13,17.54,4.68,24.28,51.02,0.04,,2024-11-06 08:45:00,0.19,0.0,0.0
,,4.02,50.45,8.68,0.13,18.02,5.75,24.63,48.97,0.06,,2024-11-06 09:00:00,,0.0,0.0
,,4.06,51.64,8.64,0.13,18.02,6.63,24.42,48.13,0.09,,2024-11-06 09:15:00,,0.0,0.0
,,4.22,50.07,8.68,0.13,18.02,6.83,24.51,50.05,0.05,,2024-11-06 09:30:00,,0.0,0.0
,,4.14,48.82,8.7,0.13,17.33,8.85,24.65,47.43,0.08,,2024-11-06 09:45:00,0.26,0.0,0.0
,,4.59,47.19,8.67,0.13,17.01,9.67,24.53,49.01,0.04,,2024-11-06 10:00:00,0.07,0.0,0.0
,,4.63,45.31,8.7,0.13,15.95,10.64,24.85,47.76,0.03,,2024-11-06 10:15:00,0.4,0.0,0.0
,,4.92,45.12,8.7,0.12,15.53,13.19,24.82,46.87,0.07,,2024-11-06 10:30:00,0.07,0.0,0.0
,,4.92,41.61,8.7,0.12,15.19,14.41,24.66,46.01,0.09,,2024-11-06 10:45:00,,0.0,0.0
,,4.35,39.35,8.69,0.12,14.72,15.18,24.62,45.42,0.1,,2024-11-06 11:00:00,0.02,0.0,0.0
,,3.9,38.92,8.69,0.12,13.97,15.45,24.57,45.2,0.11,,2024-11-06 11:15:00,0.37,0.0,0.0
,,3.4,36.6,8.7,0.12,13.25,15.76,24.64,44.73,0.09,,2024-11-06 11:30:00,,0.0,0.0
,,3.65,36.22,8.7,0.12,13.14,15.39,24.58,44.87,0.09,,2024-11-06 11:45:00,0.14,0.0,0.0
,,3.69,34.84,8.7,0.12,12.38,15.2,24.68,44.64,0.09,,2024-11-06 12:00:00,0.09,0.0,0.0
,,3.69,34.4,8.7,0.11,12.4,15.83,24.62,44.83,0.08,,2024-11-06 12:15:00,0.16,0.0,0.0
,,3.73,32.15,8.7,0.11,11.85,17.06,24.71,44.44,0.11,,2024-11-06 12:30:00,0.12,0.0,0.0
,,3.94,31.4,8.7,0.11,11.89,17.47,24.62,44.75,0.11,,2024-11-06 12:45:00,0.12,0.0,0.0
,,3.69,31.77,8.7,0.11,11.68,18.17,24.73,44.36,0.08,,2024-11-06 13:00:00,0.14,0.0,0.0
,,4.02,31.02,8.7,0.11,11.18,17.94,24.65,44.56,0.06,,2024-11-06 13:15:00,0.4,0.0,0.0
,,3.69,29.39,8.7,0.11,11.02,18.32,24.75,44.13,0.1,,2024-11-06 13:30:00,,0.0,0.0
,,3.69,28.76,8.7,0.1,10.97,18.35,24.67,44.58,0.09,,2024-11-06 13:45:00,0.12,0.0,0.0
,,3.69,29.45,8.7,0.1,10.92,17.61,24.78,44.13,0.07,,2024-11-06 14:00:00,0.19,0.0,0.0
,,3.69,28.7,8.68,0.1,10.92,16.24,24.73,44.45,0.08,,2024-11-06 14:15:00,0.16,0.0,0.0
,,3.69,28.58,8.69,0.1,11.02,16.35,24.81,43.5,0.1,,2024-11-06 14:30:00,0.07,0.0,0.0
,,3.69,28.89,8.62,0.1,10.97,16.46,24.72,42.95,0.07,,2024-11-06 14:45:00,0.21,0.0,0.0
,,3.69,28.76,8.61,0.1,10.99,17.73,24.66,42.64,0.1,,2024-11-06 15:00:00,0.14,0.0,0.0
,,3.69,29.08,8.6,0.1,10.64,17.89,24.62,42.4,0.09,,2024-11-06 15:15:00,0.02,0.0,0.0
,,3.69,28.45,8.6,0.1,10.74,16.72,24.66,43.09,0.11,,2024-11-06 15:30:00,0.12,0.0,0.0
,,3.69,29.2,8.61,0.1,10.83,16.66,24.77,43.33,0.08,,2024-11-06 15:45:00,0.33,0.0,0.0
,,3.69,28.58,8.63,0.1,10.95,16.31,24.75,43.56,0.07,,2024-11-06 16:00:00,0.05,0.0,0.0
,,3.69,29.08,8.61,0.1,10.95,17.05,24.78,43.35,0.11,,2024-11-06 16:15:00,0.14,0.0,0.0
,,3.69,29.2,8.61,0.1,10.74,15.82,24.66,43.41,0.07,,2024-11-06 16:30:00,0.33,0.0,0.0
,,3.73,29.14,8.6,0.1,10.83,14.56,24.6,43.18,0.11,,2024-11-06 16:45:00,0.23,0.0,0.0
,,3.98,31.46,8.6,0.1,10.87,14.08,24.44,43.71,0.1,,2024-11-06 17:00:00,0.09,0.0,0.0
,,3.73,31.52,8.6,0.1,11.92,13.43,24.39,43.65,0.08,,2024-11-06 17:15:00,0.14,0.0,0.0
,,3.69,33.4,8.6,0.1,12.14,12.2,24.32,44.54,0.07,,2024-11-06 17:30:00,0.07,0.0,0.0
,,3.65,36.53,8.6,0.11,12.76,11.22,24.4,44.96,0.06,,2024-11-06 17:45:00,0.02,0.0,0.0
,,3.44,38.1,8.6,0.11,13.48,10.21,24.39,46.3,0.08,,2024-11-06 18:00:00,,0.0,0.0
,,3.08,40.48,8.6,0.11,14.42,9.6,24.61,47.6,0.03,,2024-11-06 18:15:00,0.09,0.0,0.0
,,3.16,41.42,8.61,0.11,14.95,10.02,24.76,45.89,0.07,,2024-11-06 18:30:00,0.07,0.0,0.0
,,2.75,44.37,8.6,0.11,15.26,10.08,24.42,46.65,0.09,,2024-11-06 18:45:00,0.42,0.0,0.0
,,3.94,45.12,8.62,0.11,15.53,9.88,24.55,47.95,0.08,,2024-11-06 19:00:00,0.23,0.0,0.0
,,4.26,46.25,8.6,0.12,15.88,9.99,24.51,45.72,0.09,,2024-11-06 19:15:00,0.21,0.0,0.0
,,3.28,47.5,8.6,0.12,16.43,9.35,24.25,48.75,0.03,,2024-11-06 19:30:00,,0.0,0.0
,,4.59,50.57,8.6,0.12,16.96,9.12,24.6,47.64,0.07,,2024-11-06 19:45:00,0.37,0.0,0.0
,,4.35,50.45,8.6,0.12,17.22,8.86,24.31,46.48,0.09,,2024-11-06 20:00:00,0.26,0.0,0.0
,,4.35,51.26,8.6,0.12,17.24,8.59,24.34,49.88,0.04,,2024-11-06 20:15:00,0.3,0.0,0.0
,,4.26,49.26,8.6,0.12,16.89,9.29,24.64,47.51,0.06,,2024-11-06 20:30:00,0.16,0.0,0.0
,,4.1,47.5,8.6,0.12,16.43,10.0,24.23,47.38,0.08,,2024-11-06 20:45:00,,0.0,0.0
,,4.92,45.75,8.6,0.12,15.9,10.24,24.39,50.45,0.04,,2024-11-06 21:00:00,0.42,0.0,0.0
,,4.47,45.62,8.63,0.12,16.04,10.29,24.75,48.68,0.06,,2024-11-06 21:15:00,0.07,0.0,0.0
,,4.88,47.06,8.61,0.12,16.43,10.08,24.37,47.31,0.05,,2024-11-06 21:30:00,,0.0,0.0
,,4.72,46.37,8.6,0.12,16.43,10.05,24.5,50.18,0.03,,2024-11-06 21:45:00,0.02,0.0,0.0
,,4.84,45.12,8.6,0.12,15.56,10.12,24.78,48.85,0.03,,2024-11-06 22:00:00,0.26,0.0,0.0
,,4.92,43.74,8.61,0.12,15.46,9.89,24.33,49.0,0.07,,2024-11-06 22:15:00,0.3,0.0,0.0
,,4.92,41.42,8.65,0.12,15.76,8.77,24.52,51.15,0.02,,2024-11-06 22:30:00,0.14,0.0,0.0
,,4.92,42.93,8.7,0.12,15.48,8.14,24.8,49.29,0.06,,2024-11-06 22:45:00,0.07,0.0,0.0
,,4.92,45.12,8.84,0.12,15.55,7.56,24.33,50.09,0.06,,2024-11-06 23:00:00,0.16,0.0,0.0
,,4.92,43.99,9.16,0.13,15.46,6.89,24.6,51.25,0.03,,2024-11-06 23:15:00,0.21,0.0,0.0
,,4.63,45.12,9.09,0.13,15.51,6.63,24.78,49.0,0.04,,2024-11-06 23:30:00,0.02,0.0,0.0
,,4.84,45.12,8.86,0.13,15.79,6.31,24.28,50.59,0.05,,2024-11-06 23:45:00,0.12,0.0,0.0
,,4.92,45.12,8.8,0.13,15.49,5.65,24.59,51.35,0.04,,2024-11-07 00:00:00,0.23,0.0,0.0
,,4.92,44.99,8.79,0.13,15.41,5.58,24.74,49.13,0.05,,2024-11-07 00:15:00,0.19,0.0,0.0
,,4.88,45.12,8.7,0.13,15.56,5.28,24.27,51.23,0.05,,2024-11-07 00:30:00,0.28,0.0,0.0
,,4.59,45.12,8.7,0.13,16.02,4.53,24.64,51.87,0.03,,2024-11-07 00:45:00,0.07,0.0,0.0
,,4.8,45.12,8.7,0.13,16.45,4.5,24.78,49.55,0.09,,2024-11-07 01:00:00,,0.0,0.0
,,4.8,45.37,8.69,0.14,16.43,4.01,24.26,51.7,0.06,,2024-11-07 01:15:00,,0.0,0.0
,,5.66,45.81,8.7,0.14,16.68,3.84,24.62,52.23,0.02,,2024-11-07 01:30:00,,0.0,0.0
,,5.62,47.13,8.7,0.14,16.8,4.56,24.8,50.23,0.06,,2024-11-07 01:45:00,0.19,0.0,0.0
,,4.67,46.0,8.67,0.14,16.43,5.55,24.29,51.59,0.06,,2024-11-07 02:00:00,,0.0,0.0
,,4.18,45.12,8.7,0.14,16.43,5.89,24.61,52.53,0.03,,2024-11-07 02:15:00,,0.0,0.0
,,4.55,45.12,8.7,0.14,16.11,6.2,24.81,50.62,0.05,,2024-11-07 02:30:00,0.21,0.0,0.0
,,4.92,43.68,8.7,0.14,15.56,5.6,24.52,51.37,0.05,,2024-11-07 02:45:00,0.12,0.0,0.0
,,4.92,43.49,8.7,0.14,15.44,5.09,24.72,52.22,0.03,,2024-11-07 03:00:00,0.19,0.0,0.0
,,5.37,41.42,8.7,0.14,15.58,5.18,24.73,49.51,0.07,,2024-11-07 03:15:00,0.12,0.0,0.0
,,4.96,41.49,8.65,0.13,15.53,5.42,24.31,53.02,0.03,,2024-11-07 03:30:00,0.12,0.0,0.0
,,4.92,40.55,8.7,0.13,15.19,6.16,24.67,52.5,0.01,,2024-11-07 03:45:00,0.12,0.0,0.0
,,4.92,39.09,8.7,0.13,14.93,6.69,24.75,50.48,0.04,,2024-11-07 04:00:00,0.12,0.0,0.0
,,4.92,39.42,8.68,0.13,14.29,6.21,24.63,52.14,0.04,,2024-11-07 04:15:00,0.7,0.0,0.0
,,4.92,36.6,8.7,0.13,14.22,6.17,24.77,51.13,0.03,,2024-11-07 04:30:00,0.05,0.0,0.0
,,4.92,36.35,8.67,0.13,14.27,6.16,24.56,50.58,0.04,,2024-11-07 04:45:00,0.05,0.0,0.0
,,4.92,36.79,8.65,0.13,14.19,5.33,24.66,51.73,0.03,,2024-11-07 05:00:00,0.12,0.0,0.0
,,4.92,36.97,8.67,0.13,14.2,5.43,24.69,49.91,0.07,,2024-11-07 05:15:00,0.14,0.0,0.0
,,4.92,37.54,8.65,0.13,14.19,5.22,24.59,51.78,0.03,,2024-11-07 05:30:00,0.16,0.0,0.0
,,4.92,37.04,8.7,0.13,14.2,4.99,24.71,50.53,0.03,,2024-11-07 05:45:00,0.07,0.0,0.0
,,4.92,36.47,8.69,0.12,14.29,4.97,24.57,51.08,0.05,,2024-11-07 06:00:00,0.02,0.0,0.0
,,4.92,36.53,8.66,0.12,14.27,4.79,24.61,50.08,0.03,,2024-11-07 06:15:00,0.05,0.0,0.0
,,4.92,38.98,8.62,0.13,13.97,4.75,24.47,50.86,0.06,,2024-11-07 06:30:00,0.42,0.0,0.0
,,4.92,39.35,8.65,0.13,14.63,4.62,24.68,51.32,0.01,,2024-11-07 06:45:00,0.33,0.0,0.0
,,5.21,40.8,8.7,0.12,15.41,4.09,24.72,49.82,0.05,,2024-11-07 07:00:00,,0.0,0.0
,,5.99,44.99,8.7,0.13,16.32,3.61,24.58,52.03,0.02,,2024-11-07 07:15:00,0.05,0.0,0.0
,,6.15,45.12,8.7,0.13,16.7,3.66,24.77,51.37,0.01,,2024-11-07 07:30:00,,0.0,0.0
,,6.15,46.56,8.65,0.13,16.52,3.88,24.42,49.73,0.1,,2024-11-07 07:45:00,0.21,0.0,0.0
,,6.11,46.81,8.64,0.13,17.33,3.33,24.4,53.05,0.02,,2024-11-07 08:00:00,0.09,0.0,0.0
,,6.11,47.38,8.67,0.13,17.26,3.7,24.67,50.82,0.04,,2024-11-07 08:15:00,0.26,0.0,0.0
,,6.15,50.01,8.6,0.13,17.77,3.97,24.32,49.71,0.06,,2024-11-07 08:30:00,0.09,0.0,0.0
,,6.11,48.69,8.6,0.13,17.68,4.18,24.43,52.64,0.01,,2024-11-07 08:45:00,0.02,0.0,0.0
,,6.15,47.0,8.64,0.13,17.44,5.54,24.64,49.66,0.07,,2024-11-07 09:00:00,0.07,0.0,0.0
,,4.92,46.19,8.61,0.13,16.87,6.64,24.35,50.56,0.05,,2024-11-07 09:15:00,0.02,0.0,0.0
,,4.8,44.24,8.63,0.13,15.85,7.58,24.61,50.7,0.05,,2024-11-07 09:30:00,0.23,0.0,0.0
,,4.92,41.36,8.66,0.13,15.32,8.75,24.58,48.68,0.09,,2024-11-07 09:45:00,0.21,0.0,0.0
