pm2.5,pm10,no,no2,so2,co,nox,ozone,timestamp
,12.16,68.41,396.92,,4.57,259.88,40.03,2024-05-01 19:30:00
,12.34,68.67,398.45,,4.37,260.89,39.79,2024-05-01 19:45:00
,14.9,68.54,396.54,,4.51,259.75,39.4,2024-05-01 20:00:00
,14.9,68.49,397.39,,4.36,260.19,39.85,2024-05-01 20:15:00
,14.9,68.7,397.23,,4.44,260.22,39.76,2024-05-01 20:30:00
,14.98,68.69,396.58,,4.59,259.85,39.49,2024-05-01 20:45:00
,16.12,68.42,397.11,,4.51,260.0,39.78,2024-05-01 21:00:00
,16.12,68.03,396.61,,4.52,259.5,39.41,2024-05-01 21:15:00
,16.12,68.38,396.66,,4.35,259.72,39.27,2024-05-01 21:30:00
,16.04,68.27,397.27,,4.78,260.01,39.95,2024-05-01 21:45:00
,14.91,68.04,397.32,,4.25,259.9,39.96,2024-05-01 22:00:00
,14.91,68.18,396.84,,4.72,259.71,39.92,2024-05-01 22:15:00
,14.91,68.05,396.62,,4.39,259.51,39.33,2024-05-01 22:30:00
,14.82,68.67,397.23,,4.44,260.2,39.78,2024-05-01 22:45:00
,13.55,68.51,397.26,,4.82,260.13,40.15,2024-05-01 23:00:00
,13.55,68.08,397.39,,4.56,259.96,39.81,2024-05-01 23:15:00
,13.55,68.63,397.13,,4.39,260.12,39.66,2024-05-01 23:30:00
,13.69,68.25,397.12,,4.47,259.91,39.77,2024-05-01 23:45:00
,15.61,68.79,396.56,,4.14,259.9,39.2,2024-05-02 00:00:00
,15.61,68.6,397.0,,4.71,260.04,39.58,2024-05-02 00:15:00
,15.61,68.87,396.52,,4.53,259.92,39.41,2024-05-02 00:30:00
,15.44,68.56,397.85,,4.41,260.49,39.8,2024-05-02 00:45:00
,13.08,68.38,396.62,,4.62,259.7,39.59,2024-05-02 01:00:00
,13.08,68.51,396.37,,4.33,259.64,39.69,2024-05-02 01:15:00
,13.08,68.28,397.04,,4.28,259.88,39.81,2024-05-02 01:30:00
,13.08,68.37,396.62,,4.48,259.7,39.25,2024-05-02 01:45:00
,13.14,68.28,396.86,,4.17,259.78,40.11,2024-05-02 02:00:00
,13.14,68.58,397.31,,4.1,260.2,39.67,2024-05-02 02:15:00
,13.14,68.81,397.16,,4.82,260.24,39.46,2024-05-02 02:30:00
,13.05,68.45,396.99,,4.5,259.95,39.39,2024-05-02 02:45:00
,11.76,68.51,395.89,,4.73,259.36,39.77,2024-05-02 03:00:00
,11.76,68.52,396.79,,4.17,259.87,39.77,2024-05-02 03:15:00
,11.76,68.52,397.34,,4.4,260.19,40.0,2024-05-02 03:30:00
,12.06,68.35,396.34,,4.72,259.53,39.49,2024-05-02 03:45:00
,16.23,68.82,397.52,,4.74,260.45,39.8,2024-05-02 04:00:00
,16.23,68.52,396.57,,4.7,259.75,39.97,2024-05-02 04:15:00
,16.23,68.59,396.88,,4.49,259.96,39.51,2024-05-02 04:30:00
,15.98,68.06,397.19,,4.74,259.84,39.55,2024-05-02 04:45:00
,12.47,68.26,396.68,,4.43,259.67,39.68,2024-05-02 05:00:00
,12.47,68.45,396.94,,4.62,259.92,39.6,2024-05-02 05:15:00
,12.47,68.24,396.77,,4.11,259.71,39.8,2024-05-02 05:30:00
,12.53,69.02,397.01,,4.27,260.28,39.69,2024-05-02 05:45:00
,13.37,68.54,396.37,,4.46,259.65,39.84,2024-05-02 06:00:00
,13.37,68.43,397.88,,4.59,260.43,39.59,2024-05-02 06:15:00
,13.37,68.39,396.73,,4.64,259.77,39.83,2024-05-02 06:30:00
,13.57,67.97,396.91,,4.29,259.64,39.75,2024-05-02 06:45:00
,16.44,68.6,396.68,,4.39,259.85,39.46,2024-05-02 07:00:00
,16.44,67.98,397.05,,4.92,259.72,39.57,2024-05-02 07:15:00
,16.44,68.31,397.31,,4.52,260.04,39.66,2024-05-02 07:30:00
,16.47,68.57,396.16,,4.67,259.55,40.23,2024-05-02 07:45:00
,16.96,68.67,396.61,,4.57,259.86,39.62,2024-05-02 08:00:00
,16.96,69.11,396.89,,4.53,260.26,39.44,2024-05-02 08:15:00
,16.96,68.67,396.66,,4.59,259.88,39.91,2024-05-02 08:30:00
,16.91,68.91,396.46,,4.63,259.91,39.69,2024-05-02 08:45:00
,16.15,68.72,396.96,,4.7,260.08,39.93,2024-05-02 09:00:00
,16.15,68.63,396.83,,4.49,259.96,39.82,2024-05-02 09:15:00
,16.15,68.74,397.44,,5.04,260.36,39.61,2024-05-02 09:30:00
,15.98,68.59,397.04,,5.13,260.06,39.87,2024-05-02 09:45:00
,13.62,68.3,397.51,,4.45,260.16,39.77,2024-05-02 10:00:00
,13.62,68.6,396.86,,4.19,259.96,39.27,2024-05-02 10:15:00
,13.62,68.05,397.28,,4.68,259.89,39.81,2024-05-02 10:30:00
,13.54,68.58,397.33,,4.65,260.21,39.47,2024-05-02 10:45:00
,12.49,68.68,397.43,,4.48,260.32,39.75,2024-05-02 11:00:00
,12.49,60.72,349.92,,4.45,229.34,50.09,2024-05-02 11:15:00
,12.49,26.07,160.7,,4.45,104.31,77.39,2024-05-02 11:30:00
,12.79,20.68,108.82,,4.56,72.32,59.6,2024-05-02 11:45:00
,16.97,18.51,92.88,,4.06,62.21,48.87,2024-05-02 12:00:00
,16.97,18.49,91.38,,4.53,61.37,41.42,2024-05-02 12:15:00
,16.97,17.53,83.3,,4.21,56.31,38.15,2024-05-02 12:30:00
,22.86,17.51,83.6,,4.32,56.47,36.61,2024-05-02 12:45:00
,105.34,17.68,82.22,,4.83,55.8,35.54,2024-05-02 13:00:00
,105.34,17.83,84.45,,4.27,57.12,35.81,2024-05-02 13:15:00
,105.34,18.07,87.69,,4.62,59.07,35.43,2024-05-02 13:30:00
0.58,106.16,17.88,87.57,,4.57,58.89,36.43,2024-05-02 13:45:00
8.7,117.66,18.04,89.16,,4.96,59.87,36.61,2024-05-02 14:00:00
8.7,117.66,18.03,90.0,,4.36,60.33,36.09,2024-05-02 14:15:00
8.7,117.66,17.92,88.2,,4.15,59.27,36.25,2024-05-02 14:30:00
9.29,117.61,16.93,87.57,,4.61,58.37,35.81,2024-05-02 14:45:00
17.48,116.87,18.21,85.63,,4.32,57.99,35.39,2024-05-02 15:00:00
17.48,116.87,17.43,87.38,,4.42,58.54,36.18,2024-05-02 15:15:00
17.48,116.87,18.22,85.34,,4.28,57.84,35.88,2024-05-02 15:30:00
17.37,115.91,17.61,86.91,,4.62,58.37,35.23,2024-05-02 15:45:00
15.76,102.49,18.05,85.33,,4.25,57.74,35.63,2024-05-02 16:00:00
15.76,102.49,18.23,82.44,,4.1,56.22,36.09,2024-05-02 16:15:00
15.76,102.49,17.55,81.86,,4.33,55.52,37.39,2024-05-02 16:30:00
14.91,102.96,17.97,88.68,,4.19,59.57,34.35,2024-05-02 16:45:00
3.07,109.58,17.64,87.4,,4.73,58.67,34.52,2024-05-02 17:00:00
3.07,109.58,17.52,87.81,,4.68,58.83,34.92,2024-05-02 17:15:00
3.07,109.58,17.67,88.13,,4.71,59.09,34.91,2024-05-02 17:30:00
2.87,109.67,17.92,86.91,,4.3,58.55,34.73,2024-05-02 17:45:00
,110.97,18.0,87.69,,4.32,59.03,34.76,2024-05-02 18:00:00
,110.97,17.7,87.7,,4.68,58.86,34.13,2024-05-02 18:15:00
,110.97,17.65,87.48,,4.52,58.71,34.47,2024-05-02 18:30:00
0.12,110.72,17.74,87.92,,4.56,59.01,34.4,2024-05-02 18:45:00
1.82,107.19,17.78,87.84,,4.63,58.99,34.61,2024-05-02 19:00:00
1.82,107.19,17.76,86.94,,4.13,58.48,34.68,2024-05-02 19:15:00
1.82,107.19,17.56,88.61,,4.49,59.3,34.11,2024-05-02 19:30:00
2.02,107.39,17.79,87.86,,4.81,59.01,34.44,2024-05-02 19:45:00
4.84,110.18,17.37,88.13,,4.86,58.92,34.38,2024-05-02 20:00:00
4.84,110.18,17.84,87.8,,4.28,59.0,34.59,2024-05-02 20:15:00
4.84,110.18,18.0,87.7,,4.82,59.03,34.38,2024-05-02 20:30:00
4.79,110.01,17.72,88.52,,4.91,59.33,34.36,2024-05-02 20:45:00
4.12,107.65,17.63,87.3,,4.66,58.6,34.61,2024-05-02 21:00:00
4.12,107.65,17.63,88.19,,4.43,59.1,34.75,2024-05-02 21:15:00
4.12,107.65,17.89,87.39,,4.35,58.8,34.22,2024-05-02 21:30:00
3.86,107.93,17.75,88.19,,4.59,59.17,34.48,2024-05-02 21:45:00
0.26,111.87,17.68,88.26,,4.28,59.17,35.04,2024-05-02 22:00:00
0.26,111.87,17.37,87.74,,4.13,58.7,34.75,2024-05-02 22:15:00
0.26,111.87,17.65,88.33,,4.55,59.19,34.3,2024-05-02 22:30:00
0.39,111.86,17.75,87.83,,4.46,58.96,34.22,2024-05-02 22:45:00
2.16,111.74,17.86,88.14,,4.37,59.2,34.46,2024-05-02 23:00:00
56.63,79.34,19.16,88.1,,5.98,59.9,33.9,2024-05-02 23:15:00
56.63,79.34,17.41,87.62,,4.44,58.66,34.65,2024-05-02 23:30:00
53.04,81.44,17.63,87.87,,4.39,58.92,34.73,2024-05-02 23:45:00
2.79,110.81,17.72,88.29,,3.94,59.21,34.73,2024-05-03 00:00:00
2.79,110.81,18.01,87.99,,4.69,59.2,34.49,2024-05-03 00:15:00
2.79,110.81,17.38,87.86,,4.61,58.78,34.62,2024-05-03 00:30:00
2.82,110.83,17.77,88.04,,4.79,59.09,34.57,2024-05-03 00:45:00
3.2,111.11,18.09,87.8,,4.29,59.14,34.43,2024-05-03 01:00:00
3.2,111.11,17.63,87.36,,4.47,58.64,34.25,2024-05-03 01:15:00
3.2,111.11,17.6,88.33,,4.71,59.16,34.55,2024-05-03 01:30:00
3.2,110.92,17.68,87.71,,4.37,58.86,34.33,2024-05-03 01:45:00
3.23,108.28,17.89,87.67,,4.41,58.95,34.41,2024-05-03 02:00:00
3.23,108.28,17.76,88.22,,4.4,59.19,34.9,2024-05-03 02:15:00
3.23,108.28,18.05,87.39,,4.66,58.89,34.76,2024-05-03 02:30:00
3.13,108.57,17.84,88.12,,5.01,59.18,35.01,2024-05-03 02:45:00
1.75,112.69,17.25,88.36,,4.41,58.98,34.51,2024-05-03 03:00:00
1.75,112.69,17.63,87.4,,4.56,58.66,34.62,2024-05-03 03:15:00
1.75,112.69,17.73,87.8,,4.42,58.94,34.24,2024-05-03 03:30:00
1.99,112.42,17.23,87.32,,4.41,58.39,34.63,2024-05-03 03:45:00
5.4,108.61,18.06,88.13,,4.6,59.31,34.63,2024-05-03 04:00:00
5.4,108.61,17.35,88.08,,4.89,58.88,34.59,2024-05-03 04:15:00
5.4,108.61,17.72,88.32,,4.61,59.22,34.49,2024-05-03 04:30:00
5.22,108.66,17.47,88.53,,4.63,59.21,34.79,2024-05-03 04:45:00
2.64,109.39,17.74,88.45,,4.41,59.3,34.0,2024-05-03 05:00:00
2.64,109.39,17.67,87.77,,4.29,58.89,34.64,2024-05-03 05:15:00
2.64,109.39,17.78,87.59,,4.27,58.85,34.35,2024-05-03 05:30:00
2.77,109.26,17.46,87.37,,4.81,58.54,34.67,2024-05-03 05:45:00
4.6,107.41,17.8,87.16,,4.68,58.62,34.55,2024-05-03 06:00:00
4.6,107.41,17.53,87.72,,4.5,58.78,34.74,2024-05-03 06:15:00
4.6,107.41,17.64,87.64,,4.01,58.8,34.26,2024-05-03 06:30:00
4.31,107.6,17.39,87.51,,4.47,58.59,34.32,2024-05-03 06:45:00
0.26,110.24,18.04,88.06,,5.14,59.26,34.82,2024-05-03 07:00:00
0.26,110.24,17.76,87.1,,4.42,58.56,34.81,2024-05-03 07:15:00
0.26,110.24,17.78,87.37,,4.34,58.72,34.21,2024-05-03 07:30:00
0.53,110.17,17.81,87.48,,4.59,58.8,34.49,2024-05-03 07:45:00
4.26,109.21,17.23,87.25,,4.58,58.35,34.59,2024-05-03 08:00:00
4.26,109.21,17.34,88.38,,4.33,59.05,34.65,2024-05-03 08:15:00
4.26,109.21,17.26,88.67,,4.61,59.16,34.57,2024-05-03 08:30:00
4.25,109.34,17.29,87.93,,4.79,58.76,34.91,2024-05-03 08:45:00
4.07,111.12,17.83,87.47,,4.74,58.81,34.4,2024-05-03 09:00:00
4.07,111.12,17.49,88.23,,4.63,59.04,34.28,2024-05-03 09:15:00
4.07,111.12,17.88,87.98,,4.46,59.12,34.5,2024-05-03 09:30:00
4.12,111.21,17.71,87.26,,4.71,58.63,34.85,2024-05-03 09:45:00
4.76,112.43,12.42,28.59,61.37,4.85,22.9,81.15,2024-05-03 10:00:00
4.76,112.43,12.91,25.11,18.04,4.37,21.24,77.31,2024-05-03 10:15:00
4.76,112.43,12.1,26.6,15.01,4.19,21.62,67.36,2024-05-03 10:30:00
6.8,119.07,12.76,30.62,10.16,4.38,24.23,59.88,2024-05-03 10:45:00
35.42,211.99,12.65,32.28,7.72,4.63,25.1,52.82,2024-05-03 11:00:00
35.42,211.99,12.88,33.33,7.65,4.65,25.81,47.2,2024-05-03 11:15:00
35.42,211.99,12.4,34.78,7.36,4.61,26.35,44.73,2024-05-03 11:30:00
34.66,207.73,12.95,39.33,8.75,4.59,29.2,41.95,2024-05-03 11:45:00
24.03,148.09,14.42,42.17,11.09,4.92,31.6,40.36,2024-05-03 12:00:00
24.03,148.09,14.0,42.62,9.45,4.55,31.62,39.82,2024-05-03 12:15:00
24.03,148.09,14.05,46.88,8.21,4.72,34.03,38.5,2024-05-03 12:30:00
22.79,146.56,14.57,48.9,7.56,4.41,35.45,38.74,2024-05-03 12:45:00
5.38,125.2,14.87,50.7,7.55,4.7,36.62,38.85,2024-05-03 13:00:00
5.38,125.2,15.57,49.58,7.47,4.46,36.39,39.52,2024-05-03 13:15:00
5.38,125.2,15.56,50.63,7.42,4.05,36.97,40.25,2024-05-03 13:30:00
5.21,124.09,14.88,52.44,7.15,4.09,37.6,39.24,2024-05-03 13:45:00
2.89,108.55,14.84,53.7,7.64,4.62,38.28,39.88,2024-05-03 14:00:00
2.89,108.55,14.71,54.57,7.44,4.23,38.69,40.06,2024-05-03 14:15:00
2.89,108.55,15.52,53.39,7.63,4.24,38.48,39.79,2024-05-03 14:30:00
3.31,108.58,15.7,55.57,7.12,4.88,39.8,39.12,2024-05-03 14:45:00
9.15,108.93,14.39,55.12,7.48,4.33,38.82,39.81,2024-05-03 15:00:00
9.15,108.93,14.92,55.62,7.37,4.59,39.4,40.73,2024-05-03 15:15:00
9.15,108.93,14.86,55.61,7.58,4.61,39.36,41.44,2024-05-03 15:30:00
8.56,107.52,14.69,54.22,7.34,4.73,38.48,41.38,2024-05-03 15:45:00
0.23,87.85,14.48,53.07,7.22,4.81,37.73,42.37,2024-05-03 16:00:00
0.23,87.85,14.32,56.01,7.58,4.64,39.28,41.95,2024-05-03 16:15:00
0.23,87.85,14.98,53.76,7.85,4.2,38.39,40.54,2024-05-03 16:30:00
0.21,87.45,15.56,55.48,7.64,4.71,39.67,39.86,2024-05-03 16:45:00
,81.8,16.19,56.08,7.39,4.33,40.36,38.43,2024-05-03 17:00:00
,81.8,15.96,58.92,7.63,4.83,41.82,36.72,2024-05-03 17:15:00
,81.8,15.9,65.38,7.9,4.59,45.39,36.22,2024-05-03 17:30:00
,83.2,16.45,67.97,8.91,4.33,47.15,32.97,2024-05-03 17:45:00
,102.84,16.04,72.28,10.11,4.79,49.33,33.93,2024-05-03 18:00:00
,102.84,16.54,77.82,9.02,4.35,52.7,31.89,2024-05-03 18:15:00
,102.84,17.83,82.63,9.27,4.6,56.1,32.07,2024-05-03 18:30:00
4.56,123.43,18.01,89.38,9.28,4.37,59.98,30.92,2024-05-03 18:45:00
68.47,411.66,20.21,98.05,11.43,4.41,66.05,31.46,2024-05-03 19:00:00
68.47,411.66,19.95,104.06,12.45,4.93,69.26,31.86,2024-05-03 19:15:00
68.47,411.66,20.36,108.15,14.11,4.82,71.77,31.34,2024-05-03 19:30:00
68.23,418.1,21.95,116.58,13.54,4.48,77.37,30.3,2024-05-03 19:45:00
64.85,508.23,23.8,131.7,15.77,4.2,86.84,29.93,2024-05-03 20:00:00
64.85,508.23,24.79,137.86,17.08,4.83,90.84,28.92,2024-05-03 20:15:00
64.85,508.23,25.39,144.45,17.51,4.54,94.86,30.34,2024-05-03 20:30:00
66.85,509.22,26.62,155.64,19.19,4.29,101.79,30.2,2024-05-03 20:45:00
94.87,523.1,26.89,153.05,20.29,4.49,100.49,28.76,2024-05-03 21:00:00
94.87,523.1,26.91,154.2,22.49,4.47,101.15,28.41,2024-05-03 21:15:00
94.87,523.1,26.2,150.82,22.75,4.21,98.87,29.42,2024-05-03 21:30:00
93.96,513.05,25.51,145.57,24.39,4.44,95.55,27.84,2024-05-03 21:45:00
81.17,372.32,24.36,139.24,25.71,3.96,91.37,26.6,2024-05-03 22:00:00
81.17,372.32,22.57,138.33,26.02,4.96,89.87,25.84,2024-05-03 22:15:00
81.17,372.32,22.9,138.72,25.91,4.73,90.26,26.14,2024-05-03 22:30:00
81.05,372.32,23.06,138.18,25.57,4.55,90.05,26.16,2024-05-03 22:45:00
79.39,372.31,22.81,138.94,25.22,4.47,90.34,25.57,2024-05-03 23:00:00
79.39,372.31,22.89,139.1,25.73,4.48,90.47,25.87,2024-05-03 23:15:00
79.39,372.31,22.74,139.27,25.6,4.57,90.49,25.92,2024-05-03 23:30:00
79.22,372.22,23.22,138.54,25.46,4.67,90.34,25.44,2024-05-03 23:45:00
76.85,370.9,22.97,139.04,25.58,4.29,90.48,25.8,2024-05-04 00:00:00
76.85,370.9,22.72,138.44,25.68,4.89,90.01,25.89,2024-05-04 00:15:00
76.85,370.9,22.44,138.26,25.44,5.06,89.75,26.04,2024-05-04 00:30:00
76.63,371.0,22.73,138.64,25.51,4.79,90.12,26.13,2024-05-04 00:45:00
73.57,372.44,22.86,138.32,26.1,4.84,90.02,25.75,2024-05-04 01:00:00
73.57,372.44,22.71,138.73,25.63,4.52,90.16,25.8,2024-05-04 01:15:00
73.57,372.44,22.88,138.56,25.71,4.6,90.16,25.88,2024-05-04 01:30:00
73.97,372.39,22.78,138.54,25.7,4.55,90.09,26.26,2024-05-04 01:45:00
79.51,371.63,22.77,139.04,25.63,4.46,90.37,26.16,2024-05-04 02:00:00
79.51,371.63,22.88,138.42,25.67,4.52,90.09,25.45,2024-05-04 02:15:00
79.51,371.63,22.96,138.61,25.54,4.78,90.24,26.07,2024-05-04 02:30:00
79.21,371.58,22.79,138.98,25.46,4.5,90.35,25.85,2024-05-04 02:45:00
75.08,370.85,22.74,139.42,25.42,4.52,90.57,25.88,2024-05-04 03:00:00
75.08,370.85,22.89,138.41,25.99,4.89,90.09,25.65,2024-05-04 03:15:00
75.08,370.85,23.13,138.63,25.88,4.38,90.34,25.65,2024-05-04 03:30:00
75.17,370.9,23.31,138.77,25.79,4.88,90.52,26.03,2024-05-04 03:45:00
76.49,371.62,22.94,139.29,25.48,4.32,90.61,25.58,2024-05-04 04:00:00
76.49,371.62,23.0,139.48,25.77,4.46,90.75,25.81,2024-05-04 04:15:00
76.49,371.62,22.77,138.14,25.93,4.3,89.87,25.51,2024-05-04 04:30:00
76.63,371.58,22.95,138.04,25.76,4.59,89.91,26.07,2024-05-04 04:45:00
78.57,371.03,22.97,138.51,25.9,4.63,90.18,25.65,2024-05-04 05:00:00
78.57,371.03,22.82,138.36,25.95,4.4,90.02,26.24,2024-05-04 05:15:00
78.57,371.03,22.88,138.47,26.19,4.34,90.11,25.64,2024-05-04 05:30:00
78.61,371.02,22.87,138.72,25.8,4.34,90.25,25.65,2024-05-04 05:45:00
79.22,370.95,22.74,138.96,25.97,4.38,90.31,25.89,2024-05-04 06:00:00
79.22,370.95,22.95,138.29,25.84,4.24,90.05,26.3,2024-05-04 06:15:00
79.22,370.95,22.66,138.65,25.85,4.71,90.09,25.75,2024-05-04 06:30:00
78.93,370.99,23.13,138.78,25.77,4.61,90.43,25.31,2024-05-04 06:45:00
74.8,371.58,22.69,138.84,25.75,4.47,90.21,25.95,2024-05-04 07:00:00
74.8,371.58,22.94,139.06,25.63,4.51,90.48,25.77,2024-05-04 07:15:00
74.8,371.58,22.98,138.54,25.63,4.5,90.21,25.83,2024-05-04 07:30:00
74.7,371.59,22.58,138.86,25.58,4.61,90.16,26.11,2024-05-04 07:45:00
73.37,371.79,22.77,138.06,25.49,4.64,89.83,25.73,2024-05-04 08:00:00
73.37,371.79,22.79,139.09,25.93,4.78,90.41,25.85,2024-05-04 08:15:00
73.37,371.79,22.89,138.46,25.82,4.87,90.11,25.62,2024-05-04 08:30:00
73.85,371.78,23.05,138.61,25.98,4.46,90.29,25.8,2024-05-04 08:45:00
80.5,371.71,23.16,138.4,25.79,4.34,90.23,26.08,2024-05-04 09:00:00
80.5,371.71,22.85,138.77,25.6,4.44,90.27,26.07,2024-05-04 09:15:00
80.5,371.71,22.65,138.2,25.93,4.24,89.84,25.93,2024-05-04 09:30:00
80.17,371.77,23.21,139.04,26.11,4.4,90.61,25.86,2024-05-04 09:45:00
75.48,372.57,22.68,138.66,25.89,4.22,90.11,25.84,2024-05-04 10:00:00
75.48,372.57,23.1,138.62,25.83,4.4,90.32,26.24,2024-05-04 10:15:00
75.48,372.57,23.1,139.12,26.07,4.58,90.6,25.76,2024-05-04 10:30:00
75.34,372.55,23.51,139.26,25.8,4.81,90.9,25.99,2024-05-04 10:45:00
73.45,372.32,23.02,138.68,25.42,4.28,90.31,25.98,2024-05-04 11:00:00
73.45,372.32,23.33,138.35,25.63,4.24,90.3,25.82,2024-05-04 11:15:00
73.45,372.32,22.94,138.04,25.54,4.59,89.91,25.94,2024-05-04 11:30:00
73.72,372.26,22.92,138.67,25.48,4.12,90.24,25.82,2024-05-04 11:45:00
77.49,371.47,22.8,138.23,25.41,4.75,89.93,25.48,2024-05-04 12:00:00
77.49,371.47,19.54,96.77,180.54,4.45,64.96,40.57,2024-05-04 12:15:00
77.49,371.47,12.88,34.32,,4.85,26.36,59.36,2024-05-04 12:30:00
74.6,356.73,13.5,34.92,,4.15,27.04,52.34,2024-05-04 12:45:00
34.21,150.33,13.54,36.89,,3.71,28.16,47.52,2024-05-04 13:00:00
34.21,150.33,12.98,38.08,,4.57,28.52,47.39,2024-05-04 13:15:00
34.21,150.33,13.27,36.65,,4.7,27.88,47.3,2024-05-04 13:30:00
32.85,147.31,14.36,37.05,,4.35,28.71,49.0,2024-05-04 13:45:00
13.82,105.07,12.94,36.85,,4.65,27.81,50.29,2024-05-04 14:00:00
13.82,105.07,13.42,37.77,,3.85,28.59,48.78,2024-05-04 14:15:00
13.82,105.07,14.06,37.85,,4.33,28.99,48.56,2024-05-04 14:30:00
13.74,105.07,13.62,39.43,,4.34,29.63,46.64,2024-05-04 14:45:00
12.57,105.1,14.43,40.54,,4.26,30.7,46.04,2024-05-04 15:00:00
12.57,105.1,13.59,39.07,,4.04,29.41,45.52,2024-05-04 15:15:00
12.57,105.1,13.71,40.45,,4.39,30.25,43.67,2024-05-04 15:30:00
12.33,105.03,13.47,40.55,,4.64,30.17,44.1,2024-05-04 15:45:00
8.95,104.03,13.36,40.5,,4.67,30.08,44.27,2024-05-04 16:00:00
8.95,104.03,13.99,40.33,,4.91,30.34,43.41,2024-05-04 16:15:00
8.95,104.03,13.49,40.48,,4.45,30.14,41.79,2024-05-04 16:30:00
8.77,104.0,14.39,42.43,,4.73,31.73,41.33,2024-05-04 16:45:00
6.28,103.61,15.47,42.65,,4.15,32.46,38.73,2024-05-04 17:00:00
6.28,103.61,13.85,45.68,,4.48,33.24,36.15,2024-05-04 17:15:00
6.28,103.61,14.54,49.82,,4.48,35.95,35.21,2024-05-04 17:30:00
6.0,103.15,15.1,49.67,,4.5,36.18,35.21,2024-05-04 17:45:00
2.08,96.64,14.54,55.55,,4.76,39.15,34.1,2024-05-04 18:00:00
2.08,96.64,15.42,58.54,,4.05,41.31,33.08,2024-05-04 18:15:00
2.08,96.64,18.07,77.03,,4.5,53.11,29.84,2024-05-04 18:30:00
1.94,91.05,19.3,91.44,,4.65,61.84,32.72,2024-05-04 18:45:00
,12.84,19.62,96.65,,4.28,64.94,33.13,2024-05-04 19:00:00
,12.84,20.55,102.94,,4.64,68.97,30.61,2024-05-04 19:15:00
,12.84,21.11,106.57,,4.45,71.31,30.55,2024-05-04 19:30:00
,12.93,21.57,109.82,,4.58,73.38,29.78,2024-05-04 19:45:00
,14.14,22.4,120.37,,4.02,79.73,29.11,2024-05-04 20:00:00
,14.14,22.69,128.42,,4.62,84.4,27.4,2024-05-04 20:15:00
,14.14,24.42,133.15,,4.47,88.0,27.27,2024-05-04 20:30:00
2.05,14.12,24.96,142.94,,4.44,93.77,26.43,2024-05-04 20:45:00
,,25.88,145.69,,4.92,95.82,26.02,2024-05-04 21:00:00
,,24.9,144.78,,4.63,94.76,25.74,2024-05-04 21:15:00
,,25.04,138.67,,4.63,91.43,25.94,2024-05-04 21:30:00
32.03,32.65,23.31,130.29,,4.4,85.78,25.3,2024-05-04 21:45:00
49.79,295.72,21.89,121.54,,4.76,80.11,25.74,2024-05-04 22:00:00
49.79,295.72,22.14,113.81,,4.77,75.93,25.56,2024-05-04 22:15:00
49.79,295.72,20.98,106.96,,4.74,71.45,25.02,2024-05-04 22:30:00
50.3,296.01,18.7,101.96,,4.35,67.39,26.23,2024-05-04 22:45:00
57.41,300.04,19.99,97.57,,4.37,65.66,24.21,2024-05-04 23:00:00
57.41,300.04,18.51,88.54,,4.57,59.78,24.05,2024-05-04 23:15:00
57.41,300.04,17.54,77.55,,4.51,53.11,23.83,2024-05-04 23:30:00
56.52,295.45,16.75,69.53,,4.63,48.19,24.23,2024-05-04 23:45:00
44.12,231.14,16.48,61.94,,4.26,43.79,23.97,2024-05-05 00:00:00
44.12,231.14,17.43,55.58,,4.44,40.78,23.25,2024-05-05 00:15:00
44.12,231.14,18.07,54.05,,4.49,40.28,23.47,2024-05-05 00:30:00
44.03,231.1,17.99,54.53,,4.46,40.5,23.08,2024-05-05 00:45:00
42.7,230.55,17.61,54.31,,4.66,40.17,23.52,2024-05-05 01:00:00
42.7,230.55,18.03,54.78,,4.83,40.66,23.68,2024-05-05 01:15:00
42.7,230.55,17.92,54.49,,4.6,40.44,23.54,2024-05-05 01:30:00
42.93,230.18,18.25,55.36,,4.19,41.11,23.41,2024-05-05 01:45:00
46.19,224.96,18.13,55.18,,4.57,40.94,23.85,2024-05-05 02:00:00
46.19,224.96,17.82,55.57,,4.33,40.99,23.1,2024-05-05 02:15:00
46.19,224.96,17.63,54.35,,4.69,40.2,23.58,2024-05-05 02:30:00
46.14,225.31,17.45,55.65,,4.24,40.83,23.53,2024-05-05 02:45:00
45.4,230.14,17.83,54.7,,4.38,40.51,23.37,2024-05-05 03:00:00
45.4,230.14,18.1,54.64,,4.12,40.63,23.56,2024-05-05 03:15:00
45.4,230.14,18.1,54.37,,4.61,40.47,23.27,2024-05-05 03:30:00
45.19,230.13,18.06,54.26,,4.6,40.39,23.46,2024-05-05 03:45:00
42.27,229.99,17.97,54.47,,4.51,40.46,23.12,2024-05-05 04:00:00
42.27,229.99,17.57,54.85,,4.69,40.45,23.12,2024-05-05 04:15:00
42.27,229.99,18.22,55.24,,4.54,41.03,23.76,2024-05-05 04:30:00
42.12,229.85,17.7,55.04,,4.78,40.62,23.36,2024-05-05 04:45:00
39.97,227.93,18.16,55.15,,4.81,40.94,23.15,2024-05-05 05:00:00
39.97,227.93,17.92,54.88,,4.68,40.66,23.64,2024-05-05 05:15:00
39.97,227.93,17.93,55.49,,4.88,41.01,23.5,2024-05-05 05:30:00
40.08,227.93,17.97,54.74,,4.91,40.61,23.74,2024-05-05 05:45:00
41.67,227.97,17.76,54.76,,4.58,40.5,23.43,2024-05-05 06:00:00
