pm2.5,pm10,no,no2,so2,co,nox,ozone,timestamp
41.67,227.97,17.34,54.79,,4.32,40.28,23.43,2024-05-05 06:15:00
41.67,227.97,18.2,54.21,,4.29,40.44,23.49,2024-05-05 06:30:00
42.12,228.0,17.56,54.91,,4.42,40.47,23.2,2024-05-05 06:45:00
48.42,228.49,17.31,54.4,,4.58,40.05,23.72,2024-05-05 07:00:00
48.42,228.49,18.21,55.44,,4.88,41.13,23.91,2024-05-05 07:15:00
48.42,228.49,17.86,54.57,,4.27,40.45,23.14,2024-05-05 07:30:00
48.32,228.58,18.13,54.65,,4.82,40.65,23.36,2024-05-05 07:45:00
46.94,229.81,17.52,54.75,,4.28,40.36,23.08,2024-05-05 08:00:00
46.94,229.81,17.89,54.82,,4.38,40.61,23.73,2024-05-05 08:15:00
46.94,229.81,17.89,54.39,,4.38,40.37,23.4,2024-05-05 08:30:00
46.82,229.5,17.7,55.33,,4.49,40.79,23.71,2024-05-05 08:45:00
45.17,225.11,17.84,54.53,,4.39,40.42,23.79,2024-05-05 09:00:00
45.17,225.11,17.89,54.95,,4.37,40.68,23.69,2024-05-05 09:15:00
45.17,225.11,17.94,54.79,,4.74,40.62,23.9,2024-05-05 09:30:00
45.19,225.21,17.98,54.91,,4.67,40.71,23.09,2024-05-05 09:45:00
45.54,226.54,17.91,54.32,,4.4,40.34,23.6,2024-05-05 10:00:00
45.54,226.54,17.87,54.25,,4.63,40.28,23.61,2024-05-05 10:15:00
45.54,226.54,17.65,54.65,,4.66,40.38,23.63,2024-05-05 10:30:00
45.47,226.68,17.64,54.92,,4.58,40.52,23.26,2024-05-05 10:45:00
44.45,228.68,17.77,54.31,,4.32,40.26,23.7,2024-05-05 11:00:00
44.45,228.68,17.8,54.93,,4.7,40.62,23.33,2024-05-05 11:15:00
44.45,228.68,17.3,54.39,,4.68,40.04,23.3,2024-05-05 11:30:00
44.59,228.43,17.91,54.87,,4.48,40.65,23.75,2024-05-05 11:45:00
46.5,224.86,17.77,55.07,,4.25,40.68,23.59,2024-05-05 12:00:00
46.5,224.86,18.0,55.09,,4.87,40.82,23.57,2024-05-05 12:15:00
46.5,224.86,17.95,54.79,,4.34,40.63,23.8,2024-05-05 12:30:00
46.51,225.25,17.62,54.33,,4.64,40.18,23.43,2024-05-05 12:45:00
46.63,230.66,18.16,54.83,,4.34,40.77,23.78,2024-05-05 13:00:00
46.63,230.66,17.6,54.18,,4.19,40.09,23.09,2024-05-05 13:15:00
46.63,230.66,17.92,55.52,,4.7,41.02,23.25,2024-05-05 13:30:00
46.45,230.56,17.66,54.38,,4.39,40.24,23.4,2024-05-05 13:45:00
43.91,229.12,17.83,54.94,,4.34,40.64,23.29,2024-05-05 14:00:00
43.91,229.12,17.58,54.88,,4.45,40.46,23.09,2024-05-05 14:15:00
43.91,229.12,17.64,54.76,,4.32,40.43,23.4,2024-05-05 14:30:00
43.8,229.19,17.57,55.23,,4.5,40.66,23.32,2024-05-05 14:45:00
42.24,230.15,17.69,55.26,,4.61,40.75,23.42,2024-05-05 15:00:00
42.24,230.15,17.76,54.48,,4.46,40.35,23.38,2024-05-05 15:15:00
42.24,230.15,17.72,55.0,,4.2,40.61,23.48,2024-05-05 15:30:00
42.62,230.11,17.6,55.19,,4.54,40.65,23.15,2024-05-05 15:45:00
47.87,229.55,17.91,54.58,,4.1,40.49,23.29,2024-05-05 16:00:00
47.87,229.55,17.46,54.53,,4.68,40.21,23.69,2024-05-05 16:15:00
47.87,229.55,17.74,54.48,,4.86,40.33,23.62,2024-05-05 16:30:00
47.68,229.58,17.69,54.78,,4.37,40.47,23.6,2024-05-05 16:45:00
45.01,230.07,17.63,54.82,,4.37,40.46,23.47,2024-05-05 17:00:00
45.01,230.07,17.86,54.7,,4.71,40.52,23.32,2024-05-05 17:15:00
45.01,230.07,17.96,54.04,,4.37,40.22,23.46,2024-05-05 17:30:00
45.01,229.78,17.73,54.76,,4.27,40.48,23.6,2024-05-05 17:45:00
44.97,225.76,17.99,54.08,,4.66,40.25,23.6,2024-05-05 18:00:00
44.97,225.76,17.52,55.47,,4.46,40.76,23.29,2024-05-05 18:15:00
44.97,225.76,17.62,54.67,,4.54,40.37,23.17,2024-05-05 18:30:00
44.89,225.75,17.93,53.91,,4.11,40.12,23.43,2024-05-05 18:45:00
43.7,225.63,17.71,54.52,,4.58,40.35,23.18,2024-05-05 19:00:00
43.7,225.63,17.94,55.03,,4.48,40.76,23.2,2024-05-05 19:15:00
43.7,225.63,18.39,54.72,,4.58,40.83,23.37,2024-05-05 19:30:00
43.63,225.64,17.84,53.87,,4.61,40.05,23.26,2024-05-05 19:45:00
42.66,225.84,17.6,54.81,,4.4,40.44,23.69,2024-05-05 20:00:00
42.66,225.84,17.94,55.38,,4.42,40.94,23.54,2024-05-05 20:15:00
42.66,225.84,18.01,54.7,,4.41,40.61,23.73,2024-05-05 20:30:00
42.88,225.97,17.5,54.43,,4.43,40.17,23.14,2024-05-05 20:45:00
45.9,227.77,17.73,54.62,,4.55,40.41,23.26,2024-05-05 21:00:00
45.9,227.77,17.52,54.65,,4.43,40.31,23.47,2024-05-05 21:15:00
45.9,227.77,17.96,54.44,,4.53,40.44,23.44,2024-05-05 21:30:00
45.79,227.69,18.24,54.52,,4.36,40.64,23.79,2024-05-05 21:45:00
44.21,226.54,17.81,54.35,,4.79,40.3,23.4,2024-05-05 22:00:00
44.21,226.54,17.92,54.05,,4.64,40.19,23.47,2024-05-05 22:15:00
44.21,226.54,17.44,55.31,,4.83,40.63,23.51,2024-05-05 22:30:00
44.26,226.79,17.87,54.69,,4.62,40.53,23.35,2024-05-05 22:45:00
44.96,230.27,17.74,54.89,,4.42,40.56,23.36,2024-05-05 23:00:00
56.63,79.34,17.65,55.97,,5.59,41.12,24.39,2024-05-05 23:15:00
56.63,79.34,18.07,54.54,,4.25,40.55,23.69,2024-05-05 23:30:00
55.98,89.36,17.31,54.81,,4.21,40.28,23.06,2024-05-05 23:45:00
46.94,229.62,18.07,55.16,,4.57,40.9,23.61,2024-05-06 00:00:00
46.94,229.62,17.63,55.6,,4.16,40.9,23.46,2024-05-06 00:15:00
46.94,229.62,17.79,54.87,,4.45,40.58,23.59,2024-05-06 00:30:00
46.54,229.42,18.12,54.37,,4.72,40.48,23.38,2024-05-06 00:45:00
40.89,226.62,17.53,54.88,,4.69,40.44,23.46,2024-05-06 01:00:00
40.89,226.62,17.87,54.67,,4.33,40.51,23.48,2024-05-06 01:15:00
40.89,226.62,17.68,54.72,,4.41,40.44,23.61,2024-05-06 01:30:00
41.37,226.88,17.94,54.34,,4.64,40.37,23.45,2024-05-06 01:45:00
48.02,230.48,17.92,54.23,,4.93,40.29,23.24,2024-05-06 02:00:00
48.02,230.48,18.01,54.62,,4.69,40.56,23.57,2024-05-06 02:15:00
48.02,230.48,17.71,54.06,,4.59,40.09,23.21,2024-05-06 02:30:00
47.77,230.39,17.81,54.94,,4.43,40.63,23.72,2024-05-06 02:45:00
44.28,229.07,17.75,54.54,,4.78,40.37,23.56,2024-05-06 03:00:00
44.28,229.07,17.51,53.21,,4.55,39.5,23.43,2024-05-06 03:15:00
44.28,229.07,17.89,54.86,,4.91,40.63,23.1,2024-05-06 03:30:00
44.4,229.09,18.01,54.92,,4.27,40.73,23.08,2024-05-06 03:45:00
46.14,229.44,17.72,54.96,,4.73,40.59,23.36,2024-05-06 04:00:00
46.14,229.44,17.56,54.96,,4.51,40.5,23.71,2024-05-06 04:15:00
46.14,229.44,18.25,55.39,,4.51,41.13,23.55,2024-05-06 04:30:00
46.05,229.52,17.56,55.48,,4.44,40.79,23.45,2024-05-06 04:45:00
44.78,230.67,17.77,55.23,,4.1,40.77,23.23,2024-05-06 05:00:00
44.78,230.67,17.56,54.08,,4.33,40.01,23.28,2024-05-06 05:15:00
44.78,230.67,17.69,54.31,,4.6,40.21,23.1,2024-05-06 05:30:00
44.94,230.35,17.75,54.95,,4.36,40.6,23.01,2024-05-06 05:45:00
47.19,225.85,17.88,55.24,,4.15,40.83,23.6,2024-05-06 06:00:00
47.19,225.85,17.82,55.17,,4.38,40.76,23.08,2024-05-06 06:15:00
47.19,225.85,17.69,54.36,,4.25,40.24,23.33,2024-05-06 06:30:00
47.24,226.1,17.6,53.91,,4.21,39.94,23.56,2024-05-06 06:45:00
47.98,229.67,17.87,54.13,,4.64,40.21,23.44,2024-05-06 07:00:00
47.98,229.67,18.03,54.4,,4.39,40.45,23.29,2024-05-06 07:15:00
47.98,229.67,18.0,54.43,,4.16,40.46,23.28,2024-05-06 07:30:00
47.61,229.71,17.91,55.46,,4.37,40.98,23.43,2024-05-06 07:45:00
42.5,230.25,17.8,55.19,,3.93,40.77,22.73,2024-05-06 08:00:00
42.5,230.25,18.09,54.52,,4.71,40.55,23.71,2024-05-06 08:15:00
42.5,230.25,17.68,55.45,,4.45,40.84,23.53,2024-05-06 08:30:00
42.86,230.05,18.01,54.09,,4.7,40.27,23.29,2024-05-06 08:45:00
47.9,227.19,17.73,54.18,,4.67,40.16,23.41,2024-05-06 09:00:00
47.9,227.19,17.74,55.04,,4.64,40.65,23.38,2024-05-06 09:15:00
47.9,227.19,17.79,54.44,,4.9,40.34,23.36,2024-05-06 09:30:00
47.5,227.06,17.49,55.59,,4.63,40.82,23.25,2024-05-06 09:45:00
41.97,225.21,18.01,54.46,,4.43,40.47,23.16,2024-05-06 10:00:00
41.97,225.21,17.89,54.76,,4.84,40.57,23.42,2024-05-06 10:15:00
41.97,225.21,17.9,54.42,,4.34,40.39,23.39,2024-05-06 10:30:00
42.26,225.57,17.65,55.26,,4.66,40.72,23.51,2024-05-06 10:45:00
46.38,230.54,14.2,55.87,7.47,4.66,39.13,18.64,2024-05-06 11:00:00
46.38,230.54,14.44,56.72,7.61,4.22,39.74,18.38,2024-05-06 11:15:00
46.38,230.54,15.14,51.82,7.14,4.53,37.4,18.17,2024-05-06 11:30:00
45.56,224.8,14.34,50.6,7.28,4.98,36.27,16.41,2024-05-06 11:45:00
34.03,144.49,14.2,50.28,7.23,4.73,36.01,17.07,2024-05-06 12:00:00
34.03,144.49,14.8,49.94,7.57,4.46,36.16,16.95,2024-05-06 12:15:00
34.03,144.49,14.96,52.61,7.23,4.14,37.74,14.75,2024-05-06 12:30:00
33.15,144.02,15.26,58.37,7.62,4.55,41.12,10.98,2024-05-06 12:45:00
20.8,137.38,15.02,54.89,7.43,4.14,39.04,12.35,2024-05-06 13:00:00
20.8,137.38,14.67,58.58,7.07,4.63,40.91,13.24,2024-05-06 13:15:00
20.8,137.38,16.33,64.74,7.69,4.55,45.28,12.31,2024-05-06 13:30:00
20.37,137.33,15.38,63.81,7.54,4.16,44.23,13.34,2024-05-06 13:45:00
14.42,136.69,15.38,65.71,7.51,4.78,45.29,13.52,2024-05-06 14:00:00
14.42,136.69,14.67,62.43,7.58,4.8,43.06,15.25,2024-05-06 14:15:00
14.42,136.69,14.95,60.39,7.7,4.42,42.08,16.28,2024-05-06 14:30:00
13.88,136.82,15.03,60.04,7.29,4.4,41.93,16.75,2024-05-06 14:45:00
6.28,138.58,16.63,67.66,7.13,4.59,47.07,17.28,2024-05-06 15:00:00
6.28,138.58,15.07,62.83,7.73,4.74,43.51,18.87,2024-05-06 15:15:00
6.28,138.58,14.56,55.95,7.69,4.33,39.38,20.15,2024-05-06 15:30:00
6.73,138.01,13.54,48.72,9.33,4.67,34.77,23.42,2024-05-06 15:45:00
13.08,130.08,14.08,48.88,11.0,4.51,35.16,24.14,2024-05-06 16:00:00
13.08,130.08,14.88,61.62,13.29,4.76,42.72,14.8,2024-05-06 16:15:00
13.08,130.08,15.63,69.01,10.21,4.04,47.27,20.58,2024-05-06 16:30:00
13.24,130.15,15.86,65.77,8.89,4.82,45.59,20.95,2024-05-06 16:45:00
15.5,131.08,15.58,54.87,7.96,4.59,39.35,21.73,2024-05-06 17:00:00
15.5,131.08,14.4,44.16,8.81,4.46,32.71,22.84,2024-05-06 17:15:00
15.5,131.08,13.03,40.85,9.49,4.65,30.09,25.24,2024-05-06 17:30:00
15.62,134.49,13.23,38.48,9.1,4.58,28.88,28.73,2024-05-06 17:45:00
17.34,182.19,12.95,38.61,9.41,4.54,28.8,30.08,2024-05-06 18:00:00
17.34,182.19,14.05,37.68,9.72,4.64,28.89,30.59,2024-05-06 18:15:00
17.34,182.19,12.71,38.61,11.09,4.27,28.66,28.86,2024-05-06 18:30:00
17.28,181.34,13.47,37.4,11.44,4.11,28.41,27.5,2024-05-06 18:45:00
16.5,169.45,13.25,37.28,12.12,4.8,28.22,24.45,2024-05-06 19:00:00
16.5,169.45,14.0,38.23,11.74,4.34,29.17,24.45,2024-05-06 19:15:00
16.5,169.45,14.97,42.41,12.49,4.54,32.05,22.84,2024-05-06 19:30:00
16.47,166.55,14.65,47.12,13.93,4.2,34.5,19.96,2024-05-06 19:45:00
16.08,125.95,15.2,49.87,13.66,4.47,36.34,21.94,2024-05-06 20:00:00
16.08,125.95,14.72,41.74,15.48,5.01,31.53,24.1,2024-05-06 20:15:00
16.08,125.95,13.46,38.1,16.82,4.16,28.8,23.91,2024-05-06 20:30:00
15.86,125.94,13.33,33.07,16.78,4.54,25.91,26.96,2024-05-06 20:45:00
12.79,125.85,12.59,29.27,16.89,4.8,23.38,33.2,2024-05-06 21:00:00
12.79,125.85,12.22,30.0,17.02,4.33,23.58,34.04,2024-05-06 21:15:00
12.79,125.85,12.36,28.58,17.62,5.01,22.87,31.89,2024-05-06 21:30:00
13.28,125.13,12.36,28.7,17.19,4.53,22.93,30.68,2024-05-06 21:45:00
20.08,115.12,12.29,27.54,10.23,4.56,22.25,29.1,2024-05-06 22:00:00
20.08,115.12,12.54,29.04,10.82,4.48,23.22,30.55,2024-05-06 22:15:00
20.08,115.12,12.2,25.74,12.5,4.42,21.19,31.64,2024-05-06 22:30:00
20.39,115.1,11.7,25.84,14.2,4.28,20.97,29.89,2024-05-06 22:45:00
24.8,114.75,12.34,25.85,15.85,4.59,21.33,28.84,2024-05-06 23:00:00
24.8,114.75,11.88,25.7,16.48,4.21,20.99,31.96,2024-05-06 23:15:00
24.8,114.75,12.06,25.49,18.28,4.26,20.97,32.27,2024-05-06 23:30:00
24.52,115.13,12.12,24.6,19.62,3.9,20.51,32.84,2024-05-06 23:45:00
20.59,120.49,12.51,23.21,20.68,4.43,19.95,34.38,2024-05-07 00:00:00
20.59,120.49,12.28,21.7,21.38,4.39,18.98,34.66,2024-05-07 00:15:00
20.59,120.49,12.07,22.62,23.07,4.61,19.37,33.63,2024-05-07 00:30:00
20.56,120.16,12.38,21.75,24.26,4.16,19.06,32.91,2024-05-07 00:45:00
20.11,115.48,11.38,21.83,26.26,4.54,18.55,31.53,2024-05-07 01:00:00
20.11,115.48,11.64,21.16,26.88,4.29,18.32,32.02,2024-05-07 01:15:00
20.11,115.48,10.82,21.1,28.92,4.4,17.83,32.67,2024-05-07 01:30:00
20.45,114.78,11.06,19.93,29.52,4.45,17.31,32.3,2024-05-07 01:45:00
25.2,104.98,10.54,18.83,32.55,4.69,16.41,32.44,2024-05-07 02:00:00
25.2,104.98,11.06,19.48,32.04,4.53,17.06,33.53,2024-05-07 02:15:00
25.2,104.98,10.88,19.01,33.91,4.46,16.7,34.92,2024-05-07 02:30:00
24.24,103.86,11.51,18.93,35.33,4.5,17.0,34.97,2024-05-07 02:45:00
10.87,88.13,11.17,18.13,34.59,4.5,16.36,34.84,2024-05-07 03:00:00
10.87,88.13,11.4,17.14,36.93,3.96,15.94,36.63,2024-05-07 03:15:00
10.87,88.13,11.2,18.8,39.55,4.77,16.75,34.0,2024-05-07 03:30:00
10.37,87.34,11.58,18.51,34.76,4.35,16.81,33.26,2024-05-07 03:45:00
3.4,76.27,11.61,18.92,7.91,4.13,17.05,31.22,2024-05-07 04:00:00
3.4,76.27,11.0,15.67,8.8,4.48,14.9,30.83,2024-05-07 04:15:00
3.4,76.27,10.73,16.69,8.57,4.29,15.32,33.12,2024-05-07 04:30:00
3.23,75.74,11.62,17.16,10.31,4.39,16.07,30.14,2024-05-07 04:45:00
0.87,68.26,11.18,17.93,10.84,4.66,16.26,30.13,2024-05-07 05:00:00
0.87,68.26,10.74,15.77,10.7,4.18,14.81,29.75,2024-05-07 05:15:00
0.87,68.26,11.33,16.43,12.74,4.58,15.5,28.68,2024-05-07 05:30:00
2.38,69.26,11.11,15.72,13.47,4.7,14.98,29.19,2024-05-07 05:45:00
23.59,83.21,10.62,15.52,12.22,4.5,14.6,28.11,2024-05-07 06:00:00
23.59,83.21,10.93,14.92,13.11,4.51,14.44,29.59,2024-05-07 06:15:00
23.59,83.21,10.15,16.38,12.55,4.06,14.81,32.05,2024-05-07 06:30:00
23.42,84.26,10.85,15.77,14.49,4.4,14.87,31.34,2024-05-07 06:45:00
21.04,99.02,10.18,15.76,12.86,4.69,14.49,31.67,2024-05-07 07:00:00
21.04,99.02,10.85,15.99,12.32,4.71,14.99,31.91,2024-05-07 07:15:00
21.04,99.02,10.7,16.14,11.58,4.15,14.99,32.33,2024-05-07 07:30:00
20.66,99.15,11.14,15.25,11.03,4.45,14.74,32.97,2024-05-07 07:45:00
15.34,100.92,11.68,15.81,10.47,4.55,15.35,34.48,2024-05-07 08:00:00
15.34,100.92,11.16,15.86,10.95,4.57,15.09,36.64,2024-05-07 08:15:00
15.34,100.92,10.7,14.41,9.7,4.34,14.02,38.82,2024-05-07 08:30:00
15.41,100.79,10.92,14.89,10.83,4.44,14.41,37.62,2024-05-07 08:45:00
16.32,98.96,10.84,15.53,9.86,4.25,14.73,39.77,2024-05-07 09:00:00
16.32,98.96,11.12,15.99,10.26,4.36,15.14,43.42,2024-05-07 09:15:00
16.32,98.96,10.86,14.64,11.78,4.78,14.25,39.8,2024-05-07 09:30:00
16.49,97.45,10.52,17.52,12.58,4.36,15.66,33.19,2024-05-07 09:45:00
18.84,76.24,10.01,16.65,11.37,4.24,14.89,29.84,2024-05-07 10:00:00
18.84,76.24,10.79,16.48,9.19,4.19,15.23,37.74,2024-05-07 10:15:00
18.84,76.24,10.73,15.48,8.46,4.8,14.64,37.19,2024-05-07 10:30:00
18.78,77.5,11.39,17.72,9.47,4.43,16.26,37.03,2024-05-07 10:45:00
17.97,95.21,11.18,17.09,7.53,4.15,15.79,39.04,2024-05-07 11:00:00
17.97,95.21,10.55,16.71,7.26,4.05,15.22,39.49,2024-05-07 11:15:00
17.97,95.21,10.98,16.4,7.33,4.74,15.29,40.64,2024-05-07 11:30:00
17.4,95.31,10.42,16.87,7.33,4.84,15.24,41.61,2024-05-07 11:45:00
9.45,96.69,11.05,15.89,7.45,4.51,15.05,43.49,2024-05-07 12:00:00
9.45,96.69,11.42,16.14,7.46,4.82,15.39,43.22,2024-05-07 12:15:00
9.45,96.69,11.41,16.08,7.67,4.73,15.35,43.38,2024-05-07 12:30:00
8.82,96.54,11.25,16.09,7.56,4.58,15.27,42.86,2024-05-07 12:45:00
,94.4,10.65,16.34,7.77,4.37,15.07,43.84,2024-05-07 13:00:00
,94.4,10.72,15.59,7.52,3.95,14.69,43.19,2024-05-07 13:15:00
,94.4,10.93,16.0,7.57,4.59,15.04,44.23,2024-05-07 13:30:00
,91.77,11.02,17.13,7.44,4.76,15.72,42.79,2024-05-07 13:45:00
,54.92,11.15,17.76,7.45,4.91,16.15,44.99,2024-05-07 14:00:00
,54.92,12.48,20.46,92.72,4.31,18.4,43.4,2024-05-07 14:15:00
,54.92,11.8,21.48,,4.57,18.58,43.98,2024-05-07 14:30:00
,55.15,11.79,21.33,,4.35,18.5,38.9,2024-05-07 14:45:00
,58.33,11.89,21.57,,4.27,18.69,33.89,2024-05-07 15:00:00
,58.33,12.17,22.76,,4.48,19.51,29.01,2024-05-07 15:15:00
,58.33,11.18,19.95,,4.5,17.39,35.89,2024-05-07 15:30:00
,55.23,11.62,20.46,,4.86,17.91,35.45,2024-05-07 15:45:00
,11.84,11.24,20.76,,4.47,17.87,35.97,2024-05-07 16:00:00
,11.84,11.52,19.82,,4.56,17.5,37.58,2024-05-07 16:15:00
,11.84,12.03,19.12,,4.25,17.4,37.49,2024-05-07 16:30:00
0.23,12.16,10.97,19.63,,4.71,17.09,64.63,2024-05-07 16:45:00
3.46,16.64,10.74,18.91,,4.76,16.56,68.33,2024-05-07 17:00:00
3.46,16.64,10.39,20.38,,4.67,17.18,61.86,2024-05-07 17:15:00
3.46,16.64,10.8,21.04,,4.52,17.78,57.77,2024-05-07 17:30:00
3.23,16.5,13.52,20.84,,4.34,19.19,47.11,2024-05-07 17:45:00
,14.5,11.21,20.3,,4.51,17.6,46.32,2024-05-07 18:00:00
,14.5,10.63,20.07,,4.4,17.14,47.11,2024-05-07 18:15:00
,14.5,11.66,19.65,,4.78,17.49,44.94,2024-05-07 18:30:00
,14.28,12.63,18.62,,4.51,17.45,41.61,2024-05-07 18:45:00
,11.22,11.81,20.49,,4.61,18.04,39.27,2024-05-07 19:00:00
,11.22,11.9,21.0,,4.62,18.38,36.98,2024-05-07 19:15:00
,11.22,10.88,20.24,,4.94,17.38,31.95,2024-05-07 19:30:00
0.17,17.0,11.96,21.91,,4.32,18.92,31.12,2024-05-07 19:45:00
2.57,97.92,12.03,24.17,,4.64,20.22,26.77,2024-05-07 20:00:00
2.57,97.92,12.13,23.45,,4.48,19.87,27.1,2024-05-07 20:15:00
2.57,97.92,11.95,23.02,,4.78,19.53,27.47,2024-05-07 20:30:00
4.61,97.9,12.31,24.6,,4.62,20.61,27.37,2024-05-07 20:45:00
33.21,97.62,11.97,22.68,,4.7,19.35,27.33,2024-05-07 21:00:00
33.21,97.62,12.04,24.0,,4.56,20.13,27.04,2024-05-07 21:15:00
33.21,97.62,12.01,22.85,,4.8,19.47,27.06,2024-05-07 21:30:00
32.85,97.56,11.85,23.33,,4.31,19.65,27.27,2024-05-07 21:45:00
27.74,96.77,11.97,22.87,,4.59,19.46,26.99,2024-05-07 22:00:00
27.74,96.77,12.09,23.28,,4.24,19.76,27.4,2024-05-07 22:15:00
27.74,96.77,11.98,22.92,,4.58,19.49,27.1,2024-05-07 22:30:00
27.97,96.95,11.7,23.18,,4.59,19.48,26.87,2024-05-07 22:45:00
31.14,99.54,11.79,23.41,,4.76,19.66,27.23,2024-05-07 23:00:00
31.14,99.54,12.25,24.0,,4.41,20.24,27.28,2024-05-07 23:15:00
31.14,99.54,11.93,23.98,,4.67,20.05,26.98,2024-05-07 23:30:00
30.71,99.6,12.27,24.2,,4.84,20.37,27.47,2024-05-07 23:45:00
24.64,100.39,12.44,23.83,,4.35,20.26,27.22,2024-05-08 00:00:00
24.64,100.39,12.02,23.75,,4.48,19.98,27.1,2024-05-08 00:15:00
24.64,100.39,11.91,23.78,,4.85,19.93,27.29,2024-05-08 00:30:00
24.72,100.27,11.81,23.59,,4.75,19.77,27.69,2024-05-08 00:45:00
25.84,98.63,11.62,23.64,,4.2,19.69,27.4,2024-05-08 01:00:00
25.84,98.63,12.13,23.45,,4.41,19.87,27.3,2024-05-08 01:15:00
25.84,98.63,12.26,23.4,,4.33,19.92,26.76,2024-05-08 01:30:00
26.09,98.48,11.97,23.29,,4.57,19.69,27.36,2024-05-08 01:45:00
29.57,96.43,11.73,23.44,,4.45,19.64,26.86,2024-05-08 02:00:00
29.57,96.43,12.18,24.18,,4.52,20.3,27.04,2024-05-08 02:15:00
29.57,96.43,11.67,23.7,,4.56,19.76,27.65,2024-05-08 02:30:00
29.29,96.72,11.93,23.75,,4.39,19.93,27.2,2024-05-08 02:45:00
25.4,100.85,12.32,23.46,,4.63,19.99,27.13,2024-05-08 03:00:00
25.4,100.85,11.86,24.24,,4.44,20.17,27.34,2024-05-08 03:15:00
25.4,100.85,11.54,23.2,,3.92,19.4,27.11,2024-05-08 03:30:00
25.35,100.75,11.96,23.14,,4.32,19.61,27.27,2024-05-08 03:45:00
24.62,99.35,11.72,23.55,,4.16,19.7,26.93,2024-05-08 04:00:00
24.62,99.35,11.96,23.83,,4.29,19.99,27.53,2024-05-08 04:15:00
24.62,99.35,12.62,23.57,,3.93,20.21,27.23,2024-05-08 04:30:00
25.04,99.45,12.03,24.7,,4.34,20.51,27.43,2024-05-08 04:45:00
30.88,100.88,11.9,23.26,,4.67,19.64,27.19,2024-05-08 05:00:00
30.88,100.88,12.07,24.4,,4.78,20.37,27.13,2024-05-08 05:15:00
30.88,100.88,11.81,23.37,,4.41,19.65,27.51,2024-05-08 05:30:00
30.45,100.88,11.98,23.81,,4.43,19.99,27.26,2024-05-08 05:45:00
24.43,100.91,12.0,23.94,,4.48,20.08,27.47,2024-05-08 06:00:00
24.43,100.91,12.16,23.35,,4.19,19.83,27.04,2024-05-08 06:15:00
24.43,100.91,12.27,23.44,,4.0,19.94,26.95,2024-05-08 06:30:00
24.78,100.6,12.36,23.86,,4.6,20.23,27.06,2024-05-08 06:45:00
29.71,96.23,12.25,23.65,,4.8,20.05,27.31,2024-05-08 07:00:00
29.71,96.23,11.84,23.58,,4.41,19.78,27.28,2024-05-08 07:15:00
29.71,96.23,12.06,23.18,,4.47,19.68,27.72,2024-05-08 07:30:00
29.55,96.32,11.89,23.04,,4.51,19.51,27.54,2024-05-08 07:45:00
27.27,97.56,12.26,23.21,,4.61,19.81,27.34,2024-05-08 08:00:00
27.27,97.56,11.6,23.47,,3.94,19.59,26.92,2024-05-08 08:15:00
27.27,97.56,11.42,23.75,,4.17,19.64,27.43,2024-05-08 08:30:00
27.41,97.6,12.25,23.92,,4.36,20.2,27.13,2024-05-08 08:45:00
29.37,98.13,11.94,23.3,,4.43,19.68,27.11,2024-05-08 09:00:00
29.37,98.13,11.98,24.11,,4.7,20.16,27.0,2024-05-08 09:15:00
29.37,98.13,12.03,23.32,,4.53,19.74,27.55,2024-05-08 09:30:00
29.63,97.93,11.95,23.56,,4.54,19.83,26.97,2024-05-08 09:45:00
33.32,95.09,12.2,24.07,,4.9,20.26,26.87,2024-05-08 10:00:00
33.32,95.09,11.9,23.44,,4.66,19.74,27.48,2024-05-08 10:15:00
33.32,95.09,9.51,11.23,10.36,4.57,11.59,89.45,2024-05-08 10:30:00
33.29,95.17,12.05,21.03,,4.51,18.48,53.96,2024-05-08 10:45:00
32.8,96.24,11.61,20.36,,4.65,17.86,61.25,2024-05-08 11:00:00
32.8,96.24,10.73,16.93,,4.64,15.45,58.9,2024-05-08 11:15:00
32.8,96.24,10.79,14.18,,4.24,13.94,53.92,2024-05-08 11:30:00
30.74,90.7,10.63,14.09,,4.4,13.81,47.78,2024-05-08 11:45:00
1.9,13.08,10.02,14.91,,4.29,13.92,46.63,2024-05-08 12:00:00
1.9,13.08,10.47,14.67,,4.03,14.04,60.18,2024-05-08 12:15:00
1.9,13.08,9.89,14.22,,4.28,13.47,42.17,2024-05-08 12:30:00
2.05,16.59,11.03,13.81,,4.26,13.87,38.56,2024-05-08 12:45:00
4.17,65.73,10.42,13.3,,4.48,13.24,36.1,2024-05-08 13:00:00
4.17,65.73,10.77,17.41,,4.43,15.74,64.41,2024-05-08 13:15:00
4.17,65.73,10.51,18.95,,4.48,16.45,26.02,2024-05-08 13:30:00
4.24,65.65,10.28,19.2,,4.03,16.46,26.54,2024-05-08 13:45:00
5.2,64.5,10.87,17.49,,2.56,15.84,34.92,2024-05-08 14:00:00
5.2,64.5,10.02,19.95,,4.01,16.74,37.5,2024-05-08 14:15:00
5.2,64.5,10.72,17.09,,4.54,15.53,38.78,2024-05-08 14:30:00
4.97,64.32,10.64,17.74,,4.22,15.85,39.26,2024-05-08 14:45:00
1.8,61.73,10.81,17.25,,3.92,15.67,41.74,2024-05-08 15:00:00
1.8,61.73,11.4,16.98,,5.12,15.85,43.02,2024-05-08 15:15:00
1.8,61.73,10.21,16.83,,4.64,15.11,44.46,2024-05-08 15:30:00
