pm2.5,pm10,no,no2,so2,co,nox,ozone,timestamp
4.13,96.81,0.32,18.27,8.88,0.0,6.01,10.54,2024-07-05 03:00:00
4.13,96.81,0.23,17.04,10.31,0.03,5.5,8.66,2024-07-05 03:15:00
4.13,96.81,0.2,16.94,9.0,0.0,5.78,3.49,2024-07-05 03:30:00
4.32,95.64,0.48,17.99,8.7,0.03,7.55,13.66,2024-07-05 03:45:00
6.97,79.33,0.47,17.03,8.93,0.04,5.55,13.14,2024-07-05 04:00:00
6.97,79.33,0.4,19.82,8.75,0.0,7.89,19.91,2024-07-05 04:15:00
6.97,79.33,0.34,17.95,7.32,0.0,5.94,14.83,2024-07-05 04:30:00
6.76,80.57,,16.59,9.45,0.0,4.41,13.4,2024-07-05 04:45:00
3.75,97.87,0.34,16.41,9.37,0.0,6.28,15.76,2024-07-05 05:00:00
3.75,97.87,0.24,18.41,8.71,0.0,5.46,0.49,2024-07-05 05:15:00
3.75,97.87,0.53,17.16,7.2,0.0,6.86,10.64,2024-07-05 05:30:00
3.87,98.67,0.19,16.37,7.27,0.0,5.17,13.86,2024-07-05 05:45:00
5.62,109.81,0.13,18.27,7.86,0.0,5.09,20.36,2024-07-05 06:00:00
5.62,109.81,0.19,15.66,7.95,0.0,5.12,10.39,2024-07-05 06:15:00
5.62,109.81,0.15,18.21,7.7,0.0,6.7,14.49,2024-07-05 06:30:00
5.56,109.1,0.11,16.94,8.04,0.0,6.1,9.78,2024-07-05 06:45:00
4.78,99.14,0.12,16.51,9.15,0.0,4.76,13.73,2024-07-05 07:00:00
4.78,99.14,0.24,17.94,8.71,0.0,6.42,10.98,2024-07-05 07:15:00
4.78,99.14,0.72,16.51,8.82,0.0,6.76,13.19,2024-07-05 07:30:00
4.67,98.91,0.52,17.46,8.61,0.0,6.6,11.19,2024-07-05 07:45:00
3.2,95.64,0.31,16.9,8.87,0.0,5.62,13.88,2024-07-05 08:00:00
3.2,95.64,0.3,18.42,7.91,0.0,7.31,10.7,2024-07-05 08:15:00
12.44,95.64,33.05,17.68,147.0,0.32,8.44,8.26,2024-07-05 08:30:00
3.26,89.91,,20.54,,0.0,6.96,3.24,2024-07-05 08:45:00
4.04,9.73,0.38,17.94,,0.0,6.04,13.76,2024-07-05 09:00:00
4.04,9.73,0.43,18.2,,0.0,7.45,15.56,2024-07-05 09:15:00
4.04,9.73,0.21,15.85,,0.0,4.36,14.61,2024-07-05 09:30:00
4.19,13.52,0.53,18.48,,0.0,6.61,13.61,2024-07-05 09:45:00
6.36,66.6,,19.24,,0.0,5.44,12.14,2024-07-05 10:00:00
6.36,66.6,0.35,18.62,,0.0,7.21,12.29,2024-07-05 10:15:00
6.36,66.6,0.01,19.21,,0.0,6.43,12.84,2024-07-05 10:30:00
6.2,66.33,0.12,18.58,,0.0,5.32,12.66,2024-07-05 10:45:00
3.99,62.48,0.41,17.73,,0.0,6.7,14.41,2024-07-05 11:00:00
3.99,62.48,0.3,17.48,,0.0,5.81,12.97,2024-07-05 11:15:00
3.99,62.48,0.19,17.65,,0.0,6.56,13.7,2024-07-05 11:30:00
4.17,62.21,0.43,19.65,,0.0,7.35,16.07,2024-07-05 11:45:00
6.66,58.43,0.05,18.68,,0.0,6.02,18.61,2024-07-05 12:00:00
6.66,58.43,0.08,18.7,,0.0,5.87,20.41,2024-07-05 12:15:00
6.66,58.43,54.48,17.14,56.82,0.0,5.64,22.86,2024-07-05 15:15:00
6.66,58.43,4.04,17.24,,0.0,6.43,44.89,2024-07-05 15:30:00
6.43,55.17,0.26,16.61,,0.0,5.25,10.34,2024-07-05 15:45:00
3.16,9.51,0.32,19.85,,0.01,7.83,18.3,2024-07-05 16:00:00
3.16,9.51,0.63,17.46,,0.0,6.48,18.78,2024-07-05 16:15:00
3.16,9.51,0.11,17.81,,0.0,6.48,18.89,2024-07-05 16:30:00
3.36,9.49,0.32,16.7,,0.0,5.75,19.12,2024-07-05 16:45:00
6.22,9.19,0.56,16.15,,0.0,6.27,18.97,2024-07-05 17:00:00
6.22,9.19,,16.74,,0.0,4.24,18.78,2024-07-05 17:15:00
6.22,9.19,0.3,17.01,,0.0,6.32,18.51,2024-07-05 17:30:00
6.09,9.19,0.66,18.65,,0.0,8.17,18.72,2024-07-05 17:45:00
4.26,9.12,0.37,20.01,,0.0,7.73,18.99,2024-07-05 18:00:00
4.26,9.12,0.12,18.28,,0.0,5.3,18.89,2024-07-05 18:15:00
4.26,9.12,0.88,16.39,,0.0,7.41,19.17,2024-07-05 18:30:00
4.23,9.17,0.21,17.08,,0.0,6.21,18.77,2024-07-05 18:45:00
3.88,9.86,0.19,16.03,,0.0,6.05,18.78,2024-07-05 19:00:00
3.88,9.86,0.32,17.4,,0.0,5.96,18.88,2024-07-05 19:15:00
3.88,9.86,0.45,18.44,,0.0,7.35,18.78,2024-07-05 19:30:00
3.98,9.77,0.3,16.96,,0.0,5.08,18.92,2024-07-05 19:45:00
5.31,8.48,0.31,16.7,,0.0,5.84,18.51,2024-07-05 20:00:00
5.31,8.48,0.23,18.9,,0.0,6.63,18.88,2024-07-05 20:15:00
5.31,8.48,0.5,18.3,,0.0,7.63,18.84,2024-07-05 20:30:00
5.26,8.52,0.12,16.45,,0.0,5.67,18.8,2024-07-05 20:45:00
4.49,9.03,0.2,15.84,,0.0,4.47,18.84,2024-07-05 21:00:00
4.49,9.03,0.2,17.37,,0.0,6.24,18.88,2024-07-05 21:15:00
4.49,9.03,0.22,17.2,,0.0,5.87,19.18,2024-07-05 21:30:00
4.61,9.02,0.46,16.76,,0.0,5.66,18.78,2024-07-05 21:45:00
6.3,8.81,0.34,17.01,,0.0,6.32,18.95,2024-07-05 22:00:00
6.3,8.81,0.44,18.01,,0.0,7.34,18.71,2024-07-05 22:15:00
6.3,8.81,0.52,17.75,,0.0,7.73,18.85,2024-07-05 22:30:00
6.29,8.82,0.7,18.12,,0.0,8.17,18.8,2024-07-05 22:45:00
6.15,8.96,0.21,18.61,,0.0,6.27,18.87,2024-07-05 23:00:00
6.15,8.96,0.34,17.51,,0.0,6.23,18.78,2024-07-05 23:15:00
6.15,8.96,0.34,17.08,,0.0,6.01,19.03,2024-07-05 23:30:00
6.07,8.93,0.24,17.33,,0.0,5.39,18.78,2024-07-05 23:45:00
4.95,8.58,0.35,16.47,,0.0,4.8,18.98,2024-07-06 00:00:00
4.95,8.58,0.83,17.08,,0.0,7.32,19.16,2024-07-06 00:15:00
4.95,8.58,0.36,17.66,,0.0,6.68,18.82,2024-07-06 00:30:00
4.98,8.67,0.3,17.5,,0.0,5.82,18.84,2024-07-06 00:45:00
5.38,9.94,0.18,16.53,,0.0,5.05,18.76,2024-07-06 01:00:00
5.38,9.94,0.02,18.08,,0.0,4.36,18.84,2024-07-06 01:15:00
5.38,9.94,0.24,18.16,,0.0,7.12,18.76,2024-07-06 01:30:00
5.46,9.9,0.3,16.5,,0.0,5.47,18.78,2024-07-06 01:45:00
6.59,9.27,0.34,17.66,,0.0,6.88,18.63,2024-07-06 02:00:00
6.59,9.27,0.05,17.71,,0.0,5.25,18.92,2024-07-06 02:15:00
6.59,9.27,0.43,18.04,,0.0,6.97,18.86,2024-07-06 02:30:00
6.57,9.27,0.18,17.45,,0.0,5.41,18.95,2024-07-06 02:45:00
6.26,9.25,0.13,17.55,,0.0,5.66,18.8,2024-07-06 03:00:00
6.26,9.25,0.63,18.23,,0.0,7.19,18.75,2024-07-06 03:15:00
6.26,9.25,0.48,17.22,,0.0,5.83,18.85,2024-07-06 03:30:00
6.08,9.22,0.52,16.76,,0.0,6.36,18.89,2024-07-06 03:45:00
3.5,8.8,0.25,18.16,,0.0,6.55,18.98,2024-07-06 04:00:00
3.5,8.8,0.51,19.21,,0.0,7.06,18.86,2024-07-06 04:15:00
3.5,8.8,0.08,17.13,,0.0,5.97,18.69,2024-07-06 04:30:00
3.49,8.84,0.55,18.19,,0.0,7.08,18.97,2024-07-06 04:45:00
3.34,9.43,0.26,17.9,,0.0,6.02,18.74,2024-07-06 05:00:00
3.34,9.43,0.37,19.1,,0.0,8.07,18.78,2024-07-06 05:15:00
3.34,9.43,0.31,19.55,,0.0,7.3,18.99,2024-07-06 05:30:00
3.41,9.47,0.69,17.71,,0.0,7.08,19.13,2024-07-06 05:45:00
4.34,9.97,0.31,17.11,,0.0,6.75,18.62,2024-07-06 06:00:00
4.34,9.97,0.29,15.97,,0.0,5.77,18.86,2024-07-06 06:15:00
4.34,9.97,0.32,17.54,,0.0,6.19,18.96,2024-07-06 06:30:00
4.34,9.85,0.19,18.62,,0.0,5.81,19.02,2024-07-06 06:45:00
4.32,8.17,0.17,16.98,,0.0,5.92,18.98,2024-07-06 07:00:00
4.32,8.17,0.13,16.32,,0.0,4.94,18.79,2024-07-06 07:15:00
4.32,8.17,0.27,16.93,,0.0,5.42,18.8,2024-07-06 07:30:00
4.26,8.27,0.33,18.93,,0.0,6.66,18.63,2024-07-06 07:45:00
3.48,9.64,0.01,19.21,,0.0,6.49,18.83,2024-07-06 08:00:00
3.48,9.64,0.25,17.72,,0.0,6.09,18.81,2024-07-06 08:15:00
3.48,9.64,0.74,16.73,,0.0,7.52,18.64,2024-07-06 08:30:00
3.54,9.66,0.13,18.18,,0.0,6.44,18.83,2024-07-06 08:45:00
4.4,9.88,0.23,17.35,,0.0,5.86,18.97,2024-07-06 09:00:00
4.4,9.88,0.32,18.5,,0.0,7.28,19.04,2024-07-06 09:15:00
4.4,9.88,0.02,16.97,,0.0,4.77,18.78,2024-07-06 09:30:00
4.55,9.84,0.06,17.3,,0.0,4.94,19.03,2024-07-06 09:45:00
6.69,9.3,0.1,18.31,,0.0,5.04,19.0,2024-07-06 10:00:00
6.69,9.3,0.3,17.54,,0.0,5.98,18.77,2024-07-06 10:15:00
6.69,9.3,0.21,16.85,,0.0,5.89,18.97,2024-07-06 10:30:00
6.54,9.3,0.31,17.89,,0.0,5.76,18.78,2024-07-06 10:45:00
4.48,9.33,0.38,17.95,,0.0,6.78,18.89,2024-07-06 11:00:00
4.48,9.33,0.14,19.51,,0.0,6.32,18.98,2024-07-06 11:15:00
4.48,9.33,0.08,17.45,,0.0,5.47,18.96,2024-07-06 11:30:00
4.54,9.37,0.38,18.74,,0.0,6.96,18.67,2024-07-06 11:45:00
5.39,9.95,0.25,18.02,,0.0,6.14,18.89,2024-07-06 12:00:00
5.39,9.95,,17.25,,0.0,5.65,18.97,2024-07-06 12:15:00
5.39,9.95,0.47,17.94,,0.0,6.41,18.81,2024-07-06 12:30:00
5.4,9.92,0.43,18.11,,0.0,6.18,18.88,2024-07-06 12:45:00
5.56,9.57,0.2,17.88,,0.0,5.88,18.94,2024-07-06 13:00:00
5.56,9.57,0.33,18.04,,0.0,6.47,18.79,2024-07-06 13:15:00
5.56,9.57,0.15,18.11,,0.0,5.98,18.72,2024-07-06 13:30:00
5.59,9.48,0.21,17.05,,0.0,6.69,18.9,2024-07-06 13:45:00
6.02,8.24,0.17,17.62,,0.0,5.12,18.95,2024-07-06 14:00:00
6.02,8.24,0.14,17.07,,0.0,5.58,18.97,2024-07-06 14:15:00
6.02,8.24,0.34,18.34,,0.0,6.2,18.94,2024-07-06 14:30:00
5.82,8.34,0.12,17.97,,0.0,5.3,18.6,2024-07-06 14:45:00
3.07,9.8,,17.45,,0.0,4.8,18.76,2024-07-06 15:00:00
3.07,9.8,0.52,18.87,,0.0,7.33,18.87,2024-07-06 15:15:00
3.07,9.8,0.11,17.48,,0.0,5.68,18.94,2024-07-06 15:30:00
3.22,9.77,0.11,19.16,,0.0,6.15,18.81,2024-07-06 15:45:00
5.3,9.4,,16.39,,0.0,4.4,18.54,2024-07-06 16:00:00
5.3,9.4,0.12,16.34,,0.0,5.27,18.78,2024-07-06 16:15:00
5.3,9.4,0.49,17.52,,0.0,6.86,18.68,2024-07-06 16:30:00
5.39,9.37,0.38,19.52,,0.0,7.4,18.93,2024-07-06 16:45:00
6.68,8.88,0.3,17.13,,0.0,5.77,18.81,2024-07-06 17:00:00
6.68,8.88,0.59,17.1,,0.0,6.99,18.72,2024-07-06 17:15:00
6.68,8.88,0.57,17.76,,0.0,7.17,18.96,2024-07-06 17:30:00
6.5,8.87,0.47,17.21,,0.0,6.95,18.71,2024-07-06 17:45:00
3.94,8.74,0.32,18.11,,0.0,6.24,18.8,2024-07-06 18:00:00
3.94,8.74,0.63,17.05,,0.0,5.77,18.8,2024-07-06 18:15:00
3.94,8.74,0.43,17.46,,0.0,5.31,18.94,2024-07-06 18:30:00
3.96,8.73,0.43,17.67,,0.0,6.88,18.76,2024-07-06 18:45:00
4.28,8.6,0.06,18.96,,0.0,5.67,18.91,2024-07-06 19:00:00
4.28,8.6,0.18,17.28,,0.0,4.59,18.9,2024-07-06 19:15:00
4.28,8.6,0.02,16.82,,0.0,5.56,18.73,2024-07-06 19:30:00
4.32,8.61,0.3,17.5,,0.0,5.93,18.98,2024-07-06 19:45:00
4.91,8.75,0.79,17.33,,0.0,7.25,19.09,2024-07-06 20:00:00
4.91,8.75,0.41,17.43,,0.0,7.6,19.05,2024-07-06 20:15:00
4.91,8.75,0.42,18.13,,0.0,6.33,19.0,2024-07-06 20:30:00
4.96,8.74,0.38,17.46,,0.0,6.9,18.84,2024-07-06 20:45:00
5.68,8.55,0.42,19.29,,0.0,7.52,18.73,2024-07-06 21:00:00
5.68,8.55,0.53,16.15,,0.0,6.96,19.0,2024-07-06 21:15:00
5.68,8.55,0.29,17.83,,0.0,6.72,18.77,2024-07-06 21:30:00
5.5,8.57,0.1,18.0,,0.0,5.27,18.78,2024-07-06 21:45:00
3.0,8.85,0.17,17.25,,0.0,5.56,18.71,2024-07-06 22:00:00
3.0,8.85,0.13,16.82,,0.0,5.3,18.89,2024-07-06 22:15:00
3.0,8.85,0.26,17.14,,0.0,5.2,19.0,2024-07-06 22:30:00
3.26,8.92,0.26,16.56,,0.0,5.85,18.71,2024-07-06 22:45:00
6.9,9.94,0.49,18.0,,0.0,6.68,18.86,2024-07-06 23:00:00
6.9,9.94,0.09,17.99,,0.0,7.15,19.03,2024-07-06 23:15:00
6.9,9.94,0.49,17.52,,0.0,6.21,19.0,2024-07-06 23:30:00
6.73,9.92,0.27,18.53,,0.0,6.94,19.0,2024-07-06 23:45:00
4.35,9.58,0.37,16.09,,0.0,5.56,18.67,2024-07-07 00:00:00
4.35,9.58,0.19,16.11,,0.0,4.13,18.91,2024-07-07 00:15:00
4.35,9.58,0.17,18.29,,0.0,5.87,19.07,2024-07-07 00:30:00
4.5,9.61,0.49,17.8,,0.0,7.52,18.81,2024-07-07 00:45:00
6.57,9.97,0.08,17.8,,0.0,5.07,18.82,2024-07-07 01:00:00
6.57,9.97,0.04,16.31,,0.0,4.36,18.93,2024-07-07 01:15:00
6.57,9.97,0.22,17.73,,0.0,6.53,18.95,2024-07-07 01:30:00
6.5,9.86,0.19,18.88,,0.0,6.21,18.78,2024-07-07 01:45:00
5.48,8.25,0.54,17.57,,0.0,6.57,18.92,2024-07-07 02:00:00
5.48,8.25,0.16,18.02,,0.0,6.54,18.85,2024-07-07 02:15:00
5.48,8.25,0.41,17.53,,0.0,6.49,18.95,2024-07-07 02:30:00
5.34,8.25,0.34,17.48,,0.0,6.58,18.65,2024-07-07 02:45:00
3.36,8.27,0.26,16.86,,0.0,6.42,18.89,2024-07-07 03:00:00
3.36,8.27,0.09,18.6,,0.0,6.39,18.91,2024-07-07 03:15:00
3.36,8.27,0.38,18.57,,0.0,7.46,18.85,2024-07-07 03:30:00
3.43,8.31,0.34,16.78,,0.0,6.41,18.88,2024-07-07 03:45:00
4.42,8.89,0.77,18.33,,0.0,7.34,18.92,2024-07-07 04:00:00
4.42,8.89,0.26,18.51,,0.0,5.77,18.76,2024-07-07 04:15:00
4.42,8.89,0.35,17.74,,0.0,6.61,18.89,2024-07-07 04:30:00
4.33,8.87,0.24,16.55,,0.0,5.59,18.64,2024-07-07 04:45:00
3.05,8.59,0.39,19.16,,0.0,6.62,19.01,2024-07-07 05:00:00
3.05,8.59,0.44,17.15,,0.0,5.92,18.8,2024-07-07 05:15:00
3.05,8.59,0.22,16.52,,0.0,5.39,18.69,2024-07-07 05:30:00
3.16,8.59,0.09,17.81,,0.0,6.13,19.0,2024-07-07 05:45:00
4.72,8.66,0.08,17.93,,0.0,5.08,18.99,2024-07-07 06:00:00
4.72,8.66,0.65,18.92,,0.0,8.39,18.98,2024-07-07 06:15:00
4.72,8.66,0.24,16.18,,0.0,5.32,18.68,2024-07-07 06:30:00
4.77,8.66,0.39,16.77,,0.0,5.66,19.08,2024-07-07 06:45:00
5.45,8.68,0.63,18.3,,0.0,6.52,18.62,2024-07-07 07:00:00
5.45,8.68,0.48,19.07,,0.0,7.33,18.87,2024-07-07 07:15:00
5.45,8.68,0.25,18.36,,0.0,7.19,18.65,2024-07-07 07:30:00
5.49,8.72,0.34,17.09,,0.0,6.79,18.78,2024-07-07 07:45:00
5.98,9.3,0.57,15.35,,0.0,5.74,18.69,2024-07-07 08:00:00
5.98,9.3,0.11,16.72,,0.0,5.44,18.91,2024-07-07 08:15:00
5.98,9.3,0.07,16.73,,0.0,6.14,18.78,2024-07-07 08:30:00
5.95,9.26,0.77,15.17,,0.0,6.99,18.87,2024-07-07 08:45:00
5.5,8.66,0.15,18.46,,0.0,5.73,18.79,2024-07-07 09:00:00
5.5,8.66,0.32,15.5,,0.0,6.34,18.97,2024-07-07 09:15:00
5.5,8.66,0.34,17.58,,0.0,5.77,18.87,2024-07-07 09:30:00
5.39,8.66,0.43,18.2,,0.0,7.57,18.61,2024-07-07 09:45:00
3.81,8.62,0.33,19.1,,0.0,6.68,19.03,2024-07-07 10:00:00
3.81,8.62,0.42,17.27,,0.0,5.91,19.05,2024-07-07 10:15:00
3.81,8.62,0.24,17.97,,0.0,6.46,19.0,2024-07-07 10:30:00
4.02,8.66,0.22,15.41,,0.0,5.02,18.73,2024-07-07 10:45:00
6.98,9.23,0.53,15.72,,0.0,5.98,18.82,2024-07-07 11:00:00
6.98,9.23,0.03,18.54,,0.0,6.18,19.0,2024-07-07 11:15:00
6.98,9.23,0.51,18.1,,0.0,6.89,18.85,2024-07-07 11:30:00
6.85,9.16,0.2,16.16,,0.0,4.16,19.03,2024-07-07 11:45:00
4.99,8.18,0.22,18.64,,0.0,7.09,18.99,2024-07-07 12:00:00
4.99,8.18,0.18,18.78,,0.0,7.85,18.8,2024-07-07 12:15:00
4.99,8.18,0.18,18.61,,0.0,6.57,18.84,2024-07-07 12:30:00
5.03,8.22,0.37,16.89,,0.0,5.49,18.81,2024-07-07 12:45:00
5.66,8.78,0.35,18.35,,0.0,6.86,18.78,2024-07-07 13:00:00
5.66,8.78,0.4,17.19,,0.0,5.5,18.82,2024-07-07 13:15:00
5.66,8.78,0.29,18.88,,0.0,6.73,19.07,2024-07-07 13:30:00
5.74,8.75,0.18,17.03,,0.0,4.95,18.73,2024-07-07 13:45:00
6.83,8.3,0.25,18.6,,0.0,7.32,18.95,2024-07-07 14:00:00
6.83,8.3,0.07,16.41,,0.0,4.21,18.81,2024-07-07 14:15:00
6.83,8.3,0.23,18.03,,0.0,5.26,18.8,2024-07-07 14:30:00
6.65,8.33,0.62,17.5,,0.0,6.62,19.01,2024-07-07 14:45:00
4.18,8.73,0.32,19.02,,0.0,7.16,18.88,2024-07-07 15:00:00
4.18,8.73,0.31,17.06,,0.0,6.66,18.92,2024-07-07 15:15:00
4.18,8.73,0.45,16.42,,0.0,5.64,18.65,2024-07-07 15:30:00
4.2,8.78,0.31,18.18,,0.0,5.6,19.04,2024-07-07 15:45:00
4.53,9.52,0.57,18.15,,0.0,7.13,19.21,2024-07-07 16:00:00
4.53,9.52,0.16,18.23,,0.0,5.51,19.03,2024-07-07 16:15:00
4.53,9.52,0.35,16.55,,0.0,5.97,18.72,2024-07-07 16:30:00
4.56,9.49,,14.48,,0.0,3.25,18.95,2024-07-07 16:45:00
4.91,9.05,0.26,19.01,,0.0,6.69,18.89,2024-07-07 17:00:00
4.91,9.05,0.17,17.17,,0.0,6.06,18.88,2024-07-07 17:15:00
4.91,9.05,0.3,18.39,,0.0,6.61,18.94,2024-07-07 17:30:00
5.0,9.0,0.26,17.54,,0.0,6.24,18.91,2024-07-07 17:45:00
6.3,8.3,0.46,18.7,,0.0,6.96,18.88,2024-07-07 18:00:00
6.3,8.3,0.33,18.87,,0.0,6.93,18.74,2024-07-07 18:15:00
6.3,8.3,0.47,16.51,,0.0,6.24,18.69,2024-07-07 18:30:00
6.22,8.32,0.44,17.5,,0.0,6.61,18.76,2024-07-07 18:45:00
5.09,8.63,0.16,17.09,,0.0,4.55,19.21,2024-07-07 19:00:00
5.09,8.63,0.36,17.51,,0.0,6.64,18.87,2024-07-07 19:15:00
5.09,8.63,0.29,17.29,,0.0,5.91,19.1,2024-07-07 19:30:00
5.1,8.61,0.24,16.37,,0.0,6.66,18.89,2024-07-07 19:45:00
5.2,8.32,0.55,18.75,,0.0,7.74,18.94,2024-07-07 20:00:00
5.2,8.32,0.39,17.16,,0.0,5.49,18.85,2024-07-07 20:15:00
5.2,8.32,0.43,17.42,,0.0,6.74,19.01,2024-07-07 20:30:00
5.08,8.32,0.39,17.29,,0.0,6.47,18.72,2024-07-07 20:45:00
3.46,8.37,0.45,16.59,,0.0,5.8,18.97,2024-07-07 21:00:00
3.46,8.37,0.39,18.74,,0.0,6.08,18.83,2024-07-07 21:15:00
3.46,8.37,0.29,16.27,,0.0,6.0,18.84,2024-07-07 21:30:00
3.67,8.41,1.03,17.2,,0.0,7.41,19.06,2024-07-07 21:45:00
6.59,8.99,0.13,15.54,,0.0,3.92,18.75,2024-07-07 22:00:00
6.59,8.99,0.25,16.83,,0.0,5.59,19.02,2024-07-07 22:15:00
6.59,8.99,0.15,17.16,,0.0,4.6,18.82,2024-07-07 22:30:00
6.56,9.04,0.03,15.35,,0.0,4.19,19.08,2024-07-07 22:45:00
6.2,9.78,0.32,17.73,,0.0,5.93,18.91,2024-07-07 23:00:00
6.2,9.78,0.51,18.68,,0.0,7.08,18.77,2024-07-07 23:15:00
6.2,9.78,0.11,17.33,,0.0,5.74,18.83,2024-07-07 23:30:00
6.13,9.71,0.4,18.33,,0.0,7.35,18.95,2024-07-07 23:45:00
5.15,8.77,0.54,18.6,,0.0,7.37,18.58,2024-07-08 00:00:00
5.15,8.77,0.06,18.72,,0.0,5.53,18.74,2024-07-08 00:15:00
5.15,8.77,0.31,17.64,,0.0,6.25,19.13,2024-07-08 00:30:00
5.07,8.81,0.29,17.3,,0.0,6.64,18.93,2024-07-08 00:45:00
4.02,9.37,0.32,16.74,,0.0,6.67,18.73,2024-07-08 01:00:00
4.02,9.37,0.16,18.25,,0.0,6.58,18.77,2024-07-08 01:15:00
4.02,9.37,0.55,16.1,,0.0,5.78,18.77,2024-07-08 01:30:00
4.2,9.34,0.3,18.09,,0.0,6.46,18.88,2024-07-08 01:45:00
6.77,8.93,0.53,16.56,,0.0,6.07,18.94,2024-07-08 02:00:00
6.77,8.93,0.2,18.93,,0.0,6.29,19.03,2024-07-08 02:15:00
6.77,8.93,0.13,17.25,,0.0,5.79,18.77,2024-07-08 02:30:00
6.66,8.94,0.37,17.38,,0.0,6.0,19.17,2024-07-08 02:45:00
5.13,9.12,0.3,18.47,,0.0,6.59,18.87,2024-07-08 03:00:00
5.13,9.12,0.46,19.43,,0.0,6.87,18.6,2024-07-08 03:15:00
5.13,9.12,0.17,17.31,,0.0,5.92,18.98,2024-07-08 03:30:00
5.2,9.1,0.5,18.72,,0.0,7.23,18.5,2024-07-08 03:45:00
6.17,8.89,0.5,18.22,,0.0,7.43,18.81,2024-07-08 04:00:00
6.17,8.89,0.41,17.73,,0.0,6.98,19.13,2024-07-08 04:15:00
6.17,8.89,0.28,16.6,,0.0,5.41,18.64,2024-07-08 04:30:00
5.99,8.92,0.53,17.18,,0.0,6.58,19.12,2024-07-08 04:45:00
3.43,9.3,0.3,17.98,,0.0,6.76,19.02,2024-07-08 05:00:00
3.43,9.3,0.19,17.0,,0.0,6.14,18.72,2024-07-08 05:15:00
3.43,9.3,0.52,18.58,,0.0,7.49,18.9,2024-07-08 05:30:00
3.65,9.3,0.16,18.9,,0.0,7.33,18.92,2024-07-08 05:45:00
6.72,9.24,0.62,16.72,,0.0,6.69,19.19,2024-07-08 06:00:00
6.72,9.24,0.14,17.0,,0.0,5.24,18.83,2024-07-08 06:15:00
6.72,9.24,0.08,17.33,,0.0,6.13,18.97,2024-07-08 06:30:00
6.69,9.19,0.57,18.92,,0.0,7.06,18.71,2024-07-08 06:45:00
6.28,8.5,0.31,16.77,,0.0,5.79,18.92,2024-07-08 07:00:00
6.28,8.5,0.19,16.27,,0.0,5.48,18.88,2024-07-08 07:15:00
6.28,8.5,0.5,18.16,,0.0,7.91,19.11,2024-07-08 07:30:00
6.19,8.54,0.61,15.68,,0.0,6.39,18.86,2024-07-08 07:45:00
4.92,9.13,0.17,17.78,,0.0,7.2,18.72,2024-07-08 08:00:00
4.92,9.13,0.66,16.39,,0.0,6.98,18.99,2024-07-08 08:15:00
4.92,9.13,0.3,18.11,,0.0,6.61,18.97,2024-07-08 08:30:00
4.92,9.17,0.07,17.91,,0.0,5.89,18.71,2024-07-08 08:45:00
4.91,9.75,0.22,17.19,,0.0,5.87,19.11,2024-07-08 09:00:00
4.91,9.75,0.28,15.94,,0.0,5.37,18.8,2024-07-08 09:15:00
4.91,9.75,0.24,17.85,,0.0,6.23,18.88,2024-07-08 09:30:00
4.86,9.68,0.29,16.93,,0.0,6.02,18.68,2024-07-08 09:45:00
4.09,8.71,0.18,17.79,,0.0,7.07,18.56,2024-07-08 10:00:00
4.09,8.71,0.46,16.65,,0.0,6.17,18.92,2024-07-08 10:15:00
4.09,8.71,0.13,17.88,,0.0,6.34,18.82,2024-07-08 10:30:00
4.1,8.77,,17.67,,0.0,6.19,18.87,2024-07-08 10:45:00
4.31,9.54,0.33,17.19,,0.0,6.09,18.92,2024-07-08 11:00:00
4.31,9.54,0.12,17.41,,0.0,6.15,18.93,2024-07-08 11:15:00
4.31,9.54,0.1,17.3,,0.0,4.68,62.97,2024-07-08 11:30:00
4.28,12.01,0.18,16.62,,0.0,4.96,29.67,2024-07-08 11:45:00
3.79,46.57,0.15,16.54,,0.0,5.7,29.89,2024-07-08 12:00:00
3.79,46.57,0.09,17.25,,0.0,5.35,26.0,2024-07-08 12:15:00
3.79,46.57,0.46,16.06,,0.0,6.85,24.81,2024-07-08 12:30:00
3.97,46.04,0.28,15.87,,0.0,5.83,22.64,2024-07-08 12:45:00
6.44,38.62,0.08,14.98,,0.0,4.0,32.02,2024-07-08 13:00:00
6.44,38.62,0.49,18.98,,0.0,7.33,20.43,2024-07-08 13:15:00
6.44,38.62,0.7,18.08,,0.0,6.55,18.71,2024-07-08 13:30:00
6.27,39.11,0.11,18.44,,0.0,6.05,20.75,2024-07-08 13:45:00
3.91,46.01,0.12,19.86,,0.0,6.36,21.15,2024-07-08 14:00:00
3.91,46.01,0.29,19.61,,0.0,6.88,21.28,2024-07-08 14:15:00
3.91,46.01,0.18,15.48,,0.0,4.39,20.5,2024-07-08 14:30:00
4.01,45.92,0.6,17.9,,0.0,7.4,21.62,2024-07-08 14:45:00
5.41,44.68,0.02,17.94,,0.0,4.14,23.41,2024-07-08 15:00:00
5.41,44.68,0.47,16.43,,0.0,5.53,19.65,2024-07-08 15:15:00
5.41,44.68,0.42,16.8,,0.0,5.44,18.93,2024-07-08 15:30:00
5.32,44.26,0.45,19.04,,0.0,7.54,19.43,2024-07-08 15:45:00
4.07,38.41,0.36,18.19,9.24,0.0,6.17,19.14,2024-07-08 16:00:00
4.07,38.41,0.21,18.05,8.94,0.0,5.91,17.87,2024-07-08 16:15:00
