pm2.5,pm10,no,no2,co,nox,ozone,at,rh,ws,wd,timestamp,benzene,eth_benzene,toluene,mp_xylene
21.31,42.33,8.35,29.57,0.7,22.52,76.25,28.32,70.3,,,2024-06-10 14:45:00,0.41,0.05,0.29,0.05
21.31,42.33,8.74,30.29,0.75,23.22,83.46,28.53,69.11,,,2024-06-10 15:00:00,0.38,0.05,0.22,0.04
20.15,38.51,8.56,29.21,0.7,22.49,86.61,28.24,69.28,,,2024-06-10 15:15:00,0.44,0.04,0.25,0.05
19.72,37.2,8.33,29.75,0.81,22.59,86.88,28.23,70.04,,1.18,2024-06-10 15:30:00,0.43,0.05,0.23,0.04
19.72,37.2,8.41,30.66,0.78,23.14,89.72,28.25,70.01,,0.58,2024-06-10 15:45:00,0.01,0.05,0.0,0.04
19.72,37.2,8.92,31.11,0.74,23.8,87.9,28.34,70.2,,0.79,2024-06-10 16:00:00,0.0,0.05,0.0,0.05
22.96,38.89,8.77,30.85,0.69,23.54,87.1,28.46,69.66,47.25,0.82,2024-06-10 16:15:00,0.0,,0.0,
24.0,39.44,8.92,30.1,0.71,23.27,91.24,28.21,69.84,44.75,0.88,2024-06-10 16:30:00,0.0,,0.0,
24.0,39.44,8.35,28.72,0.66,22.06,93.29,28.33,69.29,,0.92,2024-06-10 16:45:00,0.0,,0.0,
24.0,39.44,8.58,28.54,0.78,22.16,92.41,28.14,69.62,,1.0,2024-06-10 17:00:00,0.0,,0.0,
25.04,36.33,8.6,29.23,0.82,22.54,94.61,27.77,71.27,,,2024-06-10 17:15:00,0.0,,0.0,
25.38,35.32,8.54,31.03,0.75,23.45,94.67,27.35,73.11,,,2024-06-10 17:30:00,0.71,0.04,0.37,0.05
25.38,35.32,8.46,31.33,0.65,23.54,94.31,27.24,74.12,,,2024-06-10 17:45:00,0.72,0.03,0.42,0.05
25.38,35.32,8.59,33.26,0.67,24.68,87.79,27.15,74.51,,,2024-06-10 18:00:00,0.77,0.05,0.83,0.09
22.69,52.41,8.4,32.98,0.66,24.37,90.47,27.05,74.9,,,2024-06-10 18:15:00,0.99,0.09,2.27,0.4
21.82,57.94,8.56,32.05,0.62,24.01,88.75,26.96,75.83,,,2024-06-10 18:30:00,0.0,0.07,1.48,0.22
21.82,57.94,8.24,30.0,0.5,22.66,83.39,26.73,78.23,,,2024-06-10 18:45:00,0.98,0.06,1.31,0.19
21.82,57.94,8.64,29.65,0.59,22.8,79.1,26.56,81.45,,,2024-06-10 19:00:00,0.8,0.05,0.2,0.11
22.72,49.78,8.26,30.35,0.65,22.86,73.21,26.46,84.4,,,2024-06-10 19:15:00,0.24,0.05,0.47,0.07
23.02,47.14,8.1,31.51,0.71,23.35,58.21,26.34,86.81,,,2024-06-10 19:30:00,0.2,0.05,0.22,0.08
23.02,47.14,8.4,30.82,0.58,23.22,46.28,26.16,88.8,,,2024-06-10 19:45:00,0.22,0.04,0.25,0.07
23.02,47.14,8.26,29.86,0.57,22.6,41.53,26.05,94.02,,,2024-06-10 20:00:00,0.23,0.04,0.25,0.07
20.87,46.22,8.1,28.91,0.66,21.97,35.34,25.97,94.65,,,2024-06-10 20:15:00,0.0,,0.0,
20.18,45.93,8.11,28.5,0.58,21.75,33.93,25.92,94.65,,,2024-06-10 20:30:00,0.0,,0.0,
20.18,45.93,8.42,28.77,0.62,22.15,33.21,25.86,94.65,,,2024-06-10 20:45:00,0.0,,0.0,
20.18,45.93,8.73,28.92,0.49,22.48,31.12,25.79,94.65,,,2024-06-10 21:00:00,0.0,,0.0,
16.02,50.68,8.48,28.61,0.63,22.12,30.89,25.77,94.65,,,2024-06-10 21:15:00,0.0,,0.0,
14.67,52.22,8.68,28.41,0.68,22.17,30.45,25.73,94.65,,,2024-06-10 21:30:00,0.0,,0.0,
14.67,52.22,8.59,29.17,0.53,22.5,32.22,25.72,94.65,,,2024-06-10 21:45:00,0.0,,0.0,
14.67,52.22,8.74,29.14,0.54,22.61,29.33,25.75,94.65,,,2024-06-10 22:00:00,0.0,,0.0,
22.53,54.22,8.05,28.74,0.46,21.83,29.79,25.77,94.65,,,2024-06-10 22:15:00,0.0,0.03,0.67,0.08
25.07,54.87,7.55,27.78,0.54,20.91,29.97,25.76,94.65,,,2024-06-10 22:30:00,0.32,0.03,0.62,0.07
25.07,54.87,8.45,29.54,0.62,22.58,26.69,25.82,94.65,,,2024-06-10 22:45:00,0.21,0.03,0.49,0.07
25.07,54.87,8.52,31.29,0.75,23.57,26.77,25.78,94.65,,,2024-06-10 23:00:00,0.2,0.03,0.51,0.07
22.39,44.44,9.05,31.3,0.89,24.0,25.3,25.72,94.65,,,2024-06-10 23:15:00,0.41,0.04,0.84,0.11
21.52,41.06,8.38,29.15,0.6,22.32,28.75,25.68,94.65,,,2024-06-10 23:30:00,0.56,0.06,0.92,0.16
21.52,41.06,8.54,26.59,0.6,21.08,32.34,25.7,94.65,,,2024-06-11 00:00:00,0.38,0.04,0.19,0.1
14.06,35.31,8.56,27.15,0.51,21.4,32.76,25.7,94.65,,,2024-06-11 00:15:00,0.01,0.03,0.0,0.01
11.65,33.45,8.59,27.32,0.57,21.51,35.18,25.69,94.65,,,2024-06-11 00:30:00,0.0,,0.0,
11.65,33.45,8.72,27.38,0.51,21.65,34.68,25.61,94.65,,,2024-06-11 00:45:00,0.0,,0.0,
11.65,33.45,8.88,26.21,0.64,21.17,36.5,25.53,94.65,,,2024-06-11 01:00:00,0.0,,0.0,
11.09,31.05,8.93,25.93,0.68,21.05,35.42,25.42,94.65,,,2024-06-11 01:15:00,0.0,,0.0,
10.9,30.27,8.86,25.6,0.65,20.82,34.9,25.25,94.65,,,2024-06-11 01:30:00,0.0,,0.0,
10.9,30.27,8.37,25.09,0.56,20.15,37.47,25.16,94.65,,,2024-06-11 01:45:00,0.0,,0.0,
10.9,30.27,8.63,24.69,0.55,20.14,39.17,25.16,94.65,,,2024-06-11 02:00:00,0.0,,0.0,
9.59,28.89,8.63,25.37,0.58,20.51,36.05,25.15,94.64,,,2024-06-11 02:15:00,0.29,0.02,0.36,0.05
9.16,28.44,9.14,27.45,0.58,22.03,31.74,25.11,94.65,,,2024-06-11 02:30:00,0.37,0.02,0.34,0.05
9.16,28.44,9.0,27.65,0.6,22.03,32.54,25.03,94.65,,,2024-06-11 02:45:00,0.39,0.05,0.4,0.09
9.16,28.44,8.62,29.57,0.52,22.74,29.46,25.05,94.65,,,2024-06-11 03:00:00,0.49,0.28,0.62,0.67
8.91,18.75,8.7,30.97,0.63,23.55,30.7,25.01,94.65,,,2024-06-11 03:15:00,0.46,2.51,0.95,3.36
8.82,15.62,8.69,27.08,0.55,21.47,31.49,25.09,94.65,,,2024-06-11 03:30:00,0.55,2.34,1.46,2.93
8.82,15.62,8.72,25.89,0.54,20.86,27.92,25.16,94.65,,,2024-06-11 03:45:00,0.46,,0.13,
8.82,15.62,8.21,26.63,0.51,20.84,29.4,25.12,94.65,,,2024-06-11 04:00:00,0.01,,0.0,
10.44,19.33,8.02,26.79,0.48,20.77,31.24,25.14,94.65,,,2024-06-11 04:15:00,0.01,,0.0,
10.97,20.54,8.33,26.3,0.39,20.76,27.64,25.14,94.65,,,2024-06-11 04:30:00,0.01,,0.0,
10.97,20.54,8.72,28.05,0.49,22.01,26.71,25.13,94.65,,,2024-06-11 04:45:00,0.01,,0.0,
10.97,20.54,8.39,27.1,0.61,21.24,28.83,25.31,94.65,,,2024-06-11 05:00:00,0.01,,0.0,
6.96,27.38,8.44,24.56,0.41,19.93,30.65,25.34,94.65,,,2024-06-11 05:15:00,0.0,,0.0,
5.66,29.6,8.28,24.41,0.39,19.72,32.54,25.18,94.65,,,2024-06-11 05:30:00,0.0,0.01,0.0,0.01
5.66,29.6,9.22,26.49,0.85,21.59,32.96,25.08,94.65,,,2024-06-11 05:45:00,0.0,,0.0,
5.66,29.6,10.83,29.75,1.68,24.63,28.93,25.0,94.65,,,2024-06-11 06:00:00,0.0,,0.0,
12.87,29.24,10.79,29.36,1.3,24.39,28.42,24.99,94.65,,,2024-06-11 06:15:00,0.0,,0.0,
15.2,29.13,10.31,30.48,1.66,24.6,26.32,25.07,94.65,,,2024-06-11 06:30:00,0.0,,0.0,
15.2,29.13,10.25,31.24,1.47,24.95,27.11,25.17,94.65,,,2024-06-11 06:45:00,0.0,,0.0,
15.2,29.13,10.38,32.37,2.08,25.66,25.96,25.36,94.65,,0.01,2024-06-11 07:00:00,0.0,,0.0,
22.75,53.32,10.03,31.36,1.36,24.84,25.67,25.65,94.65,,0.08,2024-06-11 07:15:00,0.0,,0.0,
25.19,61.15,9.68,28.25,1.27,22.9,28.27,25.88,94.65,,0.28,2024-06-11 07:30:00,0.0,0.06,0.87,0.12
25.19,61.15,8.79,27.56,0.73,21.81,25.26,26.02,94.65,,0.1,2024-06-11 07:45:00,1.14,0.05,0.44,0.08
25.19,61.15,9.42,27.11,0.71,22.08,25.06,25.88,94.65,,0.16,2024-06-11 08:00:00,0.69,0.05,0.32,0.08
19.63,38.96,9.84,27.09,0.96,22.41,25.94,25.89,94.65,,0.27,2024-06-11 08:15:00,0.58,0.04,0.31,0.06
17.83,31.78,9.67,27.53,0.86,22.5,23.21,26.04,94.65,,0.23,2024-06-11 08:30:00,0.01,0.02,0.01,0.06
17.83,31.78,9.32,27.26,0.82,22.08,26.98,26.0,94.65,,0.1,2024-06-11 08:45:00,0.0,,0.0,
17.83,31.78,9.11,26.96,0.75,21.74,27.65,26.22,94.65,,2.04,2024-06-11 09:00:00,0.0,,0.0,
12.58,36.9,9.2,26.56,0.62,21.6,30.14,26.67,94.64,43.04,1.5,2024-06-11 09:15:00,0.0,,0.0,
10.88,38.55,9.52,26.84,0.51,22.02,31.58,26.88,94.63,49.53,0.75,2024-06-11 09:30:00,0.18,0.02,0.17,0.03
10.88,38.55,8.91,27.26,0.21,21.75,30.79,26.81,94.62,,0.14,2024-06-11 09:45:00,1.19,0.36,1.68,0.51
10.88,38.55,9.45,27.65,0.77,22.39,34.56,26.77,94.62,,1.66,2024-06-11 10:00:00,1.66,0.53,2.4,0.74
11.79,41.21,10.15,28.99,1.32,23.67,33.57,27.12,94.62,45.63,1.57,2024-06-11 10:15:00,1.64,0.53,2.39,0.74
12.08,42.07,9.34,27.54,1.25,22.25,37.39,27.24,93.2,40.36,1.22,2024-06-11 10:30:00,1.71,0.54,2.51,0.76
12.08,42.07,9.16,28.25,1.07,22.48,37.71,27.29,88.6,48.67,0.56,2024-06-11 10:45:00,1.72,0.54,2.49,0.76
12.08,42.07,9.58,28.9,0.83,23.16,36.79,27.23,81.48,,1.74,2024-06-11 11:00:00,1.69,0.54,2.44,0.76
7.61,30.45,9.83,29.25,0.84,23.55,35.84,27.71,75.47,47.76,1.91,2024-06-11 11:15:00,1.7,0.55,2.44,0.76
6.17,26.7,10.04,29.16,0.7,23.67,37.37,27.63,74.36,,0.68,2024-06-11 11:30:00,1.72,0.55,2.55,0.78
6.17,26.7,9.15,28.42,0.62,22.56,39.24,27.73,73.75,,0.4,2024-06-11 11:45:00,1.75,0.56,2.7,0.8
6.17,26.7,8.97,28.01,0.56,22.19,41.83,27.69,73.55,,0.83,2024-06-11 12:00:00,1.71,0.58,3.3,0.94
6.52,42.62,9.48,27.47,0.65,22.32,43.65,27.77,73.94,,0.59,2024-06-11 12:15:00,1.65,0.59,3.12,0.91
6.64,47.77,9.27,29.16,0.66,23.05,41.72,28.02,72.82,,0.25,2024-06-11 12:30:00,1.62,0.57,2.84,0.84
6.64,47.77,9.33,29.5,0.54,23.28,42.19,27.84,71.91,,,2024-06-11 12:45:00,1.65,0.58,2.79,0.82
6.64,47.77,9.04,27.53,0.58,21.99,46.91,27.81,71.85,47.59,0.99,2024-06-11 13:00:00,1.64,0.59,2.95,0.86
12.24,43.07,8.84,27.31,0.78,21.71,46.6,28.38,69.92,,0.73,2024-06-11 13:15:00,1.62,0.56,2.84,0.84
14.05,41.54,9.19,26.74,0.64,21.7,49.04,28.46,69.85,,0.5,2024-06-11 13:30:00,1.58,0.54,2.62,0.78
14.05,41.54,9.24,27.32,0.58,22.04,51.11,28.51,69.97,,0.57,2024-06-11 13:45:00,1.63,0.55,3.09,0.84
14.05,41.54,8.96,28.32,0.66,22.35,51.09,28.66,69.47,,0.2,2024-06-11 14:00:00,1.63,0.57,3.23,0.89
17.09,46.86,8.67,27.86,0.89,21.87,54.6,28.57,69.44,,0.07,2024-06-11 14:15:00,1.68,0.57,3.13,0.87
18.07,48.58,8.81,28.01,0.91,22.06,55.11,28.52,70.94,,0.29,2024-06-11 14:30:00,1.75,0.57,3.08,0.86
18.07,48.58,9.06,28.21,0.43,22.37,53.85,28.36,70.19,45.26,0.82,2024-06-11 14:45:00,1.77,0.56,2.85,0.82
18.07,48.58,9.24,29.28,0.32,23.08,54.37,28.59,68.33,,1.12,2024-06-11 15:00:00,1.84,0.56,2.77,0.8
16.48,42.81,9.77,29.48,0.49,23.62,53.83,28.66,67.09,,0.98,2024-06-11 15:15:00,1.81,0.57,2.7,0.8
15.96,40.94,9.32,27.71,0.38,22.32,50.36,28.65,67.63,43.59,1.59,2024-06-11 15:30:00,1.76,0.56,2.58,0.78
15.96,40.94,9.52,28.25,0.32,22.76,46.18,28.69,66.87,40.06,1.68,2024-06-11 15:45:00,3.08,0.61,3.2,0.84
15.96,40.94,9.72,28.28,0.21,22.95,44.03,28.87,67.76,,1.21,2024-06-11 16:00:00,2.58,0.6,2.83,0.82
24.61,46.49,9.74,29.01,0.11,23.35,43.72,28.67,67.52,49.71,0.6,2024-06-11 16:15:00,1.79,0.57,2.62,0.78
27.4,48.28,9.63,27.6,0.23,22.51,45.62,28.14,69.03,13.94,0.26,2024-06-11 16:30:00,1.63,0.56,2.63,0.76
27.4,48.28,9.3,28.15,0.18,22.53,45.23,27.9,70.84,,,2024-06-11 16:45:00,1.63,0.55,2.54,0.75
27.4,48.28,9.16,28.24,0.3,22.47,44.74,27.64,71.48,,,2024-06-11 17:00:00,1.64,0.55,2.52,0.75
25.87,47.85,9.14,28.35,0.23,22.51,42.78,27.52,72.35,,,2024-06-11 17:15:00,1.67,0.56,2.6,0.77
25.38,47.71,8.74,28.28,0.24,22.15,40.6,27.11,73.62,,,2024-06-11 17:30:00,1.67,0.56,2.55,0.76
25.38,47.71,8.94,28.15,0.15,22.25,36.79,26.61,74.07,,,2024-06-11 17:45:00,1.66,0.57,2.55,0.77
25.38,47.71,8.87,27.98,0.25,22.1,35.36,26.48,74.97,,,2024-06-11 18:00:00,1.59,0.56,2.47,0.76
22.88,43.89,8.85,27.94,0.63,22.06,32.88,26.31,77.63,,,2024-06-11 18:15:00,1.58,0.55,2.43,0.75
22.12,42.8,8.92,28.38,0.87,22.35,31.58,26.22,81.77,,,2024-06-11 18:30:00,1.46,0.51,2.28,0.72
22.12,42.8,8.29,28.53,0.68,21.92,31.16,26.1,89.36,,,2024-06-11 18:45:00,1.4,0.5,2.2,0.7
22.12,42.8,8.95,28.75,0.74,22.57,29.12,26.12,94.62,,,2024-06-11 19:00:00,1.4,0.5,2.2,0.7
14.61,28.76,8.9,29.97,1.11,23.18,27.31,26.07,94.62,,,2024-06-11 19:15:00,1.4,0.5,2.2,0.7
12.17,24.22,8.81,29.78,0.93,23.0,28.28,25.83,94.62,,,2024-06-11 19:30:00,1.4,0.5,2.2,0.7
12.17,24.22,8.46,29.01,0.78,22.31,30.49,25.8,94.62,,,2024-06-11 19:45:00,1.4,0.5,2.2,0.7
12.17,24.22,8.26,29.46,0.89,22.39,27.97,25.88,94.62,,,2024-06-11 20:00:00,1.4,0.5,2.2,0.7
13.72,30.76,8.86,29.35,1.17,22.82,26.11,25.87,94.62,,,2024-06-11 20:15:00,1.4,0.5,2.2,0.7
14.22,32.88,9.2,28.74,1.17,22.77,25.29,25.79,94.62,,,2024-06-11 20:30:00,1.4,0.5,2.2,0.7
14.22,32.88,9.02,28.82,1.04,22.67,25.41,25.75,94.62,,,2024-06-11 20:45:00,1.4,0.5,2.2,0.7
14.22,32.88,9.04,28.57,1.1,22.55,25.49,25.68,94.62,,,2024-06-11 21:00:00,1.4,0.5,2.2,0.7
9.4,48.54,8.76,27.16,1.19,21.56,26.46,25.62,94.62,,,2024-06-11 21:15:00,1.4,0.5,2.2,0.7
7.84,53.6,8.93,26.51,1.06,21.36,28.4,25.43,94.62,,,2024-06-11 21:30:00,1.4,0.5,2.2,0.7
7.84,53.6,8.68,25.95,0.92,20.86,29.47,25.27,94.62,,,2024-06-11 21:45:00,1.4,0.5,2.2,0.7
7.84,53.6,9.23,26.56,0.89,21.64,30.42,25.15,94.62,,,2024-06-11 22:00:00,1.4,0.5,2.2,0.7
7.41,35.34,8.94,25.84,0.98,21.01,30.54,24.93,94.63,,,2024-06-11 22:15:00,1.4,0.5,2.2,0.7
7.27,29.44,8.58,26.4,1.11,21.02,28.27,24.82,94.63,,,2024-06-11 22:30:00,1.4,0.5,2.2,0.7
7.27,29.44,8.72,26.41,1.07,21.14,26.35,24.78,94.62,,,2024-06-11 22:45:00,1.4,0.5,2.2,0.7
7.27,29.44,8.43,26.87,1.28,21.15,23.94,24.73,94.62,,,2024-06-11 23:00:00,1.4,0.5,2.2,0.7
5.41,19.26,8.62,27.75,1.36,21.77,22.32,24.72,94.63,,,2024-06-11 23:15:00,1.4,0.5,2.2,0.7
4.8,15.97,8.52,28.42,1.37,22.05,20.88,24.73,94.63,,,2024-06-11 23:30:00,1.4,0.5,2.2,0.7
4.8,15.97,8.76,28.87,1.33,22.48,16.47,24.73,94.62,,,2024-06-12 00:00:00,1.86,0.54,2.94,0.8
3.44,11.77,8.93,29.18,1.42,22.78,17.07,24.75,94.63,,,2024-06-12 00:15:00,1.87,0.54,2.95,0.8
3.0,10.41,9.57,29.41,1.5,23.43,17.14,24.76,94.63,,,2024-06-12 00:30:00,1.95,0.55,3.19,0.82
3.0,10.41,9.12,28.47,1.37,22.56,18.23,24.83,94.62,,,2024-06-12 00:45:00,1.98,0.56,3.25,0.85
3.0,10.41,8.81,27.86,1.23,21.98,20.09,24.88,94.62,,,2024-06-12 01:00:00,1.96,0.87,3.29,1.67
2.63,7.66,8.77,27.23,1.18,21.62,19.74,24.91,94.63,,,2024-06-12 01:15:00,1.83,3.18,3.39,3.85
2.51,6.77,8.36,27.29,1.28,21.31,18.48,24.94,94.63,,,2024-06-12 01:30:00,1.71,4.95,3.32,5.17
2.51,6.77,8.8,28.08,1.3,22.1,18.12,24.95,94.62,,,2024-06-12 01:45:00,1.71,5.0,3.2,5.4
2.51,6.77,8.91,28.94,1.52,22.64,15.61,24.87,94.62,,,2024-06-12 02:00:00,1.83,3.82,3.26,4.48
6.57,14.52,9.71,27.99,1.56,22.79,14.81,24.9,94.63,,,2024-06-12 02:15:00,1.92,2.88,3.27,3.34
7.88,17.03,9.07,27.56,1.52,22.03,15.65,24.9,94.63,,,2024-06-12 02:30:00,2.02,1.38,3.07,1.79
7.88,17.03,9.03,27.38,1.48,21.9,15.75,24.9,94.63,,,2024-06-12 02:45:00,2.12,0.66,3.01,1.01
7.88,17.03,8.64,27.77,1.36,21.79,17.28,24.9,94.62,,,2024-06-12 03:00:00,2.06,0.59,2.82,0.87
5.11,23.43,9.01,27.25,1.17,21.82,18.14,24.9,94.63,,,2024-06-12 03:15:00,2.0,0.57,2.64,0.81
4.22,25.5,9.23,27.82,1.22,22.3,18.97,24.94,94.62,,,2024-06-12 03:30:00,1.88,0.56,2.57,0.79
4.22,25.5,8.81,28.25,1.19,22.19,19.23,25.0,94.62,,,2024-06-12 03:45:00,1.77,0.55,2.56,0.79
4.22,25.5,8.99,26.99,1.16,21.66,20.75,25.03,94.62,,,2024-06-12 04:00:00,1.72,0.65,2.47,0.88
2.79,24.0,8.68,26.99,1.0,21.41,20.31,25.07,94.62,,,2024-06-12 04:15:00,1.69,0.73,2.63,0.9
2.32,23.52,8.64,26.54,0.93,21.14,19.64,25.09,94.62,,,2024-06-12 04:30:00,1.5,0.59,2.38,0.77
2.32,23.52,8.66,26.25,0.95,21.01,21.43,25.12,94.62,,,2024-06-12 04:45:00,1.41,0.51,2.2,0.71
2.32,23.52,8.95,26.37,0.95,21.3,21.55,25.14,94.62,,,2024-06-12 05:00:00,1.41,0.52,2.2,0.71
1.9,16.3,8.54,26.8,1.04,21.2,21.7,25.16,94.63,,,2024-06-12 05:15:00,1.41,0.51,2.2,0.7
1.77,13.96,8.19,27.38,1.1,21.22,21.11,25.15,94.63,,,2024-06-12 05:30:00,1.4,0.5,2.2,0.7
1.77,13.96,11.29,31.64,1.85,26.01,20.86,25.15,94.62,,,2024-06-12 05:45:00,1.4,0.5,2.2,0.7
1.77,13.96,15.8,37.83,2.74,32.97,17.44,25.14,94.62,,,2024-06-12 06:00:00,1.4,0.5,2.2,0.7
19.55,27.18,11.87,33.69,2.13,27.57,15.61,25.13,94.63,,,2024-06-12 06:15:00,1.4,0.5,2.2,0.7
25.31,31.45,11.11,35.54,2.16,27.94,15.15,25.21,94.63,,,2024-06-12 06:30:00,1.4,0.5,2.2,0.7
25.31,31.45,13.33,37.79,3.19,30.94,15.76,25.27,94.62,,,2024-06-12 06:45:00,1.4,0.5,2.2,0.7
25.31,31.45,11.25,34.74,3.03,27.63,15.08,25.3,94.62,,,2024-06-12 07:00:00,1.4,0.5,2.2,0.7
32.2,56.14,10.27,32.52,1.96,25.65,16.73,25.47,94.62,,,2024-06-12 07:15:00,1.4,0.5,2.2,0.7
34.43,64.12,10.66,31.75,1.66,25.56,16.17,25.65,94.62,,,2024-06-12 07:30:00,1.4,0.5,2.2,0.7
34.43,64.12,9.95,30.09,1.4,24.09,17.33,25.82,94.62,49.66,0.23,2024-06-12 07:45:00,1.4,0.5,2.2,0.7
34.43,64.12,9.75,29.45,1.35,23.59,18.95,26.07,94.62,,0.26,2024-06-12 08:00:00,1.4,0.5,2.2,0.7
29.47,42.9,9.44,28.51,1.25,22.84,22.27,26.23,94.62,,0.51,2024-06-12 08:15:00,1.4,0.5,2.2,0.7
27.86,36.03,9.44,26.48,1.07,21.76,26.4,26.5,94.62,,0.63,2024-06-12 08:30:00,1.4,0.5,2.2,0.7
27.86,36.03,9.45,25.82,1.15,21.42,27.44,26.89,94.32,48.28,0.73,2024-06-12 08:45:00,1.64,0.52,2.41,0.74
27.86,36.03,9.06,25.49,1.12,20.92,27.85,27.3,79.24,45.41,3.13,2024-06-12 09:00:00,1.73,0.53,2.49,0.75
17.59,37.97,9.4,26.3,1.06,21.64,28.21,27.61,73.95,42.56,1.73,2024-06-12 09:15:00,1.66,0.53,2.44,0.74
14.27,38.59,9.17,26.32,1.04,21.46,28.3,27.47,72.75,,,2024-06-12 09:30:00,1.64,0.53,2.45,0.75
14.27,38.59,8.93,26.48,1.01,21.34,28.48,27.32,72.65,49.99,0.12,2024-06-12 09:45:00,1.65,0.53,2.45,0.75
14.27,38.59,9.17,27.04,0.86,21.84,27.66,27.8,71.13,41.65,3.4,2024-06-12 10:00:00,1.61,0.52,2.42,0.75
14.27,28.49,9.3,25.81,0.47,21.3,28.17,28.35,68.55,37.17,5.53,2024-06-12 10:15:00,1.58,0.52,2.42,0.75
,25.22,8.91,26.03,0.42,21.09,28.0,28.62,68.36,36.75,8.27,2024-06-12 10:30:00,1.4,0.5,2.2,0.7
,25.22,8.85,26.35,0.66,21.21,29.68,28.94,67.12,44.8,5.47,2024-06-12 10:45:00,1.59,0.54,2.42,0.78
,25.22,9.13,26.22,0.68,21.37,31.51,28.66,68.72,48.36,1.83,2024-06-12 11:00:00,1.64,0.56,2.47,0.83
,20.06,9.03,26.37,0.68,21.37,31.85,28.57,68.64,,8.11,2024-06-12 11:15:00,1.59,0.57,2.43,0.85
,18.39,9.15,25.85,0.5,21.19,33.02,29.0,67.7,45.9,2.37,2024-06-12 11:30:00,1.54,0.53,2.37,0.77
,18.39,8.6,26.61,0.42,21.14,33.22,28.91,67.31,41.44,3.48,2024-06-12 11:45:00,1.52,0.52,2.36,0.74
,18.39,9.33,26.81,0.64,21.85,33.15,28.84,66.71,,,2024-06-12 12:00:00,1.56,0.54,2.4,0.78
,24.18,9.32,26.44,0.64,21.64,33.74,29.04,65.26,,0.33,2024-06-12 12:15:00,1.58,0.56,2.43,0.81
,26.05,9.09,26.83,0.71,21.67,33.58,29.33,65.68,,0.83,2024-06-12 12:30:00,1.54,0.57,2.46,0.85
