pm2.5,pm10,no,no2,co,nox,ozone,at,rh,ws,wd,timestamp,benzene,eth_benzene,toluene,mp_xylene
28.13,72.53,7.0,28.89,0.81,21.06,49.3,27.34,19.0,44.72,4.08,2024-09-16 12:00:00,0.0,,0.0,
28.13,72.53,5.83,26.85,0.81,19.02,53.24,27.86,19.0,,0.34,2024-09-16 12:15:00,0.0,,0.0,
18.5,64.02,5.55,26.67,0.83,18.7,57.73,27.71,19.0,,,2024-09-16 12:30:00,0.0,,0.0,
16.72,62.32,7.05,30.72,0.84,22.07,61.28,27.96,19.0,48.69,0.68,2024-09-16 12:45:00,0.0,,0.0,
16.72,62.32,5.6,29.5,0.84,20.24,34.0,28.08,19.0,44.96,2.32,2024-09-16 13:00:00,0.0,,0.0,
16.72,62.32,4.63,27.35,0.81,18.31,68.79,28.26,19.0,45.42,6.97,2024-09-16 13:15:00,0.0,,0.0,
14.15,65.71,4.46,25.22,0.8,17.05,72.72,28.42,19.0,46.15,9.03,2024-09-16 13:30:00,0.0,,0.0,
13.68,66.39,4.59,25.27,0.82,17.17,74.71,28.0,19.0,45.68,4.88,2024-09-16 13:45:00,0.0,,0.0,
13.68,66.39,3.99,23.01,0.84,15.48,74.89,27.91,19.0,,,2024-09-16 14:00:00,0.0,,0.0,
13.68,66.39,4.78,26.71,0.85,18.09,76.32,27.43,19.0,,,2024-09-16 14:15:00,0.0,,0.0,
19.46,64.32,5.4,28.41,0.86,19.5,73.55,27.33,19.0,,,2024-09-16 14:30:00,0.0,,0.0,
20.52,63.91,4.26,24.82,0.87,16.67,63.38,26.91,19.0,,,2024-09-16 14:45:00,0.0,,0.0,
20.52,63.91,4.32,23.5,0.87,16.01,53.93,26.62,19.0,,,2024-09-16 15:00:00,0.0,,0.0,
20.52,63.91,3.79,23.44,0.88,15.55,50.23,26.63,19.0,,,2024-09-16 15:15:00,0.0,,0.0,
21.92,57.33,4.23,25.88,0.88,17.21,53.33,26.62,19.01,,,2024-09-16 15:30:00,0.0,,0.0,
22.17,56.02,4.12,26.97,0.9,17.7,64.95,26.62,19.01,,,2024-09-16 15:45:00,0.0,,0.0,
22.17,56.02,4.4,27.13,0.9,18.01,60.55,26.68,19.0,,,2024-09-16 16:00:00,0.0,,0.0,
22.17,56.02,4.39,24.33,0.94,16.51,64.76,26.74,19.01,,,2024-09-16 16:15:00,0.0,,0.0,
20.59,51.56,4.27,24.6,0.89,16.56,69.13,27.28,19.01,,,2024-09-16 16:30:00,0.0,,0.0,
20.3,50.67,3.77,26.09,0.88,16.95,72.37,27.09,19.0,,,2024-09-16 16:45:00,0.0,,0.0,
20.3,50.67,3.75,23.65,0.89,15.63,74.71,26.6,19.0,,,2024-09-16 17:00:00,0.0,,0.0,
20.3,50.67,4.21,24.72,0.89,16.57,75.4,26.44,19.0,,,2024-09-16 17:15:00,0.0,,0.0,
19.42,51.05,4.68,25.06,0.9,17.14,69.85,26.2,19.01,,,2024-09-16 17:30:00,0.0,,0.0,
19.26,51.13,5.32,29.62,0.89,20.08,68.73,25.87,19.0,,,2024-09-16 17:45:00,0.0,,0.0,
19.26,51.13,5.18,31.35,0.9,20.88,68.42,25.59,19.01,,,2024-09-16 18:00:00,0.0,,0.0,
19.26,51.13,3.83,26.17,0.92,17.03,63.21,25.36,19.01,,,2024-09-16 18:15:00,0.0,,0.0,
19.01,58.58,4.52,28.05,0.93,18.59,64.17,25.19,19.01,,,2024-09-16 18:30:00,0.0,,0.0,
18.96,60.07,4.29,28.23,0.95,18.5,64.37,25.05,19.01,,,2024-09-16 18:45:00,0.0,,0.0,
18.96,60.07,4.0,28.35,0.99,18.34,56.19,24.92,19.01,,,2024-09-16 19:00:00,0.0,,0.0,
18.96,60.07,4.67,27.47,0.99,18.41,52.98,24.87,19.01,,,2024-09-16 19:15:00,0.0,,0.0,
31.12,61.75,4.5,28.6,1.02,18.87,45.67,24.77,19.01,,,2024-09-16 19:30:00,0.0,,0.0,
33.36,62.08,4.39,29.65,0.95,19.34,41.99,24.65,19.01,,,2024-09-16 19:45:00,0.0,,0.0,
33.36,62.08,4.13,26.96,0.96,17.7,40.29,24.55,19.01,,,2024-09-16 20:00:00,0.0,,0.0,
33.36,62.08,4.41,29.17,1.01,19.1,32.68,24.38,19.01,,,2024-09-16 20:15:00,0.0,,0.0,
21.51,62.15,5.12,29.52,1.0,19.86,31.71,24.25,19.01,,,2024-09-16 20:30:00,0.0,,0.0,
19.33,62.16,5.93,28.91,0.97,20.2,29.25,24.05,19.01,,,2024-09-16 20:45:00,0.0,,0.0,
19.33,62.16,4.86,26.84,0.94,18.23,28.24,23.96,19.01,,,2024-09-16 21:00:00,0.0,,0.0,
19.33,62.16,4.39,25.54,0.95,17.15,28.16,23.89,19.01,,,2024-09-16 21:15:00,0.0,,0.0,
15.24,60.38,5.55,27.44,0.96,19.11,28.36,23.8,19.01,,,2024-09-16 21:30:00,0.0,,0.0,
14.49,60.02,5.51,27.51,0.9,19.11,33.12,23.75,19.01,,,2024-09-16 21:45:00,0.0,,0.0,
14.49,60.02,5.59,28.19,0.91,19.54,34.48,23.73,19.01,,,2024-09-16 22:00:00,0.0,,0.0,
14.49,60.02,5.69,29.78,0.9,20.46,33.71,23.72,19.01,,,2024-09-16 22:15:00,0.0,,0.0,
10.75,49.62,6.73,31.04,0.88,21.98,34.24,23.76,19.01,,,2024-09-16 22:30:00,0.0,,0.0,
10.06,47.7,8.5,32.39,0.87,24.14,33.44,23.82,19.01,,,2024-09-16 22:45:00,0.0,,0.0,
10.06,47.7,6.84,29.75,0.86,21.38,30.74,23.87,19.01,,,2024-09-16 23:00:00,0.0,,0.0,
10.06,47.7,6.36,28.44,0.85,20.3,30.52,23.89,19.01,,,2024-09-16 23:15:00,0.0,,0.0,
21.05,47.56,5.13,25.39,0.87,17.67,16.0,23.9,19.01,,,2024-09-16 23:30:00,0.0,,0.0,
23.07,47.53,7.19,28.97,0.88,21.26,29.12,23.71,19.01,,,2024-09-17 00:00:00,0.0,,0.0,
23.07,47.53,9.51,36.47,1.06,27.13,18.29,23.61,19.01,,,2024-09-17 00:15:00,0.0,,0.0,
19.37,46.92,11.6,39.34,1.08,30.36,12.25,23.48,19.01,,,2024-09-17 00:30:00,0.0,,0.0,
18.69,46.8,15.13,41.75,1.01,34.51,8.68,23.35,19.01,,,2024-09-17 00:45:00,0.0,,0.0,
18.69,46.8,10.04,33.49,0.92,25.98,15.13,23.17,19.01,,,2024-09-17 01:00:00,0.0,,0.0,
18.69,46.8,8.78,31.23,0.87,23.75,22.98,23.17,19.01,,,2024-09-17 01:15:00,0.0,,0.0,
20.39,50.32,8.55,29.06,0.82,22.41,27.67,23.23,19.01,,,2024-09-17 01:30:00,0.0,,0.0,
20.71,51.02,9.36,30.32,0.82,23.73,28.11,23.21,19.01,,,2024-09-17 01:45:00,0.0,,0.0,
20.71,51.02,7.7,27.5,0.81,20.89,28.64,23.21,19.01,,,2024-09-17 02:00:00,0.0,,0.0,
20.71,51.02,8.31,28.85,0.83,22.1,28.46,23.21,19.01,,,2024-09-17 02:15:00,0.0,,0.0,
14.68,39.82,8.9,30.91,0.84,23.68,28.53,23.18,19.01,,,2024-09-17 02:30:00,0.0,,0.0,
13.58,37.57,14.06,37.05,0.86,31.13,28.21,23.15,19.01,,,2024-09-17 02:45:00,0.0,,0.0,
13.58,37.57,10.65,30.52,0.83,24.89,28.05,23.11,19.01,,,2024-09-17 03:00:00,0.0,,0.0,
13.58,37.57,11.63,33.17,0.82,27.1,27.28,23.05,19.01,,,2024-09-17 03:15:00,0.0,,0.0,
11.01,36.41,11.85,34.06,0.86,27.76,26.45,22.94,19.01,,,2024-09-17 03:30:00,0.0,,0.0,
10.54,36.17,9.63,31.53,0.84,24.6,27.02,22.87,19.01,,,2024-09-17 03:45:00,0.0,,0.0,
10.54,36.17,11.07,33.05,0.83,26.58,28.08,22.83,19.01,,,2024-09-17 04:00:00,0.0,,0.0,
10.54,36.17,10.09,29.68,0.82,23.99,28.52,22.78,19.01,,,2024-09-17 04:15:00,0.0,,0.0,
7.77,38.8,12.96,34.44,0.83,28.86,28.96,22.74,19.01,,,2024-09-17 04:30:00,0.0,,0.0,
7.26,39.33,12.43,33.44,0.83,27.89,28.68,22.68,19.01,,,2024-09-17 04:45:00,0.0,,0.0,
7.26,39.33,14.07,35.7,0.84,30.43,29.65,22.71,19.01,,,2024-09-17 05:00:00,0.0,,0.0,
7.26,39.33,16.76,40.5,0.84,35.17,31.1,22.72,19.01,,,2024-09-17 05:15:00,0.0,,0.0,
7.43,32.1,15.03,37.53,0.87,32.18,29.61,22.78,19.01,,,2024-09-17 05:30:00,0.0,,0.0,
7.47,30.65,19.43,38.35,1.23,36.2,24.03,22.85,19.01,,,2024-09-17 05:45:00,0.0,,0.0,
7.47,30.65,31.33,46.67,1.92,50.3,23.61,22.85,19.01,,,2024-09-17 06:00:00,0.0,,0.0,
7.47,30.65,46.32,54.73,1.73,66.77,11.08,22.88,19.01,,,2024-09-17 06:15:00,0.0,,0.0,
60.21,67.3,46.76,54.1,1.78,66.79,7.63,22.93,19.01,,,2024-09-17 06:30:00,0.0,,0.0,
69.93,74.63,46.53,53.04,3.09,66.04,4.0,22.98,19.01,,,2024-09-17 06:45:00,0.0,,0.0,
69.93,74.63,87.67,63.62,4.39,105.12,14.73,23.09,19.01,,,2024-09-17 07:00:00,0.0,,0.0,
69.93,74.63,30.26,46.98,2.28,49.59,21.45,23.29,19.01,,,2024-09-17 07:15:00,0.0,,0.0,
69.93,121.66,17.93,39.45,2.18,35.56,14.16,23.56,19.01,,,2024-09-17 07:30:00,0.0,,0.0,
,131.07,17.16,39.67,1.79,35.06,16.31,23.68,19.01,,,2024-09-17 07:45:00,0.0,,0.0,
,131.07,9.32,31.56,1.36,24.37,18.72,23.75,19.01,,,2024-09-17 08:00:00,0.0,,0.0,
,131.07,18.64,39.3,1.28,36.05,20.28,24.05,19.01,,,2024-09-17 08:15:00,0.0,,0.0,
62.49,96.62,6.98,26.52,1.04,19.78,26.17,24.17,19.01,,,2024-09-17 08:30:00,0.0,,0.0,
62.49,89.74,12.94,34.19,1.03,28.7,28.06,24.47,19.01,,,2024-09-17 08:45:00,0.0,,0.0,
62.49,89.74,9.01,29.16,0.98,22.84,32.39,24.88,19.01,,,2024-09-17 09:00:00,0.0,,0.0,
62.49,89.74,11.04,29.61,0.98,24.73,36.86,25.04,19.01,,,2024-09-17 09:15:00,0.0,,0.0,
38.52,76.13,5.68,24.2,0.92,17.49,39.81,25.32,19.01,,,2024-09-17 09:30:00,0.0,,0.0,
34.1,73.4,6.81,24.54,0.89,18.59,42.42,25.57,19.0,,,2024-09-17 09:45:00,0.0,,0.0,
34.1,73.4,10.78,32.4,0.94,26.0,44.59,25.69,19.01,,,2024-09-17 10:00:00,0.0,,0.0,
34.1,73.4,8.52,29.24,0.9,22.48,50.06,26.08,19.0,,,2024-09-17 10:15:00,0.0,,0.0,
21.28,59.1,11.07,34.86,0.97,27.55,54.14,26.61,19.0,,,2024-09-17 10:30:00,0.0,,0.0,
18.92,56.24,9.39,33.36,0.9,25.38,57.24,26.75,19.0,23.85,3.54,2024-09-17 10:45:00,0.0,,0.0,
18.92,56.24,10.83,34.92,0.92,27.38,58.16,26.91,19.0,36.73,1.5,2024-09-17 11:00:00,0.0,,0.0,
18.92,56.24,9.39,33.92,0.87,25.67,56.96,26.8,19.0,,,2024-09-17 11:15:00,0.0,,0.0,
15.44,54.38,6.56,27.76,0.84,20.1,58.18,26.8,19.0,,,2024-09-17 11:30:00,0.0,,0.0,
14.8,54.01,7.36,28.59,0.83,21.19,58.04,26.84,19.0,48.46,2.69,2024-09-17 11:45:00,0.0,,0.0,
14.8,54.01,8.08,29.33,0.84,22.17,57.62,27.13,19.0,47.33,1.57,2024-09-17 12:00:00,0.0,,0.0,
14.8,54.01,6.76,30.28,0.87,21.6,56.44,27.19,19.0,,,2024-09-17 12:15:00,0.0,,0.0,
10.69,59.15,6.64,29.1,0.83,20.88,56.98,27.27,19.0,,,2024-09-17 12:30:00,0.0,,0.0,
9.94,60.18,6.18,27.86,0.83,19.84,57.6,27.48,19.0,,,2024-09-17 12:45:00,0.0,,0.0,
9.94,60.18,5.45,25.89,0.8,18.21,58.68,27.86,19.0,45.81,5.71,2024-09-17 13:00:00,0.0,,0.0,
9.94,60.18,4.87,23.61,0.79,16.52,61.22,27.75,19.0,42.37,8.76,2024-09-17 13:15:00,0.0,,0.0,
10.58,52.19,6.5,28.98,0.8,20.7,62.32,27.81,19.0,44.19,7.51,2024-09-17 13:30:00,0.0,,0.0,
10.71,50.6,5.16,22.0,0.78,15.9,63.88,27.97,19.0,45.83,7.1,2024-09-17 13:45:00,0.0,,0.0,
10.71,50.6,3.89,21.69,0.78,14.69,63.33,27.94,19.0,,,2024-09-17 14:00:00,0.0,,0.0,
10.71,50.6,3.52,19.68,0.78,13.33,64.58,27.83,19.0,,,2024-09-17 14:15:00,0.0,,0.0,
14.19,50.08,5.36,26.35,0.81,18.37,65.34,27.78,19.0,,,2024-09-17 14:30:00,0.0,,0.0,
14.88,49.98,4.21,21.71,0.79,14.97,63.36,28.19,19.0,,,2024-09-17 14:45:00,0.0,,0.0,
14.88,49.98,3.32,20.56,0.79,13.64,65.19,27.96,19.0,45.13,3.92,2024-09-17 15:00:00,0.0,,0.0,
14.88,49.98,4.89,23.06,0.81,16.25,66.49,27.95,19.0,,,2024-09-17 15:15:00,0.0,,0.0,
17.12,44.97,3.84,21.3,0.79,14.46,68.09,27.91,19.0,,,2024-09-17 15:30:00,0.0,,0.0,
17.57,43.96,4.72,26.09,0.79,17.72,69.6,27.87,19.0,,,2024-09-17 15:45:00,0.0,,0.0,
17.57,43.96,3.94,22.53,0.78,15.19,70.11,27.93,19.0,,,2024-09-17 16:00:00,0.0,,0.0,
17.57,43.96,3.76,19.55,0.8,13.46,72.04,27.89,19.0,,,2024-09-17 16:15:00,0.0,,0.0,
12.04,47.81,4.57,23.0,0.83,15.95,75.61,27.51,19.0,,,2024-09-17 16:30:00,0.0,,0.0,
10.94,48.58,4.31,24.34,0.87,16.45,85.66,26.95,19.0,,,2024-09-17 16:45:00,0.0,,0.0,
10.94,48.58,3.98,24.73,0.93,16.39,105.39,26.33,19.0,,,2024-09-17 17:00:00,0.0,,0.0,
10.94,48.58,3.77,25.47,0.93,16.61,100.3,26.02,19.01,,,2024-09-17 17:15:00,0.0,,0.0,
18.81,59.96,3.63,27.51,0.91,17.58,90.67,25.89,19.0,,,2024-09-17 17:30:00,0.0,,0.0,
20.39,62.24,3.89,27.46,0.88,17.77,84.43,25.52,19.0,,,2024-09-17 17:45:00,0.0,,0.0,
20.39,62.24,3.42,28.3,0.86,17.83,80.06,25.24,19.01,,,2024-09-17 18:00:00,0.0,,0.0,
20.39,62.24,3.56,27.43,0.88,17.48,75.4,25.08,19.01,,,2024-09-17 18:15:00,0.0,,0.0,
30.27,66.99,4.34,31.36,0.9,20.21,69.87,24.95,19.01,,,2024-09-17 18:30:00,0.0,,0.0,
32.24,67.94,4.09,28.95,0.91,18.72,67.08,24.77,19.01,,,2024-09-17 18:45:00,0.0,,0.0,
32.24,67.94,3.91,29.6,0.91,18.92,64.75,24.67,19.01,,,2024-09-17 19:00:00,0.0,,0.0,
32.24,67.94,3.97,28.29,0.95,18.28,60.34,24.56,19.01,,,2024-09-17 19:15:00,0.0,,0.0,
29.2,64.7,4.13,29.62,0.97,19.11,55.81,24.42,19.01,,,2024-09-17 19:30:00,0.0,,0.0,
28.59,64.06,4.46,29.46,0.97,19.29,50.01,24.21,19.01,,,2024-09-17 19:45:00,0.0,,0.0,
28.59,64.06,4.25,28.19,0.91,18.45,54.16,24.0,19.01,,,2024-09-17 20:00:00,0.0,,0.0,
28.59,64.06,4.48,30.35,0.91,19.78,57.1,23.83,19.01,,,2024-09-17 20:15:00,0.0,,0.0,
18.42,55.01,5.23,32.81,0.88,21.7,63.92,23.75,19.01,,,2024-09-17 20:30:00,0.0,,0.0,
16.38,53.2,5.0,32.13,0.91,21.16,60.42,23.84,19.01,,,2024-09-17 20:45:00,0.0,,0.0,
16.38,53.2,5.45,35.74,0.96,23.44,46.48,23.81,19.01,,,2024-09-17 21:00:00,0.0,,0.0,
16.38,53.2,5.41,34.18,0.96,22.58,48.16,23.66,19.01,,,2024-09-17 21:15:00,0.0,,0.0,
29.66,56.83,5.74,36.5,0.99,24.08,46.8,23.51,19.01,,,2024-09-17 21:30:00,0.0,,0.0,
32.32,57.55,6.76,39.09,0.99,26.29,42.18,23.5,19.01,,,2024-09-17 21:45:00,0.0,,0.0,
32.32,57.55,5.63,35.32,0.95,23.37,37.33,23.52,19.01,,,2024-09-17 22:00:00,0.0,,0.0,
32.32,57.55,5.8,34.09,0.97,22.85,37.02,23.47,19.01,,,2024-09-17 22:15:00,0.0,,0.0,
20.67,55.36,7.24,36.64,0.94,25.38,35.06,23.43,19.01,,,2024-09-17 22:30:00,0.0,,0.0,
18.34,54.92,7.89,36.18,0.91,25.66,34.69,23.45,19.01,,,2024-09-17 22:45:00,0.0,,0.0,
18.34,54.92,7.31,30.73,0.89,22.29,35.22,23.51,19.01,,,2024-09-17 23:00:00,0.0,,0.0,
18.34,54.92,5.75,28.88,0.89,20.04,35.1,23.54,19.01,,,2024-09-17 23:15:00,0.0,,0.0,
22.33,51.69,5.36,28.16,0.87,19.34,35.29,23.47,19.01,,,2024-09-17 23:30:00,0.0,,0.0,
23.13,51.05,6.09,29.68,0.9,20.74,32.7,23.28,19.01,,,2024-09-18 00:00:00,0.0,,0.0,
23.13,51.05,6.14,28.17,0.89,19.98,32.48,23.2,19.01,,,2024-09-18 00:15:00,0.0,,0.0,
18.3,38.11,5.14,25.6,0.87,17.8,33.25,23.16,19.01,,,2024-09-18 00:30:00,0.0,,0.0,
17.34,35.52,6.87,28.81,0.86,20.91,33.49,23.1,19.01,,,2024-09-18 00:45:00,0.0,,0.0,
17.34,35.52,9.61,34.73,0.89,26.28,32.81,23.06,19.01,,,2024-09-18 01:00:00,0.0,,0.0,
17.34,35.52,8.84,33.24,0.88,24.87,32.16,23.04,19.01,,,2024-09-18 01:15:00,0.0,,0.0,
11.45,34.53,8.79,31.17,0.86,23.73,32.86,23.02,19.01,,,2024-09-18 01:30:00,0.0,,0.0,
10.37,34.33,11.54,36.59,0.87,28.84,31.93,22.96,19.01,,,2024-09-18 01:45:00,0.0,,0.0,
10.37,34.33,12.16,37.05,0.87,29.59,32.8,22.93,19.01,,,2024-09-18 02:00:00,0.0,,0.0,
10.37,34.33,8.86,30.25,0.89,23.3,32.44,22.83,19.01,,,2024-09-18 02:15:00,0.0,,0.0,
12.05,40.99,7.93,29.61,0.87,22.2,32.73,22.76,19.01,,,2024-09-18 02:30:00,0.0,,0.0,
12.36,42.32,9.91,32.54,0.89,25.36,30.44,22.68,19.01,,,2024-09-18 02:45:00,0.0,,0.0,
12.36,42.32,12.3,37.98,0.9,30.2,29.25,22.66,19.01,,,2024-09-18 03:00:00,0.0,,0.0,
12.36,42.32,13.14,38.3,0.91,31.05,29.12,22.61,19.01,,,2024-09-18 03:15:00,0.0,,0.0,
20.11,35.27,11.0,36.16,0.9,28.18,29.63,22.61,19.01,,,2024-09-18 03:30:00,0.0,,0.0,
21.53,33.86,10.43,34.89,0.9,27.04,28.9,22.59,19.01,,,2024-09-18 03:45:00,0.0,,0.0,
21.53,33.86,10.91,34.25,0.89,27.08,27.75,22.54,19.01,,,2024-09-18 04:00:00,0.0,,0.0,
21.53,33.86,11.87,36.97,0.91,29.32,27.74,22.48,19.01,,,2024-09-18 04:15:00,0.0,,0.0,
15.05,42.67,13.02,39.29,0.91,31.48,27.15,22.43,19.01,,,2024-09-18 04:30:00,0.0,,0.0,
13.85,44.44,13.51,39.42,0.89,31.95,26.76,22.37,19.01,,,2024-09-18 04:45:00,0.0,,0.0,
13.85,44.44,14.28,41.48,0.92,33.68,20.25,22.29,76.16,,,2024-09-18 05:00:00,0.0,,0.0,
13.85,44.44,18.82,45.16,0.94,39.32,12.22,22.14,94.64,,,2024-09-18 05:15:00,0.0,,0.0,
13.05,53.95,19.52,45.3,1.22,39.96,10.89,22.06,94.64,,,2024-09-18 05:30:00,0.0,,0.0,
12.9,55.85,19.73,45.91,1.09,40.46,9.94,21.99,94.64,,,2024-09-18 05:45:00,0.0,,0.0,
12.9,55.85,51.63,53.14,2.65,70.24,10.79,22.03,76.99,,,2024-09-18 06:00:00,0.0,,0.0,
12.9,55.85,32.66,50.13,1.23,53.22,5.88,21.96,19.01,,,2024-09-18 06:15:00,0.0,,0.0,
66.22,81.97,54.9,51.86,1.73,72.22,4.56,22.05,19.01,,,2024-09-18 06:30:00,0.0,,0.0,
76.04,87.19,44.73,52.24,2.13,64.16,5.47,22.2,19.01,,,2024-09-18 06:45:00,0.0,,0.0,
76.04,87.19,39.54,51.87,1.95,59.74,5.28,22.23,19.01,,,2024-09-18 07:00:00,0.0,,0.0,
76.04,87.19,65.29,59.65,2.68,84.81,6.06,22.48,19.01,,,2024-09-18 07:15:00,0.0,,0.0,
76.04,123.65,36.55,51.56,1.9,57.14,5.16,22.8,19.01,,,2024-09-18 07:30:00,0.0,,0.0,
,130.95,22.67,46.07,1.61,42.94,9.19,23.09,19.01,,,2024-09-18 07:45:00,0.0,,0.0,
,130.95,22.74,47.65,1.4,43.83,15.84,23.29,19.01,,,2024-09-18 08:00:00,0.0,,0.0,
,130.95,15.24,39.69,1.29,33.5,23.46,23.49,19.01,,,2024-09-18 08:15:00,0.0,,0.0,
64.4,113.64,8.78,31.64,1.11,23.97,31.24,23.72,19.01,,,2024-09-18 08:30:00,0.0,,0.0,
64.4,110.18,7.53,28.74,1.09,21.41,34.97,23.97,19.01,,,2024-09-18 08:45:00,0.0,,0.0,
64.4,110.18,13.61,35.78,1.08,30.1,37.56,24.31,19.01,,,2024-09-18 09:00:00,0.0,,0.0,
64.4,110.18,8.29,30.34,1.02,22.88,40.82,24.68,19.01,,,2024-09-18 09:15:00,0.0,,0.0,
48.03,86.48,7.59,27.49,0.99,20.8,41.77,24.9,19.01,,,2024-09-18 09:30:00,0.0,,0.0,
44.76,81.74,9.61,29.08,0.95,23.29,43.5,25.21,19.01,,,2024-09-18 09:45:00,0.0,,0.0,
44.76,81.74,6.66,24.53,0.92,18.47,44.94,25.54,19.01,,,2024-09-18 10:00:00,0.0,,0.0,
44.76,81.74,7.27,28.24,0.92,20.93,46.21,25.96,19.0,,,2024-09-18 10:15:00,0.0,,0.0,
26.43,62.4,9.61,29.67,0.94,23.59,46.03,26.31,19.01,,,2024-09-18 10:30:00,0.0,,0.0,
24.5,59.04,7.02,25.75,0.89,19.41,50.14,26.48,19.0,44.7,4.48,2024-09-18 10:45:00,0.0,,0.0,
24.5,59.04,5.48,23.52,0.89,16.97,52.82,26.72,19.0,42.86,3.05,2024-09-18 11:00:00,0.0,,0.0,
24.5,59.04,9.01,28.19,0.92,22.32,54.62,26.9,19.0,,,2024-09-18 11:15:00,0.0,,0.0,
21.75,57.89,7.91,28.21,0.95,21.44,53.23,27.3,19.0,,,2024-09-18 11:30:00,0.0,,0.0,
21.25,57.66,9.5,33.23,0.91,25.4,52.57,27.47,19.0,,,2024-09-18 11:45:00,0.0,,0.0,
21.25,57.66,8.2,29.76,0.89,22.5,54.42,27.09,19.0,46.09,6.22,2024-09-18 12:00:00,0.0,,0.0,
21.25,57.66,5.13,22.56,0.87,16.17,57.18,27.7,19.0,,,2024-09-18 12:15:00,0.0,,0.0,
14.73,53.28,6.16,26.46,0.86,19.08,57.69,27.83,19.0,,,2024-09-18 12:30:00,0.0,,0.0,
13.53,52.41,5.77,25.91,0.85,18.47,59.25,28.09,19.0,,,2024-09-18 12:45:00,0.0,,0.0,
13.53,52.41,5.42,25.06,0.81,17.74,61.65,28.37,19.0,44.9,7.18,2024-09-18 13:00:00,0.0,,0.0,
13.53,52.41,5.14,26.19,0.84,18.11,65.93,28.4,19.0,42.16,8.06,2024-09-18 13:15:00,0.0,,0.0,
10.1,52.81,5.68,27.13,0.87,19.05,68.39,28.6,19.0,47.1,9.33,2024-09-18 13:30:00,0.0,,0.0,
9.46,52.89,6.73,29.34,0.89,21.08,71.18,28.35,19.0,35.38,6.07,2024-09-18 13:45:00,0.0,,0.0,
9.46,52.89,4.72,24.31,0.83,16.77,76.85,28.17,19.0,,,2024-09-18 14:00:00,0.0,,0.0,
9.46,52.89,4.23,21.26,0.82,14.74,80.53,28.26,19.0,,,2024-09-18 14:15:00,0.0,,0.0,
12.18,61.3,4.3,23.64,0.84,16.07,79.98,28.75,19.0,,,2024-09-18 14:30:00,0.0,,0.0,
12.68,62.98,4.11,22.83,0.85,15.49,82.03,28.79,19.0,44.99,3.72,2024-09-18 14:45:00,0.0,,0.0,
12.68,62.98,3.83,25.81,0.82,16.84,89.92,28.44,19.0,44.09,2.31,2024-09-18 15:00:00,0.0,,0.0,
12.68,62.98,3.87,25.5,0.84,16.71,94.66,28.37,19.0,,,2024-09-18 15:15:00,0.0,,0.0,
22.3,61.74,3.49,24.79,0.87,16.02,91.99,28.56,19.0,,,2024-09-18 15:30:00,0.0,,0.0,
24.07,61.5,3.63,23.77,0.84,15.6,92.63,28.62,19.0,,,2024-09-18 15:45:00,0.0,,0.0,
24.07,61.5,4.33,27.17,0.86,17.97,94.62,28.41,19.0,,,2024-09-18 16:00:00,0.0,,0.0,
24.07,61.5,3.98,26.85,0.87,17.52,96.28,28.09,19.0,,,2024-09-18 16:15:00,0.0,,0.0,
20.03,67.31,4.51,30.64,0.87,19.97,98.25,27.94,19.01,,,2024-09-18 16:30:00,0.0,,0.0,
19.28,68.47,3.58,27.11,0.87,17.33,91.94,28.05,19.0,,,2024-09-18 16:45:00,0.0,,0.0,
19.28,68.47,3.25,24.02,0.86,15.42,89.14,27.87,19.01,,,2024-09-18 17:00:00,0.0,,0.0,
19.28,68.47,3.49,26.08,0.89,16.71,80.47,27.8,19.0,,,2024-09-18 17:15:00,0.0,,0.0,
17.42,67.3,3.39,25.65,0.92,16.4,94.6,27.48,19.01,,,2024-09-18 17:30:00,0.0,,0.0,
17.05,67.06,3.52,24.45,0.92,15.86,89.91,26.78,19.0,,,2024-09-18 17:45:00,0.0,,0.0,
17.05,67.06,3.38,26.54,0.96,16.87,76.77,26.38,19.01,,,2024-09-18 18:00:00,0.0,,0.0,
17.05,67.06,3.39,24.18,0.96,15.62,76.43,25.99,19.01,,,2024-09-18 18:15:00,0.0,,0.0,
27.99,78.36,4.91,31.28,1.0,20.63,73.68,25.77,19.01,,,2024-09-18 18:30:00,0.0,,0.0,
30.18,80.62,4.08,28.92,1.06,18.7,67.47,25.61,19.01,,,2024-09-18 18:45:00,0.0,,0.0,
30.18,80.62,3.77,27.21,1.01,17.54,63.56,25.36,19.01,,,2024-09-18 19:00:00,0.0,,0.0,
30.18,80.62,3.76,25.46,1.0,16.6,60.62,25.08,19.01,,,2024-09-18 19:15:00,0.0,,0.0,
31.23,74.16,3.55,23.16,1.01,15.2,55.24,24.89,19.01,,,2024-09-18 19:30:00,0.0,,0.0,
31.44,72.87,4.11,22.65,1.02,15.39,50.55,24.71,19.01,,,2024-09-18 19:45:00,0.0,,0.0,
31.44,72.87,4.14,23.11,1.0,15.66,48.64,24.55,19.01,,,2024-09-18 20:00:00,0.0,,0.0,
31.44,72.87,3.92,25.1,1.02,16.54,45.8,24.39,19.01,,,2024-09-18 20:15:00,0.0,,0.0,
25.57,72.71,4.38,25.29,1.02,17.02,46.32,24.25,19.01,,,2024-09-18 20:30:00,0.0,,0.0,
24.4,72.67,4.81,25.82,1.02,17.65,42.61,24.17,19.01,,,2024-09-18 20:45:00,0.0,,0.0,
