pm2.5,pm10,no,no2,so2,co,nox,ozone,ws,wd,timestamp,nh3,benzene,eth_benzene,toluene,mp_xylene
54.88,103.4,14.72,45.27,,25.4,35.46,55.71,1.41,63.81,2016-12-20 09:30:00,4.0,8.01,,88.64,17.61
54.88,103.4,10.5,39.77,,1.7,29.2,76.38,1.62,60.3,2016-12-20 09:45:00,3.45,3.08,,6.04,1.13
54.88,103.4,13.96,39.32,,23.77,31.74,82.67,1.88,67.31,2016-12-20 10:00:00,4.67,10.17,,84.56,15.77
55.08,107.67,7.64,30.6,60.19,1.09,22.11,110.27,1.91,77.25,2016-12-20 10:15:00,3.69,2.73,,,
55.48,116.19,6.85,37.39,169.79,1.22,25.03,114.34,1.89,74.91,2016-12-20 10:30:00,4.06,2.62,,,
55.48,116.19,7.91,42.12,196.85,1.29,28.35,109.56,1.79,80.77,2016-12-20 10:45:00,3.99,2.7,,,
55.48,116.19,7.04,39.35,,1.29,26.2,115.83,1.7,81.55,2016-12-20 11:00:00,3.74,2.59,,,
51.67,111.44,4.43,26.97,,0.75,17.64,140.06,1.67,96.62,2016-12-20 11:15:00,2.59,1.75,,,
44.06,101.95,8.9,33.38,,1.53,24.58,134.67,1.84,94.48,2016-12-20 11:30:00,3.76,0.51,,4.75,1.07
44.06,101.95,8.78,33.92,,21.44,24.76,132.71,1.69,83.5,2016-12-20 11:45:00,3.33,7.11,,66.53,15.06
44.06,101.95,4.87,30.46,18.59,0.99,19.82,154.66,1.75,87.7,2016-12-20 12:00:00,2.71,0.12,,,
43.98,102.73,4.72,30.05,79.12,1.05,19.49,151.16,1.57,85.65,2016-12-20 12:15:00,3.42,1.8,,,
43.81,104.27,6.17,30.18,72.58,0.79,20.71,149.29,1.54,94.97,2016-12-20 12:30:00,2.12,1.77,,,
,141.98,23.8,55.15,,31.9,50.94,,0.98,86.04,2016-12-21 09:45:00,6.52,,,228.84,26.87
108.14,141.98,16.88,52.77,,31.96,41.11,42.47,0.98,79.07,2016-12-21 10:00:00,5.56,17.39,,223.46,26.77
100.95,143.17,17.83,48.76,,31.86,41.48,71.42,1.3,98.02,2016-12-21 10:15:00,4.69,16.93,,217.5,26.57
86.59,145.53,35.67,12.86,175.56,31.42,48.54,100.11,1.46,85.07,2016-12-21 10:30:00,9.42,16.35,,210.37,26.14
86.59,145.53,43.84,13.82,,26.81,57.66,100.33,1.32,89.3,2016-12-21 10:45:00,8.67,14.5,,190.12,21.83
86.59,145.53,44.99,14.31,,27.18,59.3,120.91,1.19,89.63,2016-12-21 11:00:00,8.67,14.01,,180.94,22.67
56.96,99.13,75.16,15.44,,27.36,90.6,119.88,1.35,74.01,2016-12-21 11:15:00,10.54,13.01,,175.71,22.64
56.96,99.13,89.93,15.12,,27.69,105.04,138.17,1.41,89.47,2016-12-21 11:30:00,9.94,12.55,,172.2,22.68
56.96,99.13,89.19,16.5,161.7,26.86,105.69,144.93,1.19,82.83,2016-12-21 11:45:00,9.59,12.03,,163.66,21.87
56.96,99.13,91.05,13.81,29.09,25.99,104.86,129.16,1.32,60.57,2016-12-21 12:00:00,9.11,11.47,,155.87,20.99
56.0,99.13,99.4,15.62,,26.01,115.02,147.13,1.05,55.51,2016-12-21 12:15:00,8.76,10.81,,151.86,20.78
54.09,104.56,102.28,17.32,196.27,25.05,119.6,153.7,0.76,54.79,2016-12-21 12:30:00,8.74,9.81,,141.38,19.96
54.09,104.56,36.97,14.46,,26.08,51.43,146.17,0.75,46.05,2016-12-21 12:45:00,9.01,9.9,,143.13,20.53
54.09,104.56,2.02,12.95,,25.18,14.97,102.96,0.64,56.88,2016-12-21 13:00:00,5.59,9.6,,137.19,18.95
52.71,95.04,1.63,14.34,,24.08,15.96,160.87,0.85,90.15,2016-12-21 13:15:00,13.45,8.86,,131.11,18.1
49.96,95.04,7.09,18.48,76.43,22.44,25.57,201.44,0.92,61.81,2016-12-21 13:30:00,52.49,8.01,,122.93,16.66
49.96,95.04,13.72,23.19,67.85,22.22,36.91,148.65,0.89,52.31,2016-12-21 13:45:00,113.97,7.7,,119.64,16.37
49.96,95.04,13.06,25.24,78.04,22.65,38.3,131.6,0.63,51.36,2016-12-21 14:00:00,113.26,7.26,,115.97,16.8
49.06,95.04,10.37,23.7,186.8,22.95,34.07,163.02,0.65,12.79,2016-12-21 14:15:00,98.48,6.95,,112.74,17.79
47.26,119.96,11.55,22.87,105.88,21.51,34.42,158.38,0.65,273.5,2016-12-21 14:30:00,103.37,6.58,,104.75,15.93
47.26,119.96,11.79,23.05,75.22,21.07,34.85,166.67,0.55,334.45,2016-12-21 14:45:00,101.22,6.58,,100.69,15.63
47.26,119.96,4.87,27.28,62.41,20.8,33.12,213.18,0.82,257.43,2016-12-21 15:00:00,13.42,6.13,,98.95,15.35
44.07,116.8,4.09,38.57,64.36,19.46,44.86,169.61,0.81,309.11,2016-12-21 15:15:00,3.53,5.3,,85.65,13.28
37.69,110.46,4.96,39.86,77.48,10.58,47.48,154.86,0.73,286.38,2016-12-21 15:30:00,3.11,2.86,,1.93,0.78
37.69,110.46,4.99,37.66,172.35,12.47,45.32,144.34,0.75,331.93,2016-12-21 15:45:00,2.99,23.69,,17.0,9.89
37.69,110.46,4.69,41.89,162.4,36.47,49.09,142.05,0.54,326.99,2016-12-21 16:00:00,3.73,44.1,,33.21,36.96
40.18,110.95,3.37,38.39,139.72,40.13,43.57,151.4,0.73,29.78,2016-12-21 16:15:00,3.2,44.25,,33.97,42.08
45.14,111.91,3.08,31.29,74.13,40.71,36.02,172.13,0.56,8.41,2016-12-21 16:30:00,3.05,44.31,,33.99,43.04
45.14,111.91,3.59,41.0,70.4,40.87,46.51,155.37,0.64,287.7,2016-12-21 16:45:00,3.22,44.43,,34.08,43.31
,,37.8,72.76,,3.5,69.94,17.71,0.93,102.96,2016-12-22 09:15:00,8.17,22.14,,,25.31
109.34,137.74,30.64,72.47,,32.1,62.95,33.22,1.1,98.96,2016-12-22 09:30:00,7.12,21.8,,176.95,25.47
109.34,137.74,16.31,58.17,186.02,32.38,43.47,43.56,0.97,97.11,2016-12-22 09:45:00,5.22,21.58,,174.79,25.69
109.34,137.74,15.11,54.72,152.55,32.66,40.71,48.55,1.03,97.74,2016-12-22 10:00:00,6.62,21.35,,172.53,25.91
103.57,134.84,17.91,55.36,189.06,32.56,43.28,51.15,0.87,96.18,2016-12-22 10:15:00,6.34,20.9,,168.61,25.86
92.02,129.05,24.01,62.83,,32.33,53.29,49.12,0.88,99.82,2016-12-22 10:30:00,6.76,20.27,,163.93,25.66
92.02,129.05,16.21,64.72,,32.4,48.47,59.67,0.27,136.4,2016-12-22 10:45:00,6.9,19.75,,160.84,25.59
92.02,129.05,14.88,57.34,181.44,32.57,41.89,100.45,0.85,115.95,2016-12-22 11:00:00,5.61,19.35,,158.95,25.64
84.98,122.7,12.51,58.09,143.51,32.7,40.39,108.55,0.64,92.81,2016-12-22 11:15:00,4.09,18.91,,156.68,25.75
70.9,110.0,17.57,62.42,161.39,32.89,51.35,100.18,0.14,231.69,2016-12-22 11:30:00,6.44,18.44,,154.23,25.89
70.9,110.0,13.65,69.04,173.64,32.81,47.02,133.55,1.05,245.82,2016-12-22 11:45:00,6.0,17.91,,151.49,25.71
70.9,110.0,10.37,63.12,31.01,32.21,41.29,160.85,0.99,219.49,2016-12-22 12:00:00,4.72,17.29,,146.72,25.35
68.76,116.79,10.82,53.81,134.98,30.87,36.79,195.81,0.84,216.5,2016-12-22 12:15:00,4.49,16.57,,140.02,24.05
64.48,130.38,9.62,46.71,77.06,30.0,32.12,214.03,1.1,235.66,2016-12-22 12:30:00,3.64,15.99,,135.36,22.91
,,3.74,27.86,9.73,0.81,33.61,122.37,0.9,249.72,2016-12-22 13:45:00,2.5,8.28,,,8.4
64.48,130.38,4.33,31.31,9.1,13.6,37.96,,1.14,243.4,2016-12-22 14:00:00,2.09,16.69,,16.64,14.1
64.48,130.38,4.01,34.14,8.92,15.64,40.29,,1.38,243.22,2016-12-22 14:15:00,1.69,20.5,,15.75,16.52
,,3.45,33.24,8.84,44.84,38.54,,1.28,246.19,2016-12-22 14:30:00,2.23,43.32,,40.16,47.8
,,4.84,33.5,129.33,,40.94,,1.14,247.12,2016-12-22 14:45:00,3.16,43.17,,46.4,60.15
,,4.82,30.16,172.77,24.15,37.56,,0.97,267.21,2016-12-22 15:00:00,2.77,13.06,,19.81,29.17
,,5.32,33.35,26.17,6.21,41.52,366.59,0.97,260.01,2016-12-22 15:15:00,2.83,1.59,,6.96,9.81
15.82,36.99,28.06,31.07,24.38,2.79,71.7,10.28,1.64,233.01,2016-12-22 15:30:00,2.43,0.98,,5.31,5.2
30.29,70.82,40.75,26.78,24.5,9.96,67.52,,1.34,254.11,2016-12-22 15:45:00,,3.13,,29.36,9.25
30.29,70.82,84.14,21.37,23.13,10.95,103.76,343.61,1.4,264.45,2016-12-22 16:00:00,6.83,3.28,,31.62,10.56
30.29,70.82,6.06,28.69,24.22,3.52,23.05,,1.36,259.65,2016-12-22 16:15:00,3.47,1.13,,9.5,5.35
30.94,70.82,6.67,39.29,27.15,7.19,25.87,78.28,1.25,264.12,2016-12-22 16:30:00,3.39,2.38,,22.12,6.63
,,6.3,42.96,28.48,,27.5,136.4,1.37,242.31,2016-12-22 16:45:00,4.09,49.81,,59.64,59.73
,,3.23,40.95,23.63,,23.9,162.26,1.35,248.41,2016-12-22 17:00:00,2.61,68.4,,73.25,82.65
59.0,108.66,,,59.46,33.27,,179.3,,,2016-12-23 12:30:00,,14.68,,95.65,
52.94,110.89,10.44,35.82,62.6,32.69,27.08,164.09,0.65,258.7,2016-12-23 12:45:00,3.57,14.08,,93.29,25.83
52.5,111.05,9.1,37.93,56.81,32.75,27.11,,0.88,289.16,2016-12-23 13:00:00,4.09,13.69,,92.77,25.72
52.5,111.05,8.28,32.62,46.54,32.16,23.68,156.37,0.61,341.33,2016-12-23 13:15:00,3.92,13.13,,90.67,25.22
52.5,111.05,6.88,30.24,38.52,30.74,21.32,,0.85,309.74,2016-12-23 13:30:00,3.57,12.41,,86.8,24.18
45.64,108.39,6.3,32.06,37.13,28.7,21.8,166.56,0.41,349.81,2016-12-23 13:45:00,2.65,11.71,,83.55,22.11
45.15,108.2,4.47,27.88,42.29,27.48,18.15,,0.99,44.67,2016-12-23 14:00:00,2.68,10.87,,79.84,21.18
45.15,108.2,4.14,28.93,40.64,26.98,18.43,,0.32,40.95,2016-12-23 14:15:00,3.35,10.07,,76.33,21.16
45.15,108.2,4.8,29.02,30.71,26.44,19.01,,0.7,297.93,2016-12-23 14:30:00,3.59,9.47,,74.43,20.65
40.33,83.66,5.06,26.9,21.42,25.78,18.11,216.35,0.87,263.57,2016-12-23 14:45:00,3.01,8.98,,72.96,19.59
39.98,83.66,4.9,26.54,19.01,25.11,17.8,216.04,0.83,265.13,2016-12-23 15:00:00,3.14,8.57,,71.62,18.59
39.98,83.66,5.61,25.86,27.84,24.72,18.01,134.66,0.8,41.48,2016-12-23 15:15:00,3.17,8.17,,69.88,18.77
39.98,83.66,4.85,24.67,38.22,24.22,16.78,169.27,0.65,348.84,2016-12-23 15:30:00,2.78,7.88,,67.74,18.78
32.54,77.86,4.28,23.08,23.11,23.04,15.49,166.33,0.46,353.77,2016-12-23 15:45:00,2.55,7.58,,66.16,17.49
32.01,77.44,4.7,29.46,34.68,22.74,19.16,163.37,0.52,333.43,2016-12-23 16:00:00,3.13,7.18,,65.28,17.29
32.01,77.44,3.1,24.63,28.69,23.1,15.35,166.64,0.81,305.89,2016-12-23 16:15:00,3.77,6.78,,64.76,17.82
32.01,77.44,4.38,27.39,23.24,22.76,17.83,159.59,0.82,300.75,2016-12-23 16:30:00,3.66,6.39,,63.92,17.55
26.66,81.96,8.78,30.91,18.99,21.35,23.19,,1.12,248.74,2016-12-23 16:45:00,4.84,5.87,,60.34,16.61
26.28,82.28,6.07,35.06,17.96,19.99,23.19,130.71,1.21,266.79,2016-12-23 17:00:00,4.35,5.47,,57.13,15.24
26.28,82.28,5.75,33.17,17.95,19.87,21.94,169.15,1.17,260.72,2016-12-23 17:15:00,4.45,5.51,,56.2,15.16
26.28,82.28,6.3,31.05,18.06,19.56,21.28,166.77,1.23,264.18,2016-12-23 17:30:00,4.04,5.76,,55.7,14.91
33.88,94.98,5.66,31.57,17.14,19.17,21.04,146.5,0.96,251.05,2016-12-23 17:45:00,3.63,5.92,,55.37,14.14
34.42,95.88,5.5,32.56,17.54,19.69,21.42,140.78,1.0,256.46,2016-12-23 18:00:00,3.92,5.93,,54.62,14.85
34.42,95.88,5.07,32.71,19.08,19.63,21.16,141.39,1.14,265.39,2016-12-23 18:15:00,3.61,5.85,,54.01,14.94
34.42,95.88,6.37,34.02,18.42,19.85,22.88,136.0,1.04,265.4,2016-12-23 18:30:00,3.46,5.77,,53.76,15.18
41.34,98.59,7.8,35.01,17.58,20.41,24.54,134.82,1.01,269.24,2016-12-23 18:45:00,3.88,5.73,,53.41,15.91
41.83,98.78,8.06,37.39,19.0,20.42,26.0,125.3,0.76,256.37,2016-12-23 19:00:00,4.54,5.71,,53.07,15.93
41.83,98.78,7.34,35.89,20.13,20.65,24.64,125.42,0.81,249.1,2016-12-23 19:15:00,4.84,5.74,,53.21,16.09
41.83,98.78,7.4,34.77,21.08,21.21,24.1,126.63,0.82,259.04,2016-12-23 19:30:00,4.86,5.82,,53.99,16.41
52.44,98.78,6.75,34.0,21.25,21.3,23.17,135.72,0.84,241.68,2016-12-23 19:45:00,4.41,5.98,,55.18,15.99
53.2,116.89,7.56,33.64,21.44,22.08,23.64,98.53,0.56,228.56,2016-12-23 20:00:00,4.89,6.18,,56.5,16.45
53.2,116.89,8.56,34.89,20.63,23.26,25.09,77.1,0.46,301.81,2016-12-23 20:15:00,4.63,6.42,,57.82,17.48
53.2,116.89,14.2,43.49,19.97,23.96,34.11,38.31,0.13,152.76,2016-12-23 20:30:00,5.48,6.74,,59.22,17.87
55.05,92.26,37.04,58.8,19.42,23.96,60.43,11.68,0.4,195.3,2016-12-23 20:45:00,8.63,7.02,,60.55,17.21
55.18,92.26,37.5,61.04,17.83,24.72,61.96,7.84,0.4,172.91,2016-12-23 21:00:00,8.26,7.24,,62.01,17.8
55.18,92.26,63.88,65.37,20.4,26.08,85.56,6.21,0.17,203.31,2016-12-23 21:15:00,9.81,7.55,,64.07,19.39
55.18,92.26,75.83,66.06,20.82,26.8,95.33,6.2,0.25,73.48,2016-12-23 21:30:00,10.27,8.05,,66.56,20.1
55.18,92.26,99.32,66.96,20.98,27.51,114.64,15.92,0.53,135.15,2016-12-23 21:45:00,12.23,8.55,,69.52,20.81
69.31,112.88,97.79,66.57,20.03,28.28,113.4,20.57,0.68,152.23,2016-12-23 22:00:00,12.38,8.91,,72.6,21.49
69.31,112.88,93.87,66.95,20.23,28.89,110.26,22.64,0.63,153.4,2016-12-23 22:15:00,12.34,9.26,,75.79,22.15
69.31,112.88,88.54,71.08,20.67,29.18,108.14,14.73,0.71,145.86,2016-12-23 22:30:00,10.99,9.99,,79.21,23.17
79.58,116.25,74.45,61.58,20.05,29.64,91.88,6.62,0.51,150.49,2016-12-23 22:45:00,10.38,10.66,,81.96,24.12
80.31,116.5,75.04,60.08,18.78,30.02,91.57,18.34,0.26,122.37,2016-12-23 23:00:00,10.58,11.05,,84.77,24.64
80.31,116.5,84.21,64.69,18.94,29.48,101.33,16.91,0.35,188.93,2016-12-23 23:15:00,11.74,11.63,,89.14,24.88
80.31,116.5,49.37,57.55,18.65,29.28,69.66,8.07,0.51,215.66,2016-12-23 23:30:00,9.28,12.12,,92.38,25.12
84.64,120.31,79.05,62.41,18.64,30.0,96.0,8.94,0.79,143.13,2016-12-23 23:45:00,11.72,12.39,,93.97,25.64
84.95,120.58,69.12,61.57,15.45,29.69,87.59,10.91,0.71,146.35,2016-12-24 00:00:00,10.04,12.61,,95.15,24.79
84.95,120.58,85.91,64.2,17.66,30.35,102.44,12.65,0.55,156.21,2016-12-24 00:15:00,11.87,12.81,,96.08,25.2
84.95,120.58,86.61,65.4,17.09,31.76,103.62,12.91,0.65,153.32,2016-12-24 00:30:00,12.2,12.98,,97.19,26.58
95.05,134.13,87.52,63.59,15.82,32.41,103.41,10.26,0.51,162.48,2016-12-24 00:45:00,11.8,13.39,,98.55,26.93
95.77,135.1,113.59,66.26,14.87,32.99,125.91,15.38,0.58,144.58,2016-12-24 01:00:00,13.02,14.22,,100.14,27.24
95.77,135.1,121.19,68.66,14.42,33.34,133.06,14.64,0.61,147.01,2016-12-24 01:15:00,13.56,15.21,,101.76,27.49
95.77,135.1,109.1,63.49,13.71,33.42,120.66,11.6,0.39,128.09,2016-12-24 01:30:00,12.37,16.09,,103.42,27.68
98.58,131.19,124.27,63.03,13.46,33.33,132.9,15.1,0.56,163.91,2016-12-24 01:45:00,14.09,16.69,,104.8,27.9
98.78,130.91,133.46,69.33,13.66,33.28,143.25,9.77,0.59,164.26,2016-12-24 02:00:00,13.65,16.92,,105.65,28.02
98.78,130.91,122.85,67.47,13.62,33.37,133.84,10.46,0.74,150.38,2016-12-24 02:15:00,13.15,16.98,,106.72,28.12
98.78,130.91,103.79,64.12,13.6,33.52,116.73,7.36,0.52,183.83,2016-12-24 02:30:00,12.67,17.01,,107.61,28.28
88.76,117.39,90.91,61.58,13.63,33.52,105.08,8.08,0.51,169.21,2016-12-24 02:45:00,11.04,16.98,,107.54,28.31
88.04,116.43,108.05,64.11,11.0,33.43,120.14,10.57,0.63,147.6,2016-12-24 03:00:00,11.93,16.88,,106.96,28.2
88.04,116.43,104.5,61.64,12.55,33.42,116.01,9.51,0.42,145.93,2016-12-24 03:15:00,12.19,16.78,,106.6,28.15
88.04,116.43,106.2,60.48,12.91,33.43,116.76,6.88,0.65,146.54,2016-12-24 03:30:00,12.27,16.69,,106.48,28.17
86.26,114.96,102.04,62.79,12.84,32.37,114.64,7.32,0.55,135.43,2016-12-24 03:45:00,11.5,16.56,,106.51,26.8
86.14,114.85,89.76,58.99,12.71,32.67,102.8,6.68,0.55,146.21,2016-12-24 04:00:00,10.11,16.44,,107.28,27.01
86.14,114.85,111.36,63.1,13.15,33.97,122.28,7.7,0.63,144.37,2016-12-24 04:15:00,11.14,16.35,,108.29,28.32
86.14,114.85,106.85,61.24,13.27,34.29,117.68,4.33,0.51,111.39,2016-12-24 04:30:00,11.25,16.29,,108.98,28.42
73.05,92.78,94.25,56.91,12.63,34.51,105.32,8.56,0.4,68.96,2016-12-24 04:45:00,10.81,16.22,,109.55,28.48
72.11,92.78,102.78,61.32,12.64,34.86,114.46,10.4,0.79,147.1,2016-12-24 05:00:00,11.45,16.17,,110.24,28.64
72.11,92.78,83.69,56.15,12.75,35.25,96.45,4.33,0.69,150.75,2016-12-24 05:15:00,9.61,16.11,,110.63,28.82
72.11,92.78,88.04,52.43,12.93,35.37,98.0,6.6,0.64,144.25,2016-12-24 05:30:00,10.42,16.06,,110.56,28.9
79.03,92.78,90.79,54.89,12.73,35.23,101.49,6.2,0.5,140.32,2016-12-24 05:45:00,10.02,16.02,,110.23,28.85
79.53,111.55,101.71,56.24,10.15,35.12,110.95,5.85,0.55,132.38,2016-12-24 06:00:00,11.59,16.01,,109.7,28.76
79.53,111.55,100.22,54.29,11.81,35.07,108.73,6.35,0.72,74.26,2016-12-24 06:15:00,12.26,16.06,,109.35,28.74
79.53,111.55,107.29,58.16,12.14,35.02,116.42,7.32,0.56,87.16,2016-12-24 06:30:00,12.4,16.12,,109.1,28.72
94.98,143.71,135.3,62.99,12.78,35.05,141.41,7.72,0.59,103.43,2016-12-24 06:45:00,13.12,16.27,,108.7,28.75
96.09,146.0,129.49,59.39,13.55,35.0,134.87,6.77,0.62,145.39,2016-12-24 07:00:00,12.11,16.48,,107.95,28.8
96.09,146.0,133.07,61.2,13.75,35.05,138.69,6.13,0.45,140.15,2016-12-24 07:15:00,12.7,16.73,,107.58,28.98
96.09,146.0,125.68,60.74,13.78,34.33,132.52,6.18,0.71,154.17,2016-12-24 07:30:00,12.31,17.51,,106.03,29.12
102.68,150.85,120.22,63.85,13.58,33.35,129.77,8.25,0.77,144.03,2016-12-24 07:45:00,12.72,18.31,,104.01,29.11
103.15,151.19,53.98,51.3,14.78,33.42,70.09,4.0,0.92,146.71,2016-12-24 08:00:00,8.93,18.56,,103.69,29.29
103.15,151.19,50.06,54.18,16.91,33.85,68.46,4.15,0.89,146.8,2016-12-24 08:15:00,9.58,18.75,,103.97,29.52
103.15,151.19,46.35,54.94,20.66,34.23,65.88,4.61,0.87,152.64,2016-12-24 08:30:00,9.43,18.97,,103.89,29.62
103.47,149.32,40.49,53.74,32.24,34.52,60.55,5.99,0.96,126.27,2016-12-24 08:45:00,8.34,19.16,,103.58,29.65
103.5,149.19,27.88,51.82,37.87,34.7,49.43,10.07,1.05,144.19,2016-12-24 09:00:00,7.48,19.32,,103.11,29.6
103.5,149.19,29.35,55.33,58.96,34.88,52.45,15.13,0.36,121.64,2016-12-24 09:15:00,8.07,19.4,,102.77,29.63
103.5,149.19,41.15,66.78,75.55,35.05,68.23,18.24,0.56,273.25,2016-12-24 09:30:00,10.01,19.42,,102.61,29.66
100.54,140.22,32.93,65.11,127.35,35.15,60.43,24.47,0.2,237.66,2016-12-24 09:45:00,9.17,19.39,,102.32,29.59
100.33,139.58,32.38,67.26,,35.22,61.1,40.16,0.63,322.26,2016-12-24 10:00:00,9.65,19.36,,102.46,29.57
100.33,139.58,27.73,65.31,,35.35,56.36,52.36,0.5,358.4,2016-12-24 10:15:00,8.62,19.38,,102.76,29.62
100.33,139.58,28.38,63.62,,35.44,55.99,53.68,0.25,338.91,2016-12-24 10:30:00,8.66,19.34,,102.88,29.59
87.28,142.66,30.05,58.23,,34.4,55.02,66.53,0.44,299.84,2016-12-24 10:45:00,7.53,19.2,,102.97,28.06
86.35,142.88,19.58,53.84,,34.5,43.83,88.14,0.78,281.89,2016-12-24 11:00:00,6.87,18.93,,103.03,28.07
86.35,142.88,16.11,51.3,187.33,35.48,39.72,108.66,0.72,225.62,2016-12-24 11:15:00,5.85,18.58,,103.07,29.19
86.35,142.88,14.78,49.08,167.28,35.45,37.5,131.63,0.95,259.72,2016-12-24 11:30:00,6.21,18.23,,102.51,29.11
86.45,153.23,12.41,43.26,134.24,35.39,32.55,156.22,0.8,261.49,2016-12-24 11:45:00,6.11,17.82,,101.46,28.95
86.45,153.97,11.38,41.02,30.94,35.14,30.56,163.25,0.85,279.69,2016-12-24 12:00:00,5.88,17.34,,99.99,28.62
86.45,153.97,7.91,36.2,98.76,34.76,25.26,158.14,0.81,206.76,2016-12-24 12:15:00,5.5,16.84,,98.39,28.22
86.45,153.97,7.53,33.84,72.19,34.37,23.72,174.45,0.44,252.3,2016-12-24 12:30:00,5.15,16.32,,96.89,27.78
65.74,119.77,6.29,30.66,59.85,33.22,21.07,175.14,0.92,236.16,2016-12-24 12:45:00,4.57,15.84,,95.77,26.19
64.26,117.33,6.31,26.84,47.03,33.15,19.08,164.31,0.8,261.84,2016-12-24 13:00:00,4.56,15.28,,94.13,25.98
64.26,117.33,7.02,27.55,40.64,33.14,20.02,142.64,0.84,273.24,2016-12-24 13:15:00,3.98,14.48,,91.15,26.28
64.26,117.33,3.75,23.76,28.11,31.01,15.42,203.02,1.11,241.65,2016-12-24 13:30:00,2.92,13.14,,86.25,23.34
48.07,104.78,4.51,25.74,27.81,30.73,17.07,,1.0,264.36,2016-12-24 13:45:00,3.92,12.69,,84.53,23.63
48.07,103.89,4.88,27.44,27.56,29.21,18.25,266.93,1.26,242.72,2016-12-24 14:00:00,3.94,89.63,,80.26,22.34
48.07,103.89,4.86,25.51,22.91,27.6,17.23,252.03,1.07,254.28,2016-12-24 14:15:00,4.35,217.69,,76.42,20.56
48.07,103.89,5.61,27.03,21.95,26.98,18.63,,0.93,260.37,2016-12-24 14:30:00,4.2,296.98,,73.68,20.47
39.95,88.09,4.8,30.48,22.48,25.75,19.77,,0.96,277.66,2016-12-24 14:45:00,4.43,340.34,,71.15,19.3
39.37,88.09,4.39,31.91,22.61,25.21,20.19,332.64,1.02,251.71,2016-12-24 15:00:00,4.1,378.91,,69.14,18.87
39.37,88.09,5.44,32.7,23.96,25.37,21.45,143.18,1.36,239.42,2016-12-24 15:15:00,4.75,415.05,,67.7,19.42
39.37,88.09,7.13,30.77,22.8,24.74,21.8,306.45,1.23,249.1,2016-12-24 15:30:00,5.57,434.65,,64.84,18.81
47.96,88.09,4.79,30.31,21.84,24.58,19.68,307.38,1.38,239.5,2016-12-24 15:45:00,5.06,442.61,,62.16,18.48
48.57,102.86,3.98,30.32,20.25,24.08,19.03,118.37,1.54,240.96,2016-12-24 16:00:00,5.05,462.65,,60.99,17.59
48.57,102.86,4.05,29.87,19.63,23.8,18.86,,1.11,257.48,2016-12-24 16:15:00,4.91,489.18,,59.27,16.93
48.57,102.86,4.33,30.23,19.25,23.43,19.25,260.17,1.15,248.09,2016-12-24 16:30:00,4.54,497.36,,56.67,16.6
51.05,106.08,5.64,30.06,18.64,23.43,20.22,227.76,0.93,250.1,2016-12-24 16:45:00,4.45,478.81,,54.28,16.9
51.23,106.31,4.77,30.27,18.7,24.52,19.65,128.8,1.11,240.74,2016-12-24 17:00:00,4.65,454.67,,53.04,17.79
51.23,106.31,4.24,31.85,18.74,25.93,20.04,173.82,1.03,239.02,2016-12-24 17:15:00,4.93,430.12,,53.07,18.46
51.23,106.31,13.55,37.2,20.16,26.8,30.85,141.92,0.91,234.23,2016-12-24 17:30:00,5.14,401.12,,53.38,18.9
53.52,116.6,31.44,46.66,21.74,26.93,55.21,87.88,0.61,237.2,2016-12-24 17:45:00,8.64,374.78,,53.54,19.01
53.69,117.33,9.04,47.59,21.58,27.01,32.11,67.53,0.69,241.98,2016-12-24 18:00:00,6.32,351.79,,54.14,19.17
53.69,117.33,11.47,48.62,25.01,26.81,34.6,47.13,0.66,219.52,2016-12-24 18:15:00,6.38,331.92,,63.72,18.77
53.69,117.33,14.4,48.19,26.3,26.91,36.73,45.22,0.65,213.93,2016-12-24 18:30:00,8.22,314.07,,82.89,19.2
53.69,137.41,19.06,56.99,31.98,27.26,45.06,34.22,0.48,171.37,2016-12-24 18:45:00,10.3,297.59,,104.13,20.23
67.85,138.85,45.56,71.65,35.05,27.69,76.24,11.04,0.5,165.5,2016-12-24 19:00:00,13.15,283.84,,129.19,20.81
67.85,138.85,91.31,79.29,34.14,27.61,118.08,3.86,0.55,147.33,2016-12-24 19:15:00,15.84,272.21,,178.08,20.44
67.85,138.85,118.34,89.92,31.9,28.63,141.88,9.85,0.47,197.12,2016-12-24 19:30:00,17.46,261.23,,229.22,21.54
86.76,154.18,120.26,78.2,31.82,30.43,145.8,8.32,0.61,171.11,2016-12-24 19:45:00,17.19,249.66,,252.86,23.68
88.11,155.28,123.75,88.77,37.13,30.57,145.62,15.29,0.51,185.73,2016-12-24 20:00:00,17.58,238.94,,261.82,23.82
88.11,155.28,115.36,89.28,40.1,31.71,139.16,5.73,0.5,159.44,2016-12-24 20:15:00,18.85,230.09,,272.5,25.35
88.11,155.28,155.88,91.65,33.86,33.72,172.89,6.4,0.63,151.98,2016-12-24 20:30:00,21.41,223.54,,304.14,27.95
132.13,206.23,171.89,97.13,29.71,35.12,188.59,7.33,0.52,161.22,2016-12-24 20:45:00,21.14,215.82,,341.0,29.61
135.27,209.87,176.89,99.38,22.27,36.37,193.77,5.75,0.7,153.82,2016-12-24 21:00:00,22.01,207.11,,357.08,31.07
135.27,209.87,174.91,95.8,25.98,36.28,190.32,5.81,0.51,163.38,2016-12-24 21:15:00,21.65,200.67,,360.43,31.02
135.27,209.87,174.31,91.14,24.15,37.48,187.4,7.0,0.5,158.66,2016-12-24 21:30:00,24.12,194.82,,362.49,32.66
