pm2.5,pm10,no,no2,co,nox,ozone,timestamp
12.5,17.6,3.67,5.91,0.93,9.54,5.0,2021-09-12 08:45:00
11.5,16.2,3.66,5.9,0.93,9.54,5.0,2021-09-12 09:00:00
10.7,15.1,3.66,5.9,0.92,9.55,11.0,2021-09-12 09:15:00
10.4,14.6,3.67,5.88,0.93,9.53,9.0,2021-09-12 09:30:00
11.1,15.6,3.66,5.87,0.92,9.5,9.0,2021-09-12 09:45:00
14.2,20.0,3.67,5.87,0.97,9.52,11.0,2021-09-12 10:00:00
17.4,24.4,3.75,5.87,0.99,9.61,7.0,2021-09-12 10:15:00
25.2,35.8,3.68,5.86,0.92,9.52,8.0,2021-09-12 10:30:00
29.2,41.4,3.65,5.87,0.93,9.49,14.0,2021-09-12 10:45:00
26.8,38.2,3.69,5.87,0.99,9.52,6.0,2021-09-12 11:00:00
22.8,32.6,3.67,5.87,1.04,9.52,8.0,2021-09-12 11:15:00
18.2,26.1,3.66,5.88,0.96,9.52,2.0,2021-09-12 11:30:00
12.2,17.3,3.66,5.9,0.89,9.54,8.0,2021-09-12 11:45:00
12.2,17.3,3.72,5.91,0.91,9.6,7.0,2021-09-12 12:00:00
15.5,21.8,3.72,5.9,0.9,9.6,5.0,2021-09-12 12:15:00
17.6,24.9,3.7,5.89,0.85,9.57,9.0,2021-09-12 12:30:00
18.7,26.3,3.71,5.88,0.87,9.58,11.0,2021-09-12 12:45:00
17.3,24.3,3.66,5.87,0.88,9.51,12.0,2021-09-12 13:00:00
15.7,22.1,3.67,5.87,0.86,9.52,12.0,2021-09-12 13:15:00
14.8,20.9,3.7,5.87,0.88,9.55,11.0,2021-09-12 13:30:00
14.3,20.0,3.68,5.87,0.91,9.53,10.0,2021-09-12 13:45:00
14.3,20.1,3.7,5.87,0.91,9.55,8.0,2021-09-12 14:00:00
13.8,19.4,3.67,5.86,0.92,9.51,12.0,2021-09-12 14:15:00
13.2,18.6,3.71,5.86,0.91,9.56,9.0,2021-09-12 14:30:00
13.0,18.3,3.67,5.86,0.92,9.51,4.0,2021-09-12 14:45:00
13.1,18.5,3.7,5.89,0.9,9.57,7.0,2021-09-12 15:00:00
13.2,18.6,3.66,5.86,0.93,9.51,4.0,2021-09-12 15:15:00
14.9,21.0,3.67,5.88,0.94,9.55,4.0,2021-09-12 15:30:00
17.0,23.9,3.67,5.89,0.92,9.54,6.0,2021-09-12 15:45:00
22.0,31.0,3.68,5.89,0.93,9.55,5.0,2021-09-12 16:00:00
32.1,45.2,3.69,5.89,0.91,9.56,5.0,2021-09-12 16:15:00
37.6,52.8,3.67,5.88,0.91,9.53,4.0,2021-09-12 16:30:00
40.5,56.8,3.8,5.88,0.89,9.66,4.0,2021-09-12 16:45:00
43.3,61.0,3.73,5.88,0.88,9.6,6.0,2021-09-12 17:00:00
41.3,58.2,3.69,5.87,0.9,9.53,6.0,2021-09-12 17:15:00
38.0,53.7,3.66,5.91,0.86,9.52,6.0,2021-09-12 17:30:00
35.6,50.4,3.67,5.89,0.87,9.54,5.0,2021-09-12 17:45:00
30.8,43.6,3.69,5.9,0.88,9.58,5.0,2021-09-12 18:00:00
24.2,34.2,3.68,5.9,0.89,9.55,7.0,2021-09-12 18:15:00
18.2,25.7,3.71,5.91,0.9,9.56,6.0,2021-09-12 18:30:00
16.7,23.6,3.69,5.88,0.93,9.56,5.0,2021-09-12 18:45:00
16.7,23.7,3.71,5.87,0.91,9.56,8.0,2021-09-12 19:00:00
18.9,27.0,3.78,5.87,0.96,9.63,6.0,2021-09-12 19:15:00
22.7,32.3,3.67,5.87,0.94,9.51,6.0,2021-09-12 19:30:00
24.6,34.9,3.69,5.88,0.91,9.56,7.0,2021-09-12 19:45:00
26.0,36.9,3.67,5.87,0.92,9.52,8.0,2021-09-12 20:00:00
25.9,36.7,3.67,5.88,0.93,9.53,7.0,2021-09-12 20:15:00
23.1,32.5,3.68,5.88,0.93,9.56,7.0,2021-09-12 20:30:00
22.1,31.1,3.67,5.89,0.91,9.54,6.0,2021-09-12 20:45:00
21.7,30.5,3.69,5.9,0.93,9.57,5.0,2021-09-12 21:00:00
19.6,27.5,3.68,5.89,0.92,9.56,7.0,2021-09-12 21:15:00
18.0,25.3,3.68,5.88,0.91,9.56,7.0,2021-09-12 21:30:00
18.1,25.4,3.68,5.87,0.92,9.54,9.0,2021-09-12 21:45:00
17.5,24.7,3.67,5.87,0.93,9.53,6.0,2021-09-12 22:00:00
17.1,24.2,3.72,5.87,0.9,9.59,8.0,2021-09-12 22:15:00
17.7,24.9,3.67,5.88,0.92,9.54,12.0,2021-09-12 22:30:00
17.7,24.9,3.72,5.88,0.92,9.57,15.0,2021-09-12 22:45:00
18.4,26.0,3.73,5.89,1.05,9.59,28.0,2021-09-12 23:00:00
19.2,27.2,3.73,5.87,1.05,9.59,25.0,2021-09-12 23:15:00
20.0,28.2,3.73,5.87,1.04,9.59,22.0,2021-09-12 23:30:00
,,,,0.0,0.0,,2021-09-13 00:00:00
,,,,0.0,0.0,,2021-09-13 00:15:00
,,,,0.0,0.0,,2021-09-13 00:30:00
,,,,0.0,0.0,,2021-09-13 00:45:00
,,,,0.0,0.0,,2021-09-13 01:00:00
,,,,0.0,0.0,,2021-09-13 01:15:00
,,,,0.0,0.0,,2021-09-13 01:30:00
20.6,29.2,3.67,5.91,1.02,9.52,7.0,2021-09-13 01:45:00
21.8,30.8,3.76,5.9,1.03,9.62,6.0,2021-09-13 02:00:00
22.0,31.1,3.7,5.89,1.0,9.56,6.0,2021-09-13 02:15:00
22.9,32.2,3.65,5.89,1.01,9.51,5.0,2021-09-13 02:30:00
23.7,33.3,3.68,5.89,1.03,9.55,5.0,2021-09-13 02:45:00
23.8,33.4,3.66,5.87,1.03,9.52,13.0,2021-09-13 03:00:00
22.5,31.7,3.68,5.87,1.01,9.52,4.0,2021-09-13 03:15:00
21.7,30.6,3.66,5.88,0.96,9.5,5.0,2021-09-13 03:30:00
20.8,29.2,3.67,5.89,0.99,9.54,8.0,2021-09-13 03:45:00
19.2,27.0,3.67,5.89,0.98,9.54,10.0,2021-09-13 04:00:00
16.9,23.8,3.67,5.89,0.97,9.54,8.0,2021-09-13 04:15:00
14.6,20.6,3.69,5.89,1.02,9.56,7.0,2021-09-13 04:30:00
13.6,19.1,3.71,5.9,1.06,9.59,8.0,2021-09-13 04:45:00
13.1,18.4,3.69,5.91,1.04,9.58,5.0,2021-09-13 05:00:00
12.7,18.0,3.69,5.9,1.02,9.56,8.0,2021-09-13 05:15:00
12.5,17.6,3.72,5.89,1.04,9.61,6.0,2021-09-13 05:30:00
12.4,17.5,3.72,5.87,1.03,9.58,9.0,2021-09-13 05:45:00
12.1,17.2,3.73,5.86,1.05,9.57,9.0,2021-09-13 06:00:00
11.7,16.6,3.7,5.86,1.01,9.54,6.0,2021-09-13 06:15:00
11.5,16.4,3.72,5.86,1.04,9.57,8.0,2021-09-13 06:30:00
11.5,16.4,3.72,5.88,1.04,9.57,10.0,2021-09-13 06:45:00
11.8,16.9,3.75,5.87,1.05,9.6,23.0,2021-09-13 07:00:00
12.1,17.3,3.67,5.87,1.05,9.51,19.0,2021-09-13 07:15:00
13.0,18.6,3.66,5.87,1.04,9.51,21.0,2021-09-13 07:30:00
14.8,21.2,3.67,5.87,1.04,9.52,20.0,2021-09-13 07:45:00
19.4,27.4,3.68,5.86,1.06,9.52,23.0,2021-09-13 08:00:00
23.8,33.5,3.66,5.86,1.09,9.5,20.0,2021-09-13 08:15:00
27.3,38.4,3.65,5.87,1.08,9.51,17.0,2021-09-13 08:30:00
29.2,41.1,3.69,5.87,1.06,9.53,35.0,2021-09-13 08:45:00
29.1,41.0,3.68,5.87,1.04,9.54,23.0,2021-09-13 09:00:00
26.5,37.3,3.66,5.86,1.05,9.51,26.0,2021-09-13 09:15:00
23.5,33.2,3.69,5.87,1.04,9.56,22.0,2021-09-13 09:30:00
22.5,31.9,3.68,5.89,1.04,9.57,31.0,2021-09-13 09:45:00
20.7,29.4,3.69,5.89,1.07,9.57,23.0,2021-09-13 10:00:00
19.8,28.2,3.67,5.89,1.06,9.53,19.0,2021-09-13 10:15:00
19.2,27.5,3.69,5.88,1.04,9.57,17.0,2021-09-13 10:30:00
18.8,27.0,3.68,5.87,1.02,9.55,7.0,2021-09-13 10:45:00
18.3,26.3,3.72,5.88,1.05,9.6,8.0,2021-09-13 11:00:00
18.1,26.1,3.71,5.87,1.02,9.58,6.0,2021-09-13 11:15:00
18.8,26.9,3.73,5.87,1.02,9.57,4.0,2021-09-13 11:30:00
19.4,27.6,3.7,5.85,1.04,9.55,9.0,2021-09-13 11:45:00
20.3,28.8,3.68,5.85,1.04,9.52,7.0,2021-09-13 12:00:00
21.6,30.5,3.71,5.86,1.02,9.55,7.0,2021-09-13 12:15:00
21.0,29.8,3.69,5.87,1.03,9.55,6.0,2021-09-13 12:30:00
20.7,29.3,3.77,5.87,1.05,9.62,7.0,2021-09-13 12:45:00
20.8,29.4,3.68,5.87,1.03,9.53,5.0,2021-09-13 13:00:00
19.1,27.0,3.7,5.86,1.02,9.54,5.0,2021-09-13 13:15:00
17.8,25.2,3.68,5.87,1.02,9.53,7.0,2021-09-13 13:30:00
18.0,25.5,3.69,5.88,1.0,9.56,5.0,2021-09-13 13:45:00
18.5,26.3,3.74,5.88,1.02,9.6,8.0,2021-09-13 14:00:00
19.9,28.2,3.71,5.89,1.02,9.57,5.0,2021-09-13 14:15:00
20.9,29.6,3.69,5.87,1.0,9.54,4.0,2021-09-13 14:30:00
20.9,29.6,3.67,5.88,1.0,9.52,4.0,2021-09-13 14:45:00
19.7,27.9,3.66,5.87,1.0,9.51,5.0,2021-09-13 15:00:00
18.3,25.9,3.73,5.87,0.99,9.58,7.0,2021-09-13 15:15:00
16.6,23.7,3.67,5.87,1.0,9.53,6.0,2021-09-13 15:30:00
15.7,22.4,3.66,5.88,1.03,9.52,5.0,2021-09-13 15:45:00
15.6,22.2,3.66,5.87,1.02,9.5,4.0,2021-09-13 16:00:00
15.7,22.4,3.71,5.87,1.03,9.53,5.0,2021-09-13 16:15:00
14.7,20.9,3.72,5.87,1.03,9.57,5.0,2021-09-13 16:30:00
14.2,20.2,3.69,5.87,1.05,9.55,5.0,2021-09-13 16:45:00
13.5,19.3,3.68,5.86,1.04,9.53,4.0,2021-09-13 17:00:00
12.1,17.1,3.71,5.86,1.03,9.56,3.0,2021-09-13 17:15:00
10.3,14.6,3.68,5.87,1.03,9.53,5.0,2021-09-13 17:30:00
9.8,13.8,3.67,5.87,1.02,9.51,7.0,2021-09-13 17:45:00
10.1,14.2,3.73,5.87,1.03,9.55,7.0,2021-09-13 18:00:00
10.1,14.2,3.68,5.87,1.03,9.53,7.0,2021-09-13 18:15:00
10.3,14.5,3.66,5.88,1.01,9.51,6.0,2021-09-13 18:30:00
10.6,14.9,3.69,5.9,1.03,9.57,11.0,2021-09-13 18:45:00
12.1,17.1,3.69,5.9,1.05,9.57,24.0,2021-09-13 19:00:00
14.2,20.1,3.67,5.9,1.04,9.56,20.0,2021-09-13 19:15:00
16.2,23.0,3.67,5.9,1.0,9.55,22.0,2021-09-13 19:30:00
17.8,25.1,3.68,5.9,1.03,9.57,18.0,2021-09-13 19:45:00
19.3,27.2,3.68,5.91,1.03,9.56,29.0,2021-09-13 20:00:00
18.2,25.6,3.7,5.9,1.06,9.58,19.0,2021-09-13 20:15:00
17.0,23.9,3.69,5.93,1.04,9.59,19.0,2021-09-13 20:30:00
16.8,23.7,3.7,5.89,1.02,9.58,30.0,2021-09-13 20:45:00
15.8,22.3,3.71,5.91,1.02,9.61,14.0,2021-09-13 21:00:00
15.4,21.8,3.7,5.92,1.0,9.62,29.0,2021-09-13 21:15:00
15.3,21.6,3.71,5.88,1.04,9.58,27.0,2021-09-13 21:30:00
15.5,21.9,3.71,5.87,1.04,9.56,20.0,2021-09-13 21:45:00
15.9,22.5,3.71,5.87,1.04,9.57,15.0,2021-09-13 22:00:00
16.1,22.9,3.7,5.87,1.03,9.57,28.0,2021-09-13 22:15:00
16.3,23.2,3.72,5.88,1.06,9.59,21.0,2021-09-13 22:30:00
16.6,23.6,3.72,5.87,1.04,9.57,20.0,2021-09-13 22:45:00
16.4,23.4,3.72,5.86,0.86,9.58,14.0,2021-09-13 23:00:00
16.2,23.1,3.7,5.86,0.88,9.55,18.0,2021-09-13 23:15:00
15.9,22.7,3.75,5.87,0.93,9.57,24.0,2021-09-13 23:30:00
,,,,0.0,0.0,,2021-09-14 00:00:00
,,,,0.0,0.0,,2021-09-14 00:15:00
,,,,0.0,0.0,,2021-09-14 00:30:00
,,,,0.0,0.0,,2021-09-14 00:45:00
,,,,0.0,0.0,,2021-09-14 01:00:00
,,,,0.0,0.0,,2021-09-14 01:15:00
,,,,0.0,0.0,,2021-09-14 01:30:00
24.6,35.2,3.71,5.87,1.0,9.56,29.73,2021-09-14 01:45:00
24.6,35.3,3.69,5.88,1.01,9.56,22.47,2021-09-14 02:00:00
24.8,35.5,3.69,5.87,1.03,9.55,25.73,2021-09-14 02:15:00
25.3,36.3,3.67,5.87,0.98,9.54,16.31,2021-09-14 02:30:00
25.9,37.1,3.67,5.88,1.01,9.55,13.99,2021-09-14 02:45:00
26.0,37.3,3.68,5.9,1.03,9.56,18.27,2021-09-14 03:00:00
25.1,36.0,3.69,5.88,1.01,9.57,25.12,2021-09-14 03:15:00
24.0,34.3,3.7,5.89,1.02,9.58,38.14,2021-09-14 03:30:00
23.8,34.0,3.69,5.87,1.04,9.51,23.52,2021-09-14 03:45:00
25.9,37.0,3.67,5.87,1.03,9.52,23.72,2021-09-14 04:00:00
28.5,40.8,3.67,5.86,1.03,9.52,34.21,2021-09-14 04:15:00
30.8,44.0,3.66,5.88,1.04,9.51,26.21,2021-09-14 04:30:00
32.5,46.5,3.67,5.91,0.99,9.55,24.72,2021-09-14 04:45:00
32.4,46.5,3.67,5.9,1.01,9.56,26.4,2021-09-14 05:00:00
32.8,47.2,3.67,5.9,0.97,9.55,29.32,2021-09-14 05:15:00
33.3,47.9,3.68,5.89,0.99,9.56,34.88,2021-09-14 05:30:00
33.3,48.0,3.68,5.88,1.03,9.55,22.93,2021-09-14 05:45:00
31.3,45.0,3.71,5.88,0.99,9.56,22.45,2021-09-14 06:00:00
28.4,40.9,3.66,5.88,1.03,9.52,31.91,2021-09-14 06:15:00
25.9,37.3,3.66,5.88,1.0,9.51,28.42,2021-09-14 06:30:00
24.8,35.7,3.66,5.88,1.02,9.52,14.79,2021-09-14 06:45:00
26.4,38.0,3.69,5.88,1.0,9.56,10.23,2021-09-14 07:00:00
28.7,41.3,3.71,5.88,1.02,9.58,30.61,2021-09-14 07:15:00
30.3,43.5,3.66,5.89,0.89,9.51,19.0,2021-09-14 07:30:00
31.5,45.3,3.68,5.93,1.04,9.57,25.12,2021-09-14 07:45:00
31.9,46.0,3.68,5.9,1.01,9.56,26.0,2021-09-14 08:00:00
30.0,43.5,3.71,5.9,1.03,9.59,38.03,2021-09-14 08:15:00
29.0,42.2,3.71,5.88,1.04,9.59,25.06,2021-09-14 08:30:00
28.9,42.2,3.74,5.9,1.06,9.61,33.87,2021-09-14 08:45:00
28.5,41.8,3.69,5.87,1.03,9.54,24.95,2021-09-14 09:00:00
28.8,42.3,3.66,5.87,1.04,9.52,21.48,2021-09-14 09:15:00
29.4,43.0,3.66,5.88,1.07,9.52,30.36,2021-09-14 09:30:00
30.5,44.6,3.68,5.87,1.14,9.53,31.02,2021-09-14 09:45:00
30.1,43.8,3.67,5.87,1.11,9.53,26.79,2021-09-14 10:00:00
29.6,43.0,3.72,5.86,1.11,9.57,32.81,2021-09-14 10:15:00
30.1,43.6,3.68,5.89,1.05,9.55,31.04,2021-09-14 10:30:00
30.3,43.9,3.84,5.95,0.98,9.74,19.56,2021-09-14 10:45:00
29.5,42.7,3.67,5.9,1.01,9.54,22.2,2021-09-14 11:00:00
29.2,42.3,3.68,5.89,0.99,9.54,27.68,2021-09-14 11:15:00
27.8,40.1,3.71,5.9,1.0,9.58,28.89,2021-09-14 11:30:00
25.6,37.0,3.72,5.91,1.03,9.58,26.57,2021-09-14 11:45:00
22.6,32.6,3.7,5.88,0.97,9.56,31.52,2021-09-14 12:00:00
19.3,27.9,3.7,5.89,1.0,9.57,21.41,2021-09-14 12:15:00
17.5,25.3,3.67,5.88,1.01,9.53,17.06,2021-09-14 12:30:00
16.8,24.2,3.68,5.87,1.0,9.54,9.07,2021-09-14 12:45:00
16.0,23.1,3.68,5.87,1.01,9.53,7.22,2021-09-14 13:00:00
15.6,22.5,3.74,5.88,1.0,9.6,8.85,2021-09-14 13:15:00
15.6,22.6,3.69,5.86,1.04,9.53,8.88,2021-09-14 13:30:00
16.6,24.1,3.68,5.87,1.07,9.54,8.19,2021-09-14 13:45:00
20.5,29.8,3.69,5.87,1.04,9.55,8.27,2021-09-14 14:00:00
24.0,35.0,3.71,5.87,1.09,9.57,8.58,2021-09-14 14:15:00
28.2,41.1,3.67,5.88,1.08,9.52,8.2,2021-09-14 14:30:00
31.3,45.6,3.68,5.87,1.04,9.53,9.39,2021-09-14 14:45:00
32.3,47.0,3.71,5.87,1.03,9.57,8.32,2021-09-14 15:00:00
31.9,46.4,3.68,5.86,1.02,9.53,8.03,2021-09-14 15:15:00
31.0,45.0,3.68,5.88,1.03,9.52,7.11,2021-09-14 15:30:00
28.9,41.9,3.72,5.87,1.05,9.58,9.61,2021-09-14 15:45:00
25.2,36.6,3.68,5.87,1.07,9.52,8.17,2021-09-14 16:00:00
22.7,32.9,3.69,5.87,1.08,9.53,8.62,2021-09-14 16:15:00
22.7,32.6,3.68,5.87,1.06,9.53,6.65,2021-09-14 16:30:00
24.2,34.8,3.67,5.86,1.05,9.51,8.62,2021-09-14 16:45:00
25.8,37.2,3.67,5.87,1.02,9.51,9.36,2021-09-14 17:00:00
26.9,38.7,3.67,5.86,1.03,9.52,11.49,2021-09-14 17:15:00
26.8,38.6,3.67,5.87,1.05,9.53,9.38,2021-09-14 17:30:00
25.0,36.0,3.67,5.87,1.03,9.53,8.41,2021-09-14 17:45:00
22.1,31.8,3.66,5.87,1.04,9.51,10.24,2021-09-14 18:00:00
19.8,28.4,3.67,5.87,1.05,9.51,8.82,2021-09-14 18:15:00
19.1,27.3,3.67,5.89,1.04,9.54,7.7,2021-09-14 18:30:00
19.3,27.7,3.68,5.91,1.05,9.58,10.86,2021-09-14 18:45:00
19.8,28.4,3.71,5.91,1.08,9.6,11.78,2021-09-14 19:00:00
20.7,29.8,3.67,5.91,1.1,9.56,10.05,2021-09-14 19:15:00
21.0,30.2,3.67,5.91,1.09,9.56,9.92,2021-09-14 19:30:00
20.6,29.7,3.67,5.9,1.06,9.55,13.72,2021-09-14 19:45:00
19.1,27.7,3.66,5.9,1.06,9.56,11.61,2021-09-14 20:00:00
18.1,26.2,3.68,5.9,1.07,9.58,9.86,2021-09-14 20:15:00
17.7,25.6,3.67,5.89,1.07,9.56,10.34,2021-09-14 20:30:00
17.7,25.6,3.67,5.87,1.05,9.53,10.55,2021-09-14 20:45:00
18.3,26.3,3.66,5.87,1.04,9.52,9.8,2021-09-14 21:00:00
18.7,26.9,3.67,5.87,1.06,9.53,8.96,2021-09-14 21:15:00
19.0,27.2,3.7,5.88,1.08,9.57,11.34,2021-09-14 21:30:00
19.1,27.4,3.67,5.87,1.06,9.53,12.5,2021-09-14 21:45:00
18.7,26.8,3.71,5.86,1.07,9.54,13.83,2021-09-14 22:00:00
18.0,25.7,3.66,5.86,1.07,9.51,11.0,2021-09-14 22:15:00
18.4,26.3,3.67,5.87,1.08,9.52,12.34,2021-09-14 22:30:00
19.2,27.5,3.74,5.89,1.04,9.61,14.76,2021-09-14 22:45:00
19.6,28.2,3.67,5.88,0.91,9.55,22.0,2021-09-14 23:00:00
20.4,29.3,3.69,5.89,0.89,9.58,27.0,2021-09-14 23:15:00
21.0,30.2,3.66,5.88,0.89,9.54,21.0,2021-09-14 23:30:00
,,,,0.0,0.0,,2021-09-15 00:00:00
,,,,0.0,0.0,,2021-09-15 00:15:00
,,,,0.0,0.0,,2021-09-15 00:30:00
,,,,0.0,0.0,,2021-09-15 00:45:00
,,,,0.0,0.0,,2021-09-15 01:00:00
,,,,0.0,0.0,,2021-09-15 01:15:00
,,,,0.0,0.0,,2021-09-15 01:30:00
15.6,22.4,3.66,5.87,1.01,9.52,22.59,2021-09-15 01:45:00
15.3,21.9,3.71,5.91,0.99,9.56,32.05,2021-09-15 02:00:00
15.9,22.8,3.66,5.88,1.01,9.51,27.09,2021-09-15 02:15:00
17.4,24.9,3.7,5.88,1.07,9.57,24.3,2021-09-15 02:30:00
17.6,25.2,3.71,5.91,1.07,9.6,27.71,2021-09-15 02:45:00
16.3,23.3,3.72,5.91,1.05,9.6,13.73,2021-09-15 03:00:00
15.5,22.1,3.74,5.92,1.07,9.62,22.58,2021-09-15 03:15:00
13.5,19.3,3.76,5.91,1.04,9.63,23.35,2021-09-15 03:30:00
11.8,16.9,3.69,5.89,1.05,9.55,14.22,2021-09-15 03:45:00
11.5,16.3,3.7,5.91,1.04,9.59,25.34,2021-09-15 04:00:00
13.2,18.8,3.7,5.9,1.02,9.58,34.33,2021-09-15 04:15:00
16.4,23.3,3.7,5.89,1.05,9.58,29.19,2021-09-15 04:30:00
18.6,26.4,3.75,5.87,1.06,9.58,20.31,2021-09-15 04:45:00
18.7,26.6,3.73,5.88,1.05,9.59,23.23,2021-09-15 05:00:00
20.0,28.5,3.68,5.87,1.05,9.53,29.11,2021-09-15 05:15:00
21.7,31.2,3.67,5.97,1.08,9.63,27.47,2021-09-15 05:30:00
22.0,31.9,3.67,5.9,1.05,9.54,14.28,2021-09-15 05:45:00
20.7,30.0,3.68,5.87,1.05,9.53,15.27,2021-09-15 06:00:00
19.3,28.0,3.67,5.89,1.03,9.55,16.71,2021-09-15 06:15:00
16.4,23.7,3.67,5.88,1.04,9.54,22.28,2021-09-15 06:30:00
14.2,20.3,3.69,5.89,1.04,9.58,30.6,2021-09-15 06:45:00
12.1,17.3,3.68,5.9,1.02,9.55,17.26,2021-09-15 07:00:00
11.3,16.1,3.66,5.9,0.98,9.55,29.76,2021-09-15 07:15:00
9.9,14.2,3.73,5.9,1.04,9.6,26.92,2021-09-15 07:30:00
9.5,13.6,3.67,5.88,1.07,9.54,23.23,2021-09-15 07:45:00
10.3,14.8,3.69,5.9,1.03,9.58,22.1,2021-09-15 08:00:00
12.6,18.2,3.69,5.88,1.05,9.56,16.95,2021-09-15 08:15:00
16.2,23.2,3.77,5.87,1.01,9.56,23.6,2021-09-15 08:30:00
17.8,25.5,3.69,5.88,1.03,9.54,23.24,2021-09-15 08:45:00
17.0,24.3,3.66,5.87,1.02,9.51,25.64,2021-09-15 09:00:00
16.3,23.2,3.68,5.86,1.02,,35.73,2021-09-15 09:15:00
15.7,22.3,3.7,5.88,1.01,9.56,33.49,2021-09-15 09:30:00
15.2,21.7,3.69,5.91,1.01,9.56,29.01,2021-09-15 09:45:00
14.9,21.3,3.67,5.91,1.05,9.53,29.51,2021-09-15 10:00:00
15.0,21.5,3.69,5.9,1.02,9.56,29.92,2021-09-15 10:15:00
14.7,21.0,3.68,5.89,1.04,9.55,28.39,2021-09-15 10:30:00
14.3,20.6,3.67,5.87,0.97,9.51,36.61,2021-09-15 10:45:00
13.4,19.2,3.66,5.86,0.98,9.51,27.15,2021-09-15 11:00:00
13.4,19.3,3.68,5.88,0.97,9.54,26.31,2021-09-15 11:15:00
13.8,20.0,3.66,5.88,1.0,9.53,31.09,2021-09-15 11:30:00
13.8,19.9,3.67,5.87,1.03,9.52,39.02,2021-09-15 11:45:00
12.9,18.7,3.68,5.88,1.02,9.54,28.06,2021-09-15 12:00:00
13.5,19.4,3.7,5.99,1.02,9.66,21.04,2021-09-15 12:15:00
14.5,20.9,3.67,5.87,1.03,9.52,19.13,2021-09-15 12:30:00
14.8,21.4,3.67,5.88,1.06,9.54,25.96,2021-09-15 12:45:00
14.8,21.3,3.67,5.87,1.04,9.53,27.55,2021-09-15 13:00:00
15.1,21.7,3.66,5.87,1.03,9.5,22.17,2021-09-15 13:15:00
13.8,19.8,3.69,5.88,1.07,9.56,29.02,2021-09-15 13:30:00
13.2,19.0,3.67,5.9,1.02,9.55,29.2,2021-09-15 13:45:00
15.2,22.0,3.69,5.91,1.05,9.58,27.21,2021-09-15 14:00:00
19.0,27.5,3.69,5.91,1.03,9.59,23.35,2021-09-15 14:15:00
23.4,33.9,3.67,5.9,1.04,9.55,24.96,2021-09-15 14:30:00
25.5,37.0,3.67,5.88,0.99,9.53,23.43,2021-09-15 14:45:00
23.8,34.4,3.66,5.87,1.0,9.51,27.25,2021-09-15 15:00:00
20.6,29.8,3.69,5.87,1.02,9.55,21.97,2021-09-15 15:15:00
16.5,23.9,3.66,5.86,1.03,9.5,31.31,2021-09-15 15:30:00
14.3,20.6,3.67,5.87,1.03,9.52,23.87,2021-09-15 15:45:00
14.6,21.0,3.65,5.86,1.02,9.49,27.26,2021-09-15 16:00:00
18.1,26.1,3.71,5.88,1.02,9.56,13.83,2021-09-15 16:15:00
22.3,32.2,3.69,5.89,1.02,9.55,7.39,2021-09-15 16:30:00
24.3,35.2,3.68,5.9,1.03,9.55,7.69,2021-09-15 16:45:00
23.5,34.1,3.71,5.91,1.03,9.59,5.82,2021-09-15 17:00:00
22.2,32.3,3.79,5.9,1.06,9.68,9.65,2021-09-15 17:15:00
20.1,29.4,3.68,5.91,1.05,9.56,7.97,2021-09-15 17:30:00
18.0,26.3,3.71,5.89,1.04,9.57,9.05,2021-09-15 17:45:00
16.4,24.0,3.72,5.91,1.04,9.63,8.0,2021-09-15 18:00:00
14.3,20.9,3.72,5.91,1.08,9.61,14.8,2021-09-15 18:15:00
11.7,16.9,3.8,5.88,1.08,9.66,9.99,2021-09-15 18:30:00
10.2,14.6,3.69,5.88,1.06,9.55,17.05,2021-09-15 18:45:00
9.8,14.0,3.71,5.87,1.07,9.56,36.19,2021-09-15 19:00:00
10.7,15.3,3.67,5.86,1.09,9.51,24.98,2021-09-15 19:15:00
12.0,17.0,3.67,5.88,1.06,9.52,15.33,2021-09-15 19:30:00
12.9,18.4,3.79,5.95,1.06,9.72,8.22,2021-09-15 19:45:00
13.9,19.9,3.71,5.89,1.05,9.58,8.99,2021-09-15 20:00:00
14.2,20.4,3.77,5.9,1.05,9.64,15.06,2021-09-15 20:15:00
14.7,21.1,3.75,5.88,1.08,9.58,14.53,2021-09-15 20:30:00
15.6,22.4,3.69,5.94,1.07,9.61,8.73,2021-09-15 20:45:00
16.2,23.3,3.69,5.9,1.09,9.57,7.41,2021-09-15 21:00:00
16.9,24.3,3.67,5.9,1.09,9.55,8.6,2021-09-15 21:15:00
19.0,27.3,3.7,5.89,1.1,9.56,13.23,2021-09-15 21:30:00
19.9,28.4,3.69,5.89,1.08,9.56,7.25,2021-09-15 21:45:00
18.8,26.9,3.73,5.89,1.08,9.61,8.63,2021-09-15 22:00:00
17.9,25.5,3.75,5.94,1.1,9.64,6.63,2021-09-15 22:15:00
15.9,22.8,3.7,5.89,1.1,9.56,7.01,2021-09-15 22:30:00
14.5,20.9,3.67,5.9,1.07,9.55,7.28,2021-09-15 22:45:00
15.4,22.2,3.68,5.87,1.07,9.53,6.09,2021-09-15 23:00:00
17.1,24.7,3.75,5.88,1.07,9.62,8.06,2021-09-15 23:15:00
18.3,26.5,3.7,5.88,1.06,9.57,6.22,2021-09-15 23:30:00
,,,,0.0,0.0,,2021-09-16 00:00:00
,,,,0.0,0.0,,2021-09-16 00:15:00
,,,,0.0,0.0,,2021-09-16 00:30:00
,,,,0.0,0.0,,2021-09-16 00:45:00
,,,,0.0,0.0,,2021-09-16 01:00:00
