pm2.5,pm10,no,no2,co,nox,ozone,timestamp
,,,,0.0,0.0,,2021-09-16 01:15:00
,,,,0.0,0.0,,2021-09-16 01:30:00
16.9,24.2,3.69,5.87,1.01,9.55,7.61,2021-09-16 01:45:00
18.1,26.0,3.69,5.87,1.01,9.55,9.06,2021-09-16 02:00:00
25.0,36.1,3.74,5.89,1.01,9.61,11.45,2021-09-16 02:15:00
35.7,52.4,3.71,5.87,1.01,9.56,8.77,2021-09-16 02:30:00
40.2,59.0,3.67,5.87,1.04,9.51,7.08,2021-09-16 02:45:00
38.4,56.5,3.66,5.87,1.05,9.5,7.61,2021-09-16 03:00:00
34.5,50.9,3.66,5.86,1.0,9.51,8.16,2021-09-16 03:15:00
24.7,36.4,3.66,5.87,1.02,9.51,10.38,2021-09-16 03:30:00
15.9,23.1,3.68,5.88,1.02,9.55,7.3,2021-09-16 03:45:00
11.6,16.8,3.67,5.87,1.03,9.52,10.51,2021-09-16 04:00:00
13.3,19.2,3.68,5.87,0.99,9.53,8.3,2021-09-16 04:15:00
17.2,25.3,3.76,5.88,1.0,9.62,11.25,2021-09-16 04:30:00
19.1,28.1,3.74,5.9,1.0,9.58,11.11,2021-09-16 04:45:00
18.3,26.9,3.74,5.91,1.01,9.61,8.8,2021-09-16 05:00:00
17.3,25.5,3.69,5.91,1.0,9.57,10.61,2021-09-16 05:15:00
14.1,20.6,3.67,5.89,1.01,9.54,11.27,2021-09-16 05:30:00
11.8,16.9,3.74,5.86,1.03,9.55,7.45,2021-09-16 05:45:00
12.2,17.4,3.7,5.87,1.02,9.55,7.64,2021-09-16 06:00:00
14.0,20.1,3.72,5.87,1.02,9.58,8.49,2021-09-16 06:15:00
16.0,23.0,3.77,5.89,1.03,9.64,6.46,2021-09-16 06:30:00
17.0,24.3,3.7,5.88,1.07,9.56,4.82,2021-09-16 06:45:00
16.7,24.0,3.75,5.88,1.07,9.6,4.99,2021-09-16 07:00:00
16.2,23.3,3.72,5.91,1.08,9.6,7.38,2021-09-16 07:15:00
16.1,23.3,3.71,5.87,1.04,9.57,8.14,2021-09-16 07:30:00
17.6,25.6,3.68,5.87,1.02,9.51,7.53,2021-09-16 07:45:00
20.1,29.2,3.66,5.86,1.02,9.51,10.94,2021-09-16 08:00:00
24.9,36.4,3.67,5.85,1.07,9.51,16.74,2021-09-16 08:15:00
26.8,39.3,3.66,5.88,1.02,9.52,18.31,2021-09-16 08:30:00
25.9,38.0,3.71,5.9,0.98,9.56,11.04,2021-09-16 08:45:00
22.0,32.2,3.66,5.93,0.99,9.57,16.01,2021-09-16 09:00:00
17.5,25.6,3.67,5.91,0.97,9.56,21.77,2021-09-16 09:15:00
15.3,22.3,3.67,5.88,1.01,9.54,28.02,2021-09-16 09:30:00
15.2,22.3,3.71,5.86,1.04,9.53,22.13,2021-09-16 09:45:00
18.3,27.3,3.68,5.86,1.04,9.53,25.23,2021-09-16 10:00:00
22.2,33.4,3.74,5.86,1.04,9.59,32.42,2021-09-16 10:15:00
24.9,37.6,3.8,5.89,1.03,9.67,35.45,2021-09-16 10:30:00
26.0,39.5,3.68,5.89,1.03,9.55,16.71,2021-09-16 10:45:00
23.4,35.4,3.73,5.89,1.03,9.58,29.11,2021-09-16 11:00:00
19.8,29.8,3.68,5.89,1.03,9.55,24.46,2021-09-16 11:15:00
16.6,24.6,3.7,5.88,1.01,9.58,28.09,2021-09-16 11:30:00
15.2,22.3,3.67,5.86,0.99,9.52,9.73,2021-09-16 11:45:00
17.8,25.8,3.69,5.85,1.0,9.54,7.17,2021-09-16 12:00:00
23.2,33.8,3.68,5.87,1.04,9.54,8.95,2021-09-16 12:15:00
28.3,41.4,3.68,5.86,1.03,9.54,6.38,2021-09-16 12:30:00
31.1,45.5,3.69,5.87,1.05,9.55,6.89,2021-09-16 12:45:00
30.2,44.1,3.66,5.87,1.03,9.52,7.18,2021-09-16 13:00:00
29.4,43.1,3.71,5.87,1.05,9.57,8.45,2021-09-16 13:15:00
28.8,42.3,3.67,5.86,1.02,9.51,7.77,2021-09-16 13:30:00
28.0,41.1,3.73,5.98,1.02,9.68,8.47,2021-09-16 13:45:00
27.7,40.8,3.67,5.87,1.01,9.52,10.14,2021-09-16 14:00:00
27.2,40.2,3.69,5.87,1.03,9.54,5.97,2021-09-16 14:15:00
26.4,39.0,3.65,5.87,1.03,9.51,8.08,2021-09-16 14:30:00
25.7,37.9,3.68,5.91,1.05,9.57,7.29,2021-09-16 14:45:00
22.8,33.5,3.75,5.88,1.06,9.63,8.1,2021-09-16 15:00:00
20.5,30.2,3.71,5.89,1.03,9.58,7.76,2021-09-16 15:15:00
18.9,27.9,3.67,5.89,1.03,9.56,8.82,2021-09-16 15:30:00
17.7,26.4,3.7,5.9,0.98,9.57,9.24,2021-09-16 15:45:00
18.9,28.3,3.81,5.94,0.95,9.58,9.4,2021-09-16 16:00:00
22.1,33.1,3.7,5.9,0.98,9.58,6.45,2021-09-16 16:15:00
24.2,36.1,3.69,5.87,1.0,9.54,7.43,2021-09-16 16:30:00
24.9,36.7,3.68,5.87,1.04,9.54,7.51,2021-09-16 16:45:00
23.6,34.7,3.68,5.87,1.07,9.53,7.82,2021-09-16 17:00:00
22.0,32.1,3.65,5.87,1.05,9.5,7.62,2021-09-16 17:15:00
20.5,29.9,3.66,5.87,1.06,9.51,10.69,2021-09-16 17:30:00
19.5,28.5,3.66,5.88,1.04,9.52,10.22,2021-09-16 17:45:00
19.1,27.9,3.68,5.87,1.05,9.54,10.83,2021-09-16 18:00:00
19.1,27.8,3.77,5.88,1.08,9.62,11.46,2021-09-16 18:15:00
18.9,27.5,3.66,5.87,1.08,9.52,11.6,2021-09-16 18:30:00
18.7,27.2,3.67,5.87,1.08,9.54,16.97,2021-09-16 18:45:00
17.2,24.9,3.68,5.86,1.06,9.53,34.04,2021-09-16 19:00:00
15.5,22.5,3.67,5.86,1.06,9.53,29.85,2021-09-16 19:15:00
14.4,20.6,3.69,5.88,1.08,9.56,26.91,2021-09-16 19:30:00
14.0,20.0,3.68,5.87,1.05,9.54,13.01,2021-09-16 19:45:00
14.4,20.5,3.69,5.88,1.07,9.55,8.94,2021-09-16 20:00:00
16.3,23.3,3.67,5.87,1.07,9.51,7.42,2021-09-16 20:15:00
19.5,27.7,3.67,5.87,1.08,9.52,10.83,2021-09-16 20:30:00
21.6,30.7,3.75,5.87,1.05,9.6,9.56,2021-09-16 20:45:00
23.0,32.7,3.71,5.87,1.02,9.55,7.32,2021-09-16 21:00:00
25.1,35.6,3.79,5.93,1.05,9.7,9.19,2021-09-16 21:15:00
25.7,36.6,3.78,5.88,1.04,9.65,10.81,2021-09-16 21:30:00
24.9,35.4,3.71,5.93,1.06,9.61,6.6,2021-09-16 21:45:00
22.2,31.5,3.81,5.92,1.05,9.7,6.31,2021-09-16 22:00:00
19.6,27.9,3.71,5.92,1.05,9.59,7.42,2021-09-16 22:15:00
17.4,24.7,3.67,5.93,1.09,9.56,9.85,2021-09-16 22:30:00
16.1,22.9,3.71,5.92,1.09,9.62,5.65,2021-09-16 22:45:00
14.2,20.1,3.72,5.91,0.94,9.59,5.97,2021-09-16 23:00:00
13.2,18.7,3.65,5.92,0.94,9.54,5.64,2021-09-16 23:15:00
12.1,17.2,3.76,5.91,0.93,9.64,5.17,2021-09-16 23:30:00
,,,,0.0,0.0,,2021-09-17 00:00:00
,,,,0.0,0.0,,2021-09-17 00:15:00
,,,,0.0,0.0,,2021-09-17 00:30:00
,,,,0.0,0.0,,2021-09-17 00:45:00
,,,,0.0,0.0,,2021-09-17 01:00:00
,,,,0.0,0.0,,2021-09-17 01:15:00
,,,,0.0,0.0,,2021-09-17 01:30:00
15.7,22.1,3.68,5.91,1.02,9.55,12.17,2021-09-17 01:45:00
14.8,20.8,3.71,5.91,1.02,9.6,11.89,2021-09-17 02:00:00
14.7,20.7,3.7,5.91,1.02,9.59,18.02,2021-09-17 02:15:00
14.4,20.3,3.66,5.9,1.01,9.52,13.82,2021-09-17 02:30:00
14.1,19.8,3.67,5.9,1.01,9.54,9.63,2021-09-17 02:45:00
13.0,18.4,3.75,5.9,1.02,9.58,7.93,2021-09-17 03:00:00
12.4,17.6,3.69,5.89,1.02,9.55,8.81,2021-09-17 03:15:00
11.7,16.5,3.69,5.89,1.06,9.57,11.96,2021-09-17 03:30:00
11.3,16.0,3.71,5.88,1.07,9.57,7.95,2021-09-17 03:45:00
11.5,16.3,3.68,5.88,1.06,9.54,9.85,2021-09-17 04:00:00
12.5,17.8,3.71,5.88,1.04,9.56,14.26,2021-09-17 04:15:00
14.4,20.4,3.67,5.87,1.03,9.51,11.36,2021-09-17 04:30:00
15.8,22.4,3.7,5.89,1.05,9.55,6.24,2021-09-17 04:45:00
16.8,23.8,3.67,5.88,1.04,9.53,6.87,2021-09-17 05:00:00
18.9,26.6,3.7,5.89,1.02,9.57,5.55,2021-09-17 05:15:00
20.6,29.1,3.71,5.88,1.0,9.54,9.63,2021-09-17 05:30:00
20.9,29.5,3.69,5.89,1.0,9.56,7.65,2021-09-17 05:45:00
20.4,28.8,3.7,5.89,1.0,9.57,7.57,2021-09-17 06:00:00
20.0,28.3,3.66,5.91,1.01,9.54,7.84,2021-09-17 06:15:00
21.8,31.3,3.67,5.88,1.01,9.52,8.8,2021-09-17 06:30:00
22.8,33.0,3.69,5.85,1.01,9.53,8.03,2021-09-17 06:45:00
20.6,30.0,3.68,5.89,1.0,9.53,6.17,2021-09-17 07:00:00
18.4,26.9,3.68,5.85,1.04,9.52,6.94,2021-09-17 07:15:00
15.4,22.5,3.66,5.85,1.06,9.5,6.27,2021-09-17 07:30:00
11.7,16.8,3.65,5.86,1.06,9.49,7.1,2021-09-17 07:45:00
11.8,16.9,3.67,5.87,1.08,9.52,5.67,2021-09-17 08:00:00
17.4,25.1,3.67,5.86,1.05,9.51,12.46,2021-09-17 08:15:00
21.0,30.3,3.66,5.86,1.03,9.51,11.45,2021-09-17 08:30:00
22.5,32.5,3.81,5.97,1.05,9.64,12.0,2021-09-17 08:45:00
21.6,31.1,3.67,5.86,1.05,9.5,6.24,2021-09-17 09:00:00
19.1,27.3,3.66,5.86,1.06,9.5,19.79,2021-09-17 09:15:00
17.6,25.2,3.66,5.87,1.04,9.51,26.58,2021-09-17 09:30:00
17.4,25.0,3.66,5.88,1.04,9.54,12.68,2021-09-17 09:45:00
17.6,25.4,3.66,5.88,1.03,9.52,17.37,2021-09-17 10:00:00
17.9,26.0,3.69,5.88,1.0,9.55,32.45,2021-09-17 10:15:00
17.7,25.9,3.68,5.88,1.0,9.55,27.13,2021-09-17 10:30:00
17.3,25.3,3.67,5.88,0.98,9.53,28.22,2021-09-17 10:45:00
15.3,22.5,3.66,5.88,1.0,9.53,27.67,2021-09-17 11:00:00
13.2,19.4,3.67,5.88,1.01,9.53,29.62,2021-09-17 11:15:00
11.4,16.7,3.68,5.89,0.98,9.55,10.92,2021-09-17 11:30:00
10.8,15.5,3.68,5.87,1.03,9.54,9.49,2021-09-17 11:45:00
12.6,17.9,3.66,5.88,1.04,9.52,7.89,2021-09-17 12:00:00
16.4,23.2,3.66,5.86,1.04,9.5,7.94,2021-09-17 12:15:00
20.3,28.9,3.66,5.88,1.07,9.53,8.2,2021-09-17 12:30:00
22.9,32.6,3.67,5.9,1.04,9.54,9.87,2021-09-17 12:45:00
23.3,33.5,3.69,5.91,1.03,9.57,9.13,2021-09-17 13:00:00
23.0,33.4,3.67,5.91,1.03,9.56,8.51,2021-09-17 13:15:00
22.4,33.0,3.68,5.91,1.0,9.58,7.63,2021-09-17 13:30:00
20.9,30.8,3.71,5.91,1.0,9.61,7.05,2021-09-17 13:45:00
,,,,0.88,,6.0,2021-09-17 14:00:00
16.4,23.9,3.69,5.9,1.01,9.56,8.03,2021-09-17 14:15:00
14.9,21.6,3.68,5.88,1.04,9.55,9.81,2021-09-17 14:30:00
13.9,20.1,3.69,5.92,1.03,9.53,10.8,2021-09-17 14:45:00
12.4,17.8,3.67,5.87,1.03,9.52,10.56,2021-09-17 15:00:00
12.2,17.6,3.7,5.86,1.0,9.54,7.88,2021-09-17 15:15:00
12.6,18.1,3.66,5.87,1.04,9.5,9.54,2021-09-17 15:30:00
13.2,19.0,3.67,5.91,1.05,9.54,9.8,2021-09-17 15:45:00
15.8,22.7,3.67,5.9,1.03,9.54,7.08,2021-09-17 16:00:00
20.5,29.8,3.72,5.9,1.03,9.59,6.75,2021-09-17 16:15:00
24.7,36.4,3.65,5.93,1.04,9.53,5.7,2021-09-17 16:30:00
26.5,39.1,3.73,5.91,1.02,9.62,7.41,2021-09-17 16:45:00
26.3,39.1,3.68,5.91,1.0,9.58,7.17,2021-09-17 17:00:00
24.8,36.7,3.67,5.89,1.0,9.54,8.09,2021-09-17 17:15:00
4.1,32.9,,,0.88,,8.27,2021-09-17 17:30:00
20.4,29.7,3.67,5.88,1.03,9.54,12.59,2021-09-17 17:45:00
18.3,26.7,3.72,5.87,1.03,9.56,8.79,2021-09-17 18:00:00
16.8,24.4,3.67,5.87,1.06,9.54,9.48,2021-09-17 18:15:00
15.3,22.2,3.69,5.88,1.04,9.57,8.85,2021-09-17 18:30:00
14.4,21.0,3.7,5.89,1.03,9.57,9.28,2021-09-17 18:45:00
12.7,18.6,3.69,5.89,1.05,9.56,11.99,2021-09-17 19:00:00
11.0,16.0,3.69,5.9,1.08,9.59,9.88,2021-09-17 19:15:00
9.1,13.2,3.68,5.88,1.05,9.54,7.96,2021-09-17 19:30:00
8.5,12.1,3.69,5.87,1.0,9.56,12.11,2021-09-17 19:45:00
9.8,13.8,3.71,5.88,1.0,9.58,21.42,2021-09-17 20:00:00
12.1,17.1,3.73,5.88,1.04,9.6,22.46,2021-09-17 20:15:00
14.6,20.6,3.75,5.88,1.02,9.62,28.16,2021-09-17 20:30:00
16.8,23.7,3.66,5.87,1.02,9.52,22.78,2021-09-17 20:45:00
18.2,25.7,3.69,5.87,1.03,9.55,7.76,2021-09-17 21:00:00
21.4,30.3,3.67,5.87,1.05,9.52,23.78,2021-09-17 21:15:00
23.7,33.6,3.67,5.87,1.06,9.51,18.97,2021-09-17 21:30:00
23.8,33.8,3.68,5.89,1.07,9.55,11.98,2021-09-17 21:45:00
22.8,32.5,3.66,5.89,1.08,9.53,10.5,2021-09-17 22:00:00
20.3,28.9,3.67,5.86,1.07,9.49,12.46,2021-09-17 22:15:00
17.9,25.4,3.67,5.88,1.06,9.54,7.18,2021-09-17 22:30:00
17.8,25.3,3.65,5.9,1.03,9.53,6.13,2021-09-17 22:45:00
16.4,23.3,3.67,5.91,1.03,9.56,5.0,2021-09-17 23:00:00
15.4,21.9,3.69,5.9,1.02,9.58,5.0,2021-09-17 23:15:00
15.3,21.8,3.66,5.88,0.99,9.53,6.0,2021-09-17 23:30:00
,,,,0.0,0.0,,2021-09-18 00:00:00
,,,,0.0,0.0,,2021-09-18 00:15:00
,,,,0.0,0.0,,2021-09-18 00:30:00
,,,,0.0,0.0,,2021-09-18 00:45:00
,,,,0.0,0.0,,2021-09-18 01:00:00
,,,,0.0,0.0,,2021-09-18 01:15:00
,,,,0.0,0.0,,2021-09-18 01:30:00
13.7,19.4,3.67,5.87,0.89,9.52,8.0,2021-09-18 01:45:00
12.5,17.7,3.67,5.86,0.9,9.52,2.0,2021-09-18 02:00:00
12.4,17.6,3.66,5.87,0.87,9.51,7.0,2021-09-18 02:15:00
12.2,17.2,3.67,5.86,0.89,9.52,4.0,2021-09-18 02:30:00
12.6,17.7,3.69,5.87,0.93,9.55,5.0,2021-09-18 02:45:00
12.6,17.8,3.67,5.86,0.9,9.52,4.0,2021-09-18 03:00:00
13.1,18.6,3.67,5.87,0.91,9.53,2.0,2021-09-18 03:15:00
14.5,20.5,3.68,5.87,0.88,9.54,4.0,2021-09-18 03:30:00
15.7,22.2,3.65,5.86,0.88,9.5,3.0,2021-09-18 03:45:00
18.0,25.5,3.67,5.9,0.85,9.55,4.0,2021-09-18 04:00:00
22.4,31.9,3.65,5.87,0.86,9.5,6.0,2021-09-18 04:15:00
27.4,39.8,3.67,5.88,0.88,9.54,10.0,2021-09-18 04:30:00
29.2,42.8,3.68,5.9,0.88,9.57,3.0,2021-09-18 04:45:00
26.7,39.3,3.69,5.93,0.86,9.58,5.0,2021-09-18 05:00:00
22.4,33.0,3.66,5.9,0.88,9.53,4.0,2021-09-18 05:15:00
15.9,23.1,3.67,5.9,0.89,9.55,6.0,2021-09-18 05:30:00
11.1,15.8,3.67,5.86,0.92,9.53,6.0,2021-09-18 05:45:00
9.9,14.0,3.65,5.87,0.93,9.5,3.0,2021-09-18 06:00:00
9.6,13.6,3.65,5.86,0.92,9.49,4.0,2021-09-18 06:15:00
10.1,14.3,3.67,5.88,0.88,9.53,4.0,2021-09-18 06:30:00
10.3,14.6,3.66,5.9,0.9,9.55,3.0,2021-09-18 06:45:00
10.5,14.9,3.66,5.9,0.92,9.55,2.0,2021-09-18 07:00:00
10.5,15.1,3.66,5.91,0.91,9.54,4.0,2021-09-18 07:15:00
10.7,15.4,3.67,5.91,0.88,9.57,4.0,2021-09-18 07:30:00
11.8,16.8,3.68,5.88,0.89,9.55,2.0,2021-09-18 07:45:00
14.7,21.0,3.67,5.88,0.9,9.53,2.0,2021-09-18 08:00:00
20.8,29.4,3.74,5.9,0.91,9.61,5.0,2021-09-18 08:15:00
28.8,40.4,3.67,5.87,0.87,9.52,7.0,2021-09-18 08:30:00
33.1,46.4,3.69,5.86,0.88,9.55,4.0,2021-09-18 08:45:00
33.0,46.4,3.69,5.86,0.89,9.53,5.0,2021-09-18 09:00:00
31.5,44.2,3.68,5.87,0.9,9.54,8.0,2021-09-18 09:15:00
28.0,39.2,3.7,5.87,0.89,9.54,14.0,2021-09-18 09:30:00
24.8,34.7,3.7,5.88,0.9,9.57,7.0,2021-09-18 09:45:00
23.5,32.8,3.69,5.88,0.89,9.56,13.0,2021-09-18 10:00:00
24.6,34.5,3.72,5.88,0.86,9.59,19.0,2021-09-18 10:15:00
26.1,36.7,3.67,5.93,0.9,9.59,17.0,2021-09-18 10:30:00
27.4,38.6,3.66,5.89,0.89,9.54,14.0,2021-09-18 10:45:00
25.2,35.6,3.65,5.89,0.91,9.52,5.0,2021-09-18 11:00:00
22.5,31.8,3.71,5.91,0.88,9.59,4.0,2021-09-18 11:15:00
18.9,26.8,3.67,5.89,0.92,9.53,10.0,2021-09-18 11:30:00
17.3,24.5,3.69,5.89,0.9,9.57,8.0,2021-09-18 11:45:00
16.3,22.9,3.67,5.89,0.89,9.56,7.0,2021-09-18 12:00:00
18.4,25.7,3.69,5.88,0.89,9.56,13.0,2021-09-18 12:15:00
20.0,28.0,3.69,5.89,0.87,9.56,10.0,2021-09-18 12:30:00
21.3,29.9,3.68,5.91,0.86,9.56,25.0,2021-09-18 12:45:00
22.2,31.2,3.7,5.88,0.87,9.56,28.0,2021-09-18 13:00:00
25.2,35.4,3.71,5.9,0.86,9.57,18.0,2021-09-18 13:15:00
29.9,42.2,3.66,5.88,0.89,9.52,18.0,2021-09-18 13:30:00
31.7,44.9,3.67,5.88,0.88,9.54,31.0,2021-09-18 13:45:00
30.7,43.6,3.69,5.87,0.89,9.54,21.0,2021-09-18 14:00:00
28.2,40.0,3.67,5.87,0.9,9.52,25.0,2021-09-18 14:15:00
25.6,36.4,3.69,5.89,0.89,9.56,24.0,2021-09-18 14:30:00
23.1,32.7,3.66,5.9,0.91,9.55,16.0,2021-09-18 14:45:00
19.7,27.8,3.68,5.9,0.87,9.56,18.0,2021-09-18 15:00:00
17.1,24.1,3.66,5.91,0.87,9.55,26.0,2021-09-18 15:15:00
15.9,22.4,3.65,5.89,0.88,9.51,33.0,2021-09-18 15:30:00
15.0,21.1,3.7,5.87,0.89,9.56,26.0,2021-09-18 15:45:00
15.4,21.6,3.79,5.86,0.91,9.62,28.0,2021-09-18 16:00:00
18.4,25.7,3.69,5.87,0.88,9.55,31.0,2021-09-18 16:15:00
20.9,29.3,3.67,5.87,0.88,9.51,22.0,2021-09-18 16:30:00
22.1,30.9,3.68,5.87,0.89,9.53,20.0,2021-09-18 16:45:00
22.8,31.8,3.67,5.88,0.92,9.53,20.0,2021-09-18 17:00:00
23.2,32.3,3.67,5.87,0.94,9.53,25.0,2021-09-18 17:15:00
23.7,33.2,3.67,5.87,0.92,9.52,24.0,2021-09-18 17:30:00
23.2,32.4,3.68,5.89,0.9,9.55,14.0,2021-09-18 17:45:00
20.1,28.2,3.66,5.88,0.91,9.51,4.0,2021-09-18 18:00:00
17.5,24.5,3.68,5.88,0.94,9.54,8.0,2021-09-18 18:15:00
14.2,19.9,3.73,5.88,0.89,9.58,12.0,2021-09-18 18:30:00
12.7,17.8,3.7,5.89,0.9,9.57,3.0,2021-09-18 18:45:00
11.7,16.5,3.74,5.88,0.91,9.6,6.0,2021-09-18 19:00:00
12.0,16.9,3.82,5.88,0.91,9.68,3.0,2021-09-18 19:15:00
11.5,16.3,3.68,5.87,0.93,9.53,6.0,2021-09-18 19:30:00
11.3,16.0,3.68,5.88,0.86,9.54,4.0,2021-09-18 19:45:00
11.7,16.4,3.71,5.88,0.85,9.57,2.0,2021-09-18 20:00:00
12.1,17.0,3.72,5.88,0.89,9.58,2.0,2021-09-18 20:15:00
13.6,19.2,3.68,5.87,0.88,9.54,2.0,2021-09-18 20:30:00
14.7,20.7,3.66,5.86,0.9,9.5,2.0,2021-09-18 20:45:00
13.7,19.2,3.67,5.87,0.91,9.52,2.0,2021-09-18 21:00:00
12.9,18.1,3.69,5.87,0.9,9.54,5.0,2021-09-18 21:15:00
12.4,17.4,3.68,5.87,0.93,9.54,6.0,2021-09-18 21:30:00
11.9,16.8,3.7,5.86,0.93,9.53,5.0,2021-09-18 21:45:00
12.6,17.8,3.67,5.86,0.92,9.51,3.0,2021-09-18 22:00:00
15.2,21.3,3.66,5.86,0.9,9.5,3.0,2021-09-18 22:15:00
18.5,25.9,3.66,5.86,0.92,9.51,4.0,2021-09-18 22:30:00
18.9,26.5,3.67,5.85,0.92,9.52,2.0,2021-09-18 22:45:00
17.8,25.0,3.68,5.85,0.92,9.51,4.0,2021-09-18 23:00:00
16.1,22.7,3.71,5.85,0.91,9.52,2.0,2021-09-18 23:15:00
13.0,18.4,3.75,5.87,0.92,9.59,3.0,2021-09-18 23:30:00
,,,,0.0,0.0,,2021-09-19 00:00:00
,,,,0.0,0.0,,2021-09-19 00:15:00
,,,,0.0,0.0,,2021-09-19 00:30:00
,,,,0.0,0.0,,2021-09-19 00:45:00
,,,,0.0,0.0,,2021-09-19 01:00:00
,,,,0.0,0.0,,2021-09-19 01:15:00
,,,,0.0,0.0,,2021-09-19 01:30:00
13.3,18.7,3.68,5.86,1.03,9.54,4.54,2021-09-19 01:45:00
11.6,16.4,3.67,5.86,1.01,9.52,5.6,2021-09-19 02:00:00
11.0,15.5,3.69,5.87,1.01,9.54,5.63,2021-09-19 02:15:00
10.2,14.4,3.67,5.88,1.03,9.52,5.1,2021-09-19 02:30:00
9.7,13.7,3.71,5.91,1.01,9.6,5.65,2021-09-19 02:45:00
9.1,12.9,3.69,5.9,1.04,9.56,5.97,2021-09-19 03:00:00
9.1,12.9,3.72,5.9,1.05,9.6,5.76,2021-09-19 03:15:00
8.8,12.5,3.71,5.9,1.03,9.58,6.22,2021-09-19 03:30:00
8.6,12.2,3.65,5.86,1.05,9.49,6.95,2021-09-19 03:45:00
9.3,13.2,3.67,5.86,1.01,9.52,5.49,2021-09-19 04:00:00
11.0,15.5,3.68,5.87,1.03,9.53,6.46,2021-09-19 04:15:00
13.9,19.5,3.67,5.86,0.99,9.52,5.7,2021-09-19 04:30:00
15.6,21.8,3.66,5.86,1.02,9.51,4.36,2021-09-19 04:45:00
14.8,20.6,3.67,5.85,1.03,9.51,5.86,2021-09-19 05:00:00
13.3,18.6,3.68,5.85,1.02,9.53,4.25,2021-09-19 05:15:00
11.2,15.7,3.77,5.89,1.01,9.63,5.31,2021-09-19 05:30:00
9.0,12.7,3.67,5.91,1.04,9.56,6.91,2021-09-19 05:45:00
8.1,11.5,3.67,5.91,1.03,9.56,5.18,2021-09-19 06:00:00
7.9,11.2,3.67,5.91,1.05,9.55,5.33,2021-09-19 06:15:00
7.5,10.7,3.67,5.91,1.07,9.54,6.27,2021-09-19 06:30:00
7.4,10.5,3.69,5.91,1.04,9.59,6.96,2021-09-19 06:45:00
8.1,11.5,3.7,5.91,1.05,9.6,5.12,2021-09-19 07:00:00
9.0,12.9,3.67,5.93,1.04,9.56,4.45,2021-09-19 07:15:00
9.5,13.5,3.69,5.89,1.04,9.56,5.41,2021-09-19 07:30:00
9.7,13.8,3.67,5.88,1.04,9.53,4.92,2021-09-19 07:45:00
9.6,13.7,3.66,5.87,1.02,9.51,5.95,2021-09-19 08:00:00
9.7,13.8,3.66,5.87,1.02,9.51,6.42,2021-09-19 08:15:00
11.5,16.2,3.66,5.91,1.06,9.55,5.7,2021-09-19 08:30:00
13.6,19.2,3.68,5.89,1.04,9.55,6.73,2021-09-19 08:45:00
15.4,21.7,4.26,6.05,1.04,10.3,9.09,2021-09-19 09:00:00
18.2,25.6,4.17,5.91,1.03,10.04,8.91,2021-09-19 09:15:00
24.3,34.1,3.67,5.88,1.05,9.52,9.91,2021-09-19 09:30:00
27.9,39.0,3.71,5.86,1.04,9.56,11.65,2021-09-19 09:45:00
27.1,37.9,3.69,5.87,1.03,9.54,13.96,2021-09-19 10:00:00
27.3,38.1,3.67,5.86,1.05,9.52,16.26,2021-09-19 10:15:00
25.3,35.3,3.67,5.88,1.04,9.55,18.89,2021-09-19 10:30:00
22.7,31.7,3.72,5.89,1.01,9.58,20.47,2021-09-19 10:45:00
20.3,28.5,3.66,5.88,0.99,9.51,12.6,2021-09-19 11:00:00
20.1,28.1,3.7,5.9,1.01,9.58,21.83,2021-09-19 11:15:00
18.3,25.6,3.68,5.89,1.01,9.54,21.06,2021-09-19 11:30:00
16.8,23.7,3.69,5.89,1.06,9.55,24.12,2021-09-19 11:45:00
16.7,23.5,3.67,5.9,1.05,9.55,28.66,2021-09-19 12:00:00
18.0,25.4,3.69,5.89,1.05,9.57,26.98,2021-09-19 12:15:00
21.4,30.1,3.68,5.89,1.04,9.56,30.52,2021-09-19 12:30:00
23.2,32.5,3.66,5.89,1.09,9.53,21.2,2021-09-19 12:45:00
21.6,30.2,3.7,5.9,1.07,9.58,28.33,2021-09-19 13:00:00
20.1,28.1,3.7,5.89,1.11,9.58,32.03,2021-09-19 13:15:00
18.6,26.0,3.71,5.89,1.07,9.59,25.1,2021-09-19 13:30:00
17.0,23.8,3.68,5.88,1.01,9.53,18.22,2021-09-19 13:45:00
17.9,25.1,3.72,5.89,1.04,9.61,15.91,2021-09-19 14:00:00
18.7,26.3,3.68,5.88,1.04,9.55,19.84,2021-09-19 14:15:00
20.8,29.1,3.68,5.86,1.03,9.53,23.65,2021-09-19 14:30:00
22.4,31.3,3.69,5.87,1.05,9.54,13.89,2021-09-19 14:45:00
22.3,31.3,3.71,5.85,1.11,9.53,8.03,2021-09-19 15:00:00
22.6,31.6,3.67,5.86,1.06,9.52,20.15,2021-09-19 15:15:00
22.3,31.3,3.68,5.87,1.04,9.55,26.03,2021-09-19 15:30:00
20.5,28.8,3.69,5.9,1.03,9.59,23.25,2021-09-19 15:45:00
18.6,26.3,3.69,5.89,1.04,9.58,29.28,2021-09-19 16:00:00
17.3,24.5,3.68,5.89,1.02,9.56,29.67,2021-09-19 16:15:00
17.2,24.3,3.67,5.88,1.02,9.54,27.33,2021-09-19 16:30:00
18.2,25.6,3.69,5.86,1.08,9.54,29.48,2021-09-19 16:45:00
17.2,24.1,3.76,5.87,1.06,9.6,30.66,2021-09-19 17:00:00
