pm2.5,pm10,no,no2,so2,co,nox,ozone,at,rh,ws,wd,bp,timestamp,nh3,benzene
30.0,60.25,111.82,74.64,12.83,0.12,137.61,,26.58,89.0,0.97,207.57,1014.53,2023-11-20 10:15:00,108.62,
30.76,61.76,,,13.27,,,,,,,,,2023-11-20 10:30:00,,
34.0,68.25,118.31,78.37,13.2,0.12,144.86,,,,,,,2023-11-20 10:45:00,103.19,
34.0,68.25,114.06,74.81,13.33,0.12,139.54,,,,,,,2023-11-20 11:00:00,117.91,
34.0,68.25,124.46,85.14,13.5,0.12,153.48,,27.12,88.78,1.38,242.98,1013.75,2023-11-20 11:15:00,114.32,
32.04,64.34,120.11,81.58,13.43,0.12,148.04,,27.2,87.71,1.49,285.04,1013.52,2023-11-20 11:30:00,112.5,
23.0,46.25,118.61,84.46,13.43,0.12,148.35,,27.51,87.27,1.38,263.34,1013.21,2023-11-20 11:45:00,108.18,
23.0,46.25,120.25,88.16,13.28,0.12,151.66,,27.59,85.73,1.46,257.2,1012.97,2023-11-20 12:00:00,108.86,
23.0,46.25,116.87,74.58,13.09,0.12,141.67,,27.86,85.5,1.16,262.57,1012.76,2023-11-20 12:15:00,113.07,
24.0,48.25,24.85,6.3,13.16,0.12,35.72,,28.05,86.15,1.25,277.17,1012.22,2023-11-20 13:00:00,17.61,
24.0,48.25,25.78,6.74,13.32,0.12,37.46,,28.23,86.28,0.99,245.12,1012.05,2023-11-20 13:15:00,17.74,
23.81,47.89,25.34,6.27,13.16,0.12,36.18,,28.16,86.15,1.11,273.45,1011.85,2023-11-20 13:30:00,17.64,
23.0,46.25,24.78,6.07,13.2,0.12,35.25,,28.13,86.54,1.18,265.46,1011.66,2023-11-20 13:45:00,18.87,
23.0,46.25,26.02,6.99,13.25,0.12,38.14,,28.41,86.08,1.09,256.14,1011.44,2023-11-20 14:00:00,17.72,
23.0,46.25,24.71,6.49,13.12,0.12,35.91,,28.82,84.62,1.09,209.33,1011.23,2023-11-20 14:15:00,17.32,
22.81,45.88,25.79,7.41,13.15,0.12,38.63,,28.93,83.43,1.34,259.63,1011.15,2023-11-20 14:30:00,17.09,
22.0,44.25,25.92,7.17,13.1,0.12,38.34,,29.32,82.47,1.16,246.63,1011.08,2023-11-20 14:45:00,17.46,
22.0,44.25,24.46,6.4,12.88,0.12,35.49,,29.05,82.04,1.28,247.21,1011.04,2023-11-20 15:00:00,17.62,
22.0,44.25,25.5,7.06,13.0,0.12,37.72,,29.1,82.24,0.99,227.62,1011.04,2023-11-20 15:15:00,18.6,
,46.89,,,,,,,,,,,,2023-11-20 15:30:00,,
,58.25,,,,,,,,,,,,2023-11-20 15:45:00,,
29.0,58.25,25.72,7.25,13.03,0.12,38.27,,29.3,80.99,1.13,144.47,1011.16,2023-11-20 16:00:00,17.33,
29.0,58.25,24.91,6.03,12.85,0.12,35.31,,28.73,83.62,1.34,113.99,1011.36,2023-11-20 16:15:00,18.56,
29.53,59.32,24.43,7.29,12.92,0.12,37.0,,28.3,85.57,1.21,107.36,1011.53,2023-11-20 16:30:00,17.12,
32.0,64.25,24.56,6.66,12.82,0.12,36.04,,27.88,86.73,0.97,138.16,1011.69,2023-11-20 16:45:00,17.61,
32.0,64.25,23.78,6.57,12.78,0.12,35.08,,27.67,88.61,0.84,160.64,1011.81,2023-11-20 17:00:00,17.18,
32.0,64.25,23.81,6.78,12.76,0.12,35.48,,27.67,88.68,0.82,208.96,1011.86,2023-11-20 17:15:00,17.36,
34.83,69.92,24.2,6.79,12.74,0.12,35.9,,27.44,89.3,0.87,234.63,1011.92,2023-11-20 17:30:00,17.41,
47.0,94.25,24.4,6.54,13.01,0.12,35.68,,27.19,91.0,0.73,239.73,1012.1,2023-11-20 17:45:00,17.47,
47.0,94.25,23.85,5.5,12.82,0.12,33.28,,26.9,91.65,0.8,231.33,1012.29,2023-11-20 18:00:00,18.73,
47.0,94.25,23.83,6.76,12.79,0.12,35.45,,26.77,90.39,0.99,258.28,1012.35,2023-11-20 18:15:00,16.93,
43.44,87.14,24.47,6.53,12.58,0.12,35.74,,26.6,89.39,1.11,227.09,1012.47,2023-11-20 18:30:00,17.15,
27.0,54.25,24.5,6.7,12.6,0.12,36.05,,26.56,89.3,1.13,240.9,1012.56,2023-11-20 18:45:00,17.03,
27.0,54.25,24.5,6.48,12.49,0.12,35.67,,26.47,89.15,1.06,260.09,1012.73,2023-11-20 19:00:00,17.55,
27.0,54.25,24.99,6.5,12.89,0.12,36.22,,26.33,89.01,1.09,238.15,1012.88,2023-11-20 19:15:00,17.07,
25.67,51.41,24.81,6.81,12.72,0.12,36.56,,26.24,89.53,0.97,252.93,1013.01,2023-11-20 19:30:00,17.29,
19.0,38.25,24.6,6.8,12.7,0.12,36.33,,26.17,89.94,1.07,222.19,1013.13,2023-11-20 19:45:00,17.44,
19.0,38.25,25.01,6.83,13.0,0.12,36.81,,26.09,90.07,0.81,211.35,1013.28,2023-11-20 20:00:00,17.45,
19.0,38.25,25.43,6.93,12.88,0.12,37.42,,26.01,90.14,0.99,223.2,1013.47,2023-11-20 20:15:00,17.54,
19.57,39.38,25.31,6.64,12.91,0.12,36.8,,26.0,90.05,1.11,269.5,1013.65,2023-11-20 20:30:00,17.63,
22.0,44.25,25.46,6.76,12.99,0.12,37.15,,26.01,90.04,0.99,256.65,1013.72,2023-11-20 20:45:00,17.94,
22.0,44.25,25.02,6.82,12.86,0.12,36.79,,25.97,90.28,0.86,264.14,1013.68,2023-11-20 21:00:00,17.47,
22.0,44.25,25.49,7.27,13.12,0.12,38.07,,25.93,90.42,0.8,252.99,1013.73,2023-11-20 21:15:00,17.48,
22.36,44.96,17.82,5.82,12.5,0.12,27.57,,25.91,90.75,0.9,268.4,1013.8,2023-11-20 21:30:00,17.28,
24.0,48.25,10.21,3.01,11.59,0.12,14.83,,25.91,90.35,0.96,262.29,1013.86,2023-11-20 21:45:00,14.39,
24.0,48.25,24.02,7.63,12.74,0.12,37.18,,25.88,90.32,0.98,257.37,1013.85,2023-11-20 22:00:00,16.87,
24.0,48.25,24.27,7.08,12.83,0.12,36.47,,25.8,90.48,0.88,218.91,1013.81,2023-11-20 22:15:00,17.14,
23.24,46.83,2.67,1.88,11.2,0.12,4.99,,25.75,90.83,1.1,248.12,1013.58,2023-11-20 22:30:00,14.06,
20.0,40.25,24.74,7.24,12.75,0.12,37.24,,25.72,90.57,0.89,236.04,1013.31,2023-11-20 22:45:00,17.81,
20.0,40.25,24.84,6.65,12.55,0.12,36.33,,25.66,90.66,0.73,245.33,1013.18,2023-11-20 23:00:00,18.27,
20.0,40.25,4.33,2.06,11.46,0.12,7.08,,25.55,91.18,0.49,198.51,1013.14,2023-11-20 23:15:00,13.68,
21.6,43.45,24.91,7.11,12.65,0.12,37.19,,25.42,91.59,0.33,202.01,1012.87,2023-11-20 23:30:00,17.4,
,58.25,,,,,,,,,,,,2023-11-20 23:45:00,,
29.0,58.25,,,11.74,,,,,,,,,2023-11-21 00:00:00,,
29.0,58.25,23.92,6.74,12.41,0.12,35.52,,24.89,93.14,0.35,214.99,1012.44,2023-11-21 00:15:00,17.35,
29.38,59.01,13.14,4.15,11.85,0.12,19.81,,24.78,93.78,0.4,212.44,1012.2,2023-11-21 00:30:00,16.78,
31.0,62.25,12.62,4.37,11.85,0.12,19.7,,24.75,94.27,0.41,220.55,1011.92,2023-11-21 00:45:00,14.61,
31.0,62.25,23.07,7.1,12.4,0.12,35.29,,24.71,94.52,0.51,245.56,1011.87,2023-11-21 01:00:00,17.3,
31.0,62.25,10.41,3.9,11.83,0.12,16.5,,24.71,94.69,0.51,252.44,1011.64,2023-11-21 01:15:00,16.3,
31.57,63.32,17.48,4.97,12.06,0.12,25.75,,24.64,94.59,0.38,182.01,1011.39,2023-11-21 01:30:00,15.14,
34.0,68.25,22.47,5.36,12.4,0.12,31.62,,24.57,95.11,0.37,198.46,1011.18,2023-11-21 01:45:00,17.11,
34.0,68.25,4.12,2.1,11.11,0.12,6.82,,24.54,95.38,0.52,229.08,1010.95,2023-11-21 02:00:00,14.75,
34.0,68.25,22.58,6.24,12.15,0.12,33.26,,24.61,95.12,0.63,207.73,1010.7,2023-11-21 02:15:00,16.48,
34.0,68.25,15.75,4.35,12.08,0.12,22.87,,24.74,93.97,0.78,252.13,1010.54,2023-11-21 02:30:00,17.19,
34.0,68.25,11.04,4.06,11.71,0.12,17.5,,24.85,93.14,0.72,227.42,1010.41,2023-11-21 02:45:00,14.47,
34.0,68.25,24.46,7.1,12.49,0.12,36.71,,24.93,92.55,0.7,234.96,1010.35,2023-11-21 03:00:00,17.16,
34.0,68.25,11.93,4.58,11.93,0.12,19.19,,24.99,92.36,0.67,236.09,1010.33,2023-11-21 03:15:00,16.31,
34.89,70.14,15.61,4.79,11.93,0.12,23.48,,25.06,92.43,0.69,266.78,1010.37,2023-11-21 03:30:00,14.93,
39.0,78.25,24.5,5.88,12.52,0.12,34.63,,25.16,92.35,0.83,263.73,1010.5,2023-11-21 03:45:00,18.78,
39.0,78.25,3.01,2.2,11.35,0.12,5.85,,25.23,91.85,0.93,271.61,1010.61,2023-11-21 04:00:00,14.12,
39.0,78.25,24.43,7.34,12.58,0.12,37.09,,25.28,91.53,0.92,262.05,1010.61,2023-11-21 04:15:00,16.56,
38.29,76.83,18.4,5.57,12.17,0.12,27.73,,25.29,91.36,0.9,254.47,1010.71,2023-11-21 04:30:00,16.97,
35.0,70.25,10.69,4.22,11.69,0.12,17.47,,25.27,91.4,0.82,267.89,1010.88,2023-11-21 04:45:00,13.82,
35.0,70.25,23.98,5.65,12.51,0.12,33.69,,25.3,91.34,0.66,250.31,1011.01,2023-11-21 05:00:00,18.66,
35.0,70.25,16.65,4.99,12.28,0.12,24.93,,25.22,90.83,0.51,232.47,1011.13,2023-11-21 05:15:00,17.5,
34.43,69.12,11.19,3.83,11.9,0.12,17.32,,25.14,90.87,0.55,226.03,1011.22,2023-11-21 05:30:00,14.23,
32.0,64.25,25.28,6.56,12.63,0.12,36.63,,25.05,90.76,0.46,259.88,1011.28,2023-11-21 05:45:00,17.65,
32.0,64.25,9.88,3.59,11.72,0.12,15.31,,24.97,90.79,0.51,266.75,1011.44,2023-11-21 06:00:00,16.29,
32.0,64.25,17.6,4.73,11.95,0.12,25.49,,24.89,79.71,0.8,277.38,1011.58,2023-11-21 06:15:00,15.61,
32.53,65.32,23.34,6.75,12.48,0.12,34.94,,24.93,72.38,0.88,285.33,1011.8,2023-11-21 06:30:00,16.72,
35.0,70.25,23.65,6.82,12.62,0.12,35.38,,25.19,89.23,0.81,286.35,1012.08,2023-11-21 06:45:00,17.36,
35.0,70.25,22.09,6.66,12.7,0.12,33.47,,25.79,89.18,0.94,278.85,1012.29,2023-11-21 07:00:00,17.03,
35.0,70.25,20.79,5.59,12.73,0.12,30.27,,26.47,87.36,1.11,259.96,1012.39,2023-11-21 07:15:00,17.1,
36.0,72.03,22.13,5.63,12.63,0.12,31.73,,26.96,85.9,1.13,234.05,1012.49,2023-11-21 07:30:00,17.79,
40.0,80.25,21.17,3.91,12.61,0.12,27.76,,27.56,83.44,1.15,201.69,1012.67,2023-11-21 07:45:00,19.13,
40.0,80.25,21.06,5.68,12.59,0.12,30.72,,28.17,80.59,1.14,241.88,1012.95,2023-11-21 08:00:00,16.63,
40.0,80.25,22.83,7.02,12.66,0.12,34.88,,28.77,79.42,1.15,242.89,1013.14,2023-11-21 08:15:00,16.13,
39.81,79.89,22.05,5.67,12.67,0.12,31.72,,29.29,77.78,1.06,230.61,1013.28,2023-11-21 08:30:00,17.17,
39.0,78.25,22.41,5.6,12.85,0.12,31.97,,29.83,76.98,1.02,205.25,1013.32,2023-11-21 08:45:00,17.11,
,,18.05,2.92,19.99,0.02,22.79,,30.64,78.04,2.17,82.97,1009.68,2023-11-21 14:30:00,18.03,
,,26.55,5.67,17.45,0.02,36.41,,30.8,78.02,2.08,82.91,1009.68,2023-11-21 14:45:00,16.81,
,,28.65,6.32,15.4,0.02,39.7,,29.89,81.27,1.95,76.97,1009.56,2023-11-21 15:00:00,16.83,
,,30.31,6.4,11.66,0.02,41.58,,30.45,81.74,1.74,89.25,1009.4,2023-11-21 15:15:00,17.42,
,,31.07,6.71,11.86,0.02,42.9,,30.16,82.34,1.91,82.76,1009.28,2023-11-21 15:30:00,17.58,
,,31.44,6.87,12.48,0.02,43.57,,29.92,82.85,1.74,87.19,1009.49,2023-11-21 15:45:00,17.94,
,,31.7,6.84,12.44,0.02,43.79,,29.59,83.87,2.37,76.96,1009.77,2023-11-21 16:00:00,17.98,
,,31.68,6.56,12.57,0.02,43.29,,29.44,84.33,1.83,94.84,1009.77,2023-11-21 16:15:00,17.33,
,,30.96,7.95,12.54,0.02,44.93,,29.26,85.18,1.62,99.51,1009.87,2023-11-21 16:30:00,17.0,
,0.25,31.06,7.63,12.68,0.02,44.5,,28.9,85.58,1.69,105.24,1009.92,2023-11-21 16:45:00,17.67,
,0.25,30.58,7.37,12.58,0.02,43.54,,28.63,86.55,1.61,95.84,1010.09,2023-11-21 17:00:00,17.76,
,0.25,30.64,7.25,12.6,0.02,43.4,,28.37,87.92,1.78,89.4,1010.12,2023-11-21 17:15:00,17.84,
0.36,0.96,29.89,7.38,12.5,0.02,42.83,,28.07,88.82,1.47,100.62,1010.16,2023-11-21 17:30:00,17.81,
2.0,4.25,28.99,7.36,12.65,0.02,41.87,,27.94,89.37,1.21,86.56,1010.39,2023-11-21 17:45:00,17.38,
2.0,4.25,28.17,7.43,11.91,0.02,41.13,,27.85,90.07,1.25,98.04,1010.64,2023-11-21 18:00:00,16.36,
2.0,4.25,27.28,7.23,12.11,0.02,39.87,,27.74,90.76,1.26,96.95,1010.82,2023-11-21 18:15:00,18.23,
3.51,7.27,26.23,7.02,12.34,0.02,38.4,,27.82,90.84,1.23,83.56,1011.11,2023-11-21 18:30:00,17.32,
10.0,20.25,26.13,6.96,12.34,0.02,38.2,,27.85,91.21,1.24,80.72,1011.39,2023-11-21 18:45:00,17.39,
10.0,20.25,26.5,7.26,12.1,0.02,39.12,,27.86,91.14,1.65,78.38,1011.64,2023-11-21 19:00:00,17.14,
10.0,20.25,26.24,7.64,12.25,0.02,39.5,,27.85,90.75,1.41,88.56,1011.98,2023-11-21 19:15:00,16.81,
9.29,18.83,26.05,7.27,12.14,0.02,38.65,,27.87,90.17,1.44,79.87,1012.39,2023-11-21 19:30:00,17.27,
,12.25,,,,,,,,,,,,2023-11-21 19:45:00,,
6.0,12.25,25.98,6.84,12.15,0.02,37.84,,27.86,90.26,1.36,90.75,1012.93,2023-11-21 20:00:00,17.62,
6.0,12.25,25.62,6.93,12.42,0.02,37.61,,27.73,89.93,1.53,102.92,1013.11,2023-11-21 20:15:00,17.83,
5.82,11.87,26.06,6.94,12.41,0.02,38.09,,27.67,90.71,1.29,101.28,1013.33,2023-11-21 20:30:00,18.02,
5.0,10.25,26.14,6.94,12.48,0.02,38.17,,27.72,90.75,1.07,101.99,1013.57,2023-11-21 20:45:00,17.99,
5.0,10.25,25.91,7.23,12.22,0.02,38.45,,27.78,91.16,1.09,83.76,1013.66,2023-11-21 21:00:00,16.95,
5.0,10.25,26.1,7.2,12.15,0.02,38.59,,27.78,91.29,1.21,87.34,1013.54,2023-11-21 21:15:00,18.5,
4.82,9.89,26.28,7.56,12.48,0.02,39.39,,27.79,91.32,0.84,100.53,1013.46,2023-11-21 21:30:00,17.7,
4.0,8.25,25.9,7.49,12.54,0.02,38.88,,27.52,92.02,0.73,116.8,1013.41,2023-11-21 21:45:00,17.81,
4.0,8.25,26.31,7.26,12.48,0.02,38.91,,27.36,92.95,0.89,96.66,1013.36,2023-11-21 22:00:00,17.94,
4.0,8.25,26.26,7.57,12.58,0.02,39.39,,27.19,93.76,1.04,97.41,1013.2,2023-11-21 22:15:00,17.54,
4.35,9.0,25.99,7.61,12.43,0.02,39.19,,27.19,93.67,0.7,104.2,1012.9,2023-11-21 22:30:00,17.23,
6.0,12.25,26.33,7.39,12.57,0.02,39.16,,27.22,93.35,0.57,115.15,1012.7,2023-11-21 22:45:00,17.71,
6.0,12.25,25.75,7.43,12.53,0.02,38.61,,27.13,93.13,0.58,129.32,1012.57,2023-11-21 23:00:00,17.63,
6.0,12.25,25.95,7.22,12.58,0.02,38.46,,27.17,92.84,0.58,97.63,1012.46,2023-11-21 23:15:00,17.39,
5.82,11.87,26.32,7.72,12.75,0.02,39.71,,27.11,93.04,0.41,173.81,1012.35,2023-11-21 23:30:00,17.16,
5.0,10.25,26.49,7.56,12.85,0.02,39.61,,27.06,93.31,0.46,117.78,1012.09,2023-11-21 23:45:00,17.21,
5.0,10.25,26.79,7.49,13.01,0.02,39.8,,27.11,92.69,0.49,142.08,1011.83,2023-11-22 00:00:00,17.58,
5.0,10.25,26.66,7.46,13.01,0.02,39.61,,27.1,92.95,0.5,230.53,1011.82,2023-11-22 00:15:00,17.54,
5.19,10.63,26.49,7.56,13.13,0.02,39.62,,27.01,93.56,0.68,264.73,1011.61,2023-11-22 00:30:00,17.46,
6.0,12.25,26.26,7.67,13.08,0.03,39.56,,26.89,94.18,0.69,240.46,1011.56,2023-11-22 00:45:00,17.54,
6.0,12.25,26.2,7.53,13.04,0.03,39.26,,26.75,94.48,0.8,175.84,1011.37,2023-11-22 01:00:00,17.51,
6.0,12.25,26.8,7.66,12.93,0.03,40.11,,26.52,95.44,0.92,249.13,1011.22,2023-11-22 01:15:00,17.58,
6.0,12.25,26.29,6.97,13.2,0.03,38.4,,26.31,95.99,0.85,226.67,1011.13,2023-11-22 01:30:00,17.71,
6.0,12.25,26.61,8.04,13.18,0.03,40.58,,26.01,96.96,0.93,133.36,1010.96,2023-11-22 01:45:00,16.67,
6.0,12.25,26.71,7.33,13.38,0.03,39.44,,25.67,97.53,0.92,180.4,1010.94,2023-11-22 02:00:00,17.63,
6.0,12.25,27.11,7.53,13.55,0.03,40.2,,24.54,98.12,1.34,136.47,1011.03,2023-11-22 02:15:00,17.53,
6.56,13.37,27.74,7.69,13.66,0.03,41.15,,24.14,98.54,1.03,266.17,1010.85,2023-11-22 02:30:00,17.44,
9.0,18.25,27.96,7.68,13.71,0.03,41.35,,24.38,98.58,0.75,181.98,1010.7,2023-11-22 02:45:00,17.94,
9.0,18.25,27.41,7.53,13.54,0.03,40.51,,24.68,98.58,0.92,137.47,1010.86,2023-11-22 03:00:00,18.26,
9.0,18.25,27.02,7.48,13.71,0.03,40.02,,24.7,98.58,0.46,204.88,1010.75,2023-11-22 03:15:00,17.93,
9.0,18.25,27.84,7.85,13.71,0.03,41.52,,24.5,98.58,0.59,233.96,1010.52,2023-11-22 03:30:00,17.93,
9.0,18.25,0.48,1.36,11.99,0.03,1.75,,24.35,98.58,0.36,191.06,1010.21,2023-11-22 03:45:00,13.71,
9.0,18.25,29.27,8.35,13.41,0.03,43.87,,24.28,98.58,0.43,177.53,1010.2,2023-11-22 04:00:00,17.1,
9.0,18.25,18.69,5.59,12.67,0.03,28.09,,24.21,98.58,0.46,226.21,1010.43,2023-11-22 04:15:00,17.54,
8.24,16.83,15.81,5.05,12.59,0.03,24.24,,24.23,98.58,0.5,217.57,1010.47,2023-11-22 04:30:00,14.58,
5.0,10.25,27.89,6.24,13.3,0.03,38.79,,24.2,98.58,0.6,236.42,1010.46,2023-11-22 04:45:00,18.15,
5.0,10.25,11.98,3.98,12.52,0.03,18.32,,24.19,98.58,0.63,237.02,1010.5,2023-11-22 05:00:00,16.14,
5.0,10.25,20.94,6.08,12.72,0.03,31.36,,24.2,98.58,0.48,223.71,1010.67,2023-11-22 05:15:00,15.31,
5.0,10.25,29.1,7.82,13.15,0.03,42.78,,24.31,98.58,0.49,184.03,1011.05,2023-11-22 05:30:00,17.68,
5.0,10.25,4.56,2.11,11.83,0.03,7.3,,24.36,98.58,0.74,133.14,1011.43,2023-11-22 05:45:00,14.19,
5.0,10.25,27.7,7.61,13.14,0.03,40.95,,24.24,98.58,0.45,263.49,1011.54,2023-11-22 06:00:00,18.25,
5.0,10.25,,,13.3,,,,,,,,,2023-11-22 06:15:00,,
5.36,10.96,4.42,1.9,11.95,0.03,6.75,,24.34,98.58,0.36,243.06,1011.75,2023-11-22 06:30:00,14.31,
7.0,14.25,27.57,7.26,13.27,0.03,40.2,,24.33,98.58,0.28,209.68,1011.9,2023-11-22 06:45:00,17.62,
7.0,14.25,27.24,6.99,13.04,0.03,39.42,,24.44,98.58,0.29,179.17,1012.41,2023-11-22 07:00:00,17.64,
7.0,14.25,27.06,7.33,13.27,0.03,39.81,,24.42,98.58,0.5,271.86,1012.53,2023-11-22 07:15:00,17.49,
7.0,14.25,26.72,7.13,13.03,0.03,39.11,,24.43,98.58,0.46,238.19,1012.68,2023-11-22 07:30:00,17.35,
7.0,14.25,26.49,7.16,13.01,0.03,38.93,,24.54,98.58,0.43,179.1,1012.98,2023-11-22 07:45:00,17.3,
7.0,14.25,26.3,7.24,12.91,0.03,38.86,,24.63,98.58,0.51,191.75,1013.26,2023-11-22 08:00:00,17.4,
7.0,14.25,26.01,7.02,13.12,0.03,38.18,,24.71,98.58,0.4,220.68,1013.46,2023-11-22 08:15:00,17.27,
8.07,16.38,26.64,6.79,13.1,0.03,38.44,,24.82,98.58,0.4,212.89,1013.33,2023-11-22 08:30:00,17.5,
13.0,26.25,26.68,6.99,13.05,0.03,38.83,,24.98,98.58,0.44,201.68,1013.27,2023-11-22 08:45:00,17.55,
13.0,26.25,26.56,7.06,12.99,0.03,38.82,,25.16,98.58,0.39,211.23,1013.33,2023-11-22 09:00:00,17.32,
13.0,26.25,27.13,6.82,12.87,0.03,38.99,,25.35,98.58,0.46,175.76,1013.37,2023-11-22 09:15:00,17.58,
13.18,26.61,26.67,7.24,12.89,0.03,39.24,,25.47,98.58,0.66,120.19,1013.41,2023-11-22 09:30:00,17.33,
14.0,28.25,26.68,7.17,13.01,0.03,39.13,,25.63,98.58,0.8,119.49,1013.38,2023-11-22 09:45:00,17.27,
14.0,28.25,26.51,6.77,12.96,0.03,38.27,,25.54,98.53,0.6,156.88,1013.45,2023-11-22 10:00:00,17.42,
14.0,28.25,26.42,6.52,12.95,0.03,37.74,,25.65,98.45,0.47,173.95,1013.29,2023-11-22 10:15:00,17.75,
13.47,27.18,26.54,6.79,12.92,0.03,38.33,,25.64,98.1,0.64,101.34,1013.36,2023-11-22 10:30:00,17.47,
11.0,22.25,26.09,6.99,12.57,0.03,38.21,,25.66,98.44,0.52,116.43,1013.28,2023-11-22 10:45:00,17.1,
11.0,22.25,26.33,6.92,12.66,0.03,38.34,,25.82,98.58,0.55,201.94,1013.04,2023-11-22 11:00:00,17.32,
11.0,22.25,26.78,6.73,12.78,0.03,38.47,,25.83,98.58,0.65,158.35,1012.77,2023-11-22 11:15:00,17.37,
10.11,20.47,26.21,6.67,12.76,0.03,37.77,,26.14,98.08,0.52,161.13,1012.44,2023-11-22 11:30:00,17.55,
6.0,12.25,26.32,6.41,12.78,0.03,37.45,,25.72,94.1,0.81,199.92,1012.33,2023-11-22 11:45:00,17.34,
6.0,12.25,26.03,6.44,12.9,0.03,37.19,,25.78,97.68,0.85,122.76,1012.2,2023-11-22 12:00:00,17.22,
6.0,12.25,26.36,6.6,12.9,0.03,37.81,,25.33,94.55,0.91,144.4,1011.97,2023-11-22 12:15:00,17.27,
6.0,12.25,26.53,6.33,12.87,0.03,37.52,,25.01,96.02,0.9,139.85,1011.63,2023-11-22 12:30:00,17.34,
6.0,12.25,26.53,7.03,12.83,0.03,38.74,,24.85,98.39,0.89,145.64,1011.45,2023-11-22 12:45:00,17.29,
6.0,12.25,26.06,6.66,12.71,0.03,37.6,,24.86,96.45,0.79,162.3,1011.16,2023-11-22 13:00:00,17.53,
6.0,12.25,26.73,6.66,12.9,0.03,38.31,,24.72,98.28,0.77,172.96,1010.83,2023-11-22 13:15:00,17.42,
5.62,11.54,26.78,7.23,12.87,0.03,39.34,,24.83,97.71,0.44,175.32,1010.45,2023-11-22 13:30:00,17.69,
4.0,8.25,26.91,6.43,12.75,0.03,38.09,,24.85,85.76,0.34,215.37,1010.18,2023-11-22 13:45:00,17.94,
4.0,8.25,2.92,1.37,11.4,0.03,4.42,,24.85,83.62,0.4,231.58,1009.99,2023-11-22 14:00:00,14.07,
4.0,8.25,28.5,7.01,12.87,0.03,40.76,,24.72,83.78,0.47,245.94,1010.18,2023-11-22 14:15:00,17.67,
4.0,8.25,28.18,7.35,12.66,0.03,41.0,,24.71,83.86,0.47,226.29,1009.94,2023-11-22 14:30:00,17.52,
4.0,8.25,4.98,1.78,11.74,0.03,7.29,,24.7,83.92,0.53,243.76,1009.68,2023-11-22 14:45:00,13.85,
4.0,8.25,26.98,6.65,12.71,0.03,38.55,,24.61,83.95,0.61,228.66,1009.76,2023-11-22 15:00:00,17.52,
4.0,8.25,26.65,6.57,12.99,0.03,38.07,,24.73,84.07,0.6,233.52,1009.78,2023-11-22 15:15:00,17.7,
3.82,7.89,25.94,6.42,13.1,0.03,37.06,,24.73,84.12,0.72,236.0,1009.79,2023-11-22 15:30:00,17.59,
3.0,6.25,3.23,1.62,11.63,0.03,5.07,,24.71,84.11,0.66,255.38,1009.79,2023-11-22 15:45:00,14.0,
3.0,6.25,25.55,7.25,12.86,0.03,38.1,,24.7,84.15,0.91,291.48,1009.93,2023-11-22 16:00:00,16.77,
3.0,6.25,24.53,7.1,12.72,0.03,36.78,,24.83,84.22,0.69,263.03,1010.2,2023-11-22 16:15:00,16.82,
,11.94,,,,,,,,,,,,2023-11-22 16:30:00,,
19.0,38.25,,,12.97,0.03,,,,,,,,2023-11-22 16:45:00,,
19.0,38.25,24.21,6.52,12.81,0.03,35.44,,,,,,,2023-11-22 17:00:00,16.84,
19.0,38.25,24.84,6.3,12.83,0.03,35.71,,25.01,84.15,0.54,179.73,1010.4,2023-11-22 17:15:00,17.17,
17.76,35.76,,,13.13,0.03,,,,,,,,2023-11-22 17:30:00,,
12.0,24.25,24.08,6.5,12.65,0.03,35.28,,24.9,84.05,0.4,185.88,1010.86,2023-11-22 17:45:00,17.0,
12.0,24.25,24.42,6.19,12.96,0.03,35.09,,25.01,84.12,0.47,198.77,1011.09,2023-11-22 18:00:00,17.49,
12.0,24.25,23.87,6.38,12.76,0.03,34.85,,25.13,84.11,0.49,163.98,1011.18,2023-11-22 18:15:00,17.15,
15.56,31.36,23.99,5.98,12.79,0.03,34.28,,25.09,84.02,0.43,207.45,1011.41,2023-11-22 18:30:00,17.16,
32.0,64.25,25.11,6.41,13.08,0.03,36.19,,25.0,84.03,0.38,220.22,1011.64,2023-11-22 18:45:00,17.49,
32.0,64.25,24.34,6.26,12.91,0.03,35.12,,25.04,84.01,0.32,207.71,1011.94,2023-11-22 19:00:00,17.26,
32.0,64.25,24.95,6.64,13.11,0.03,36.41,,25.04,84.01,0.4,225.26,1012.13,2023-11-22 19:15:00,16.93,
28.6,57.45,25.54,7.35,13.27,0.03,38.27,,24.97,83.99,0.34,211.2,1012.34,2023-11-22 19:30:00,17.04,
14.0,28.25,24.75,6.7,13.02,0.03,36.31,,24.9,83.98,0.28,216.88,1012.65,2023-11-22 19:45:00,17.11,
14.0,28.25,25.44,6.48,12.95,0.03,36.65,,24.97,84.0,0.33,185.63,1012.94,2023-11-22 20:00:00,17.46,
14.0,28.25,25.16,6.57,12.99,0.03,36.51,,24.97,83.98,0.39,222.62,1013.15,2023-11-22 20:15:00,17.63,
13.29,26.83,24.26,6.38,12.76,0.03,35.14,,24.91,83.98,0.33,228.59,1013.22,2023-11-22 20:30:00,17.71,
10.0,20.25,3.06,1.8,11.62,0.03,5.21,,24.95,84.0,0.38,223.7,1013.24,2023-11-22 20:45:00,13.28,
