pm2.5,pm10,no,no2,so2,co,nox,ozone,at,rh,ws,wd,bp,timestamp,nh3,benzene
57.47,115.18,1.72,,9.46,,0.83,4.04,25.9,,1.37,257.33,1013.54,2024-12-16 21:30:00,43.69,
55.0,110.25,1.96,,9.45,,1.11,,25.85,,1.25,277.95,1013.52,2024-12-16 21:45:00,48.42,
55.0,110.25,2.13,,9.38,,1.29,,25.87,,1.12,236.16,1013.52,2024-12-16 22:00:00,56.18,
55.0,110.25,1.7,,9.29,,0.84,,25.83,,0.97,220.2,1013.54,2024-12-16 22:15:00,41.95,
55.57,111.38,1.45,,9.19,,0.56,,25.76,,1.09,242.76,1013.43,2024-12-16 22:30:00,32.16,
58.0,116.25,1.44,,9.23,,0.57,,25.66,,1.04,239.67,1013.38,2024-12-16 22:45:00,32.82,
58.0,116.25,1.15,,9.41,,0.27,4.11,25.53,,0.99,251.5,1013.37,2024-12-16 23:00:00,24.28,
58.0,116.25,1.01,,9.51,,0.12,,25.37,,1.13,273.0,1013.26,2024-12-16 23:15:00,18.2,
58.33,116.96,1.25,,9.43,,0.35,,25.17,,1.16,275.32,1013.18,2024-12-16 23:30:00,25.62,
60.0,120.25,1.3,,9.51,,0.41,,25.2,,1.04,286.3,1013.15,2024-12-16 23:45:00,27.0,
49.0,98.25,,,,,,,,,,,,2024-12-17 10:45:00,,
23.81,47.89,0.9,,9.44,,,,32.72,,1.45,99.09,1008.37,2024-12-20 13:30:00,,
23.0,46.25,,,9.32,,,,,,,,,2024-12-20 13:45:00,,
23.0,46.25,0.93,,9.49,,,,31.26,,1.03,107.73,1008.07,2024-12-20 14:00:00,,
23.0,46.25,0.66,0.83,9.63,,,,30.79,,1.33,101.2,1007.9,2024-12-20 14:15:00,,
22.81,45.88,,,9.41,,,,,,,,,2024-12-20 14:30:00,,
22.0,44.25,1.08,,9.53,,0.13,,31.24,,1.26,95.49,1007.82,2024-12-20 14:45:00,3.89,
,44.25,,,,,,,,,,,,2024-12-20 15:00:00,,
22.0,44.25,0.9,,9.61,,,,31.43,,1.41,97.5,1007.7,2024-12-20 15:15:00,,
23.24,46.89,0.98,,9.56,,0.02,4.08,31.25,,1.14,106.84,1007.73,2024-12-20 15:30:00,1.0,
,58.25,,,,,,,,,,,,2024-12-20 15:45:00,,
29.0,58.25,1.17,,9.64,,0.23,,31.09,,1.34,104.38,1007.69,2024-12-20 16:00:00,6.64,
29.0,58.25,1.0,,9.49,,0.05,4.09,30.86,,1.38,99.2,1007.68,2024-12-20 16:15:00,1.78,
29.53,59.32,0.87,,9.6,,,,30.64,,1.37,95.48,1007.77,2024-12-20 16:30:00,,
32.0,64.25,0.94,,9.94,,,,30.03,,1.22,95.68,1007.92,2024-12-20 16:45:00,0.4,
32.0,64.25,0.95,0.11,9.85,,,,29.72,,1.14,109.02,1008.06,2024-12-20 17:00:00,,
32.0,64.25,0.92,,9.76,,,4.07,29.48,,0.97,100.32,1008.22,2024-12-20 17:15:00,,
,69.92,,,,,,,,,,,,2024-12-20 17:30:00,,
47.0,94.25,0.94,,9.59,,,,29.06,,0.97,113.1,1008.67,2024-12-20 17:45:00,,
47.0,94.25,0.75,,9.51,,,,28.88,,1.0,105.28,1008.97,2024-12-20 18:00:00,,
,94.25,,,,,,,,,,,,2024-12-20 18:15:00,,
43.44,87.14,1.17,,9.39,,0.22,4.07,28.62,,0.79,107.91,1009.43,2024-12-20 18:30:00,6.64,
27.0,54.25,1.01,0.99,9.32,,0.04,,28.56,,0.68,116.53,1009.68,2024-12-20 18:45:00,1.58,
27.0,54.25,0.76,0.36,9.51,,,,28.47,,0.7,106.64,1009.9,2024-12-20 19:00:00,,
27.0,54.25,0.82,,9.42,,,,28.42,,0.78,104.49,1010.12,2024-12-20 19:15:00,,
25.67,51.41,1.06,,9.67,,0.11,,28.35,,0.79,112.31,1010.25,2024-12-20 19:30:00,3.03,
19.0,38.25,1.24,,9.37,,0.29,,28.35,,0.67,122.62,1010.56,2024-12-20 19:45:00,8.82,
19.0,38.25,1.01,,9.53,,0.06,4.08,28.34,,0.71,115.01,1010.82,2024-12-20 20:00:00,2.07,
19.0,38.25,0.92,,9.46,,,,28.34,,0.61,111.39,1010.99,2024-12-20 20:15:00,,
19.57,39.38,1.09,,9.41,,0.14,,28.32,,0.68,108.77,1011.17,2024-12-20 20:30:00,4.49,
22.0,44.25,1.21,,9.44,,0.27,,28.33,,0.76,108.4,1011.28,2024-12-20 20:45:00,8.02,
22.0,44.25,1.14,0.6,9.44,,0.19,,28.33,,0.82,110.04,1011.38,2024-12-20 21:00:00,5.78,
22.0,44.25,1.25,0.02,9.26,,0.3,,28.31,,0.81,112.66,1011.39,2024-12-20 21:15:00,9.6,
22.36,44.96,1.06,0.42,9.29,,0.1,,28.23,,0.81,114.24,1011.29,2024-12-20 21:30:00,4.51,
24.0,48.25,0.89,,9.36,,,,28.18,,0.71,115.36,1011.41,2024-12-20 21:45:00,,
,48.25,,,,,,,,,,,,2024-12-20 22:00:00,,
24.0,48.25,0.88,0.38,9.42,,,,28.07,,0.57,117.47,1011.47,2024-12-20 22:15:00,,
23.24,46.83,0.25,0.96,9.55,,,,28.06,,0.5,142.17,1011.65,2024-12-20 22:30:00,,
20.0,40.25,0.44,,9.61,,,4.08,27.98,,0.42,165.96,1011.66,2024-12-20 22:45:00,,
20.0,40.25,0.75,,9.38,,,,27.85,,0.27,167.85,1011.59,2024-12-20 23:00:00,,
20.0,40.25,0.78,0.02,9.59,,,4.11,27.69,,0.29,175.55,1011.55,2024-12-20 23:15:00,,
21.6,43.45,0.73,1.0,9.52,,,,27.58,,0.24,196.5,1011.54,2024-12-20 23:30:00,,
29.0,58.25,0.73,0.09,9.48,,,,27.51,,0.27,199.55,1011.33,2024-12-20 23:45:00,,
,58.25,,,,,,,,,,,,2024-12-21 00:00:00,,
29.0,58.25,0.8,,9.41,,,,27.37,,0.33,219.56,1011.04,2024-12-21 00:15:00,,
29.38,59.01,0.8,,9.53,,,,27.46,,0.44,195.42,1010.84,2024-12-21 00:30:00,,
31.0,62.25,0.87,,9.44,,,,27.5,,0.41,200.72,1010.67,2024-12-21 00:45:00,,
31.0,62.25,0.83,,9.44,,,,27.54,,0.34,198.25,1010.58,2024-12-21 01:00:00,,
31.0,62.25,0.73,,9.74,,,4.05,27.47,,0.26,202.08,1010.36,2024-12-21 01:15:00,,
31.57,63.32,0.78,,9.6,,,,27.34,,0.24,205.2,1010.29,2024-12-21 01:30:00,,
34.0,68.25,0.91,,9.63,,,,27.33,,0.22,154.6,1010.17,2024-12-21 01:45:00,,
34.0,68.25,0.81,,9.51,,,,27.11,,0.34,166.42,1009.44,2024-12-21 02:15:00,,
34.0,68.25,0.85,0.23,9.53,,,,27.13,,0.22,168.62,1009.26,2024-12-21 02:30:00,,
45.0,90.25,,,,,,,,,,,,2024-12-21 09:45:00,,
45.0,90.25,0.84,0.02,9.41,,,,31.77,,0.54,171.42,1011.92,2024-12-21 10:00:00,,
45.0,90.25,0.85,,9.43,,,,32.82,,0.74,116.62,1011.84,2024-12-21 10:15:00,,
52.0,104.25,,,,,,,,,,,,2024-12-21 11:00:00,,
,118.25,,,,,,,,,,,,2024-12-21 11:45:00,,
59.0,118.25,0.87,0.44,8.28,,,,32.09,,1.24,205.79,1010.73,2024-12-21 12:00:00,,
59.0,118.25,1.34,,8.49,,0.4,4.07,33.2,,1.16,221.18,1010.4,2024-12-21 12:15:00,10.18,
57.58,115.41,1.22,,8.99,,0.28,,33.44,,1.21,187.23,1010.14,2024-12-21 12:30:00,7.13,
43.0,86.25,1.01,,9.11,,0.07,,33.75,,1.2,181.46,1009.95,2024-12-21 12:45:00,2.56,
43.0,86.25,0.84,,9.54,,,,32.93,,1.22,188.17,1009.6,2024-12-21 13:00:00,,
,86.25,,,,,,,,,,,,2024-12-21 13:15:00,,
43.2,86.61,0.8,,9.74,,,,33.11,,1.41,84.31,1009.17,2024-12-21 13:30:00,,
45.0,90.25,0.84,0.1,9.69,,,,32.14,,1.71,84.37,1009.0,2024-12-21 13:45:00,,
45.0,90.25,1.0,0.38,9.61,,0.04,,31.68,,1.46,85.55,1008.86,2024-12-21 14:00:00,2.92,
45.0,90.25,0.92,1.0,9.49,,,,31.8,,1.43,82.13,1008.7,2024-12-21 14:15:00,0.42,
44.8,89.89,0.88,0.36,9.42,,,4.05,32.55,,1.48,77.59,1008.58,2024-12-21 14:30:00,,
43.0,86.25,1.09,0.09,9.24,,0.13,,32.74,,1.39,76.09,1008.56,2024-12-21 14:45:00,4.98,
43.0,86.25,1.18,,9.26,,0.22,,33.38,,1.27,68.43,1008.42,2024-12-21 15:00:00,6.71,
43.0,86.25,1.17,,9.24,,0.22,,33.48,,1.17,91.12,1008.42,2024-12-21 15:15:00,5.85,
43.36,86.96,1.42,,9.36,,0.51,,33.68,,1.0,80.93,1008.52,2024-12-21 15:30:00,14.42,
47.0,94.25,1.29,0.02,9.48,,0.35,,,,,,,2024-12-21 15:45:00,10.09,
47.0,94.25,0.98,0.34,9.73,,0.02,,32.76,,1.37,73.42,1008.69,2024-12-21 16:00:00,0.93,
47.0,94.25,,,9.72,,,4.05,,,,,,2024-12-21 16:15:00,,
46.0,92.25,0.6,,9.67,,,4.07,30.88,,1.51,77.13,1008.96,2024-12-21 16:45:00,,
46.0,92.25,0.82,,9.47,,,,30.3,,1.61,68.69,1009.21,2024-12-21 17:00:00,,
46.0,92.25,0.94,,9.61,,,,,,,,,2024-12-21 17:15:00,,
46.71,93.85,0.89,,9.25,,,,29.69,,1.39,73.44,1009.67,2024-12-21 17:30:00,,
54.0,108.25,0.91,,9.33,,,,29.31,,1.36,83.35,1009.9,2024-12-21 17:45:00,,
54.0,108.25,0.9,0.1,9.33,,,,29.05,,1.19,90.84,1010.03,2024-12-21 18:00:00,,
54.0,108.25,0.95,,9.44,,0.0,,28.79,,1.1,96.3,1010.34,2024-12-21 18:15:00,0.55,
54.89,110.03,0.96,,9.54,,0.01,,28.55,,1.41,78.51,1010.68,2024-12-21 18:30:00,1.0,
64.0,128.25,0.98,,9.6,,0.03,,28.5,,1.34,85.22,1011.02,2024-12-21 18:45:00,1.64,
64.0,128.25,0.99,,9.54,,0.05,,28.47,,1.27,81.48,1011.27,2024-12-21 19:00:00,2.82,
64.0,128.25,0.88,0.03,9.56,,,,28.42,,1.19,91.42,1011.48,2024-12-21 19:15:00,,
,130.05,,,,,,,,,,,,2024-12-21 19:30:00,,
73.0,146.25,0.89,0.2,9.48,,,4.08,28.4,,1.2,81.12,1011.95,2024-12-21 19:45:00,,
73.0,146.25,0.96,,9.53,,0.02,,28.43,,0.97,102.27,1012.32,2024-12-21 20:00:00,1.0,
,146.25,,,,,,,,,,,,2024-12-21 20:15:00,,
73.98,148.21,0.92,0.43,9.59,,,,28.3,,1.28,90.51,1012.64,2024-12-21 20:30:00,0.78,
84.0,168.25,0.92,,9.62,,,4.05,28.25,,1.05,98.37,1012.77,2024-12-21 20:45:00,0.89,
84.0,168.25,0.89,,9.67,,,,28.22,,0.88,98.02,1012.87,2024-12-21 21:00:00,,
84.0,168.25,0.95,0.14,9.37,,,,28.2,,0.84,87.73,1012.92,2024-12-21 21:15:00,0.6,
,169.49,,,,,,,,,,,,2024-12-21 21:30:00,,
91.0,182.25,0.96,,9.63,,0.02,,28.04,,0.92,149.56,1012.95,2024-12-21 21:45:00,1.0,
91.0,182.25,0.87,,9.55,,,,27.96,,0.8,139.0,1012.94,2024-12-21 22:00:00,,
91.0,182.25,0.87,0.07,9.59,,,,27.96,,0.62,113.28,1012.94,2024-12-21 22:15:00,,
89.58,179.41,0.92,1.0,9.66,,,4.07,27.96,,0.79,98.83,1012.79,2024-12-21 22:30:00,0.42,
75.0,150.25,0.86,1.0,9.58,,,,27.98,,0.68,125.4,1012.67,2024-12-21 22:45:00,,
75.0,150.25,0.83,0.32,9.71,,,,28.02,,0.62,88.77,1012.52,2024-12-21 23:00:00,,
75.0,150.25,1.0,0.1,9.68,,0.05,4.07,27.95,,0.69,152.2,1012.34,2024-12-21 23:15:00,2.24,
76.07,152.38,1.44,0.27,9.49,,0.5,,27.77,,0.61,195.61,1012.38,2024-12-21 23:30:00,15.22,
87.0,174.25,0.77,0.67,9.6,,,,27.61,,0.27,117.65,1012.49,2024-12-21 23:45:00,,
87.0,174.25,0.8,0.29,9.53,,,,27.42,,0.63,202.33,1012.54,2024-12-22 00:00:00,,
87.0,174.25,0.95,1.0,9.57,,,4.06,27.36,,0.86,272.02,1012.36,2024-12-22 00:15:00,0.36,
86.2,172.65,0.96,0.11,9.46,,0.0,,27.4,,0.66,239.56,1012.26,2024-12-22 00:30:00,1.84,
,156.25,,,,,,,,,,,,2024-12-22 00:45:00,,
78.0,156.25,0.84,0.02,9.5,,,,27.43,,0.33,170.31,1011.87,2024-12-22 01:00:00,,
78.0,156.25,0.66,,9.53,,,,27.24,,0.34,172.6,1011.68,2024-12-22 01:15:00,,
76.49,153.23,0.66,,9.65,,,,26.88,,0.45,209.64,1011.48,2024-12-22 01:30:00,,
61.0,122.25,0.76,,9.74,,,,26.72,,0.3,189.99,1011.3,2024-12-22 01:45:00,,
61.0,122.25,0.92,,9.76,,,,26.63,,0.29,156.71,1011.04,2024-12-22 02:00:00,,
61.0,122.25,0.87,0.68,9.8,,,,26.57,,0.27,132.98,1010.75,2024-12-22 02:15:00,,
59.16,118.57,0.87,0.12,9.65,,,,26.45,,0.27,208.54,1010.65,2024-12-22 02:30:00,,
38.0,76.25,0.92,,9.45,,,,26.26,,0.32,226.78,1010.64,2024-12-22 02:45:00,,
38.0,76.25,1.13,,9.71,,0.18,,26.21,,0.34,145.27,1010.55,2024-12-22 03:00:00,6.12,
38.0,76.25,0.94,,9.55,,,,26.23,,0.26,189.94,1010.65,2024-12-22 03:15:00,0.64,
,75.89,,,,,,,,,,,,2024-12-22 03:30:00,,
36.0,72.25,0.78,,9.78,,,,26.18,,0.38,200.56,1010.77,2024-12-22 03:45:00,,
36.0,72.25,0.98,,9.82,,0.04,,26.16,,0.32,236.41,1010.99,2024-12-22 04:00:00,2.29,
36.0,72.25,1.01,,9.62,,0.06,,26.12,,0.34,225.24,1011.01,2024-12-22 04:15:00,2.2,
36.16,72.62,,,,,,,,,,,,2024-12-22 04:30:00,,
38.0,76.25,1.0,0.72,9.57,,0.04,,26.16,,0.44,216.73,1011.22,2024-12-22 04:45:00,1.02,
38.0,76.25,1.12,,9.52,,0.17,,26.16,,0.41,221.24,1011.37,2024-12-22 05:00:00,5.06,
38.0,76.25,1.18,,9.6,,0.24,,26.15,,0.37,189.69,1011.41,2024-12-22 05:15:00,6.71,
38.7,77.49,1.02,0.04,9.61,,0.07,,26.09,,0.48,236.98,1011.6,2024-12-22 05:30:00,1.98,
45.0,90.25,1.05,0.09,9.57,,0.1,4.07,26.04,,0.55,216.77,1011.77,2024-12-22 05:45:00,3.13,
45.0,90.25,1.09,,9.56,,0.18,,25.97,,0.45,225.33,1012.04,2024-12-22 06:00:00,0.85,
45.0,90.25,0.88,,9.63,,,,25.91,,0.45,217.4,1012.22,2024-12-22 06:15:00,,
45.19,90.62,0.54,0.88,9.62,,,4.05,25.92,,0.49,236.58,1012.45,2024-12-22 06:30:00,,
47.0,94.25,0.73,0.38,9.48,,,,26.02,,0.44,199.44,1012.61,2024-12-22 06:45:00,,
47.0,94.25,1.0,0.56,9.44,,0.04,,26.16,,0.42,199.16,1012.72,2024-12-22 07:00:00,0.85,
47.0,94.25,0.8,0.21,9.45,,,4.08,26.32,,0.4,207.77,1012.9,2024-12-22 07:15:00,,
48.42,97.09,0.92,0.21,9.45,,,,26.39,,0.44,227.73,1013.15,2024-12-22 07:30:00,,
63.0,126.25,1.01,1.0,9.65,,0.04,4.06,26.49,,0.58,238.87,1013.36,2024-12-22 07:45:00,3.24,
63.0,126.25,1.41,0.31,9.63,,0.47,,26.69,,0.68,210.45,1013.54,2024-12-22 08:00:00,14.42,
63.0,126.25,1.36,0.27,9.61,,0.41,,27.0,,0.56,195.73,1013.7,2024-12-22 08:15:00,12.31,
62.1,124.65,0.78,1.0,9.4,,,,27.4,,0.8,212.5,1013.82,2024-12-22 08:30:00,,
54.0,108.25,0.28,0.22,9.46,,,,27.76,,0.76,169.93,1013.91,2024-12-22 08:45:00,,
54.0,108.25,1.28,0.4,9.37,,0.34,4.07,28.11,,0.77,171.33,1014.0,2024-12-22 09:00:00,10.31,
54.0,108.25,1.13,,9.45,,0.18,,28.81,,0.94,199.94,1014.02,2024-12-22 09:15:00,4.51,
52.7,105.94,0.84,0.43,9.5,,,4.07,28.93,,0.93,223.9,1014.03,2024-12-22 09:30:00,,
41.0,82.25,0.74,0.07,9.32,,,,29.11,,1.15,232.01,1014.01,2024-12-22 09:45:00,,
41.0,82.25,0.25,0.87,9.38,,,,29.51,,1.14,210.24,1013.9,2024-12-22 10:00:00,,
41.0,82.25,0.65,0.2,9.45,,,4.1,29.45,,1.17,244.05,1013.84,2024-12-22 10:15:00,,
41.4,82.96,1.1,,9.41,,0.14,,29.66,,1.52,257.02,1013.65,2024-12-22 10:30:00,4.24,
,90.25,,,,,,,,,,,,2024-12-22 10:45:00,,
45.0,90.25,0.67,0.32,9.31,,,,29.88,,1.34,244.9,1013.32,2024-12-22 11:00:00,,
45.0,90.25,0.85,,9.57,,,,30.04,,1.13,202.07,1013.06,2024-12-22 11:15:00,,
45.53,91.32,1.2,0.33,9.58,,0.24,,30.96,,1.24,237.66,1012.76,2024-12-22 11:30:00,7.36,
,102.25,,,,,,,,,,,,2024-12-22 11:45:00,,
51.0,102.25,0.76,,9.58,,,,31.77,,1.43,79.14,1012.31,2024-12-22 12:00:00,,
51.0,102.25,0.82,0.54,9.79,,,,32.28,,1.32,96.41,1011.96,2024-12-22 12:15:00,,
51.0,102.25,0.85,0.18,9.58,,,4.05,32.37,,1.39,92.82,1011.74,2024-12-22 12:30:00,,
51.0,102.25,0.96,,9.73,,0.0,,32.01,,1.55,83.48,1011.38,2024-12-22 12:45:00,0.64,
51.0,102.25,1.23,0.23,9.66,,0.28,,32.02,,1.75,76.04,1011.14,2024-12-22 13:00:00,9.44,
51.0,102.25,0.86,,9.65,,,,31.16,,1.83,85.15,1010.93,2024-12-22 13:15:00,,
50.82,101.89,0.61,0.27,9.49,,,,31.76,,1.64,83.85,1010.65,2024-12-22 13:30:00,,
49.0,98.25,1.34,1.66,9.58,,0.36,4.09,31.61,,1.51,81.81,1010.47,2024-12-22 13:45:00,10.6,
49.0,98.25,1.12,0.19,9.55,,0.17,,31.26,,1.69,87.67,1010.3,2024-12-22 14:00:00,5.71,
49.0,98.25,0.89,0.68,9.55,,,,31.62,,1.52,84.13,1010.18,2024-12-22 14:15:00,,
48.56,97.36,0.98,0.57,9.56,,0.03,,31.54,,1.41,91.47,1010.09,2024-12-22 14:30:00,1.11,
44.0,88.25,0.67,0.13,9.61,,,,32.1,,1.37,88.88,1009.91,2024-12-22 14:45:00,,
44.0,88.25,0.72,,9.59,,,,31.24,,1.41,91.42,1009.73,2024-12-22 15:00:00,,
44.0,88.25,0.92,0.68,9.47,,,,31.61,,1.2,86.42,1009.59,2024-12-22 15:15:00,,
44.27,88.78,0.54,0.06,9.53,,,,31.46,,1.34,106.94,1009.56,2024-12-22 15:30:00,,
47.0,94.25,0.41,0.17,9.67,,,4.05,31.06,,1.36,92.74,1009.58,2024-12-22 15:45:00,,
47.0,94.25,0.48,,9.71,,,,31.02,,1.36,92.92,1009.61,2024-12-22 16:00:00,,
47.0,94.25,1.22,,9.72,,0.29,,30.59,,1.39,89.91,1009.71,2024-12-22 16:15:00,6.58,
47.53,95.32,1.15,,9.58,,0.2,,30.42,,1.27,92.43,1009.9,2024-12-22 16:30:00,3.15,
53.0,106.25,,,9.66,,,,,,,,,2024-12-22 16:45:00,,
53.0,106.25,0.87,0.29,9.63,,,,29.44,,1.11,88.52,1010.22,2024-12-22 17:00:00,,
53.0,106.25,0.49,0.12,9.63,,,,29.32,,0.78,112.76,1010.38,2024-12-22 17:15:00,,
53.98,108.21,0.68,0.42,9.57,,,,28.95,,1.1,102.9,1010.56,2024-12-22 17:30:00,,
64.0,128.25,0.59,1.0,9.75,,,4.06,28.62,,1.18,85.5,1010.77,2024-12-22 17:45:00,,
64.0,128.25,1.04,0.41,9.58,,0.09,,28.43,,1.16,104.61,1010.97,2024-12-22 18:00:00,3.13,
64.0,128.25,1.27,0.29,9.63,,0.33,,28.31,,0.93,107.6,1011.16,2024-12-22 18:15:00,8.47,
63.11,126.25,1.19,,9.42,,0.26,,28.25,,1.13,97.71,1011.34,2024-12-22 18:30:00,12.43,
,108.25,,,,,,,,,,,,2024-12-22 18:45:00,,
54.0,108.25,1.05,0.58,9.36,,0.08,,28.05,,1.2,103.25,1011.62,2024-12-22 19:00:00,,
54.0,108.25,0.91,0.19,9.57,,,,27.93,,1.4,90.81,1011.79,2024-12-22 19:15:00,,
54.8,109.85,1.17,0.2,9.58,,0.22,,27.9,,1.28,88.63,1011.89,2024-12-22 19:30:00,4.97,
63.0,126.25,0.79,0.34,9.53,,,,27.84,,1.29,102.77,1012.1,2024-12-22 19:45:00,,
63.0,126.25,0.31,,9.61,,,4.06,27.83,,1.31,101.23,1012.42,2024-12-22 20:00:00,,
63.0,126.25,0.85,,9.48,,,,27.8,,1.3,105.17,1012.7,2024-12-22 20:15:00,,
64.1,128.21,1.02,,9.51,,0.07,,27.75,,1.27,120.68,1012.8,2024-12-22 20:30:00,2.13,
74.0,148.25,0.87,,9.48,,,,27.66,,1.36,93.03,1012.78,2024-12-22 20:45:00,,
,148.25,,,,,,,,,,,,2024-12-22 21:00:00,,
74.0,148.25,1.24,0.6,9.42,,0.29,,27.65,,0.92,136.45,1013.1,2024-12-22 21:15:00,8.13,
74.53,149.32,1.35,0.84,9.56,,0.4,4.05,27.57,,1.05,99.2,1013.27,2024-12-22 21:30:00,13.67,
80.0,160.25,1.19,1.38,9.41,,0.21,,27.47,,0.89,117.04,1013.3,2024-12-22 21:45:00,8.58,
80.0,160.25,0.96,1.93,9.66,,,,27.42,,1.05,125.62,1013.18,2024-12-22 22:00:00,5.49,
80.0,160.25,0.82,0.24,9.53,,,,27.37,,0.78,96.27,1013.1,2024-12-22 22:15:00,,
79.53,159.18,0.25,0.84,9.31,,,,27.29,,0.58,132.73,1012.92,2024-12-22 22:30:00,,
74.0,148.25,0.06,0.52,9.48,,,4.04,27.11,,0.45,167.89,1012.92,2024-12-22 22:45:00,,
74.0,148.25,0.87,0.26,9.37,,,,26.85,,0.34,163.39,1012.92,2024-12-22 23:00:00,,
74.0,148.25,1.1,0.87,9.26,,0.14,,26.54,,0.32,176.52,1012.7,2024-12-22 23:15:00,4.31,
72.93,146.12,1.1,0.06,9.44,,0.15,4.07,26.15,,0.3,184.03,1012.58,2024-12-22 23:30:00,4.73,
62.0,124.25,1.0,0.74,9.19,,0.03,,25.78,,0.44,216.63,1012.51,2024-12-22 23:45:00,2.27,
62.0,124.25,0.87,0.66,9.47,,,4.07,25.47,,0.5,212.76,1012.4,2024-12-23 00:00:00,,
62.0,124.25,0.86,0.2,9.31,,,,25.22,,0.59,216.16,1012.38,2024-12-23 00:15:00,,
60.52,120.87,0.92,0.02,9.6,,,,25.03,,0.44,214.27,1012.31,2024-12-23 00:30:00,0.36,
,86.25,,,,,,,,,,,,2024-12-23 00:45:00,,
43.0,86.25,0.9,0.94,9.65,,,,24.8,,0.48,215.28,1012.0,2024-12-23 01:00:00,,
,86.25,,,,,,,,,,,,2024-12-23 01:15:00,,
43.31,86.96,1.01,,9.49,,0.06,4.06,24.7,,0.51,234.12,1011.55,2024-12-23 01:30:00,2.11,
,94.25,,,,,,,,,,,,2024-12-23 01:45:00,,
47.0,94.25,0.95,0.22,9.53,,0.0,4.06,24.59,,0.49,209.62,1011.28,2024-12-23 02:00:00,,
47.0,94.25,0.97,0.68,9.54,,0.01,,24.51,,0.47,204.56,1011.16,2024-12-23 02:15:00,0.38,
46.38,92.85,0.4,0.37,9.61,,,,24.42,,0.53,220.75,1011.13,2024-12-23 02:30:00,,
40.0,80.25,0.15,,9.69,,,4.06,24.33,,0.5,207.3,1011.19,2024-12-23 02:45:00,,
40.0,80.25,0.82,1.03,9.61,,,,24.26,,0.62,226.89,1011.11,2024-12-23 03:00:00,,
40.0,80.25,1.11,0.57,9.65,,0.15,,24.2,,0.56,232.41,1011.05,2024-12-23 03:15:00,6.44,
39.63,79.61,0.93,,9.64,,0.01,4.08,24.16,,0.62,236.51,1011.1,2024-12-23 03:30:00,1.18,
36.0,72.25,0.91,0.03,9.71,,,,24.15,,0.68,244.54,1011.14,2024-12-23 03:45:00,,
36.0,72.25,1.21,1.27,9.58,,0.25,,24.08,,0.57,233.85,1011.3,2024-12-23 04:00:00,7.73,
36.0,72.25,1.18,1.1,9.64,,0.21,4.04,24.04,,0.54,239.23,1011.37,2024-12-23 04:15:00,4.93,
36.0,72.25,,,9.57,,,,,,,,,2024-12-23 04:30:00,,
36.0,72.25,0.95,0.32,9.48,,,,24.02,,0.59,234.76,1011.49,2024-12-23 04:45:00,,
36.0,72.25,,,9.55,,,4.07,,,,,,2024-12-23 05:00:00,,
36.0,72.25,0.23,,9.51,,,,23.98,,0.48,227.5,1011.6,2024-12-23 05:15:00,,
,72.96,,,,,,,,,,,,2024-12-23 05:30:00,,
40.0,80.25,1.33,,9.37,,0.39,,23.94,,0.46,215.59,1011.82,2024-12-23 05:45:00,10.65,
40.0,80.25,0.91,2.46,9.51,,,,23.98,,0.51,231.37,1012.01,2024-12-23 06:00:00,0.6,
40.0,80.25,1.25,0.9,9.4,,0.29,,24.04,,0.47,231.01,1012.26,2024-12-23 06:15:00,8.96,
39.64,79.54,0.94,1.58,9.45,,,,24.09,,0.57,223.23,1012.4,2024-12-23 06:30:00,0.1,
36.0,72.25,0.92,0.14,9.46,,,,24.17,,0.6,236.89,1012.6,2024-12-23 06:45:00,2.22,
36.0,72.25,0.94,2.03,9.46,,,4.05,24.34,,0.73,242.03,1012.68,2024-12-23 07:00:00,0.56,
36.0,72.25,0.67,,9.46,,,,24.73,,0.58,200.36,1012.94,2024-12-23 07:15:00,,
37.42,74.74,0.75,,9.5,,,,25.43,,0.65,219.19,1013.16,2024-12-23 07:30:00,,
52.0,104.25,1.08,2.58,9.41,,0.07,,25.93,,1.0,228.96,1013.39,2024-12-23 07:45:00,,
52.0,104.25,1.02,,9.37,,0.11,,26.65,,0.69,202.04,1013.66,2024-12-23 08:00:00,,
52.0,104.25,0.77,,9.45,,,,27.42,,0.96,215.12,1013.95,2024-12-23 08:15:00,,
51.14,102.29,0.67,,9.56,,,4.05,27.45,,1.22,245.02,1014.12,2024-12-23 08:30:00,,
,82.25,,,,,,,,,,,,2024-12-23 08:45:00,,
41.0,82.25,0.92,1.54,9.54,,,4.06,28.11,,1.28,230.11,1014.12,2024-12-23 09:00:00,,
41.0,82.25,1.31,1.24,9.62,,0.34,,28.36,,1.28,241.75,1014.09,2024-12-23 09:15:00,12.89,
40.4,81.18,1.12,3.68,9.52,,0.09,,28.79,,1.28,229.89,1014.02,2024-12-23 09:30:00,7.25,
35.0,70.25,0.9,3.02,9.39,,,,29.01,,1.16,201.4,1013.83,2024-12-23 09:45:00,3.93,
35.0,70.25,0.79,0.6,9.47,,,,29.43,,1.4,241.49,1013.71,2024-12-23 10:00:00,,
35.0,70.25,1.04,,9.45,,0.1,4.07,29.66,,1.18,205.92,1013.63,2024-12-23 10:15:00,,
36.16,72.56,1.11,1.28,9.62,,0.13,,30.12,,1.26,223.21,1013.52,2024-12-23 10:30:00,7.2,
48.0,96.25,0.92,2.13,9.41,,,,30.18,,1.39,220.58,1013.32,2024-12-23 10:45:00,0.16,
