pm2.5,pm10,no,no2,so2,co,nox,ozone,timestamp,nh3,benzene,eth_benzene,mp_xylene
,,5.91,10.95,,,10.65,1.4,2024-07-18 10:45:00,2.29,,,
,,6.37,12.1,,,11.61,1.1,2024-07-18 11:00:00,3.51,,,
,,6.62,15.74,,,13.74,1.09,2024-07-18 11:15:00,0.75,,,
,,7.24,16.59,,,14.71,1.46,2024-07-18 11:30:00,,,,
,,6.2,15.03,,,13.04,1.5,2024-07-18 12:15:00,5.68,,,
,,5.37,12.49,,,10.99,1.31,2024-07-18 12:30:00,4.83,,,
,,5.14,12.42,,,10.77,0.75,2024-07-18 12:45:00,4.41,,,
,,4.85,11.16,,,9.86,1.17,2024-07-18 13:00:00,5.29,,,
,,4.16,10.29,,,8.85,1.01,2024-07-18 13:15:00,6.32,,,
,,3.66,8.41,,,7.46,1.26,2024-07-18 13:30:00,7.15,,,
,,2.76,7.66,,,6.31,1.48,2024-07-18 13:45:00,7.35,,,
,,2.41,7.07,,,5.71,1.39,2024-07-18 14:00:00,8.57,,,
,,2.48,6.62,,,5.53,1.31,2024-07-18 14:15:00,9.08,,,
,,2.52,6.69,,,5.61,0.95,2024-07-18 14:30:00,8.29,,,
,,2.56,6.48,,,5.51,1.28,2024-07-18 14:45:00,8.9,,,
2.0,2.5,2.12,5.43,,,4.61,1.47,2024-07-18 15:00:00,8.89,,,
2.0,2.5,2.0,6.22,,,4.94,1.7,2024-07-18 15:15:00,7.69,,,
2.0,2.5,2.34,7.61,,,5.94,1.7,2024-07-18 15:30:00,7.94,,,
2.0,2.5,,,,,,1.28,2024-07-18 15:45:00,,,,
3.83,4.79,1.81,6.12,,,4.73,1.21,2024-07-18 16:00:00,9.16,,,
4.0,5.0,2.8,8.13,,,6.61,1.32,2024-07-18 16:15:00,6.99,,,
4.0,5.0,4.37,11.76,,,9.82,0.87,2024-07-18 16:30:00,4.22,,,
4.0,5.0,5.24,14.13,,,11.77,1.03,2024-07-18 16:45:00,2.25,,,
,,7.7,15.88,,,14.69,1.04,2024-07-18 18:45:00,,,,
,,9.38,19.02,,,17.75,1.38,2024-07-18 19:15:00,,,,
,,9.52,19.02,,,17.87,0.83,2024-07-18 19:30:00,,,,
,,9.58,18.32,,,17.54,1.33,2024-07-18 19:45:00,,,,
7.0,8.75,9.68,16.67,,,16.73,0.86,2024-07-18 20:00:00,,,,
7.0,8.75,9.77,17.51,,,17.26,1.08,2024-07-18 20:15:00,,,,
7.0,8.75,9.64,17.42,,,17.1,1.18,2024-07-18 20:30:00,,,,
7.0,8.75,9.42,16.8,,,16.6,1.27,2024-07-18 20:45:00,,,,
6.08,7.59,8.58,17.0,,,16.0,0.99,2024-07-18 21:00:00,,,,
6.0,7.5,8.38,16.66,,,15.68,1.01,2024-07-18 21:15:00,,,,
6.0,7.5,8.64,15.79,,,15.43,1.01,2024-07-18 21:30:00,,,,
6.0,7.5,8.4,15.12,,,14.88,1.2,2024-07-18 21:45:00,0.19,,,
11.5,14.38,7.81,15.57,,,14.63,1.47,2024-07-18 22:00:00,0.21,,,
12.0,15.0,7.55,15.53,,,14.4,1.2,2024-07-18 22:15:00,0.28,,,
12.0,15.0,7.27,15.03,,,13.91,1.48,2024-07-18 22:30:00,0.11,,,
12.0,15.0,7.18,14.62,,,13.61,1.11,2024-07-18 22:45:00,0.58,,,
12.0,15.0,6.72,14.75,,,13.29,1.27,2024-07-18 23:00:00,1.64,,,
12.0,15.0,6.24,13.9,,,12.46,0.99,2024-07-18 23:15:00,2.51,,,
12.0,15.0,6.14,13.13,,,11.96,1.35,2024-07-18 23:30:00,2.71,,,
12.0,15.0,5.97,13.28,,,11.92,1.19,2024-07-18 23:45:00,2.49,,,
12.92,16.14,6.21,11.79,,,11.32,1.01,2024-07-19 00:00:00,3.25,,,
13.0,16.25,5.9,12.15,,,11.26,1.56,2024-07-19 00:15:00,3.35,,,
13.0,16.25,5.02,12.04,,,10.48,1.01,2024-07-19 00:30:00,3.06,,,
13.0,16.25,5.02,11.72,,,10.31,1.05,2024-07-19 00:45:00,3.02,,,
,,5.23,12.03,,,10.65,1.19,2024-07-19 01:00:00,3.77,,,
,,5.41,11.28,,,10.39,1.0,2024-07-19 01:15:00,4.37,,,
,,5.0,10.71,,,9.76,1.22,2024-07-19 01:30:00,4.14,,,
,,5.15,10.26,,,9.64,0.99,2024-07-19 01:45:00,4.42,,,
7.0,8.75,5.39,10.86,,,10.13,0.93,2024-07-19 02:00:00,4.66,,,
7.0,8.75,,,,,,0.98,2024-07-19 02:15:00,,,,
7.0,8.75,5.09,11.23,,,10.11,1.07,2024-07-19 02:30:00,3.92,,,
7.0,8.75,4.91,10.71,,,9.69,1.28,2024-07-19 02:45:00,4.27,,,
8.83,11.04,5.13,9.71,,,9.35,1.74,2024-07-19 03:00:00,5.06,,,
9.0,11.25,5.26,10.07,,,9.64,1.42,2024-07-19 03:15:00,5.54,,,
9.0,11.25,5.22,11.02,,,10.11,1.15,2024-07-19 03:30:00,4.89,,,
9.0,11.25,5.37,10.84,,,10.11,1.39,2024-07-19 03:45:00,5.39,,,
10.83,13.54,5.6,10.4,,,10.1,1.47,2024-07-19 04:00:00,5.12,,,
11.0,13.75,5.38,9.9,,,9.64,1.47,2024-07-19 04:15:00,4.67,,,
11.0,13.75,5.21,9.95,,,9.53,1.45,2024-07-19 04:30:00,3.98,,,
11.0,13.75,5.35,11.33,,,10.38,1.5,2024-07-19 04:45:00,4.34,,,
8.25,10.31,5.71,11.78,,,10.92,1.33,2024-07-19 05:00:00,4.27,,,
8.0,10.0,6.04,11.77,,,11.17,1.59,2024-07-19 05:15:00,3.95,,,
8.0,10.0,6.04,12.36,,,11.49,1.19,2024-07-19 05:30:00,3.37,,,
8.0,10.0,6.06,10.81,,,10.69,1.31,2024-07-19 05:45:00,3.95,,,
13.5,16.88,5.91,11.44,,,10.88,1.53,2024-07-19 06:00:00,3.56,,,
14.0,17.5,6.14,12.0,,,11.36,1.2,2024-07-19 06:15:00,3.23,,,
14.0,17.5,6.53,13.49,,,12.48,0.95,2024-07-19 06:30:00,2.21,,,
10.0,12.5,7.45,11.63,,,12.25,1.2,2024-07-19 07:30:00,2.74,,,
10.0,12.5,6.02,9.35,,,9.86,1.31,2024-07-19 07:45:00,2.1,,,
,,6.73,11.56,,,11.63,1.42,2024-07-19 08:00:00,2.59,,,
,,8.01,13.38,,,13.63,1.38,2024-07-19 08:15:00,0.75,,,
,,9.22,15.12,,,15.52,1.29,2024-07-19 08:30:00,,,,
,,10.16,16.8,,,17.19,1.13,2024-07-19 08:45:00,,,,
,,11.2,19.36,,,19.39,1.18,2024-07-19 09:00:00,,,,
,,11.72,21.22,,,20.81,1.25,2024-07-19 09:15:00,,,,
,,12.26,20.73,,,21.0,1.22,2024-07-19 09:30:00,,,,
,,12.5,21.38,,,21.52,1.54,2024-07-19 09:45:00,,,,
18.0,22.5,11.92,22.11,,,21.46,1.36,2024-07-19 10:00:00,,,,
18.0,22.5,10.64,21.18,,,19.91,1.63,2024-07-19 10:15:00,,,,
18.0,22.5,9.33,18.65,,,17.5,1.3,2024-07-19 10:30:00,,,,
18.0,22.5,8.14,17.52,,,15.93,1.19,2024-07-19 10:45:00,,,,
9.75,12.19,7.28,16.72,,,14.82,1.12,2024-07-19 11:00:00,0.62,,,
9.0,11.25,6.84,16.17,,,14.17,1.16,2024-07-19 11:15:00,1.0,,,
9.0,11.25,6.52,16.29,,,13.97,1.63,2024-07-19 11:30:00,1.13,,,
9.0,11.25,6.26,16.51,,,13.87,1.15,2024-07-19 11:45:00,1.58,,,
9.0,11.25,6.25,16.66,,,13.94,1.46,2024-07-19 12:00:00,1.57,,,
9.0,11.25,6.49,16.89,,,14.27,0.95,2024-07-19 12:15:00,0.59,,,
9.0,11.25,6.86,16.13,,,14.16,0.47,2024-07-19 12:30:00,0.15,,,
9.0,11.25,6.59,14.7,,,13.18,1.17,2024-07-19 12:45:00,2.11,,,
9.0,11.25,5.54,12.26,,,11.0,0.91,2024-07-19 13:00:00,4.82,,,
9.0,11.25,5.32,8.61,,,8.88,2.03,2024-07-19 13:30:00,7.36,,,
9.0,11.25,3.83,9.08,,,7.93,1.68,2024-07-19 13:45:00,6.01,,,
,,4.69,8.79,,,8.49,1.41,2024-07-19 14:00:00,5.13,,,
,,4.34,9.71,,,8.69,1.52,2024-07-19 14:15:00,5.6,,,
,,3.74,9.28,,,7.98,1.16,2024-07-19 14:30:00,6.87,,,
,,3.76,10.72,,,8.76,1.23,2024-07-19 14:45:00,5.89,,,
,,4.7,13.69,,,11.11,1.56,2024-07-19 15:00:00,3.3,,,
,,5.47,15.55,,,12.72,1.16,2024-07-19 15:15:00,1.03,,,
,,6.07,16.39,,,13.65,1.22,2024-07-19 15:30:00,1.85,,,
,,6.7,17.48,,,14.74,1.61,2024-07-19 15:45:00,0.66,,,
12.0,15.0,7.2,18.19,,,15.53,1.35,2024-07-19 16:00:00,0.13,,,
12.0,15.0,7.66,18.85,,,16.27,1.51,2024-07-19 16:15:00,,,,
12.0,15.0,7.82,19.77,,,16.87,1.08,2024-07-19 16:30:00,,,,
12.0,15.0,7.57,20.53,,,17.09,1.34,2024-07-19 16:45:00,,,,
10.13,12.68,7.18,19.2,,,16.05,1.29,2024-07-19 17:00:00,,,,
10.0,12.5,7.2,19.46,,,16.21,1.07,2024-07-19 17:15:00,,,,
10.0,12.5,7.4,18.23,,,15.71,0.97,2024-07-19 17:30:00,,,,
10.0,12.5,7.27,17.12,,,15.04,0.85,2024-07-19 17:45:00,0.09,,,
14.58,18.23,7.26,16.82,,,14.84,0.97,2024-07-19 18:00:00,1.23,,,
15.0,18.75,7.15,16.65,,,14.66,1.48,2024-07-19 18:15:00,1.63,,,
15.0,18.75,7.33,15.54,,,14.23,1.07,2024-07-19 18:30:00,1.29,,,
15.0,18.75,6.83,16.9,,,14.57,1.41,2024-07-19 18:45:00,1.04,,,
15.0,18.75,6.87,16.76,,,14.51,1.31,2024-07-19 19:00:00,1.44,,,
15.0,18.75,7.02,16.04,,,14.24,1.55,2024-07-19 19:15:00,1.05,,,
15.0,18.75,6.64,16.39,,,14.11,1.48,2024-07-19 19:30:00,1.14,,,
15.0,18.75,6.83,16.4,,,14.26,1.21,2024-07-19 19:45:00,0.97,,,
15.92,19.9,6.88,16.93,,,14.58,1.44,2024-07-19 20:00:00,0.65,,,
16.0,20.0,7.0,16.85,,,14.65,1.48,2024-07-19 20:15:00,0.61,,,
16.0,20.0,7.19,16.51,,,14.62,1.42,2024-07-19 20:30:00,0.84,,,
16.0,20.0,7.18,16.21,,,14.48,1.27,2024-07-19 20:45:00,0.98,,,
21.53,26.88,7.39,15.44,,,14.22,1.47,2024-07-19 21:00:00,1.06,,,
22.0,27.5,7.36,15.82,,,14.39,1.25,2024-07-19 21:15:00,0.41,,,
22.0,27.5,6.87,16.32,,,14.25,1.5,2024-07-19 21:30:00,0.97,,,
22.0,27.5,6.71,16.16,,,14.05,1.09,2024-07-19 21:45:00,0.95,,,
12.83,15.89,6.94,15.05,,,13.65,1.55,2024-07-19 22:00:00,1.3,,,
12.0,15.0,6.89,14.4,,,13.27,1.39,2024-07-19 22:15:00,2.11,,,
12.0,15.0,7.09,14.19,,,13.32,1.42,2024-07-19 22:30:00,2.19,,,
12.0,15.0,7.06,15.12,,,13.78,1.59,2024-07-19 22:45:00,1.67,,,
16.64,20.73,6.78,15.81,,,13.91,1.29,2024-07-19 23:00:00,1.31,,,
17.0,21.25,6.87,15.25,,,13.69,1.23,2024-07-19 23:15:00,1.69,,,
17.0,21.25,7.09,15.29,,,13.88,1.74,2024-07-19 23:30:00,1.53,,,
17.0,21.25,7.26,16.04,,,14.43,1.18,2024-07-19 23:45:00,0.98,,,
16.08,20.1,7.41,14.54,,,13.76,1.33,2024-07-20 00:00:00,1.15,,,
,20.0,,,,,,,2024-07-20 00:15:00,,,,
16.0,20.0,7.08,15.01,,,13.73,1.28,2024-07-20 00:30:00,1.69,,,
16.0,20.0,7.45,13.81,,,13.39,1.09,2024-07-20 00:45:00,1.58,,,
,,7.72,14.36,,,13.92,1.08,2024-07-20 01:00:00,1.28,,,
,,7.79,15.27,,,14.46,1.17,2024-07-20 01:15:00,0.72,,,
,,,,,,,1.16,2024-07-20 01:30:00,,,,
,,8.14,14.75,,,14.47,1.16,2024-07-20 01:45:00,0.72,,,
17.0,21.25,8.22,15.43,,,14.9,1.45,2024-07-20 02:00:00,0.73,,,
17.0,21.25,7.7,15.97,,,14.74,1.23,2024-07-20 02:15:00,0.35,,,
17.0,21.25,7.67,16.04,,,14.77,0.69,2024-07-20 02:30:00,0.15,,,
17.0,21.25,7.52,15.55,,,14.39,0.86,2024-07-20 02:45:00,1.06,,,
10.58,13.23,7.66,14.16,,,13.78,0.76,2024-07-20 03:00:00,1.15,,,
10.0,12.5,7.26,14.32,,,13.52,0.93,2024-07-20 03:15:00,0.81,,,
10.0,12.5,7.08,14.78,,,13.61,1.71,2024-07-20 03:30:00,0.07,,,
10.0,12.5,7.45,15.29,,,14.18,1.21,2024-07-20 03:45:00,0.51,,,
11.83,14.79,8.02,15.21,,,14.6,1.17,2024-07-20 04:00:00,0.89,,,
12.0,15.0,8.33,14.69,,,14.61,1.2,2024-07-20 04:15:00,0.44,,,
12.0,15.0,,,,,,1.04,2024-07-20 04:30:00,,,,
12.0,15.0,7.82,14.97,,,14.33,1.42,2024-07-20 04:45:00,2.05,,,
6.5,8.12,7.91,15.33,,,14.58,0.93,2024-07-20 05:00:00,1.23,,,
6.0,7.5,8.07,14.47,,,14.26,1.0,2024-07-20 05:15:00,1.13,,,
6.0,7.5,7.84,13.84,,,13.73,1.05,2024-07-20 05:30:00,1.66,,,
6.0,7.5,7.58,14.42,,,13.84,1.12,2024-07-20 05:45:00,1.45,,,
6.92,8.65,8.06,15.01,,,14.52,1.27,2024-07-20 06:00:00,1.1,,,
7.0,8.75,8.19,15.25,,,14.78,1.05,2024-07-20 06:15:00,0.67,,,
7.0,8.75,8.2,14.92,,,14.62,1.08,2024-07-20 06:30:00,0.55,,,
7.0,8.75,8.15,15.71,,,14.97,1.25,2024-07-20 06:45:00,0.21,,,
22.68,28.23,8.54,15.05,,,14.95,1.3,2024-07-20 07:00:00,0.77,,,
24.0,30.0,8.64,15.15,,,15.09,0.81,2024-07-20 07:15:00,0.46,,,
24.0,30.0,8.49,15.05,,,14.91,1.35,2024-07-20 07:30:00,0.17,,,
24.0,30.0,8.16,15.17,,,14.7,1.01,2024-07-20 07:45:00,0.05,,,
,,4.92,13.35,,,11.1,0.2,2024-07-20 14:45:00,0.9,,,
,,5.38,13.54,,,11.57,0.8,2024-07-20 15:00:00,0.88,,,
,,6.03,13.33,,,12.02,1.05,2024-07-20 15:15:00,1.38,,,
,,6.43,13.69,,,12.51,0.79,2024-07-20 15:30:00,1.61,,,
,,6.74,15.41,,,13.68,1.09,2024-07-20 15:45:00,0.69,,,
7.0,8.75,7.12,16.36,,,14.52,1.01,2024-07-20 16:00:00,0.1,,,
7.0,8.75,7.17,16.55,,,14.63,1.6,2024-07-20 16:15:00,0.56,,,
7.0,8.75,6.84,17.07,,,14.64,1.36,2024-07-20 16:30:00,0.73,,,
15.0,18.75,5.89,15.73,,,13.16,1.45,2024-07-20 17:30:00,0.49,,,
15.0,18.75,5.55,15.48,,,12.74,1.67,2024-07-20 17:45:00,0.47,,,
,,5.85,17.25,,,13.92,0.86,2024-07-20 18:00:00,0.03,,,
,,6.28,17.79,,,14.56,1.61,2024-07-20 18:30:00,,,,
,,6.64,18.55,,,15.27,1.36,2024-07-20 18:45:00,,,,
,,6.88,20.17,,,16.32,1.29,2024-07-20 19:00:00,,,,
,,7.61,22.45,,,18.14,0.87,2024-07-20 19:15:00,,,,
,,8.59,24.12,,,19.81,1.49,2024-07-20 19:30:00,,,,
,,9.92,24.69,,,21.19,1.46,2024-07-20 19:45:00,,,,
48.0,60.0,11.62,24.68,,,22.59,1.41,2024-07-20 20:00:00,,,,
48.0,60.0,12.92,25.95,,,24.31,0.76,2024-07-20 20:15:00,,,,
48.0,60.0,13.82,26.82,,,25.51,1.35,2024-07-20 20:30:00,,,,
48.0,60.0,14.4,28.32,,,26.78,1.39,2024-07-20 20:45:00,,,,
70.08,87.43,14.41,28.29,,,26.77,1.67,2024-07-20 21:00:00,,,,
72.0,90.0,14.19,26.81,,,25.79,1.33,2024-07-20 21:15:00,,,,
72.0,90.0,13.44,27.07,,,25.33,1.04,2024-07-20 21:30:00,,,,
72.0,90.0,13.09,26.3,,,24.62,1.01,2024-07-20 21:45:00,,,,
45.76,57.2,12.71,24.15,,,23.18,1.45,2024-07-20 22:00:00,,,,
43.0,53.75,12.09,22.54,,,21.82,1.56,2024-07-20 22:15:00,,,,
43.0,53.75,11.29,21.54,,,20.64,1.14,2024-07-20 22:30:00,,,,
43.0,53.75,10.65,20.7,,,19.67,1.64,2024-07-20 22:45:00,,,,
26.5,33.12,10.28,20.08,,,19.04,1.16,2024-07-20 23:00:00,,,,
25.0,31.25,10.14,19.19,,,18.45,1.18,2024-07-20 23:15:00,,,,
,31.25,,,,,,,2024-07-20 23:30:00,,,,
25.0,31.25,10.03,18.97,,,18.23,1.85,2024-07-20 23:45:00,,,,
19.43,24.39,9.42,19.15,,,17.84,1.08,2024-07-21 00:00:00,,,,
19.0,23.75,8.7,18.45,,,16.88,1.54,2024-07-21 00:15:00,,,,
19.0,23.75,8.63,19.06,,,17.14,1.09,2024-07-21 00:30:00,,,,
19.0,23.75,8.9,18.14,,,16.87,1.18,2024-07-21 00:45:00,,,,
,,9.01,18.13,,,16.97,1.23,2024-07-21 01:00:00,,,,
,,9.0,18.07,,,16.94,1.18,2024-07-21 01:15:00,,,,
,,9.19,16.91,,,16.48,1.11,2024-07-21 01:30:00,,,,
,,9.26,16.84,,,16.48,1.77,2024-07-21 01:45:00,0.02,,,
31.0,38.75,9.45,18.2,,,17.37,1.59,2024-07-21 02:00:00,,,,
31.0,38.75,9.45,17.88,,,17.19,1.15,2024-07-21 02:15:00,,,,
31.0,38.75,9.57,16.57,,,16.58,1.6,2024-07-21 02:30:00,,,,
31.0,38.75,9.31,16.99,,,16.6,0.77,2024-07-21 02:45:00,,,,
22.75,28.44,9.0,16.03,,,15.83,1.77,2024-07-21 03:00:00,0.08,,,
22.0,27.5,8.3,16.29,,,15.4,1.02,2024-07-21 03:15:00,0.06,,,
22.0,27.5,8.25,15.04,,,14.69,1.72,2024-07-21 03:30:00,0.89,,,
22.0,27.5,8.11,14.81,,,14.46,1.28,2024-07-21 03:45:00,1.44,,,
9.17,11.46,8.04,13.77,,,13.87,0.89,2024-07-21 04:00:00,1.93,,,
8.0,10.0,7.58,13.49,,,13.34,0.99,2024-07-21 04:15:00,2.62,,,
8.0,10.0,7.9,11.9,,,12.76,1.57,2024-07-21 04:30:00,2.76,,,
8.0,10.0,7.39,12.26,,,12.53,1.09,2024-07-21 04:45:00,3.12,,,
11.69,14.58,7.29,12.52,,,12.59,1.14,2024-07-21 05:00:00,2.9,,,
12.0,15.0,7.42,12.26,,,12.54,0.71,2024-07-21 05:15:00,2.54,,,
12.0,15.0,7.13,11.75,,,12.06,1.33,2024-07-21 05:30:00,2.73,,,
12.0,15.0,7.09,12.23,,,12.26,1.35,2024-07-21 05:45:00,2.45,,,
14.77,18.48,7.13,12.81,,,12.63,1.36,2024-07-21 06:00:00,2.52,,,
15.0,18.75,7.16,12.49,,,12.48,0.99,2024-07-21 06:15:00,2.51,,,
15.0,18.75,7.22,12.2,,,12.36,1.1,2024-07-21 06:30:00,2.58,,,
15.0,18.75,7.02,12.48,,,12.33,1.0,2024-07-21 06:45:00,1.53,,,
25.21,31.52,7.29,13.3,,,13.0,1.09,2024-07-21 07:00:00,0.87,,,
26.0,32.5,7.16,13.07,,,12.79,1.32,2024-07-21 07:15:00,2.03,,,
26.0,32.5,7.13,13.21,,,12.83,1.12,2024-07-21 07:30:00,2.34,,,
26.0,32.5,7.26,13.31,,,12.99,1.05,2024-07-21 07:45:00,2.27,,,
22.36,27.92,7.17,12.79,,,12.63,1.42,2024-07-21 08:00:00,2.41,,,
22.0,27.5,7.0,12.19,,,12.18,1.07,2024-07-21 08:15:00,2.22,,,
22.0,27.5,7.06,14.03,,,13.18,1.41,2024-07-21 08:30:00,1.61,,,
22.0,27.5,7.28,15.03,,,13.92,1.1,2024-07-21 08:45:00,1.07,,,
29.33,36.67,7.72,15.1,,,14.32,1.28,2024-07-21 09:00:00,1.36,,,
30.0,37.5,8.39,15.14,,,14.88,1.2,2024-07-21 09:15:00,0.97,,,
30.0,37.5,8.58,16.23,,,15.61,1.4,2024-07-21 09:30:00,0.17,,,
30.0,37.5,8.25,16.72,,,15.61,0.98,2024-07-21 09:45:00,,,,
24.4,30.62,8.59,16.66,,,15.84,1.72,2024-07-21 10:00:00,0.21,,,
24.0,30.0,7.87,17.74,,,15.85,1.4,2024-07-21 10:15:00,0.6,,,
,30.0,,,,,,,2024-07-21 10:30:00,,,,
24.0,30.0,7.36,16.27,,,14.64,0.93,2024-07-21 10:45:00,0.68,,,
24.92,31.15,6.82,16.78,,,14.47,1.08,2024-07-21 11:00:00,0.51,,,
25.0,31.25,6.32,15.74,,,13.5,0.94,2024-07-21 11:15:00,2.06,,,
38.0,47.5,7.75,21.81,,,17.9,1.75,2024-07-21 18:30:00,,,,
38.0,47.5,7.7,21.95,,,17.94,1.6,2024-07-21 18:45:00,,,,
58.29,72.71,7.65,22.99,,,18.45,1.26,2024-07-21 19:00:00,,,,
60.0,75.0,7.94,22.46,,,18.39,1.45,2024-07-21 19:15:00,,,,
60.0,75.0,8.33,22.12,,,18.55,1.47,2024-07-21 19:30:00,,,,
60.0,75.0,8.11,21.74,,,18.14,1.16,2024-07-21 19:45:00,,,,
48.86,61.25,7.87,20.7,,,17.41,1.68,2024-07-21 20:00:00,,,,
48.0,60.0,7.74,19.47,,,16.65,1.39,2024-07-21 20:15:00,,,,
48.0,60.0,7.5,19.64,,,16.55,1.27,2024-07-21 20:30:00,,,,
48.0,60.0,7.27,18.94,,,15.98,1.6,2024-07-21 20:45:00,,,,
47.09,58.84,6.95,17.58,,,15.0,1.14,2024-07-21 21:00:00,,,,
47.0,58.75,7.01,17.25,,,14.88,1.58,2024-07-21 21:15:00,0.26,,,
47.0,58.75,7.33,17.96,,,15.51,1.29,2024-07-21 21:30:00,0.4,,,
47.0,58.75,8.54,19.57,,,17.36,1.67,2024-07-21 21:45:00,,,,
44.21,55.31,9.2,21.27,,,18.8,1.52,2024-07-21 22:00:00,,,,
44.0,55.0,9.28,18.8,,,17.53,1.62,2024-07-21 22:15:00,,,,
44.0,55.0,8.69,17.8,,,16.51,1.33,2024-07-21 22:30:00,,,,
44.0,55.0,7.86,17.12,,,15.49,0.84,2024-07-21 22:45:00,0.26,,,
22.92,28.65,7.78,14.76,,,14.17,1.34,2024-07-21 23:00:00,1.57,,,
21.0,26.25,6.8,14.18,,,13.08,1.25,2024-07-21 23:15:00,1.14,,,
21.0,26.25,6.73,13.86,,,12.83,1.32,2024-07-21 23:30:00,1.83,,,
21.0,26.25,6.5,13.43,,,12.42,1.05,2024-07-21 23:45:00,2.36,,,
17.33,21.68,6.2,13.49,,,12.19,1.65,2024-07-22 00:00:00,2.44,,,
17.0,21.25,6.11,13.13,,,11.95,1.35,2024-07-22 00:15:00,2.39,,,
17.0,21.25,6.1,12.25,,,11.48,1.33,2024-07-22 00:30:00,2.88,,,
17.0,21.25,5.66,11.99,,,10.97,1.02,2024-07-22 00:45:00,2.71,,,
,,5.72,11.76,,,10.9,1.35,2024-07-22 01:00:00,3.38,,,
,,5.77,12.55,,,11.35,0.95,2024-07-22 01:15:00,3.17,,,
,,5.68,12.05,,,11.03,1.21,2024-07-22 01:30:00,3.87,,,
,,5.44,12.4,,,11.03,1.18,2024-07-22 01:45:00,3.44,,,
16.0,20.0,5.23,12.58,,,10.95,1.16,2024-07-22 02:00:00,2.58,,,
16.0,20.0,6.0,13.35,,,11.99,0.84,2024-07-22 02:15:00,1.98,,,
16.0,20.0,6.2,13.5,,,12.23,1.22,2024-07-22 02:30:00,2.26,,,
16.0,20.0,6.62,13.15,,,12.38,1.25,2024-07-22 02:45:00,2.44,,,
30.67,38.57,6.87,12.86,,,12.43,0.9,2024-07-22 03:00:00,3.1,,,
32.0,40.0,6.86,12.77,,,12.38,0.92,2024-07-22 03:15:00,2.87,,,
32.0,40.0,7.15,13.58,,,13.04,1.48,2024-07-22 03:30:00,2.08,,,
32.0,40.0,7.17,13.73,,,13.13,1.32,2024-07-22 03:45:00,2.63,,,
20.86,26.07,7.12,13.89,,,13.16,1.46,2024-07-22 04:00:00,2.59,,,
20.0,25.0,6.83,12.69,,,12.29,1.08,2024-07-22 04:15:00,3.01,,,
20.0,25.0,6.81,12.03,,,11.92,1.34,2024-07-22 04:30:00,3.06,,,
20.0,25.0,7.02,11.48,,,11.8,0.89,2024-07-22 04:45:00,3.2,,,
17.29,21.56,7.03,12.06,,,12.13,1.13,2024-07-22 05:00:00,3.58,,,
17.0,21.25,6.98,11.6,,,11.84,0.86,2024-07-22 05:15:00,2.86,,,
17.0,21.25,6.77,11.25,,,11.48,1.2,2024-07-22 05:30:00,2.89,,,
17.0,21.25,6.72,12.24,,,11.98,1.05,2024-07-22 05:45:00,3.95,,,
23.38,29.27,6.84,12.26,,,12.08,0.93,2024-07-22 06:00:00,2.95,,,
24.0,30.0,6.9,12.26,,,12.12,0.91,2024-07-22 06:15:00,3.49,,,
24.0,30.0,6.7,13.7,,,12.73,1.24,2024-07-22 06:30:00,2.7,,,
24.0,30.0,6.55,13.05,,,12.26,1.65,2024-07-22 06:45:00,2.0,,,
16.67,20.83,7.0,12.38,,,12.3,1.73,2024-07-22 07:00:00,1.64,,,
16.0,20.0,7.13,12.51,,,12.44,1.24,2024-07-22 07:15:00,2.23,,,
16.0,20.0,7.47,12.09,,,12.5,1.06,2024-07-22 07:30:00,2.57,,,
16.0,20.0,7.22,12.97,,,12.77,1.48,2024-07-22 07:45:00,2.32,,,
16.92,21.15,7.49,13.76,,,13.41,1.07,2024-07-22 08:00:00,2.07,,,
17.0,21.25,7.61,13.13,,,13.16,1.48,2024-07-22 08:15:00,2.18,,,
17.0,21.25,7.48,13.37,,,13.2,1.21,2024-07-22 08:30:00,1.87,,,
17.0,21.25,7.11,12.81,,,12.6,1.33,2024-07-22 08:45:00,1.07,,,
28.0,35.0,7.33,12.76,,,12.75,0.87,2024-07-22 09:00:00,0.93,,,
29.0,36.25,7.34,13.99,,,13.41,1.54,2024-07-22 09:15:00,1.66,,,
29.0,36.25,7.36,14.47,,,13.68,0.76,2024-07-22 09:30:00,1.8,,,
29.0,36.25,7.59,13.54,,,13.37,1.28,2024-07-22 09:45:00,2.49,,,
28.08,35.11,7.24,15.03,,,13.86,1.34,2024-07-22 10:00:00,2.1,,,
28.0,35.0,7.23,14.58,,,13.64,0.89,2024-07-22 10:15:00,2.15,,,
28.0,35.0,7.28,14.2,,,13.48,1.25,2024-07-22 10:30:00,1.35,,,
28.0,35.0,7.43,15.13,,,14.08,1.58,2024-07-22 10:45:00,0.69,,,
32.61,40.73,7.33,15.75,,,14.33,1.07,2024-07-22 11:00:00,0.64,,,
33.0,41.25,6.65,15.42,,,13.62,0.9,2024-07-22 11:15:00,1.53,,,
33.0,41.25,6.61,16.32,,,14.05,0.89,2024-07-22 11:30:00,1.4,,,
33.0,41.25,6.82,16.67,,,14.41,1.36,2024-07-22 11:45:00,1.62,,,
29.33,36.67,6.85,16.68,,,14.45,0.92,2024-07-22 12:00:00,0.57,,,
29.0,36.25,6.73,16.42,,,14.21,1.32,2024-07-22 12:15:00,0.78,,,
