pm2.5,pm10,no,no2,so2,co,nox,ozone,at,rh,ws,wd,bp,timestamp,nh3
47.0,49.07,76.87,31.5,56.94,0.87,79.27,5.95,24.55,,0.42,109.4,1008.85,2022-11-08 20:15:00,8.74
47.0,68.0,80.94,31.92,56.89,0.87,82.77,5.77,24.59,,0.43,99.95,1008.96,2022-11-08 20:30:00,7.87
47.0,68.0,76.74,32.62,55.99,0.86,79.73,5.76,24.67,,0.56,96.15,1009.09,2022-11-08 20:45:00,9.78
54.21,68.0,70.94,35.51,56.42,0.83,76.56,6.0,24.74,,0.59,95.6,1009.31,2022-11-08 21:00:00,10.35
58.0,72.22,67.93,34.91,56.67,0.83,73.8,5.78,24.71,,0.5,91.71,1009.33,2022-11-08 21:15:00,7.9
58.0,88.0,66.14,30.01,56.01,0.83,69.73,6.04,24.65,,0.51,88.64,1009.24,2022-11-08 21:30:00,9.82
58.0,88.0,62.45,28.65,56.66,0.83,66.01,6.26,24.59,,0.51,101.25,1009.17,2022-11-08 21:45:00,11.15
57.33,88.0,60.28,28.91,56.8,0.84,64.38,5.76,24.55,,0.43,97.88,1009.08,2022-11-08 22:00:00,9.97
57.0,89.78,59.12,26.02,56.59,0.82,61.9,6.05,24.53,,0.4,112.29,1008.95,2022-11-08 22:15:00,11.6
57.0,96.0,57.01,29.96,56.26,0.83,62.29,6.49,24.45,,0.36,105.58,1008.9,2022-11-08 22:30:00,9.62
57.0,96.0,60.8,27.41,56.73,0.85,64.02,6.06,24.39,,0.32,113.05,1008.84,2022-11-08 22:45:00,11.42
60.87,96.0,68.56,27.85,56.63,0.84,70.55,5.93,24.32,,0.38,126.78,1008.83,2022-11-08 23:00:00,11.12
63.0,100.48,74.36,27.46,55.41,0.84,75.06,6.09,24.24,,0.39,123.88,1008.78,2022-11-08 23:15:00,10.89
63.0,117.0,73.79,26.61,56.66,0.83,74.15,6.11,24.2,,0.3,129.49,1008.7,2022-11-08 23:30:00,10.5
63.0,117.0,70.77,25.01,56.52,0.82,70.83,5.97,24.19,,0.26,149.24,1008.54,2022-11-08 23:45:00,7.93
66.93,117.0,70.94,25.42,56.66,0.8,71.19,6.0,24.15,,0.24,171.75,1008.29,2022-11-09 00:00:00,9.03
69.0,115.2,70.06,22.21,56.4,0.77,68.77,5.73,24.11,,0.23,191.66,1008.03,2022-11-09 00:15:00,10.49
69.0,108.0,65.33,23.52,57.02,0.75,65.62,5.82,24.04,,0.26,227.25,1007.78,2022-11-09 00:30:00,11.09
69.0,108.0,59.12,24.05,57.17,0.73,60.84,5.55,23.97,,0.22,216.4,1007.64,2022-11-09 00:45:00,14.71
58.51,108.0,57.44,25.67,56.95,0.71,60.34,5.68,24.01,,0.25,212.02,1007.47,2022-11-09 01:00:00,10.23
53.0,106.31,54.63,23.87,56.28,0.69,57.1,6.14,24.09,,0.66,137.53,1007.41,2022-11-09 01:15:00,9.19
53.0,100.0,49.53,21.79,57.01,0.66,51.86,6.23,24.24,,0.4,160.23,1007.21,2022-11-09 01:30:00,12.8
53.0,100.0,45.8,21.37,56.82,0.65,48.61,6.12,24.25,,0.37,165.11,1007.01,2022-11-09 01:45:00,13.28
54.31,100.0,43.18,20.86,56.61,0.63,46.2,6.0,24.28,,0.24,145.97,1006.86,2022-11-09 02:00:00,12.72
55.0,97.68,42.7,20.99,56.7,0.62,45.87,6.17,24.27,,0.27,141.27,1006.65,2022-11-09 02:15:00,11.59
55.0,89.0,47.23,20.75,56.93,0.61,49.45,5.91,24.2,,0.22,184.53,1006.55,2022-11-09 02:30:00,10.47
61.0,102.0,42.79,21.25,57.2,0.57,46.08,6.11,23.97,,0.27,223.88,1006.16,2022-11-09 03:30:00,13.38
61.0,102.0,39.61,21.47,57.03,0.56,43.63,5.75,23.93,,0.3,216.23,1006.22,2022-11-09 03:45:00,11.37
62.97,102.0,37.6,21.85,56.83,0.54,42.19,5.82,23.87,,0.27,213.39,1006.32,2022-11-09 04:00:00,11.22
64.0,111.0,41.43,19.84,56.97,0.54,44.23,6.16,23.87,,0.34,258.75,1006.45,2022-11-09 04:30:00,12.6
64.0,111.0,41.46,17.8,55.95,0.55,43.17,5.97,23.86,,0.3,200.44,1006.41,2022-11-09 04:45:00,14.84
61.38,111.0,39.96,19.85,56.91,0.55,43.05,5.9,23.86,,0.28,171.18,1006.49,2022-11-09 05:00:00,12.15
60.0,106.14,41.52,19.95,57.04,0.56,44.4,6.11,23.73,,0.26,199.0,1006.6,2022-11-09 05:15:00,10.38
60.0,88.0,46.85,18.82,57.3,0.56,48.1,6.04,23.64,,0.27,195.09,1006.77,2022-11-09 05:30:00,9.17
60.0,88.0,53.36,18.23,57.01,0.58,53.09,5.85,23.59,,0.27,209.47,1006.97,2022-11-09 05:45:00,10.31
66.56,88.0,59.03,21.16,57.4,0.59,59.27,5.87,23.56,,0.26,178.23,1007.15,2022-11-09 06:00:00,9.32
70.0,91.8,63.94,21.77,57.22,0.61,63.58,5.81,23.58,,0.3,207.9,1007.3,2022-11-09 06:15:00,6.2
70.0,106.0,66.21,22.05,57.0,0.62,65.56,5.77,23.71,,0.29,196.1,1007.53,2022-11-09 06:30:00,8.84
70.0,106.0,66.56,25.82,57.35,0.63,67.85,5.73,24.0,,0.27,232.23,1007.8,2022-11-09 06:45:00,8.36
70.66,106.0,69.19,24.14,57.22,0.64,69.09,5.95,24.38,,0.37,200.04,1008.05,2022-11-09 07:00:00,7.6
71.0,106.63,66.05,25.03,56.95,0.65,67.0,5.85,25.03,,0.36,223.51,1008.28,2022-11-09 07:15:00,8.58
71.0,109.0,63.73,25.5,57.16,0.65,65.37,5.7,25.63,,0.39,172.2,1008.43,2022-11-09 07:30:00,9.25
71.0,109.0,63.76,26.64,56.87,0.66,66.0,5.98,26.25,,0.43,157.44,1008.63,2022-11-09 07:45:00,9.85
75.67,109.0,66.21,27.25,57.06,0.69,68.33,6.07,27.01,,0.48,125.18,1008.82,2022-11-09 08:00:00,10.1
78.0,114.28,62.35,30.56,56.75,0.69,66.94,6.15,27.65,,0.61,152.88,1009.09,2022-11-09 08:15:00,9.7
78.0,134.0,52.39,33.5,55.7,0.68,60.41,5.79,28.18,,1.02,192.66,1009.29,2022-11-09 08:30:00,10.81
78.0,134.0,44.92,35.54,56.04,0.73,55.43,6.07,28.81,,1.06,191.78,1009.32,2022-11-09 08:45:00,12.63
74.07,134.0,42.23,37.98,56.27,0.77,54.53,6.25,28.67,,0.58,190.32,1009.42,2022-11-09 09:00:00,10.19
72.0,131.4,38.91,39.72,56.09,0.79,52.75,5.68,29.79,,1.05,181.6,1009.48,2022-11-09 09:15:00,9.75
72.0,121.0,33.63,42.09,56.2,0.78,49.73,5.78,29.94,,1.12,171.57,1009.5,2022-11-09 09:30:00,12.7
72.0,121.0,27.32,42.27,56.09,0.75,44.68,5.75,29.93,,1.03,158.6,1009.47,2022-11-09 09:45:00,13.57
64.13,121.0,20.05,42.08,55.93,0.72,38.67,6.0,29.98,,0.75,159.38,1009.48,2022-11-09 10:00:00,12.64
60.0,115.93,16.63,40.87,55.81,0.69,35.27,5.81,30.7,,1.21,160.55,1009.35,2022-11-09 10:15:00,12.62
60.0,97.0,16.4,39.42,56.22,0.66,34.3,5.68,30.62,,1.09,176.08,1009.24,2022-11-09 10:30:00,13.73
60.0,97.0,14.18,38.33,56.34,0.63,31.91,6.05,30.43,,1.17,166.26,1009.12,2022-11-09 10:45:00,12.83
54.76,97.0,12.82,38.04,55.73,0.63,30.65,5.78,30.91,,1.06,172.41,1008.97,2022-11-09 11:00:00,10.72
52.0,94.68,12.77,38.81,55.76,0.61,31.03,5.89,29.8,,1.0,153.24,1008.87,2022-11-09 11:15:00,10.41
52.0,86.0,13.8,37.3,56.31,0.6,31.05,5.98,31.11,,1.1,168.07,1008.51,2022-11-09 11:30:00,10.85
52.0,86.0,13.02,35.42,55.98,0.58,29.42,6.0,30.91,,1.24,165.43,1008.12,2022-11-09 11:45:00,13.46
44.13,86.0,10.74,34.38,55.85,0.58,27.02,6.21,30.78,,1.04,165.78,1007.81,2022-11-09 12:00:00,12.15
40.0,84.31,11.44,33.48,54.56,0.57,27.12,6.01,31.36,,1.01,175.79,1007.47,2022-11-09 12:15:00,12.11
40.0,78.0,11.27,35.52,55.43,0.55,28.06,6.11,31.46,,0.95,146.25,1007.25,2022-11-09 12:30:00,11.08
40.0,78.0,8.48,34.11,55.36,0.55,25.04,5.82,30.72,,1.16,160.64,1007.14,2022-11-09 12:45:00,11.7
40.66,78.0,9.32,34.44,55.55,0.54,25.91,5.97,31.17,,1.13,170.47,1006.79,2022-11-09 13:00:00,10.17
41.0,79.27,9.59,33.98,55.96,0.56,25.87,5.86,31.33,,1.09,153.45,1006.52,2022-11-09 13:15:00,10.33
41.0,84.0,7.42,33.47,55.98,0.58,23.83,5.47,31.34,,0.98,169.37,1006.35,2022-11-09 13:30:00,11.51
41.0,84.0,7.84,34.45,61.94,0.7,24.71,5.33,31.24,,1.33,156.87,1006.18,2022-11-09 13:45:00,14.71
,,7.68,27.84,,0.82,21.06,3.35,31.26,,1.18,192.9,1005.79,2022-11-17 12:45:00,46.4
,,,,,,,5.09,,,,,,2022-11-17 13:00:00,
71.0,,4.83,29.43,32.5,0.8,19.58,5.75,31.07,,1.09,175.72,1005.25,2022-11-17 13:15:00,42.7
,,4.77,29.96,31.12,0.79,19.83,6.54,30.69,,1.09,183.03,1005.04,2022-11-17 13:30:00,41.21
,,5.77,33.76,16.22,0.78,22.66,5.96,30.54,,1.14,189.72,1004.96,2022-11-17 13:45:00,37.9
,,5.87,36.39,30.09,0.77,24.14,6.0,30.6,,1.25,189.39,1004.76,2022-11-17 14:00:00,32.59
66.0,71.0,4.91,34.9,20.47,0.75,22.55,6.21,30.91,,1.21,182.07,1004.65,2022-11-17 14:15:00,35.25
66.0,123.0,3.16,33.95,35.1,0.73,20.63,5.84,30.88,,1.0,173.61,1004.59,2022-11-17 14:30:00,34.62
66.0,123.0,6.33,33.83,26.88,0.73,23.15,6.03,30.67,,1.13,186.66,1004.59,2022-11-17 14:45:00,31.35
67.93,123.0,11.34,37.64,38.56,0.71,29.24,5.89,30.2,,1.09,185.92,1004.56,2022-11-17 15:00:00,27.89
69.0,118.6,9.8,41.26,32.41,0.7,29.92,6.1,30.14,,1.1,179.69,1004.57,2022-11-17 15:15:00,30.93
69.0,101.0,9.45,40.22,43.84,0.71,29.05,5.96,29.63,,1.23,164.25,1004.5,2022-11-17 15:30:00,33.32
69.0,101.0,12.61,35.47,39.82,0.71,29.12,5.79,29.39,,1.2,185.13,1004.48,2022-11-17 15:45:00,33.62
69.0,101.0,14.86,37.19,47.16,0.72,31.87,5.74,28.9,,0.79,130.79,1004.51,2022-11-17 16:00:00,34.0
69.0,106.6,18.13,44.63,40.68,0.75,38.48,6.28,28.35,,0.91,145.93,1004.6,2022-11-17 16:15:00,34.6
69.0,129.0,22.8,45.48,48.36,0.77,42.74,5.52,27.86,,0.72,90.94,1004.71,2022-11-17 16:30:00,32.69
69.0,129.0,35.83,46.5,44.4,0.79,53.87,5.69,27.44,,0.57,114.05,1004.87,2022-11-17 16:45:00,32.0
74.16,129.0,49.43,49.61,49.6,0.81,66.6,5.71,27.09,,0.68,101.91,1005.03,2022-11-17 17:00:00,31.34
77.0,136.8,53.59,49.94,45.62,0.81,70.14,5.63,26.78,,0.63,74.79,1005.23,2022-11-17 17:15:00,29.87
77.0,168.0,57.7,48.97,50.5,0.83,72.96,6.25,26.37,,0.4,115.18,1005.43,2022-11-17 17:30:00,30.68
77.0,168.0,67.31,44.61,46.93,0.85,78.46,6.04,25.98,,0.47,75.71,1005.64,2022-11-17 17:45:00,28.66
78.93,168.0,76.93,49.38,51.69,0.88,88.84,6.13,25.48,,0.37,104.17,1005.88,2022-11-17 18:00:00,25.51
80.0,171.78,84.34,43.76,47.97,0.9,91.85,6.17,25.32,,0.41,106.31,1006.11,2022-11-17 18:15:00,30.73
80.0,188.0,93.08,43.89,53.04,0.96,99.04,6.49,25.12,,0.29,142.2,1006.32,2022-11-17 18:30:00,29.89
80.0,188.0,108.0,46.62,49.84,1.0,112.62,6.16,25.06,,0.28,130.04,1006.57,2022-11-17 18:45:00,24.13
86.44,188.0,120.05,44.22,54.14,1.02,121.13,6.19,24.99,,0.43,75.07,1006.78,2022-11-17 19:00:00,23.41
90.0,192.0,126.09,47.0,51.05,1.04,127.54,5.78,24.92,,0.32,123.08,1007.01,2022-11-17 19:15:00,25.11
90.0,208.0,135.93,46.03,54.4,1.06,135.01,5.99,24.9,,0.38,123.53,1007.23,2022-11-17 19:30:00,28.51
90.0,208.0,140.96,43.63,51.61,1.06,137.81,5.77,24.79,,0.37,106.57,1007.49,2022-11-17 19:45:00,24.92
90.0,208.0,136.39,43.45,55.03,1.04,134.02,6.23,24.42,,0.33,110.92,1007.69,2022-11-17 20:00:00,22.18
90.0,203.2,125.45,40.61,52.36,1.02,123.59,6.27,24.23,,0.31,132.78,1007.8,2022-11-17 20:15:00,25.64
90.0,184.0,120.42,35.54,55.68,1.02,116.82,6.37,23.83,,0.3,128.32,1007.95,2022-11-17 20:30:00,26.52
90.0,184.0,121.54,34.94,53.19,1.03,117.41,6.42,23.56,,0.29,120.89,1007.94,2022-11-17 20:45:00,26.73
90.0,184.0,127.14,33.19,55.7,1.04,121.0,5.98,23.45,,0.31,121.56,1007.93,2022-11-17 21:00:00,27.55
90.0,186.08,132.27,33.03,53.77,1.05,125.11,6.32,23.24,,0.27,135.37,1008.01,2022-11-17 21:15:00,27.04
90.0,195.0,133.3,33.62,56.82,1.07,126.26,6.09,23.22,,0.28,155.4,1007.96,2022-11-17 21:30:00,30.54
90.0,195.0,135.88,33.42,54.87,1.07,128.23,6.59,23.14,,0.26,149.9,1008.0,2022-11-17 21:45:00,28.78
95.16,195.0,137.9,34.83,57.22,1.06,130.65,6.1,23.02,,0.24,185.58,1007.94,2022-11-17 22:00:00,26.02
98.0,194.81,134.08,33.98,54.94,1.04,127.08,5.99,22.96,,0.28,157.69,1007.87,2022-11-17 22:15:00,23.73
98.0,194.0,128.86,34.64,57.41,1.02,123.19,6.31,23.08,,0.28,139.9,1007.84,2022-11-17 22:30:00,30.7
98.0,194.0,127.06,34.0,55.57,1.0,121.39,6.01,23.11,,0.27,140.33,1007.61,2022-11-17 22:45:00,38.24
96.03,194.0,124.36,35.77,57.69,0.99,120.13,6.12,22.93,,0.28,192.5,1007.4,2022-11-17 23:00:00,43.27
95.0,191.47,120.51,34.96,55.86,0.98,116.58,6.08,22.83,,0.3,211.82,1007.27,2022-11-17 23:15:00,52.11
95.0,182.0,130.89,30.17,56.25,0.97,122.46,6.35,22.59,,0.35,215.82,1006.84,2022-11-17 23:45:00,63.59
102.87,182.0,139.61,29.03,58.76,0.96,128.95,5.9,22.55,,0.33,184.21,1006.63,2022-11-18 00:00:00,64.0
107.0,187.2,138.91,30.14,57.61,0.95,128.96,6.11,22.5,,0.32,113.82,1006.45,2022-11-18 00:15:00,65.74
107.0,208.0,130.3,30.13,59.24,0.93,121.94,6.49,22.31,,0.37,226.86,1006.33,2022-11-18 00:30:00,67.19
107.0,208.0,127.3,25.05,57.73,0.91,116.84,6.33,22.27,,0.34,264.85,1006.18,2022-11-18 00:45:00,66.72
111.67,208.0,126.47,24.0,58.95,0.9,115.58,6.17,22.31,,0.35,194.95,1005.96,2022-11-18 01:00:00,67.63
114.0,207.16,120.81,25.64,57.56,0.87,111.86,6.03,22.17,,0.35,215.62,1005.81,2022-11-18 01:15:00,68.32
114.0,204.0,113.4,24.51,59.52,0.85,105.22,6.11,22.02,,0.33,196.77,1005.67,2022-11-18 01:30:00,70.27
114.0,204.0,106.54,23.41,58.37,0.82,99.06,5.83,21.87,,0.34,203.62,1005.6,2022-11-18 01:45:00,72.5
108.1,204.0,95.86,22.24,59.17,0.8,89.76,5.92,21.78,,0.33,224.86,1005.52,2022-11-18 02:00:00,72.22
105.0,194.5,87.33,22.38,58.09,0.78,82.92,6.26,21.8,,0.38,252.49,1005.44,2022-11-18 02:15:00,68.55
105.0,159.0,78.63,19.84,59.26,0.76,74.48,6.19,21.86,,0.46,235.78,1005.33,2022-11-18 02:30:00,71.49
105.0,159.0,69.17,18.71,58.17,0.74,66.19,6.26,21.86,,0.39,234.61,1005.31,2022-11-18 02:45:00,73.88
100.41,159.0,65.43,19.82,59.35,0.73,63.75,6.29,21.76,,0.35,190.5,1005.2,2022-11-18 03:00:00,75.53
98.0,156.26,62.3,20.29,58.09,0.72,61.45,5.98,21.59,,0.34,208.55,1005.06,2022-11-18 03:15:00,75.92
98.0,146.0,57.93,21.44,59.64,0.71,58.48,6.33,21.36,,0.31,168.38,1005.03,2022-11-18 03:30:00,76.07
98.0,146.0,57.01,22.1,59.04,0.7,58.12,6.34,21.23,,0.32,209.86,1005.03,2022-11-18 03:45:00,75.84
94.07,146.0,61.94,20.02,59.66,0.69,61.01,6.24,21.15,,0.32,152.18,1005.13,2022-11-18 04:00:00,73.11
92.0,141.14,62.26,21.87,58.37,0.69,62.25,6.35,21.02,,0.35,96.14,1005.34,2022-11-18 04:15:00,70.94
92.0,123.0,62.67,24.38,60.26,0.69,63.91,5.87,20.88,,0.32,155.41,1005.52,2022-11-18 04:30:00,72.59
92.0,123.0,70.37,22.38,59.39,0.69,69.13,6.42,20.76,,0.28,247.57,1005.67,2022-11-18 04:45:00,70.03
84.79,123.0,78.54,23.41,60.33,0.69,76.32,5.99,20.69,,0.37,305.18,1005.8,2022-11-18 05:00:00,69.14
81.0,128.6,86.98,20.87,59.57,0.7,81.82,6.34,20.81,,0.35,287.02,1005.97,2022-11-18 05:15:00,72.08
81.0,151.0,92.6,20.48,60.49,0.72,86.18,6.48,21.01,,0.45,309.86,1006.15,2022-11-18 05:30:00,73.12
81.0,151.0,97.2,21.35,59.91,0.73,90.38,5.83,21.07,,0.47,303.51,1006.31,2022-11-18 05:45:00,73.59
86.9,151.0,99.24,18.83,60.56,0.73,90.7,6.56,21.08,,0.4,269.8,1006.47,2022-11-18 06:00:00,73.13
90.0,151.42,99.88,20.1,59.9,0.74,91.89,6.2,21.0,,0.4,286.6,1006.69,2022-11-18 06:15:00,73.6
90.0,153.0,101.71,23.6,61.32,0.75,95.23,6.16,21.15,,0.41,271.59,1006.82,2022-11-18 06:30:00,71.97
90.0,153.0,104.05,24.5,60.17,0.76,97.61,5.97,21.41,,0.36,279.6,1006.99,2022-11-18 06:45:00,74.16
,,5.19,39.02,40.1,0.59,24.97,6.02,29.66,,1.11,185.14,1006.65,2022-11-18 12:00:00,45.48
,,5.95,39.38,32.55,0.59,25.78,6.0,29.84,,1.15,198.25,1006.48,2022-11-18 12:15:00,42.13
,,4.72,42.0,41.92,0.58,26.17,5.58,29.65,,1.19,169.86,1006.18,2022-11-18 12:30:00,44.54
,,5.11,39.74,41.3,0.59,25.3,6.35,29.4,,1.23,183.51,1005.94,2022-11-18 12:45:00,45.41
,,7.48,37.97,57.48,0.61,26.29,5.88,29.63,,1.12,184.01,1005.64,2022-11-18 13:00:00,47.25
68.0,,10.27,39.09,61.01,0.62,29.15,6.22,29.46,,1.25,175.61,1005.38,2022-11-18 13:15:00,54.64
68.0,136.0,8.34,40.78,63.64,0.61,28.48,5.78,29.7,,1.21,171.06,1005.24,2022-11-18 13:30:00,51.08
68.0,136.0,8.26,40.4,63.18,0.62,28.2,5.96,29.43,,1.06,170.01,1005.03,2022-11-18 13:45:00,49.91
61.44,136.0,10.81,42.38,61.12,0.62,31.33,5.87,29.12,,0.91,159.81,1004.86,2022-11-18 14:00:00,50.06
58.0,132.8,11.93,45.63,59.56,0.63,33.98,6.24,28.95,,1.03,157.58,1004.59,2022-11-18 14:15:00,50.23
58.0,120.0,11.19,46.59,61.08,0.61,33.88,6.24,29.26,,1.23,181.83,1004.36,2022-11-18 14:30:00,46.65
58.0,120.0,10.98,47.61,60.61,0.61,34.25,5.91,28.9,,1.14,169.83,1004.32,2022-11-18 14:45:00,45.37
59.97,120.0,12.21,47.66,61.37,0.61,35.28,5.86,28.65,,0.99,165.21,1004.39,2022-11-18 15:00:00,46.39
61.0,119.58,12.78,49.02,61.69,0.59,36.47,5.8,28.4,,0.86,171.08,1004.41,2022-11-18 15:15:00,47.76
61.0,118.0,11.1,51.35,61.26,0.62,36.34,5.78,28.56,,0.92,168.51,1004.49,2022-11-18 15:30:00,48.09
61.0,118.0,14.06,48.99,65.25,0.65,37.51,5.95,28.42,,0.78,168.23,1004.56,2022-11-18 15:45:00,64.77
67.0,118.0,18.16,47.91,66.39,0.66,40.26,6.06,28.19,,0.72,112.25,1004.63,2022-11-18 16:00:00,61.95
70.0,122.43,19.94,50.43,64.7,0.74,43.05,6.09,27.95,,0.81,124.3,1004.76,2022-11-18 16:15:00,50.42
70.0,139.0,20.2,55.34,58.69,0.79,45.85,5.84,27.65,,0.67,120.22,1004.88,2022-11-18 16:30:00,44.42
70.0,139.0,23.0,56.6,56.16,0.79,48.82,6.31,27.41,,0.63,90.98,1005.08,2022-11-18 16:45:00,48.88
70.66,139.0,25.81,52.71,59.45,0.78,49.02,5.93,27.18,,0.67,112.1,1005.3,2022-11-18 17:00:00,51.08
71.0,142.8,24.63,54.27,59.62,0.75,48.88,5.49,26.89,,0.75,89.25,1005.48,2022-11-18 17:15:00,52.06
71.0,157.0,27.07,55.85,61.06,0.76,51.7,5.82,26.67,,0.74,80.96,1005.69,2022-11-18 17:30:00,51.14
71.0,157.0,31.76,55.61,61.74,0.78,55.41,6.27,26.3,,0.46,93.01,1005.92,2022-11-18 17:45:00,51.06
71.0,157.0,35.05,52.87,61.35,0.79,56.61,6.03,26.02,,0.71,66.43,1006.06,2022-11-18 18:00:00,51.9
71.0,159.32,39.02,50.94,61.51,0.83,58.81,5.83,25.9,,0.65,74.76,1006.33,2022-11-18 18:15:00,52.63
71.0,168.0,45.81,50.97,61.74,0.85,64.36,5.97,25.82,,0.62,72.77,1006.68,2022-11-18 18:30:00,51.86
71.0,168.0,53.04,50.14,61.55,0.86,69.8,5.96,25.64,,0.54,89.6,1006.94,2022-11-18 18:45:00,50.56
76.9,168.0,52.89,53.69,61.64,0.88,71.54,6.07,25.42,,0.47,103.34,1007.16,2022-11-18 19:00:00,49.64
80.0,168.0,52.05,50.89,61.87,0.88,69.39,5.61,25.28,,0.49,109.59,1007.32,2022-11-18 19:15:00,48.45
80.0,168.0,52.23,51.34,61.34,0.87,69.77,5.71,25.18,,0.46,109.43,1007.53,2022-11-18 19:30:00,49.35
80.0,168.0,52.55,53.23,61.67,0.87,71.04,5.92,24.96,,0.43,92.95,1007.75,2022-11-18 19:45:00,47.9
79.34,168.0,53.14,51.72,61.55,0.87,70.71,5.96,24.85,,0.47,92.28,1007.88,2022-11-18 20:00:00,50.24
79.0,164.62,51.7,52.22,61.56,0.86,69.81,6.18,24.75,,0.53,79.45,1008.05,2022-11-18 20:15:00,51.59
79.0,152.0,53.58,50.1,62.13,0.86,70.21,5.87,24.59,,0.54,95.65,1008.16,2022-11-18 20:30:00,52.86
79.0,152.0,55.06,51.32,61.74,0.85,72.07,6.08,24.47,,0.48,83.62,1008.34,2022-11-18 20:45:00,50.53
82.93,152.0,55.62,50.91,62.13,0.84,72.31,5.79,24.32,,0.37,112.66,1008.46,2022-11-18 21:00:00,47.7
85.0,156.2,60.24,50.32,61.59,0.85,75.76,6.14,24.11,,0.38,111.89,1008.45,2022-11-18 21:15:00,47.96
85.0,173.0,64.44,49.57,61.59,0.83,78.74,6.51,24.01,,0.39,97.27,1008.46,2022-11-18 21:30:00,48.82
85.0,173.0,61.57,49.23,61.33,0.82,76.24,5.78,23.93,,0.4,93.12,1008.52,2022-11-18 21:45:00,51.71
84.34,173.0,58.35,49.19,61.91,0.81,73.61,5.96,23.66,,0.37,107.84,1008.54,2022-11-18 22:00:00,49.23
84.0,170.26,59.59,47.26,61.74,0.8,73.59,5.72,23.56,,0.35,102.97,1008.5,2022-11-18 22:15:00,49.78
84.0,160.0,62.36,46.18,61.8,0.79,75.27,6.22,23.33,,0.3,122.52,1008.32,2022-11-18 22:30:00,49.33
84.0,160.0,60.77,46.39,61.82,0.78,74.08,5.82,23.23,,0.26,177.73,1008.3,2022-11-18 22:45:00,47.57
79.41,160.0,59.26,46.84,61.95,0.78,73.1,5.86,22.97,,0.24,205.44,1008.23,2022-11-18 23:00:00,49.08
77.0,159.4,66.37,45.59,61.64,0.77,78.23,6.04,22.86,,0.3,177.74,1008.07,2022-11-18 23:15:00,49.36
77.0,157.0,75.04,41.74,62.07,0.77,83.2,5.88,22.67,,0.32,133.43,1007.9,2022-11-18 23:30:00,47.86
77.0,157.0,82.53,41.36,62.2,0.75,89.09,6.04,22.4,,0.33,144.79,1007.79,2022-11-18 23:45:00,43.85
82.16,157.0,88.21,40.05,62.09,0.74,93.01,6.49,22.24,,0.35,236.17,1007.63,2022-11-19 00:00:00,48.47
85.0,156.8,88.09,39.11,61.83,0.72,92.42,5.82,22.1,,0.35,258.57,1007.47,2022-11-19 00:15:00,47.19
85.0,156.0,83.01,37.03,62.52,0.71,87.18,6.08,22.01,,0.38,283.63,1007.32,2022-11-19 00:30:00,47.41
85.0,156.0,75.87,35.63,62.17,0.68,80.64,6.3,21.94,,0.4,265.99,1007.17,2022-11-19 00:45:00,48.53
,,,,,,,6.03,,,,,,2022-11-19 01:00:00,
79.0,151.09,65.67,35.02,,,72.0,6.05,,,,,,2022-11-19 01:15:00,48.17
79.0,133.0,59.95,34.34,,0.64,67.01,5.61,22.05,,0.38,250.09,1006.77,2022-11-19 01:30:00,49.63
79.0,133.0,60.87,33.26,62.66,0.64,67.18,5.98,21.88,,0.38,268.16,1006.71,2022-11-19 01:45:00,47.91
75.72,133.0,59.62,33.69,62.21,0.63,66.38,6.11,21.8,,0.48,289.52,1006.52,2022-11-19 02:00:00,44.57
74.0,130.0,58.56,34.2,61.8,0.62,65.81,6.02,21.79,,0.43,310.16,1006.39,2022-11-19 02:15:00,44.27
74.0,118.0,55.2,33.79,62.18,0.61,62.85,6.34,21.73,,0.42,291.37,1006.33,2022-11-19 02:30:00,44.18
74.0,118.0,53.42,31.43,62.08,0.61,60.13,6.09,21.68,,0.42,271.92,1006.22,2022-11-19 02:45:00,45.1
79.33,118.0,51.92,32.53,62.14,0.61,59.51,5.81,21.53,,0.32,166.37,1006.12,2022-11-19 03:00:00,44.37
82.0,120.96,49.72,31.78,61.44,0.6,57.32,5.85,21.34,,0.38,222.41,1006.05,2022-11-19 03:15:00,43.57
82.0,132.0,46.53,29.94,61.93,0.59,53.74,6.05,21.35,,0.38,218.38,1006.11,2022-11-19 03:30:00,46.93
82.0,132.0,43.12,29.7,62.15,0.59,50.85,6.07,21.22,,0.34,109.72,1006.15,2022-11-19 03:45:00,47.22
75.44,132.0,41.21,30.15,61.2,0.58,49.54,6.22,21.13,,0.34,140.96,1006.24,2022-11-19 04:00:00,47.17
72.0,124.82,43.43,31.24,61.82,0.58,51.91,6.21,21.21,,0.4,274.94,1006.33,2022-11-19 04:15:00,45.47
72.0,98.0,43.94,30.36,61.83,0.58,51.87,6.07,21.17,,0.35,231.22,1006.33,2022-11-19 04:30:00,43.59
72.0,98.0,42.83,31.13,61.61,0.58,51.39,6.33,21.01,,0.4,192.14,1006.41,2022-11-19 04:45:00,42.85
69.33,98.0,48.07,28.71,61.95,0.59,54.37,6.46,20.95,,0.44,180.24,1006.49,2022-11-19 05:00:00,43.24
68.0,101.8,52.61,28.19,61.89,0.61,57.78,5.96,20.81,,0.33,274.65,1006.55,2022-11-19 05:15:00,44.81
68.0,116.0,63.39,29.34,62.64,0.62,67.13,6.23,20.73,,0.29,254.41,1006.63,2022-11-19 05:30:00,43.8
