pm2.5,pm10,no,no2,so2,co,nox,at,rh,ws,wd,bp,timestamp,nh3
27.55,59.0,3.31,7.98,,0.21,2.78,31.31,59.32,1.32,242.6,1000.71,2024-10-29 18:30:00,3.51
27.55,59.0,3.2,7.96,,0.21,2.78,31.16,59.81,1.2,243.98,1000.93,2024-10-29 18:45:00,3.51
27.98,59.94,3.3,7.99,,0.21,2.75,31.02,60.57,0.99,247.03,1001.24,2024-10-29 19:00:00,3.49
29.8,64.0,3.38,7.99,,0.21,2.8,30.92,61.08,0.95,244.11,1001.52,2024-10-29 19:15:00,3.52
29.8,64.0,3.27,7.99,,0.21,2.73,30.86,61.38,0.88,249.58,1001.83,2024-10-29 19:30:00,3.49
29.8,64.0,3.22,8.0,,0.21,2.64,30.76,62.1,0.68,245.54,1001.97,2024-10-29 19:45:00,3.45
31.15,67.0,3.2,7.98,,0.21,2.69,30.76,62.36,0.9,244.89,1002.13,2024-10-29 20:00:00,3.46
36.55,79.0,3.36,8.02,,0.21,2.62,30.62,63.96,1.24,216.16,1002.23,2024-10-29 20:15:00,3.45
36.55,79.0,3.17,7.98,,0.21,2.64,30.04,69.38,1.34,199.1,1002.42,2024-10-29 20:30:00,3.47
36.55,79.0,3.19,7.98,,0.21,2.68,29.47,73.66,1.33,206.45,1002.53,2024-10-29 20:45:00,3.48
36.37,78.62,3.3,8.0,,0.21,2.71,29.13,74.47,1.28,204.66,1002.59,2024-10-29 21:00:00,3.48
35.65,77.0,3.22,7.98,,0.21,2.75,28.88,74.61,1.3,191.79,1002.64,2024-10-29 21:15:00,3.51
35.65,77.0,3.2,8.0,,0.21,2.66,28.69,75.68,0.82,220.83,1002.62,2024-10-29 21:30:00,3.47
35.65,77.0,3.11,7.97,,0.21,2.69,28.65,75.48,1.01,225.75,1002.62,2024-10-29 21:45:00,3.47
32.86,70.8,3.2,7.99,,0.21,2.67,28.61,75.31,1.27,214.0,1002.63,2024-10-29 22:00:00,3.46
21.7,46.0,3.2,7.98,,0.21,2.68,28.53,75.97,1.24,234.61,1002.59,2024-10-29 22:15:00,3.47
21.7,46.0,3.29,8.01,,0.21,2.61,28.44,76.55,1.35,234.93,1002.53,2024-10-29 22:30:00,3.47
21.7,46.0,3.12,7.97,,0.21,2.69,28.28,77.54,1.5,228.66,1002.48,2024-10-29 22:45:00,3.49
21.44,45.43,3.09,7.98,,0.21,2.62,28.13,78.56,0.9,236.02,1002.47,2024-10-29 23:00:00,3.46
20.35,43.0,3.17,7.99,,0.2,2.61,27.99,79.41,0.82,229.99,1002.57,2024-10-29 23:15:00,3.46
20.35,43.0,3.12,7.98,,0.21,2.68,27.97,79.47,0.97,219.46,1002.57,2024-10-29 23:30:00,3.48
20.35,43.0,3.17,7.98,,0.21,2.66,27.97,79.26,0.75,229.73,1002.51,2024-10-29 23:45:00,3.45
18.74,39.41,3.18,7.98,,0.21,2.65,27.91,79.34,0.64,213.04,1002.47,2024-10-30 00:00:00,3.44
11.8,24.0,3.08,7.98,,0.21,2.6,27.82,80.03,0.55,244.85,1002.32,2024-10-30 00:15:00,3.45
11.8,24.0,3.13,7.99,,0.21,2.6,27.61,80.66,0.78,247.15,1002.18,2024-10-30 00:30:00,3.47
11.8,24.0,3.17,7.99,,0.21,2.61,27.51,80.56,0.78,250.16,1001.96,2024-10-30 00:45:00,3.46
11.26,22.8,3.18,7.99,,0.21,2.64,27.37,81.62,0.68,251.24,1001.73,2024-10-30 01:00:00,3.46
9.1,18.0,3.11,7.97,,0.21,2.6,27.19,83.03,0.58,244.21,1001.54,2024-10-30 01:15:00,3.46
9.1,18.0,3.12,7.97,,0.21,2.7,27.09,83.01,0.66,246.32,1001.44,2024-10-30 01:30:00,3.48
9.1,18.0,3.08,7.96,,0.2,2.7,27.16,82.62,0.77,236.31,1001.18,2024-10-30 01:45:00,3.5
8.68,17.06,3.08,7.96,,0.2,2.68,27.26,82.16,0.96,240.92,1001.01,2024-10-30 02:00:00,3.5
6.85,13.0,3.1,7.97,,0.21,2.67,27.28,81.88,0.97,240.0,1000.89,2024-10-30 02:15:00,3.49
6.85,13.0,3.2,8.0,,0.2,2.61,27.25,81.87,0.64,246.02,1000.79,2024-10-30 02:30:00,3.47
6.85,13.0,3.19,8.0,,0.21,2.63,27.06,82.29,0.55,247.63,1000.7,2024-10-30 02:45:00,3.46
7.3,13.94,3.26,8.01,,0.2,2.6,26.93,83.15,0.55,247.15,1000.74,2024-10-30 03:00:00,3.43
9.1,18.0,3.17,7.99,,0.2,2.62,26.78,84.37,0.46,265.41,1000.86,2024-10-30 03:15:00,3.47
9.1,18.0,3.16,7.99,,0.21,2.61,26.66,85.2,0.33,247.6,1000.93,2024-10-30 03:30:00,3.45
9.1,18.0,3.18,7.99,,0.21,2.63,26.54,85.69,0.36,251.5,1001.06,2024-10-30 03:45:00,3.46
9.1,18.0,3.18,7.99,,0.21,2.62,26.5,86.07,0.34,243.82,1001.16,2024-10-30 04:00:00,3.42
9.1,18.0,3.2,7.98,,0.2,2.68,26.49,86.03,0.4,255.52,1001.23,2024-10-30 04:15:00,3.45
9.1,18.0,3.19,7.99,,0.2,2.63,26.48,85.57,0.47,281.38,1001.29,2024-10-30 04:30:00,3.45
9.1,18.0,3.23,7.98,,0.21,2.72,26.61,84.91,0.51,260.92,1001.44,2024-10-30 04:45:00,3.5
9.58,19.13,3.19,7.98,,0.21,2.67,26.59,85.11,0.64,262.09,1001.57,2024-10-30 05:00:00,3.46
11.8,24.0,3.07,7.95,,0.21,2.78,26.52,85.13,0.44,242.76,1001.65,2024-10-30 05:15:00,3.51
11.8,24.0,3.12,7.97,,0.21,2.68,26.43,84.93,0.59,250.65,1001.79,2024-10-30 05:30:00,3.47
11.8,24.0,3.25,8.01,,0.21,2.6,26.38,84.59,0.44,242.85,1002.09,2024-10-30 05:45:00,3.44
13.08,26.83,3.17,7.98,,0.21,2.7,26.4,83.98,0.65,256.92,1002.3,2024-10-30 06:00:00,3.48
18.55,39.0,3.2,7.98,,0.21,2.67,26.51,83.39,0.8,261.42,1002.56,2024-10-30 06:15:00,3.47
18.55,39.0,3.15,7.97,,0.21,2.7,26.76,82.78,0.74,276.22,1002.74,2024-10-30 06:30:00,3.48
18.55,39.0,3.18,7.98,,0.21,2.72,26.97,82.8,0.81,257.26,1002.98,2024-10-30 06:45:00,3.49
19.14,40.4,3.14,7.98,,0.21,2.69,27.3,82.66,0.68,254.18,1003.32,2024-10-30 07:00:00,3.47
21.7,46.0,3.16,7.96,,0.2,2.76,27.57,81.76,0.77,257.78,1003.57,2024-10-30 07:15:00,3.51
21.7,46.0,3.2,7.97,,0.21,2.76,28.06,80.15,0.89,276.05,1003.72,2024-10-30 07:30:00,3.5
21.7,46.0,3.14,7.98,,0.21,2.66,28.18,79.67,0.95,260.45,1003.86,2024-10-30 07:45:00,3.48
21.87,46.38,3.2,7.99,,0.21,2.67,28.84,78.28,1.06,261.98,1004.02,2024-10-30 08:00:00,3.48
22.6,48.0,3.2,7.98,,0.21,2.66,29.07,75.31,1.48,257.48,1004.12,2024-10-30 08:15:00,3.48
22.6,48.0,3.19,7.99,,0.21,2.61,29.41,74.07,1.45,259.13,1004.18,2024-10-30 08:30:00,3.48
22.6,48.0,3.08,7.96,,0.21,2.68,29.76,72.41,1.53,254.03,1004.22,2024-10-30 08:45:00,3.47
23.02,48.94,3.05,7.97,,0.21,2.63,30.01,70.43,1.69,259.72,1004.26,2024-10-30 09:00:00,3.44
24.85,53.0,3.16,7.97,,0.21,2.69,30.8,68.58,1.48,271.28,1004.41,2024-10-30 09:15:00,3.48
24.85,53.0,3.09,7.97,,0.21,2.66,31.04,66.75,1.73,269.03,1004.48,2024-10-30 09:30:00,3.48
24.85,53.0,3.08,7.99,,0.21,2.6,31.17,66.49,1.53,263.79,1004.44,2024-10-30 09:45:00,3.45
24.42,52.06,3.07,7.98,,0.21,2.59,31.29,65.26,2.12,265.8,1004.36,2024-10-30 10:00:00,3.44
22.6,48.0,3.14,8.0,,0.21,2.57,31.55,63.06,1.99,258.0,1004.31,2024-10-30 10:15:00,3.45
22.6,48.0,3.09,7.99,,0.21,2.6,32.32,60.86,1.7,268.94,1004.29,2024-10-30 10:30:00,3.47
22.6,48.0,3.08,7.99,,0.21,2.57,32.65,60.84,1.64,262.91,1004.02,2024-10-30 10:45:00,3.45
21.88,46.4,3.1,7.98,,0.21,2.63,32.82,60.32,1.57,265.08,1003.73,2024-10-30 11:00:00,3.47
19.0,40.0,3.12,8.0,,0.21,2.54,32.58,60.89,1.94,273.11,1003.46,2024-10-30 11:15:00,3.43
19.0,40.0,3.06,7.99,,0.21,2.58,33.13,59.02,1.57,272.93,1003.13,2024-10-30 11:30:00,3.44
19.0,40.0,2.99,7.97,,0.21,2.61,33.63,57.82,1.21,263.72,1002.83,2024-10-30 11:45:00,3.46
19.51,41.13,3.07,7.97,,0.21,2.6,34.52,55.86,1.18,262.16,1002.47,2024-10-30 12:00:00,3.47
21.7,46.0,3.08,7.98,,0.21,2.6,34.03,55.64,1.48,277.35,1002.08,2024-10-30 12:15:00,3.47
21.7,46.0,3.04,7.98,,0.21,2.57,33.99,56.0,1.8,270.07,1001.78,2024-10-30 12:30:00,3.44
21.7,46.0,3.23,8.02,,0.21,2.54,34.57,55.29,1.3,249.84,1001.5,2024-10-30 12:45:00,3.42
21.28,45.0,3.18,8.0,,0.21,2.6,35.64,52.85,1.11,286.46,1001.29,2024-10-30 13:00:00,3.45
19.45,41.0,3.07,7.99,,0.21,2.58,35.71,52.95,0.93,270.63,1001.08,2024-10-30 13:15:00,3.44
19.45,41.0,3.14,8.0,,0.21,2.51,35.54,52.54,1.25,277.35,1000.82,2024-10-30 13:30:00,3.44
19.45,41.0,3.15,8.0,,0.21,2.59,34.81,53.53,1.37,256.04,1000.66,2024-10-30 13:45:00,3.44
19.02,40.06,3.13,7.98,,0.2,2.67,35.92,52.74,1.18,281.45,1000.47,2024-10-30 14:00:00,3.48
17.2,36.0,3.23,7.98,,0.21,2.71,35.23,52.5,1.21,272.3,1000.43,2024-10-30 14:15:00,3.49
17.2,36.0,3.19,7.99,,0.21,2.61,35.8,51.37,1.14,262.87,1000.29,2024-10-30 14:30:00,3.46
17.2,36.0,3.2,7.99,,0.21,2.65,35.42,49.6,1.65,257.14,1000.17,2024-10-30 14:45:00,3.46
18.01,37.7,3.16,7.97,,0.21,2.73,35.83,48.5,1.2,256.44,1000.13,2024-10-30 15:00:00,3.49
21.25,45.0,3.25,8.0,,0.21,2.65,36.52,47.93,0.97,251.04,1000.04,2024-10-30 15:15:00,3.48
21.25,45.0,3.27,8.0,,0.21,2.67,35.92,49.35,0.88,258.91,999.93,2024-10-30 15:30:00,3.45
21.25,45.0,3.28,8.0,,0.21,2.65,35.47,50.34,1.13,233.91,999.99,2024-10-30 15:45:00,3.44
21.5,45.57,3.15,7.99,,0.21,2.6,34.64,51.84,0.93,222.96,1000.01,2024-10-30 16:00:00,3.44
22.6,48.0,3.23,8.0,,0.2,2.68,34.48,52.74,0.73,288.51,999.97,2024-10-30 16:15:00,3.47
22.6,48.0,3.2,7.99,,0.21,2.62,33.76,55.38,0.96,112.97,1000.12,2024-10-30 16:30:00,3.46
22.6,48.0,3.17,7.97,,0.21,2.71,33.2,57.37,1.05,62.35,1000.19,2024-10-30 16:45:00,3.48
23.41,49.7,3.16,7.96,,0.21,2.73,33.02,58.03,0.89,128.06,1000.3,2024-10-30 17:00:00,3.48
26.65,57.0,3.4,8.02,,0.21,2.68,32.56,62.19,1.25,101.77,1000.58,2024-10-30 17:15:00,3.46
26.65,57.0,3.27,7.99,,0.21,2.7,31.36,69.75,1.65,130.91,1000.63,2024-10-30 17:30:00,3.48
26.65,57.0,3.2,7.98,,0.21,2.7,30.79,70.54,1.35,113.6,1000.68,2024-10-30 17:45:00,3.49
25.97,55.49,3.17,7.98,,0.21,2.66,30.4,70.87,1.32,106.23,1000.81,2024-10-30 18:00:00,3.48
23.05,49.0,3.26,7.97,,0.21,2.79,30.06,70.97,1.13,124.22,1001.07,2024-10-30 18:15:00,3.49
23.05,49.0,3.24,7.98,,0.21,2.72,29.81,71.56,1.18,121.74,1001.42,2024-10-30 18:30:00,3.49
23.05,49.0,3.22,8.0,,0.21,2.6,29.6,73.33,1.56,122.25,1001.71,2024-10-30 18:45:00,3.44
24.07,51.4,3.18,7.99,,0.21,2.66,29.32,76.48,1.88,107.06,1001.87,2024-10-30 19:00:00,3.45
28.45,61.0,3.27,8.0,,0.21,2.62,29.18,78.65,1.31,106.11,1002.11,2024-10-30 19:15:00,3.45
28.45,61.0,3.26,8.0,,0.21,2.64,29.13,79.72,1.03,128.84,1002.5,2024-10-30 19:30:00,3.48
28.45,61.0,3.25,8.0,,0.21,2.65,29.04,80.58,1.01,142.09,1002.86,2024-10-30 19:45:00,3.44
29.38,63.2,3.21,7.98,,0.21,2.69,28.95,81.03,1.2,134.08,1003.19,2024-10-30 20:00:00,3.49
33.4,72.0,3.2,7.98,,0.21,2.7,28.91,81.35,1.27,139.64,1003.34,2024-10-30 20:15:00,3.49
33.4,72.0,3.2,7.98,,0.21,2.7,28.82,82.6,0.99,143.02,1003.53,2024-10-30 20:30:00,3.48
33.4,72.0,3.17,8.0,,0.21,2.61,28.73,83.2,0.97,136.11,1003.76,2024-10-30 20:45:00,3.44
32.8,70.68,3.21,7.99,,0.21,2.67,28.63,83.59,1.21,117.98,1003.87,2024-10-30 21:00:00,3.47
30.25,65.0,3.2,7.98,,0.21,2.68,28.52,84.23,1.08,82.12,1003.92,2024-10-30 21:15:00,3.48
30.25,65.0,3.2,8.0,,0.21,2.56,28.37,84.86,0.77,134.17,1004.15,2024-10-30 21:30:00,3.42
30.25,65.0,3.25,8.01,,0.22,2.6,28.33,84.94,0.85,77.17,1004.32,2024-10-30 21:45:00,3.45
29.14,62.54,3.2,8.0,,0.21,2.63,28.22,85.18,0.49,167.11,1004.34,2024-10-30 22:00:00,3.44
24.4,52.0,3.24,7.99,,0.21,2.66,28.16,85.35,0.54,132.55,1004.26,2024-10-30 22:15:00,3.48
24.4,52.0,3.15,7.99,,0.21,2.64,28.18,85.32,0.83,162.09,1004.29,2024-10-30 22:30:00,3.47
24.4,52.0,3.26,7.99,,0.21,2.7,28.17,85.19,0.51,181.01,1004.2,2024-10-30 22:45:00,3.49
25.08,53.51,3.23,8.01,,0.22,2.59,28.09,85.71,0.64,116.91,1004.05,2024-10-30 23:00:00,3.46
28.0,60.0,3.13,8.0,,0.21,2.57,27.9,86.51,0.61,98.21,1003.89,2024-10-30 23:15:00,3.43
28.0,60.0,3.27,8.0,,0.21,2.66,27.78,87.04,0.65,124.97,1003.71,2024-10-30 23:30:00,3.47
28.0,60.0,3.23,8.0,,0.21,2.62,27.71,87.78,0.89,86.13,1003.67,2024-10-30 23:45:00,3.45
28.08,60.19,3.21,7.99,,0.21,2.64,27.52,88.36,0.69,140.56,1003.7,2024-10-31 00:00:00,3.46
28.45,61.0,3.17,8.0,,0.21,2.61,27.41,88.84,0.84,106.99,1003.57,2024-10-31 00:15:00,3.45
28.45,61.0,3.18,7.99,,0.21,2.64,27.31,89.4,0.62,94.92,1003.36,2024-10-31 00:30:00,3.47
28.45,61.0,3.07,7.98,,0.21,2.6,27.25,90.05,0.77,128.38,1003.22,2024-10-31 00:45:00,3.44
27.86,59.68,3.08,7.98,,0.21,2.61,27.2,90.49,0.61,228.09,1003.2,2024-10-31 01:00:00,3.45
25.3,54.0,3.13,7.99,,0.21,2.56,27.13,90.09,0.69,109.24,1003.13,2024-10-31 01:15:00,3.44
25.3,54.0,2.97,7.98,,0.21,2.52,27.13,89.63,0.65,149.93,1003.08,2024-10-31 01:30:00,3.44
25.3,54.0,3.0,7.99,,0.21,2.5,27.09,89.29,0.66,122.37,1002.98,2024-10-31 01:45:00,3.42
23.94,50.98,3.13,7.99,,0.21,2.59,27.04,89.21,0.67,152.27,1002.81,2024-10-31 02:00:00,3.45
18.1,38.0,3.16,7.99,,0.21,2.6,26.98,89.15,0.61,126.81,1002.68,2024-10-31 02:15:00,3.45
18.1,38.0,2.96,7.97,,0.21,2.58,26.92,89.25,0.53,143.21,1002.51,2024-10-31 02:30:00,3.44
18.1,38.0,2.96,7.98,,0.21,2.5,26.9,89.3,0.57,174.38,1002.34,2024-10-31 02:45:00,3.43
18.18,38.19,3.08,7.99,,0.21,2.52,26.89,89.34,0.42,113.28,1002.22,2024-10-31 03:00:00,3.44
18.55,39.0,3.15,8.0,,0.21,2.59,26.81,89.54,0.43,107.12,1002.17,2024-10-31 03:15:00,3.48
18.55,39.0,3.19,8.0,,0.21,2.6,26.74,89.56,0.68,107.59,1002.15,2024-10-31 03:30:00,3.48
18.55,39.0,3.23,8.0,,0.21,2.61,26.72,89.49,0.64,115.52,1002.18,2024-10-31 03:45:00,3.46
18.72,39.38,3.17,7.98,,0.21,2.68,26.68,89.38,0.7,65.72,1002.22,2024-10-31 04:00:00,3.48
19.45,41.0,3.11,7.98,,0.2,2.65,26.66,89.31,0.46,123.19,1002.18,2024-10-31 04:15:00,3.44
19.45,41.0,3.12,7.99,,0.21,2.58,26.65,89.52,0.38,207.97,1002.3,2024-10-31 04:30:00,3.45
19.45,41.0,3.08,7.99,,0.21,2.56,26.59,89.6,0.4,220.35,1002.36,2024-10-31 04:45:00,3.46
20.08,42.32,3.07,7.97,,0.21,2.6,26.55,89.76,0.41,218.95,1002.46,2024-10-31 05:00:00,3.46
22.6,48.0,3.08,7.97,,0.21,2.66,26.58,89.9,0.52,289.19,1002.69,2024-10-31 05:15:00,3.47
22.6,48.0,3.09,7.99,,0.21,2.56,26.5,89.83,0.48,248.79,1002.83,2024-10-31 05:30:00,3.45
22.6,48.0,3.19,8.01,,0.21,2.54,26.46,89.48,0.59,295.21,1003.0,2024-10-31 05:45:00,3.44
22.24,47.29,2.97,7.96,,0.21,2.62,26.46,89.22,0.41,279.45,1003.13,2024-10-31 06:00:00,3.46
20.8,44.0,2.96,7.98,,0.21,2.54,26.53,89.43,0.46,280.39,1003.43,2024-10-31 06:15:00,3.42
20.8,44.0,3.06,7.98,,0.21,2.61,26.77,89.36,0.5,293.23,1003.71,2024-10-31 06:30:00,3.45
20.8,44.0,3.06,7.98,,0.21,2.62,27.13,89.3,0.46,253.42,1003.97,2024-10-31 06:45:00,3.46
22.16,47.2,3.14,7.99,,0.21,2.61,27.58,87.88,0.32,214.02,1004.23,2024-10-31 07:00:00,3.46
28.0,60.0,3.13,7.99,,0.21,2.59,28.04,85.95,0.52,248.46,1004.36,2024-10-31 07:15:00,3.44
28.0,60.0,3.08,7.98,,0.21,2.57,28.41,84.4,0.56,211.21,1004.51,2024-10-31 07:30:00,3.44
28.0,60.0,3.08,8.0,,0.21,2.51,28.88,83.0,0.62,198.2,1004.72,2024-10-31 07:45:00,3.42
27.32,58.49,3.19,7.99,,0.21,2.61,29.24,81.36,0.7,246.56,1004.84,2024-10-31 08:00:00,3.46
24.4,52.0,3.08,7.97,,0.21,2.66,29.68,79.74,0.6,289.31,1005.02,2024-10-31 08:15:00,3.47
24.4,52.0,3.1,7.98,,0.21,2.6,30.3,77.68,0.91,277.36,1005.11,2024-10-31 08:30:00,3.46
24.4,52.0,3.22,8.0,,0.21,2.59,29.4,77.47,1.47,262.52,1005.2,2024-10-31 08:45:00,3.45
25.34,54.08,3.0,7.96,,0.21,2.63,29.38,77.66,1.13,263.06,1005.21,2024-10-31 09:00:00,3.48
29.35,63.0,2.94,7.96,,0.21,2.6,29.85,77.33,0.7,273.54,1005.24,2024-10-31 09:15:00,3.46
29.35,63.0,3.12,7.99,,0.21,2.59,30.91,75.05,0.71,248.4,1005.36,2024-10-31 09:30:00,3.47
29.35,63.0,3.1,7.99,,0.21,2.53,31.37,70.95,0.76,261.83,1005.32,2024-10-31 09:45:00,3.45
28.54,61.3,3.08,7.99,,0.21,2.56,31.67,69.1,0.6,221.99,1005.31,2024-10-31 10:00:00,3.45
25.3,54.0,3.08,7.98,,0.21,2.57,32.69,66.1,0.66,267.38,1005.18,2024-10-31 10:15:00,3.44
25.3,54.0,3.08,7.98,,0.21,2.56,32.06,66.04,1.12,276.09,1005.01,2024-10-31 10:30:00,3.44
25.3,54.0,3.0,8.0,,0.21,2.48,32.27,66.17,0.91,290.87,1004.81,2024-10-31 10:45:00,3.4
25.72,55.0,3.01,7.98,,0.21,2.58,31.96,67.0,0.88,292.54,1004.57,2024-10-31 11:00:00,3.47
27.55,59.0,3.0,7.98,,0.2,2.54,32.14,65.9,0.56,277.4,1004.35,2024-10-31 11:15:00,3.45
27.55,59.0,3.05,7.96,,0.21,2.65,31.87,65.13,1.0,242.83,1004.07,2024-10-31 11:30:00,3.48
27.55,59.0,3.02,7.96,,0.21,2.69,32.45,64.72,1.07,259.26,1003.66,2024-10-31 11:45:00,3.49
26.96,57.68,3.07,7.98,,0.21,2.59,33.7,61.26,0.72,203.9,1003.31,2024-10-31 12:00:00,3.45
24.4,52.0,2.97,7.99,,0.21,2.51,34.46,58.58,1.2,270.16,1002.99,2024-10-31 12:15:00,3.41
24.4,52.0,3.02,7.99,,0.2,2.5,34.39,56.63,1.06,222.62,1002.65,2024-10-31 12:30:00,3.44
24.4,52.0,2.96,7.98,,0.21,2.5,35.17,54.48,1.0,230.85,1002.33,2024-10-31 12:45:00,3.44
24.06,51.2,3.08,7.98,,0.2,2.58,35.07,53.6,1.16,263.84,1002.03,2024-10-31 13:00:00,3.47
22.6,48.0,3.01,7.98,,0.2,2.53,35.63,52.75,0.73,240.59,1001.68,2024-10-31 13:15:00,3.44
22.6,48.0,3.1,7.99,,0.21,2.59,36.05,51.5,0.61,206.45,1001.55,2024-10-31 13:30:00,3.45
22.6,48.0,3.1,7.98,,0.21,2.61,34.88,54.26,0.76,188.43,1001.31,2024-10-31 13:45:00,3.46
22.6,48.0,3.01,7.96,,0.2,2.64,35.0,54.69,0.79,292.07,1001.06,2024-10-31 14:00:00,3.47
22.6,48.0,3.07,7.97,,0.2,2.61,34.67,55.45,0.77,308.13,1000.72,2024-10-31 14:15:00,3.46
22.6,48.0,3.0,7.98,,0.2,2.56,33.56,57.27,1.0,134.26,1000.6,2024-10-31 14:30:00,3.42
22.6,48.0,3.14,8.01,,0.21,2.5,33.17,58.67,0.79,134.67,1000.4,2024-10-31 14:45:00,3.4
23.23,49.32,3.1,7.99,,0.21,2.54,32.84,58.47,1.3,60.5,1000.39,2024-10-31 15:00:00,3.45
25.75,55.0,3.19,8.0,,0.2,2.61,32.98,58.47,0.86,123.91,1000.37,2024-10-31 15:15:00,3.46
25.75,55.0,3.01,7.98,,0.21,2.5,32.68,61.05,1.13,124.42,1000.37,2024-10-31 15:30:00,3.44
25.75,55.0,3.02,7.98,,0.21,2.55,32.05,65.89,1.41,97.02,1000.47,2024-10-31 15:45:00,3.44
25.75,55.0,3.08,7.98,,0.2,2.6,31.26,68.86,1.73,129.41,1000.71,2024-10-31 16:00:00,3.44
25.75,55.0,3.14,7.98,,0.21,2.65,29.73,70.97,2.97,116.26,1001.11,2024-10-31 16:15:00,3.47
25.75,55.0,5.99,8.02,,0.24,4.75,28.69,74.77,2.87,97.69,1001.23,2024-10-31 16:30:00,3.84
25.75,55.0,5.95,7.99,,0.2,4.9,28.41,75.65,1.95,104.68,1001.26,2024-10-31 16:45:00,3.9
25.75,55.0,4.12,7.99,,0.2,3.4,28.39,74.85,1.86,113.43,1001.23,2024-10-31 17:00:00,3.62
,,3.61,8.0,,0.21,2.95,28.31,75.11,1.34,118.32,1001.4,2024-10-31 17:15:00,3.53
,,3.33,7.99,,0.2,2.79,28.21,76.23,1.55,94.1,1001.71,2024-10-31 17:30:00,3.51
,,3.2,7.99,,0.2,2.68,28.08,77.9,1.54,93.05,1001.99,2024-10-31 17:45:00,3.47
,,3.2,7.99,,0.2,2.65,27.91,79.13,1.25,127.32,1001.9,2024-10-31 18:00:00,3.46
20.8,44.0,3.07,7.98,,0.2,2.6,27.72,79.57,1.02,88.46,1002.16,2024-10-31 18:15:00,3.44
20.8,44.0,3.16,7.98,,0.21,2.66,27.62,79.61,1.13,128.94,1002.42,2024-10-31 18:30:00,3.47
20.8,44.0,3.2,8.0,,0.2,2.59,27.56,80.22,1.13,134.13,1002.69,2024-10-31 18:45:00,3.45
39.16,84.8,3.07,7.99,,0.2,2.54,27.53,79.77,0.99,108.08,1003.16,2024-10-31 19:00:00,3.44
118.0,260.0,3.02,7.96,,0.21,2.6,27.43,79.63,1.58,118.77,1003.47,2024-10-31 19:15:00,3.47
118.0,260.0,2.99,7.96,,0.2,2.63,27.36,79.95,0.85,136.94,1003.76,2024-10-31 19:30:00,3.48
118.0,260.0,2.95,7.96,,0.21,2.6,27.32,80.46,1.01,121.03,1003.95,2024-10-31 19:45:00,3.45
135.76,299.48,3.04,7.97,,0.21,2.6,27.26,81.01,1.26,141.52,1004.26,2024-10-31 20:00:00,3.44
212.05,469.0,3.18,8.01,,0.21,2.56,27.21,81.67,0.58,124.02,1004.52,2024-10-31 20:15:00,3.44
212.05,469.0,3.19,8.01,,0.21,2.53,27.17,82.54,0.64,137.91,1004.79,2024-10-31 20:30:00,3.44
212.05,469.0,3.15,8.0,,0.21,2.55,27.15,83.06,0.61,158.31,1004.91,2024-10-31 20:45:00,3.44
196.84,437.08,3.05,7.99,,0.21,2.55,27.13,83.25,0.77,189.55,1005.16,2024-10-31 21:00:00,3.44
136.0,300.0,3.08,7.97,,0.21,2.62,27.16,83.2,0.78,188.26,1005.26,2024-10-31 21:15:00,3.46
136.0,300.0,3.11,7.99,,0.21,2.59,27.14,83.12,0.61,123.3,1005.29,2024-10-31 21:30:00,3.42
136.0,300.0,3.13,7.98,,0.2,2.64,27.12,83.38,0.72,112.53,1005.34,2024-10-31 21:45:00,3.45
127.58,281.3,3.15,7.96,,0.21,2.74,27.02,83.86,0.8,122.15,1005.2,2024-10-31 22:00:00,3.49
91.45,201.0,3.08,7.99,,0.21,2.59,26.94,84.16,0.99,91.81,1005.07,2024-10-31 22:15:00,3.44
91.45,201.0,3.2,8.01,,0.21,2.6,26.88,84.48,0.99,81.61,1004.9,2024-10-31 22:30:00,3.45
91.45,201.0,3.11,7.99,,0.21,2.6,26.82,85.05,0.65,90.43,1005.0,2024-10-31 22:45:00,3.45
83.2,182.68,3.08,8.0,,0.21,2.5,26.73,85.25,0.6,93.12,1004.96,2024-10-31 23:00:00,3.43
47.8,104.0,3.08,8.0,,0.21,2.52,26.66,85.17,0.92,41.89,1004.76,2024-10-31 23:15:00,3.44
47.8,104.0,3.03,7.97,,0.21,2.62,26.65,85.23,1.1,52.94,1004.63,2024-10-31 23:30:00,3.49
47.8,104.0,2.97,7.97,,0.21,2.54,26.63,85.6,0.62,108.66,1004.66,2024-10-31 23:45:00,3.45
44.2,96.0,3.1,7.99,,0.2,2.58,26.54,85.96,0.99,103.82,1004.61,2024-11-01 00:00:00,3.47
27.55,59.0,3.09,8.0,,0.21,2.58,26.49,86.37,1.03,47.29,1004.47,2024-11-01 00:15:00,3.46
27.55,59.0,3.03,7.99,,0.21,2.51,26.52,86.74,1.05,74.84,1004.26,2024-11-01 00:30:00,3.44
27.55,59.0,3.12,8.0,,0.2,2.6,26.46,87.16,1.1,53.74,1003.9,2024-11-01 00:45:00,3.44
26.87,57.58,3.13,8.01,,0.21,2.52,26.38,87.7,0.76,79.8,1003.63,2024-11-01 01:00:00,3.43
23.95,51.0,3.15,7.99,,0.21,2.59,26.45,87.8,0.5,170.04,1003.57,2024-11-01 01:15:00,3.45
23.95,51.0,3.15,7.99,,0.21,2.62,26.46,87.57,0.45,178.86,1003.36,2024-11-01 01:30:00,3.47
