pm2.5,pm10,no,no2,so2,nox,timestamp
,,12.24,6.67,8.81,12.06,2023-07-15 18:45:00
,,12.57,6.27,8.52,12.12,2023-07-15 19:00:00
,,13.07,6.57,10.74,12.62,2023-07-15 19:15:00
,,11.36,6.96,10.79,11.57,2023-07-15 19:30:00
,,14.77,6.25,3.88,13.7,2023-07-15 19:45:00
,,10.55,6.77,11.3,10.88,2023-07-15 20:00:00
,,11.33,6.3,5.74,11.23,2023-07-15 20:15:00
,,10.82,6.27,7.41,10.84,2023-07-15 20:30:00
,,12.16,6.11,10.42,11.74,2023-07-15 20:45:00
,,12.64,6.82,11.79,12.43,2023-07-15 21:00:00
,,12.12,6.16,7.75,11.73,2023-07-15 21:15:00
,,8.95,6.78,10.12,9.72,2023-07-15 21:30:00
,,12.01,6.43,9.67,11.78,2023-07-15 21:45:00
,,11.11,6.09,10.65,10.97,2023-07-15 22:00:00
,,11.16,7.25,7.73,11.55,2023-07-15 22:15:00
,,12.05,6.13,5.39,11.67,2023-07-15 22:30:00
,,10.2,5.97,6.47,10.24,2023-07-15 22:45:00
,,11.29,6.76,9.21,11.42,2023-07-15 23:00:00
,,8.95,6.79,9.48,9.73,2023-07-15 23:15:00
,,11.21,6.67,7.63,11.31,2023-07-15 23:30:00
,,10.91,6.49,11.69,11.01,2023-07-15 23:45:00
,,10.96,7.2,4.02,11.39,2023-07-16 00:00:00
,,12.0,6.72,12.38,11.92,2023-07-16 00:15:00
,,11.92,6.96,10.54,11.97,2023-07-16 00:30:00
,,11.96,6.85,7.73,11.94,2023-07-16 00:45:00
,,15.54,6.72,11.35,14.49,2023-07-16 01:00:00
,,12.36,6.79,5.44,12.2,2023-07-16 01:15:00
,,11.81,6.27,6.18,11.56,2023-07-16 01:30:00
,,12.3,6.35,10.49,11.95,2023-07-16 01:45:00
,,10.55,6.63,9.69,10.82,2023-07-16 02:00:00
,,10.84,6.69,8.44,11.06,2023-07-16 02:15:00
,,10.22,7.09,9.4,10.79,2023-07-16 02:30:00
,,10.73,6.45,6.47,10.86,2023-07-16 02:45:00
,,10.83,6.13,5.64,10.78,2023-07-16 03:00:00
,,11.93,6.51,5.33,11.76,2023-07-16 03:15:00
,,14.49,6.89,4.61,13.8,2023-07-16 03:30:00
,,15.37,6.91,6.11,14.45,2023-07-16 03:45:00
,,11.24,6.69,11.74,11.34,2023-07-16 04:00:00
,,10.87,6.33,9.66,10.9,2023-07-16 04:15:00
,,11.49,5.81,7.28,11.11,2023-07-16 04:30:00
,,11.04,6.45,7.85,11.09,2023-07-16 04:45:00
,,11.82,6.62,5.82,11.74,2023-07-16 05:00:00
,,11.03,6.58,5.93,11.14,2023-07-16 05:15:00
,,12.33,6.32,9.57,11.96,2023-07-16 05:30:00
,,9.81,6.46,10.21,10.2,2023-07-16 05:45:00
,,9.76,6.5,7.61,10.18,2023-07-16 06:00:00
,,9.43,5.7,7.78,9.57,2023-07-16 06:15:00
,,12.37,6.0,7.6,11.84,2023-07-16 06:30:00
,,11.6,6.62,7.64,11.58,2023-07-16 06:45:00
,,8.5,6.57,11.78,9.29,2023-07-16 07:00:00
,,10.91,6.66,11.79,11.1,2023-07-16 07:15:00
,,12.14,6.96,9.49,12.13,2023-07-16 07:30:00
,,14.61,5.89,8.91,13.42,2023-07-16 07:45:00
,,12.54,6.63,7.36,12.26,2023-07-16 08:00:00
,,11.84,6.47,5.51,11.68,2023-07-16 08:15:00
,,12.4,6.87,5.62,12.28,2023-07-16 08:30:00
,,13.77,6.49,11.65,13.08,2023-07-16 08:45:00
,,15.19,6.73,12.7,14.24,2023-07-16 09:00:00
,,13.17,6.42,5.06,12.62,2023-07-16 09:15:00
,,16.19,7.14,11.67,15.16,2023-07-16 09:30:00
,,13.31,6.75,5.53,12.88,2023-07-16 09:45:00
,,11.64,6.99,4.87,11.78,2023-07-16 10:00:00
,,15.03,7.08,8.25,14.29,2023-07-16 10:15:00
,,13.15,6.46,5.76,12.63,2023-07-16 10:30:00
,,9.67,6.29,9.09,10.02,2023-07-16 10:45:00
,,9.69,6.62,10.5,10.18,2023-07-16 11:00:00
,,12.0,6.34,7.64,11.73,2023-07-16 11:15:00
,,14.05,6.93,9.68,13.5,2023-07-16 11:30:00
,,12.01,7.14,8.7,12.12,2023-07-16 11:45:00
,,10.87,6.93,6.26,11.2,2023-07-16 12:00:00
,,11.6,6.59,4.15,11.56,2023-07-16 12:15:00
,,11.03,6.03,8.26,10.88,2023-07-16 12:30:00
,,13.25,6.78,8.73,12.85,2023-07-16 12:45:00
,,10.73,6.99,9.24,11.12,2023-07-16 13:00:00
,,10.9,6.61,5.4,11.06,2023-07-16 13:15:00
,,12.18,6.65,7.01,12.01,2023-07-16 13:30:00
,,12.82,6.31,9.79,12.32,2023-07-16 13:45:00
,,13.48,7.09,9.09,13.17,2023-07-16 14:00:00
,,13.21,6.39,10.89,12.64,2023-07-16 14:15:00
,,12.49,6.21,7.64,12.03,2023-07-16 14:30:00
,,12.48,6.64,6.75,12.23,2023-07-16 14:45:00
,,11.87,6.61,5.17,11.77,2023-07-16 15:00:00
,,12.23,6.79,7.23,12.12,2023-07-16 15:15:00
,,14.38,6.93,6.14,13.74,2023-07-16 15:30:00
,,14.17,6.41,6.79,13.35,2023-07-16 15:45:00
,,11.78,6.73,10.7,11.76,2023-07-16 16:00:00
,,13.87,6.12,6.78,12.99,2023-07-16 16:15:00
,,13.32,6.59,11.75,12.81,2023-07-16 16:30:00
,,13.85,6.85,7.65,13.32,2023-07-16 16:45:00
,,13.65,6.45,12.67,12.98,2023-07-16 17:00:00
,,10.99,6.38,10.09,11.02,2023-07-16 17:15:00
,,10.27,7.1,7.29,10.84,2023-07-16 17:30:00
,,12.42,6.6,8.93,12.16,2023-07-16 17:45:00
,,11.13,6.56,11.85,11.2,2023-07-16 18:00:00
,,11.18,6.48,12.54,11.2,2023-07-16 18:15:00
,,11.76,6.27,12.54,11.52,2023-07-16 18:30:00
,,10.8,5.79,8.98,10.6,2023-07-16 18:45:00
,,12.43,6.4,9.47,12.07,2023-07-16 19:00:00
,,15.23,6.22,10.36,14.02,2023-07-16 19:15:00
,,13.34,6.51,12.86,12.79,2023-07-16 19:30:00
,,8.98,6.64,11.92,9.68,2023-07-16 19:45:00
,,8.28,6.53,6.65,9.12,2023-07-16 20:00:00
,,8.29,6.44,8.45,9.08,2023-07-16 20:15:00
,,6.8,6.81,6.75,8.18,2023-07-16 20:30:00
,,6.75,6.59,11.58,8.04,2023-07-16 20:45:00
,,4.64,6.61,6.06,6.51,2023-07-16 21:00:00
,,4.43,6.77,11.1,6.43,2023-07-16 21:15:00
,,4.86,5.73,6.78,6.25,2023-07-16 21:30:00
,,5.36,6.45,8.79,6.96,2023-07-16 21:45:00
,,5.15,6.65,8.6,6.9,2023-07-16 22:00:00
,,4.85,6.68,10.5,6.7,2023-07-16 22:15:00
,,4.64,6.45,11.1,6.43,2023-07-16 22:30:00
,,4.5,6.53,10.53,6.37,2023-07-16 22:45:00
,,6.63,6.65,12.25,7.98,2023-07-16 23:00:00
,,9.21,6.45,10.07,9.76,2023-07-16 23:15:00
,,10.85,6.6,7.26,11.02,2023-07-16 23:30:00
,,11.87,6.39,4.38,11.66,2023-07-16 23:45:00
,,7.7,6.07,7.57,8.48,2023-07-17 00:00:00
,,11.71,6.46,6.56,11.58,2023-07-17 00:15:00
,,12.97,6.91,6.22,12.71,2023-07-17 00:30:00
,,12.48,6.33,12.26,12.07,2023-07-17 00:45:00
,,11.83,6.68,8.21,11.77,2023-07-17 01:00:00
,,11.6,6.54,11.2,11.53,2023-07-17 01:15:00
,,9.47,6.64,11.69,10.04,2023-07-17 01:30:00
,,12.2,6.49,9.57,11.95,2023-07-17 01:45:00
,,10.82,6.71,10.81,11.05,2023-07-17 02:00:00
,,8.13,6.14,9.23,8.82,2023-07-17 02:15:00
,,11.75,6.61,5.12,11.68,2023-07-17 02:30:00
,,11.23,6.79,3.78,11.39,2023-07-17 02:45:00
,,11.58,7.0,9.62,11.74,2023-07-17 03:00:00
,,12.72,6.76,9.22,12.46,2023-07-17 03:15:00
,,12.9,6.43,8.0,12.43,2023-07-17 03:30:00
,,9.26,6.2,5.37,9.67,2023-07-17 03:45:00
,,12.09,6.91,11.46,12.07,2023-07-17 04:00:00
,,11.07,5.8,9.25,10.8,2023-07-17 04:15:00
,,10.42,6.3,9.2,10.56,2023-07-17 04:30:00
,,11.63,6.83,7.57,11.69,2023-07-17 04:45:00
,,11.86,6.63,4.89,11.77,2023-07-17 05:00:00
,,11.57,6.13,7.25,11.32,2023-07-17 05:15:00
,,13.39,6.52,4.85,12.83,2023-07-17 05:30:00
,,12.3,6.46,9.52,12.01,2023-07-17 05:45:00
,,13.47,6.15,8.85,12.71,2023-07-17 06:00:00
,,14.11,6.36,11.01,13.27,2023-07-17 06:15:00
,,11.82,7.11,13.56,11.96,2023-07-17 06:30:00
,,10.11,6.68,10.79,10.52,2023-07-17 06:45:00
,,14.04,6.73,4.89,13.4,2023-07-17 07:00:00
,,12.18,6.6,6.58,11.99,2023-07-17 07:15:00
,,11.3,6.15,6.86,11.14,2023-07-17 07:30:00
,,10.87,6.78,7.26,11.12,2023-07-17 07:45:00
,,9.98,6.81,11.25,10.48,2023-07-17 08:00:00
,,12.15,6.17,7.45,11.76,2023-07-17 08:15:00
,,12.05,7.09,9.92,12.12,2023-07-17 08:30:00
,,15.14,6.6,7.01,14.14,2023-07-17 08:45:00
,,12.42,6.31,4.88,12.02,2023-07-17 09:00:00
,,12.51,6.76,9.83,12.31,2023-07-17 09:15:00
,,,52.28,3.93,,2023-07-17 10:45:00
,,2.56,6.88,5.54,5.13,2023-07-17 11:00:00
,,2.8,6.5,6.47,5.13,2023-07-17 11:15:00
,,2.75,6.63,5.18,5.15,2023-07-17 11:30:00
,,7.25,6.44,7.01,8.33,2023-07-17 11:45:00
,,10.58,6.64,10.43,10.84,2023-07-17 12:00:00
,,12.2,6.42,8.46,11.92,2023-07-17 12:15:00
,,11.56,6.38,7.65,11.43,2023-07-17 12:30:00
,,10.5,6.25,5.43,10.6,2023-07-17 12:45:00
,,11.38,6.58,4.81,11.4,2023-07-17 13:00:00
,,12.74,6.42,6.7,12.3,2023-07-17 13:15:00
,,11.19,6.57,12.08,11.25,2023-07-17 13:30:00
,,13.24,6.92,7.79,12.9,2023-07-17 13:45:00
,,11.67,6.69,7.43,11.66,2023-07-17 14:00:00
,,13.14,6.09,7.96,12.44,2023-07-17 14:15:00
,,11.75,6.56,9.44,11.66,2023-07-17 14:30:00
,,11.61,6.54,6.97,11.55,2023-07-17 14:45:00
,,10.02,6.25,8.97,10.25,2023-07-17 15:00:00
,,12.1,6.15,9.16,11.72,2023-07-17 15:15:00
,,11.82,6.58,6.5,11.71,2023-07-17 15:30:00
,,15.78,6.41,5.75,14.52,2023-07-17 15:45:00
,,13.16,6.82,7.59,12.81,2023-07-17 16:00:00
,,10.79,6.25,7.54,10.81,2023-07-17 16:15:00
,,11.81,6.31,6.62,11.58,2023-07-17 16:30:00
,,12.84,6.32,8.26,12.34,2023-07-17 16:45:00
,,13.79,6.77,11.63,13.24,2023-07-17 17:00:00
,,10.53,6.22,11.25,10.61,2023-07-17 17:15:00
,,12.71,6.61,6.94,12.37,2023-07-17 17:30:00
,,13.43,6.23,4.25,12.72,2023-07-17 17:45:00
,,10.67,6.72,5.92,10.94,2023-07-17 18:00:00
,,12.53,6.28,9.46,12.09,2023-07-17 18:15:00
,,11.56,6.54,6.29,11.51,2023-07-17 18:30:00
,,10.49,6.59,7.35,10.75,2023-07-17 18:45:00
,,10.81,6.77,9.63,11.07,2023-07-17 19:00:00
,,10.72,6.94,9.15,11.08,2023-07-17 19:15:00
,,10.34,6.98,12.09,10.83,2023-07-17 19:30:00
,,11.8,7.04,9.87,11.92,2023-07-17 19:45:00
,,9.64,6.37,6.23,10.03,2023-07-17 20:00:00
,,11.19,6.82,8.43,11.37,2023-07-17 20:15:00
,,12.44,6.49,9.98,12.13,2023-07-17 20:30:00
,,12.82,6.78,10.67,12.54,2023-07-17 20:45:00
,,13.39,6.07,6.97,12.62,2023-07-17 21:00:00
,,12.14,6.61,11.34,11.96,2023-07-17 21:15:00
,,12.81,6.06,13.95,12.19,2023-07-17 21:30:00
,,9.85,6.76,14.8,10.37,2023-07-17 21:45:00
,,11.54,6.64,13.68,11.54,2023-07-17 22:00:00
,,12.14,5.95,10.6,11.65,2023-07-17 22:15:00
,,13.23,6.4,4.45,12.66,2023-07-17 22:30:00
,,9.66,6.74,6.63,10.22,2023-07-17 22:45:00
,,13.53,5.95,6.32,12.65,2023-07-17 23:00:00
,,12.48,6.6,6.84,12.21,2023-07-17 23:15:00
,,14.82,6.71,10.4,13.96,2023-07-17 23:30:00
,,12.12,6.74,6.96,12.01,2023-07-17 23:45:00
,,12.6,6.61,7.24,12.29,2023-07-18 00:00:00
,,12.73,6.74,11.14,12.45,2023-07-18 00:15:00
,,12.21,6.82,4.99,12.12,2023-07-18 00:30:00
,,10.83,7.05,6.65,11.22,2023-07-18 00:45:00
,,12.19,6.58,12.31,11.99,2023-07-18 01:00:00
,,11.51,6.38,9.92,11.39,2023-07-18 01:15:00
,,11.67,6.5,12.88,11.57,2023-07-18 01:30:00
,,13.22,6.36,13.22,12.63,2023-07-18 01:45:00
,,12.49,7.01,10.1,12.41,2023-07-18 02:00:00
,,14.69,6.47,5.79,13.75,2023-07-18 02:15:00
,,11.91,6.69,7.74,11.83,2023-07-18 02:30:00
,,10.59,6.17,6.26,10.62,2023-07-18 02:45:00
,,12.99,6.47,12.13,12.52,2023-07-18 03:00:00
,,9.73,6.75,10.93,10.28,2023-07-18 03:15:00
,,14.31,6.89,9.56,13.67,2023-07-18 03:30:00
,,11.8,6.58,5.22,11.7,2023-07-18 03:45:00
,,10.76,6.35,6.94,10.84,2023-07-18 04:00:00
,,12.71,6.6,12.63,12.38,2023-07-18 04:15:00
,,12.81,6.54,10.08,12.42,2023-07-18 04:30:00
,,11.89,6.72,7.31,11.83,2023-07-18 04:45:00
,,14.74,6.01,9.05,13.57,2023-07-18 05:00:00
,,15.13,6.57,6.35,14.11,2023-07-18 05:15:00
,,10.33,6.95,10.76,10.81,2023-07-18 05:30:00
,,11.94,6.69,4.71,11.85,2023-07-18 05:45:00
,,14.02,6.35,6.86,13.2,2023-07-18 06:00:00
,,10.54,6.74,11.49,10.86,2023-07-18 06:15:00
,,12.69,6.47,7.78,12.3,2023-07-18 06:30:00
,,11.81,6.4,6.06,11.62,2023-07-18 06:45:00
,,12.47,6.41,5.24,12.11,2023-07-18 07:00:00
,,11.75,6.86,7.63,11.8,2023-07-18 07:15:00
,,11.1,6.56,7.86,11.18,2023-07-18 07:30:00
,,13.92,6.23,8.6,13.08,2023-07-18 07:45:00
,,12.63,6.26,8.75,12.15,2023-07-18 08:00:00
,,12.9,6.79,5.15,12.6,2023-07-18 08:15:00
,,13.21,6.77,7.89,12.82,2023-07-18 08:30:00
,,11.74,6.72,11.4,11.72,2023-07-18 08:45:00
,,12.87,6.72,6.31,12.55,2023-07-18 09:00:00
,,31.95,4.97,6.33,18.4,2023-07-18 09:15:00
,,51.56,,5.9,14.46,2023-07-18 09:30:00
,,35.63,,10.43,1.98,2023-07-18 09:45:00
,,12.7,6.5,6.48,12.32,2023-07-18 10:00:00
,,11.83,6.16,13.37,11.53,2023-07-18 10:15:00
,,9.84,6.72,8.34,10.34,2023-07-18 10:30:00
,,11.21,6.64,4.41,11.3,2023-07-18 10:45:00
,,11.22,6.25,7.1,11.12,2023-07-18 11:00:00
,,11.66,6.88,10.92,11.74,2023-07-18 11:15:00
,,10.87,7.06,6.02,11.26,2023-07-18 11:30:00
,,13.17,6.94,11.19,12.87,2023-07-18 11:45:00
,,12.71,6.95,3.84,12.54,2023-07-18 12:00:00
,,12.1,6.55,6.89,11.9,2023-07-18 12:15:00
,,11.97,6.63,10.63,11.85,2023-07-18 12:30:00
,,11.52,6.77,11.96,11.59,2023-07-18 12:45:00
,,11.73,6.44,8.53,11.58,2023-07-18 13:00:00
,,12.2,6.5,6.25,11.96,2023-07-18 13:15:00
,,12.94,6.0,10.32,12.25,2023-07-18 13:30:00
,,11.78,6.33,11.67,11.57,2023-07-18 13:45:00
,,12.13,6.4,9.38,11.86,2023-07-18 14:00:00
,,11.69,6.88,6.54,11.77,2023-07-18 14:15:00
,,13.45,6.11,7.72,12.68,2023-07-18 14:30:00
,,9.45,6.26,7.03,9.84,2023-07-18 14:45:00
,,9.73,6.95,8.34,10.37,2023-07-18 15:00:00
,,11.1,6.56,10.1,11.18,2023-07-18 15:15:00
,,12.5,7.12,11.37,12.47,2023-07-18 15:30:00
,,14.54,6.7,10.28,13.75,2023-07-18 15:45:00
,,13.55,6.3,5.43,12.84,2023-07-18 16:00:00
,,10.73,6.68,6.61,10.98,2023-07-18 16:15:00
,,11.0,7.05,9.93,11.34,2023-07-18 16:30:00
,,13.15,6.99,13.67,12.88,2023-07-18 16:45:00
,,14.73,6.9,10.76,13.98,2023-07-18 17:00:00
,,13.93,6.87,6.85,13.39,2023-07-18 17:15:00
,,12.73,6.49,7.51,12.33,2023-07-18 17:30:00
,,11.14,5.88,10.75,10.88,2023-07-18 17:45:00
,,11.09,6.41,13.2,11.1,2023-07-18 18:00:00
,,11.94,6.28,12.61,11.66,2023-07-18 18:15:00
,,11.55,6.4,8.66,11.43,2023-07-18 18:30:00
,,11.62,6.53,8.29,11.55,2023-07-18 18:45:00
,,11.72,7.2,12.38,11.94,2023-07-18 19:00:00
,,10.8,6.4,12.06,10.89,2023-07-18 19:15:00
,,13.41,6.41,6.04,12.79,2023-07-18 19:30:00
,,12.74,6.13,9.68,12.17,2023-07-18 19:45:00
,,12.11,6.36,11.49,11.82,2023-07-18 20:00:00
,,12.42,6.48,10.44,12.1,2023-07-18 20:15:00
,,8.81,6.74,9.07,9.61,2023-07-18 20:30:00
,,11.48,6.66,7.65,11.5,2023-07-18 20:45:00
,,14.63,6.67,11.13,13.8,2023-07-18 21:00:00
,,12.94,6.38,5.45,12.43,2023-07-18 21:15:00
,,9.89,6.61,11.6,10.33,2023-07-18 21:30:00
,,11.91,7.08,9.2,12.02,2023-07-18 21:45:00
,,12.7,6.09,4.37,12.13,2023-07-18 22:00:00
,,14.62,6.7,4.43,13.81,2023-07-18 22:15:00
,,13.07,6.75,6.61,12.71,2023-07-18 22:30:00
,,11.47,6.66,5.19,11.5,2023-07-18 22:45:00
,,11.05,7.07,11.74,11.39,2023-07-18 23:00:00
,,11.63,6.31,10.12,11.45,2023-07-18 23:15:00
,,12.32,6.54,8.76,12.06,2023-07-18 23:30:00
,,12.4,6.86,9.68,12.27,2023-07-18 23:45:00
,,10.9,6.56,10.46,11.04,2023-07-19 00:00:00
,,11.35,6.41,10.46,11.29,2023-07-19 00:15:00
,,12.08,6.1,10.46,11.68,2023-07-19 00:30:00
,,13.82,6.03,10.46,12.91,2023-07-19 00:45:00
,,13.91,6.61,10.46,13.25,2023-07-19 01:00:00
,,12.53,6.66,16.14,12.27,2023-07-19 01:15:00
,,11.63,6.84,17.84,11.7,2023-07-19 01:30:00
,,12.65,7.09,14.87,12.56,2023-07-19 01:45:00
,,13.56,6.7,4.12,13.04,2023-07-19 02:00:00
,,12.82,6.59,5.7,12.45,2023-07-19 02:15:00
,,14.13,6.08,9.41,13.15,2023-07-19 02:30:00
,,13.26,6.54,5.63,12.74,2023-07-19 02:45:00
,,12.75,6.7,13.31,12.44,2023-07-19 03:00:00
,,10.67,6.62,13.51,10.9,2023-07-19 03:15:00
,,12.98,6.52,12.36,12.53,2023-07-19 03:30:00
,,12.29,6.46,7.07,12.0,2023-07-19 03:45:00
,,11.17,6.36,10.55,11.14,2023-07-19 04:00:00
,,11.89,6.36,12.14,11.66,2023-07-19 04:15:00
,,10.98,6.56,9.45,11.1,2023-07-19 04:30:00
,,10.42,6.89,5.73,10.85,2023-07-19 04:45:00
,,11.38,6.68,8.07,11.45,2023-07-19 05:00:00
,,8.89,6.31,6.32,9.46,2023-07-19 05:15:00
,,11.89,6.42,11.25,11.69,2023-07-19 05:30:00
,,10.86,6.67,11.35,11.06,2023-07-19 05:45:00
,,11.86,6.56,11.35,11.74,2023-07-19 06:00:00
,,12.64,5.97,5.84,12.03,2023-07-19 06:15:00
,,12.98,6.28,5.86,12.42,2023-07-19 06:30:00
,,11.42,6.53,5.06,11.4,2023-07-19 06:45:00
,,12.22,6.18,5.05,11.82,2023-07-19 07:00:00
,,10.85,6.56,8.69,11.0,2023-07-19 07:15:00
,,9.85,6.25,4.9,10.12,2023-07-19 07:30:00
,,10.96,6.66,4.96,11.12,2023-07-19 07:45:00
,,11.53,6.83,7.6,11.62,2023-07-19 08:00:00
,,13.38,6.15,11.07,12.64,2023-07-19 08:15:00
,,14.38,5.85,8.72,13.23,2023-07-19 08:30:00
,,13.12,6.64,3.66,12.69,2023-07-19 08:45:00
,,15.24,5.87,5.36,13.86,2023-07-19 09:00:00
,,12.77,6.06,11.79,12.16,2023-07-19 09:15:00
,,11.8,6.62,10.35,11.72,2023-07-19 09:30:00
,,12.02,6.31,9.33,11.73,2023-07-19 09:45:00
,,12.11,6.91,9.33,12.08,2023-07-19 10:00:00
,,9.32,7.17,9.33,10.18,2023-07-19 10:15:00
,,11.85,7.4,9.33,12.13,2023-07-19 10:30:00
,,11.54,7.0,9.33,11.71,2023-07-19 10:45:00
,,9.4,6.28,9.33,9.81,2023-07-19 11:00:00
,,12.82,6.41,9.33,12.36,2023-07-19 11:15:00
,,12.67,6.74,9.33,12.41,2023-07-19 11:30:00
,,12.02,6.56,9.33,11.85,2023-07-19 11:45:00
,,11.99,6.68,9.33,11.89,2023-07-19 12:00:00
,,13.35,6.56,9.33,12.82,2023-07-19 12:15:00
,,11.69,6.1,7.89,11.39,2023-07-19 12:30:00
,,10.77,6.2,5.37,10.77,2023-07-19 12:45:00
,,12.51,6.25,7.34,12.06,2023-07-19 13:00:00
,,9.98,7.07,4.27,10.61,2023-07-19 13:15:00
,,10.66,6.02,5.06,10.61,2023-07-19 13:30:00
,,12.94,6.98,7.36,12.72,2023-07-19 13:45:00
,,13.58,6.74,8.66,13.07,2023-07-19 14:00:00
,,10.63,6.41,6.27,10.77,2023-07-19 14:15:00
,,12.25,6.62,8.22,12.04,2023-07-19 14:30:00
,,11.94,7.0,12.45,12.0,2023-07-19 14:45:00
,,9.57,6.47,12.01,10.03,2023-07-19 15:00:00
,,13.65,6.36,10.65,12.94,2023-07-19 15:15:00
,,12.01,6.65,8.92,11.89,2023-07-19 15:30:00
,,11.31,6.22,4.62,11.17,2023-07-19 15:45:00
,,10.85,6.66,9.72,11.04,2023-07-19 16:00:00
,,12.44,6.44,5.05,12.1,2023-07-19 16:15:00
,,13.75,7.04,10.62,13.34,2023-07-19 16:30:00
,,12.93,7.11,11.53,12.77,2023-07-19 16:45:00
,,12.78,6.64,8.76,12.44,2023-07-19 17:00:00
,,11.94,6.25,4.45,11.64,2023-07-19 17:15:00
,,11.78,6.61,4.3,11.7,2023-07-19 17:30:00
,,10.77,6.5,6.25,10.92,2023-07-19 17:45:00
,,12.0,6.57,13.44,11.84,2023-07-19 18:00:00
,,11.45,6.37,9.33,11.35,2023-07-19 18:15:00
,,11.47,7.01,5.03,11.67,2023-07-19 18:30:00
,,10.16,6.7,10.39,10.56,2023-07-19 18:45:00
,,12.82,6.68,8.6,12.49,2023-07-19 19:00:00
,,15.17,6.33,10.29,14.03,2023-07-19 19:15:00
,,11.79,6.55,11.48,11.68,2023-07-19 19:30:00
,,11.74,6.39,11.51,11.57,2023-07-19 19:45:00
,,12.58,6.75,6.09,12.35,2023-07-19 20:00:00
,,14.05,6.56,8.05,13.32,2023-07-19 20:15:00
,,7.55,7.05,12.5,8.83,2023-07-19 20:30:00
,,11.66,6.65,7.63,11.63,2023-07-19 20:45:00
,,12.04,5.98,11.45,11.6,2023-07-19 21:00:00
,,10.44,6.22,10.44,10.54,2023-07-19 21:15:00
,,9.24,6.32,10.44,9.72,2023-07-19 21:30:00
,,14.23,6.09,6.98,13.24,2023-07-19 21:45:00
,,13.69,6.67,11.45,13.12,2023-07-19 22:00:00
,,12.84,5.99,8.93,12.18,2023-07-19 22:15:00
,,12.57,6.42,5.29,12.19,2023-07-19 22:30:00
,,14.44,7.37,6.48,14.0,2023-07-19 22:45:00
,,11.64,6.55,5.68,11.57,2023-07-19 23:00:00
,,13.01,6.5,8.95,12.54,2023-07-19 23:15:00
,,10.82,7.19,4.75,11.28,2023-07-19 23:30:00
,,12.67,6.51,4.45,12.3,2023-07-19 23:45:00
,,11.06,6.51,11.44,11.13,2023-07-20 00:00:00
,,9.19,6.34,6.68,9.69,2023-07-20 00:15:00
,,11.63,6.55,10.55,11.56,2023-07-20 00:30:00
,,12.87,6.67,4.62,12.52,2023-07-20 00:45:00
,,12.22,6.85,7.64,12.13,2023-07-20 01:00:00
,,10.39,6.95,5.04,10.85,2023-07-20 01:15:00
,,11.78,6.25,12.0,11.53,2023-07-20 01:30:00
,,12.48,7.38,9.06,12.58,2023-07-20 01:45:00
,,14.74,6.25,6.46,13.68,2023-07-20 02:00:00
,,12.28,6.08,7.61,11.81,2023-07-20 02:15:00
,,11.79,5.63,4.38,11.25,2023-07-20 02:30:00
,,11.52,6.39,5.96,11.41,2023-07-20 02:45:00
,,13.5,6.71,10.31,13.0,2023-07-20 03:00:00
,,14.69,6.49,11.62,13.76,2023-07-20 03:15:00
,,12.43,6.39,13.06,12.07,2023-07-20 03:30:00
,,12.4,6.4,7.59,12.05,2023-07-20 03:45:00
,,12.66,6.45,7.14,12.26,2023-07-20 04:00:00
,,12.57,5.93,5.31,11.95,2023-07-20 04:15:00
,,12.33,6.47,4.57,12.03,2023-07-20 04:30:00
,,11.8,5.91,6.03,11.38,2023-07-20 04:45:00
,,10.24,7.12,8.08,10.83,2023-07-20 05:00:00
,,10.54,7.0,6.65,10.98,2023-07-20 05:15:00
,,12.78,6.4,7.47,12.32,2023-07-20 05:30:00
,,13.51,6.82,7.2,13.05,2023-07-20 05:45:00
,,10.51,7.02,9.92,10.97,2023-07-20 06:00:00
,,11.5,6.75,12.46,11.57,2023-07-20 06:15:00
,,14.72,6.5,5.37,13.79,2023-07-20 06:30:00
,,11.12,6.2,5.01,11.03,2023-07-20 06:45:00
,,10.12,6.5,3.87,10.44,2023-07-20 07:00:00
,,11.87,6.94,6.38,11.92,2023-07-20 07:15:00
,,13.12,6.64,9.38,12.69,2023-07-20 07:30:00
,,12.21,7.27,6.43,12.33,2023-07-20 07:45:00
,,12.55,6.89,5.38,12.4,2023-07-20 08:00:00
,,14.51,6.49,8.07,13.63,2023-07-20 08:15:00
,,10.45,6.27,12.08,10.57,2023-07-20 08:30:00
,,9.68,6.34,12.48,10.05,2023-07-20 08:45:00
,,11.5,6.46,11.27,11.43,2023-07-20 09:00:00
,,11.67,6.45,4.21,11.55,2023-07-20 09:15:00
,,11.3,6.74,8.82,11.41,2023-07-20 09:30:00
,,11.74,6.5,6.57,11.62,2023-07-20 09:45:00
,,11.31,6.47,10.78,11.29,2023-07-20 10:00:00
,,11.2,6.13,9.28,11.05,2023-07-20 10:15:00
,,12.25,6.8,11.83,12.13,2023-07-20 10:30:00
,,13.75,6.13,9.78,12.91,2023-07-20 10:45:00
,,11.52,6.47,11.66,11.45,2023-07-20 11:00:00
,,11.24,6.69,4.61,11.35,2023-07-20 11:15:00
,,10.0,6.53,8.13,10.37,2023-07-20 11:30:00
,,9.67,6.23,11.32,9.99,2023-07-20 11:45:00
,,11.75,6.85,13.69,11.79,2023-07-20 12:00:00
,,12.26,7.04,6.62,12.26,2023-07-20 12:15:00
,,12.65,6.41,7.24,12.24,2023-07-20 12:30:00
